Date,ValueShares Int Quantitative ValueEtf_Open_average,ValueShares Int Quantitative ValueEtf_Open_max,ValueShares Int Quantitative ValueEtf_Open_min,ValueShares Int Quantitative ValueEtf_High_average,ValueShares Int Quantitative ValueEtf_High_max,ValueShares Int Quantitative ValueEtf_High_min,ValueShares Int Quantitative ValueEtf_Low_average,ValueShares Int Quantitative ValueEtf_Low_max,ValueShares Int Quantitative ValueEtf_Low_min,ValueShares Int Quantitative ValueEtf_Close_average,ValueShares Int Quantitative ValueEtf_Close_max,ValueShares Int Quantitative ValueEtf_Close_min
2018-05-27,-1.1453012995364154,-1.1453012995364154,-1.1453012995364154,-1.1989982767563345,-1.1989982767563345,-1.1989982767563345,-0.9012532657023192,-0.9012532657023192,-0.9012532657023192,-1.1187131101783154,-1.1187131101783154,-1.1187131101783154
2018-06-03,-0.49697214621912844,-0.49697214621912844,-0.49697214621912844,-0.4413759685740598,-0.4413759685740598,-0.4413759685740598,-0.2771367263870595,-0.2771367263870595,-0.2771367263870595,-0.30633217974104354,-0.30633217974104354,-0.30633217974104354
2018-06-10,-1.1636323915819802,-1.1636323915819802,-1.1636323915819802,-1.2973469092945131,-1.2973469092945131,-1.2973469092945131,-1.040611112852139,-1.040611112852139,-1.040611112852139,-1.3749510946125874,-1.3749510946125874,-1.3749510946125874
2018-06-17,-2.672678406286965,-2.672678406286965,-2.672678406286965,-2.682778913961522,-2.682778913961522,-2.682778913961522,-2.255548563850239,-2.255548563850239,-2.255548563850239,-2.5926902860315773,-2.5926902860315773,-2.5926902860315773
2018-06-24,-2.5605116679990085,-2.5605116679990085,-2.5605116679990085,-2.489716891929825,-2.489716891929825,-2.489716891929825,-2.3640567938728125,-2.3640567938728125,-2.3640567938728125,-2.361797436888061,-2.361797436888061,-2.361797436888061
2018-07-01,-2.3258428040378525,-2.3258428040378525,-2.3258428040378525,-2.1882898055736186,-2.1882898055736186,-2.1882898055736186,-2.165865780788591,-2.165865780788591,-2.165865780788591,-2.048634808570173,-2.048634808570173,-2.048634808570173
2018-07-08,-1.9713299902496646,-1.9713299902496646,-1.9713299902496646,-1.9199870634702416,-1.9199870634702416,-1.9199870634702416,-1.870753468256637,-1.870753468256637,-1.870753468256637,-1.8032186705593773,-1.8032186705593773,-1.8032186705593773
2018-07-15,-1.4857191022687743,-1.4857191022687743,-1.4857191022687743,-1.5147483434685447,-1.5147483434685447,-1.5147483434685447,-1.3983547180358757,-1.3983547180358757,-1.3983547180358757,-1.399850129057946,-1.399850129057946,-1.399850129057946
2018-07-22,-0.6957823994442764,-0.6957823994442764,-0.6957823994442764,-0.749895598077004,-0.749895598077004,-0.749895598077004,-0.7587387941417509,-0.7587387941417509,-0.7587387941417509,-0.7859101080978736,-0.7859101080978736,-0.7859101080978736
2018-07-29,-1.2868944399414206,-1.2868944399414206,-1.2868944399414206,-1.2347966515514137,-1.2347966515514137,-1.2347966515514137,-1.2068800917242861,-1.2068800917242861,-1.2068800917242861,-1.133571124591175,-1.133571124591175,-1.133571124591175
2018-08-05,-1.4686726565485493,-1.4686726565485493,-1.4686726565485493,-1.5450991200001356,-1.5450991200001356,-1.5450991200001356,-1.5579568216984796,-1.5579568216984796,-1.5579568216984796,-1.5614433021022964,-1.5614433021022964,-1.5614433021022964
2018-08-12,-1.699028649878255,-1.699028649878255,-1.699028649878255,-1.5836728995459153,-1.5836728995459153,-1.5836728995459153,-1.6743851492806343,-1.6743851492806343,-1.6743851492806343,-1.5322652389719966,-1.5322652389719966,-1.5322652389719966
2018-08-19,-1.1109539092169975,-1.1109539092169975,-1.1109539092169975,-1.1753101859817263,-1.1753101859817263,-1.1753101859817263,-1.0749248541932725,-1.0749248541932725,-1.0749248541932725,-1.1497881190056964,-1.1497881190056964,-1.1497881190056964
2018-08-26,-0.9420610676378169,-0.9420610676378169,-0.9420610676378169,-0.922262997589656,-0.922262997589656,-0.922262997589656,-0.9332423784694702,-0.9332423784694702,-0.9332423784694702,-1.000254796600269,-1.000254796600269,-1.000254796600269
2018-09-02,-1.7682259942639351,-1.7682259942639351,-1.7682259942639351,-1.7845136782126227,-1.7845136782126227,-1.7845136782126227,-1.7464162899822984,-1.7464162899822984,-1.7464162899822984,-1.750852994206228,-1.750852994206228,-1.750852994206228
2018-09-09,-0.9705836599708064,-0.9705836599708064,-0.9705836599708064,-1.0132941005489091,-1.0132941005489091,-1.0132941005489091,-0.9729543765947573,-0.9729543765947573,-0.9729543765947573,-1.0001566387150176,-1.0001566387150176,-1.0001566387150176
2018-09-16,-0.14773341189185485,-0.14773341189185485,-0.14773341189185485,-0.16398260983491406,-0.16398260983491406,-0.16398260983491406,-0.10397152670053846,-0.10397152670053846,-0.10397152670053846,-0.1489059091963114,-0.1489059091963114,-0.1489059091963114
