Date,Global X SuperDividend Emerging Mar_Open_average,Global X SuperDividend Emerging Mar_Open_max,Global X SuperDividend Emerging Mar_Open_min,Global X SuperDividend Emerging Mar_High_average,Global X SuperDividend Emerging Mar_High_max,Global X SuperDividend Emerging Mar_High_min,Global X SuperDividend Emerging Mar_Low_average,Global X SuperDividend Emerging Mar_Low_max,Global X SuperDividend Emerging Mar_Low_min,Global X SuperDividend Emerging Mar_Close_average,Global X SuperDividend Emerging Mar_Close_max,Global X SuperDividend Emerging Mar_Close_min
2018-04-08,-1.8043413395216532,-1.8043413395216532,-1.8043413395216532,-1.7281790406247997,-1.7281790406247997,-1.7281790406247997,-1.43248553657813,-1.43248553657813,-1.43248553657813,-1.2986269736084874,-1.2986269736084874,-1.2986269736084874
2018-04-15,-1.3498196701130216,-1.3498196701130216,-1.3498196701130216,-1.4854059548201286,-1.4854059548201286,-1.4854059548201286,-1.3013292276469628,-1.3013292276469628,-1.3013292276469628,-1.3873463487959636,-1.3873463487959636,-1.3873463487959636
2018-04-22,-1.162231473539115,-1.162231473539115,-1.162231473539115,-1.2753829336627893,-1.2753829336627893,-1.2753829336627893,-0.9333550577307123,-0.9333550577307123,-0.9333550577307123,-1.0082114265913484,-1.0082114265913484,-1.0082114265913484
2018-04-29,-1.9207219553603834,-1.9207219553603834,-1.9207219553603834,-1.9301057583942176,-1.9301057583942176,-1.9301057583942176,-1.8508652890273127,-1.8508652890273127,-1.8508652890273127,-1.804537324176019,-1.804537324176019,-1.804537324176019
2018-05-06,-1.4852391165479826,-1.4852391165479826,-1.4852391165479826,-1.4333427476652196,-1.4333427476652196,-1.4333427476652196,-1.4186678003569173,-1.4186678003569173,-1.4186678003569173,-1.426553567762719,-1.426553567762719,-1.426553567762719
2018-05-13,-1.793303596933594,-1.793303596933594,-1.793303596933594,-1.716461926483131,-1.716461926483131,-1.716461926483131,-1.719654480814492,-1.719654480814492,-1.719654480814492,-1.6587981702737704,-1.6587981702737704,-1.6587981702737704
2018-05-20,-1.449574047150875,-1.449574047150875,-1.449574047150875,-1.4670747180946173,-1.4670747180946173,-1.4670747180946173,-1.4250059469447642,-1.4250059469447642,-1.4250059469447642,-1.4132432437152662,-1.4132432437152662,-1.4132432437152662
2018-05-27,-1.2780638785350664,-1.2780638785350664,-1.2780638785350664,-1.2353208787195942,-1.2353208787195942,-1.2353208787195942,-1.2350501219904502,-1.2350501219904502,-1.2350501219904502,-1.1857300414856213,-1.1857300414856213,-1.1857300414856213
2018-06-03,-1.5223288008530114,-1.5223288008530114,-1.5223288008530114,-1.5058792736861857,-1.5058792736861857,-1.5058792736861857,-1.5578809432953467,-1.5578809432953467,-1.5578809432953467,-1.5225538835274404,-1.5225538835274404,-1.5225538835274404
2018-06-10,-1.8668509580042099,-1.8668509580042099,-1.8668509580042099,-1.8923821509040748,-1.8923821509040748,-1.8923821509040748,-2.0275479408315396,-2.0275479408315396,-2.0275479408315396,-1.917731685604344,-1.917731685604344,-1.917731685604344
