Date,iShares MSCI Germany Small-Cap_etf_Open_average,iShares MSCI Germany Small-Cap_etf_Open_max,iShares MSCI Germany Small-Cap_etf_Open_min,iShares MSCI Germany Small-Cap_etf_High_average,iShares MSCI Germany Small-Cap_etf_High_max,iShares MSCI Germany Small-Cap_etf_High_min,iShares MSCI Germany Small-Cap_etf_Low_average,iShares MSCI Germany Small-Cap_etf_Low_max,iShares MSCI Germany Small-Cap_etf_Low_min,iShares MSCI Germany Small-Cap_etf_Close_average,iShares MSCI Germany Small-Cap_etf_Close_max,iShares MSCI Germany Small-Cap_etf_Close_min
2018-04-08,0.23905421482546127,0.23905421482546127,0.23905421482546127,0.09704140632790502,0.09704140632790502,0.09704140632790502,0.23664577028946873,0.23664577028946873,0.23664577028946873,0.09458433766697644,0.09458433766697644,0.09458433766697644
2018-04-15,0.6048032086945292,0.6048032086945292,0.6048032086945292,0.4552630284910578,0.4552630284910578,0.4552630284910578,0.5470754400337658,0.5470754400337658,0.5470754400337658,0.45375611775952274,0.45375611775952274,0.45375611775952274
2018-04-22,0.10116938516996365,0.10116938516996365,0.10116938516996365,-0.09023282289754632,-0.09023282289754632,-0.09023282289754632,0.034332045928298575,0.034332045928298575,0.034332045928298575,-0.04833203276762543,-0.04833203276762543,-0.04833203276762543
2018-04-29,0.06328371424161434,0.06328371424161434,0.06328371424161434,0.12623646583850154,0.12623646583850154,0.12623646583850154,0.26381261128582584,0.26381261128582584,0.26381261128582584,0.31503298556374437,0.31503298556374437,0.31503298556374437
2018-05-06,1.0793693057277611,1.0793693057277611,1.0793693057277611,0.9234788738894697,0.9234788738894697,0.9234788738894697,1.0893979212112568,1.0893979212112568,1.0893979212112568,0.9958163664193131,0.9958163664193131,0.9958163664193131
2018-05-13,0.3101941961525843,0.3101941961525843,0.3101941961525843,0.3129687468952989,0.3129687468952989,0.3129687468952989,0.4783839807670524,0.4783839807670524,0.4783839807670524,0.4240277942171379,0.4240277942171379,0.4240277942171379
2018-05-20,-0.443913729424587,-0.443913729424587,-0.443913729424587,-0.3323057153116137,-0.3323057153116137,-0.3323057153116137,-0.39300975475934835,-0.39300975475934835,-0.39300975475934835,-0.3327033989842993,-0.3327033989842993,-0.3327033989842993
2018-05-27,-1.1018606835205733,-1.1018606835205733,-1.1018606835205733,-1.2836298724714401,-1.2836298724714401,-1.2836298724714401,-1.087029355947538,-1.087029355947538,-1.087029355947538,-1.2158238434053548,-1.2158238434053548,-1.2158238434053548
2018-06-03,-0.25824963025838027,-0.25824963025838027,-0.25824963025838027,-0.3166308545831272,-0.3166308545831272,-0.3166308545831272,-0.22603446218343556,-0.22603446218343556,-0.22603446218343556,-0.03292167647932136,-0.03292167647932136,-0.03292167647932136
2018-06-10,-0.49210083619639566,-0.49210083619639566,-0.49210083619639566,-0.6228711007027572,-0.6228711007027572,-0.6228711007027572,-0.5535617606791408,-0.5535617606791408,-0.5535617606791408,-0.5031676253982765,-0.5031676253982765,-0.5031676253982765
2018-06-17,-2.5062494812426093,-2.5062494812426093,-2.5062494812426093,-2.5395792312872807,-2.5395792312872807,-2.5395792312872807,-2.4913199764390765,-2.4913199764390765,-2.4913199764390765,-2.4637165918322492,-2.4637165918322492,-2.4637165918322492
2018-06-24,-2.4667097382662027,-2.4667097382662027,-2.4667097382662027,-2.4221565159344074,-2.4221565159344074,-2.4221565159344074,-2.389740244760268,-2.389740244760268,-2.389740244760268,-2.443658026836394,-2.443658026836394,-2.443658026836394
