Date,ProShares Decline of the Retail StoreEtf_Open_average,ProShares Decline of the Retail StoreEtf_Open_max,ProShares Decline of the Retail StoreEtf_Open_min,ProShares Decline of the Retail StoreEtf_High_average,ProShares Decline of the Retail StoreEtf_High_max,ProShares Decline of the Retail StoreEtf_High_min,ProShares Decline of the Retail StoreEtf_Low_average,ProShares Decline of the Retail StoreEtf_Low_max,ProShares Decline of the Retail StoreEtf_Low_min,ProShares Decline of the Retail StoreEtf_Close_average,ProShares Decline of the Retail StoreEtf_Close_max,ProShares Decline of the Retail StoreEtf_Close_min
2018-09-09,-1.1146574584900704,-1.1146574584900704,-1.1146574584900704,-1.1502199193935294,-1.1502199193935294,-1.1502199193935294,-1.0731052600558089,-1.0731052600558089,-1.0731052600558089,-1.1362128061692458,-1.1362128061692458,-1.1362128061692458
2018-09-16,-0.9913932208756709,-0.9913932208756709,-0.9913932208756709,-1.0133178691490805,-1.0133178691490805,-1.0133178691490805,-1.1377921776670088,-1.1377921776670088,-1.1377921776670088,-1.187018797224899,-1.187018797224899,-1.187018797224899
2018-09-23,-1.1360431318392537,-1.1360431318392537,-1.1360431318392537,-1.1533147426740418,-1.1533147426740418,-1.1533147426740418,-1.027720523178391,-1.027720523178391,-1.027720523178391,-1.0615936629532061,-1.0615936629532061,-1.0615936629532061
2018-09-30,0.4033921572094102,0.4033921572094102,0.4033921572094102,0.49438573714427375,0.49438573714427375,0.49438573714427375,0.34600589809570725,0.34600589809570725,0.34600589809570725,0.42531278167364356,0.42531278167364356,0.42531278167364356
2018-10-07,1.373679102226698,1.373679102226698,1.373679102226698,1.1069027721152924,1.1069027721152924,1.1069027721152924,1.0274166929383453,1.0274166929383453,1.0274166929383453,1.018126651151835,1.018126651151835,1.018126651151835
2018-10-14,2.075856717382006,2.075856717382006,2.075856717382006,1.9658436504975203,1.9658436504975203,1.9658436504975203,2.213904046042035,2.213904046042035,2.213904046042035,2.0030847527941433,2.0030847527941433,2.0030847527941433
2018-10-21,1.599149002956112,1.599149002956112,1.599149002956112,2.055323828965359,2.055323828965359,2.055323828965359,1.6991549858885608,1.6991549858885608,1.6991549858885608,1.7070994113778333,1.7070994113778333,1.7070994113778333
2018-10-28,-0.16211312292180202,-0.16211312292180202,-0.16211312292180202,0.07066572352221052,0.07066572352221052,0.07066572352221052,-0.06025550934013206,-0.06025550934013206,-0.06025550934013206,0.1811130004374319,0.1811130004374319,0.1811130004374319
2018-11-04,-1.044615630966508,-1.044615630966508,-1.044615630966508,-0.7285595422714939,-0.7285595422714939,-0.7285595422714939,-0.929162897843396,-0.929162897843396,-0.929162897843396,-0.6442394962253624,-0.6442394962253624,-0.6442394962253624
2018-11-11,1.0091724415781602,1.0091724415781602,1.0091724415781602,1.1188942538017153,1.1188942538017153,1.1188942538017153,1.093003855703646,1.093003855703646,1.093003855703646,0.9336961215501568,0.9336961215501568,0.9336961215501568
2018-11-18,1.924772005977817,1.924772005977817,1.924772005977817,1.657692229012336,1.657692229012336,1.657692229012336,1.9651894953442857,1.9651894953442857,1.9651894953442857,1.8103712554656,1.8103712554656,1.8103712554656
2018-11-25,1.4348361642494105,1.4348361642494105,1.4348361642494105,1.2516405249352143,1.2516405249352143,1.2516405249352143,1.4812826785231958,1.4812826785231958,1.4812826785231958,1.3815186852061274,1.3815186852061274,1.3815186852061274
2018-12-02,1.9578504529520975,1.9578504529520975,1.9578504529520975,2.4282178149744267,2.4282178149744267,2.4282178149744267,1.9750017266662256,1.9750017266662256,1.9750017266662256,2.517126264372375,2.517126264372375,2.517126264372375
2018-12-09,2.7286390933062523,2.7286390933062523,2.7286390933062523,2.5665729203388032,2.5665729203388032,2.5665729203388032,2.556792238546513,2.556792238546513,2.556792238546513,2.5758528219370223,2.5758528219370223,2.5758528219370223
2018-12-16,2.718928223867304,2.718928223867304,2.718928223867304,2.810522505592925,2.810522505592925,2.810522505592925,2.626878718603345,2.626878718603345,2.626878718603345,2.840218087187237,2.840218087187237,2.840218087187237
2018-12-23,1.9384701729908325,1.9384701729908325,1.9384701729908325,1.803181525202448,1.803181525202448,1.803181525202448,1.432149436781235,1.432149436781235,1.432149436781235,1.7984472028839382,1.7984472028839382,1.7984472028839382
2018-12-30,1.3889798129725337,1.3889798129725337,1.3889798129725337,1.1927648475585204,1.1927648475585204,1.1927648475585204,1.4410534035977842,1.4410534035977842,1.4410534035977842,1.0736860058371405,1.0736860058371405,1.0736860058371405
2019-01-06,0.6342704490403567,0.6342704490403567,0.6342704490403567,0.48198633056936097,0.48198633056936097,0.48198633056936097,0.7027919469960835,0.7027919469960835,0.7027919469960835,0.5191383094509388,0.5191383094509388,0.5191383094509388
2019-01-13,0.508286215286662,0.508286215286662,0.508286215286662,0.3650751025292388,0.3650751025292388,0.3650751025292388,0.45886512674664726,0.45886512674664726,0.45886512674664726,0.3042129217955244,0.3042129217955244,0.3042129217955244
2019-01-20,0.41841451131597435,0.41841451131597435,0.41841451131597435,0.2912524469432444,0.2912524469432444,0.2912524469432444,0.5520162238920855,0.5520162238920855,0.5520162238920855,0.3172063268258473,0.3172063268258473,0.3172063268258473
2019-01-27,0.5690357440666775,0.5690357440666775,0.5690357440666775,0.52821952923867,0.52821952923867,0.52821952923867,0.03128925581487501,0.03128925581487501,0.03128925581487501,0.510954422863455,0.510954422863455,0.510954422863455
2019-02-03,0.5572242158957104,0.5572242158957104,0.5572242158957104,0.42478933904095034,0.42478933904095034,0.42478933904095034,0.7660324308755178,0.7660324308755178,0.7660324308755178,0.4824015042618967,0.4824015042618967,0.4824015042618967
2019-02-10,-0.03296403737766966,-0.03296403737766966,-0.03296403737766966,-0.17330468717787853,-0.17330468717787853,-0.17330468717787853,-0.33534048170453185,-0.33534048170453185,-0.33534048170453185,-0.1441308231560603,-0.1441308231560603,-0.1441308231560603
2019-02-17,0.007259088587167468,0.007259088587167468,0.007259088587167468,-0.08554252241886601,-0.08554252241886601,-0.08554252241886601,0.1362375274205515,0.1362375274205515,0.1362375274205515,-0.13450742818985315,-0.13450742818985315,-0.13450742818985315
2019-02-24,-0.8821115442124421,-0.8821115442124421,-0.8821115442124421,-0.6028060579769442,-0.6028060579769442,-0.6028060579769442,-0.8137505120878846,-0.8137505120878846,-0.8137505120878846,-0.5400716320736535,-0.5400716320736535,-0.5400716320736535
2019-03-03,0.2926729252336205,0.2926729252336205,0.2926729252336205,0.32588463290642183,0.32588463290642183,0.32588463290642183,0.38892546028868336,0.38892546028868336,0.38892546028868336,0.2712676289685686,0.2712676289685686,0.2712676289685686
2019-03-10,0.4564686355207522,0.4564686355207522,0.4564686355207522,0.41919551318678355,0.41919551318678355,0.41919551318678355,0.7150017497258288,0.7150017497258288,0.7150017497258288,0.46248922412134513,0.46248922412134513,0.46248922412134513
2019-03-17,0.48954365183685883,0.48954365183685883,0.48954365183685883,0.5295917410832612,0.5295917410832612,0.5295917410832612,0.7612829913457103,0.7612829913457103,0.7612829913457103,0.5736834388954866,0.5736834388954866,0.5736834388954866
2019-03-24,-0.1535286163040612,-0.1535286163040612,-0.1535286163040612,-0.3108439223737137,-0.3108439223737137,-0.3108439223737137,0.04478387693533539,0.04478387693533539,0.04478387693533539,-0.2501477962856643,-0.2501477962856643,-0.2501477962856643
2019-03-31,-0.7817435922364486,-0.7817435922364486,-0.7817435922364486,-0.7882008653428136,-0.7882008653428136,-0.7882008653428136,-0.6005211563551169,-0.6005211563551169,-0.6005211563551169,-0.7502095800413683,-0.7502095800413683,-0.7502095800413683
2019-04-07,-0.4101357287397974,-0.4101357287397974,-0.4101357287397974,-0.4209653131822674,-0.4209653131822674,-0.4209653131822674,-0.1732784103157932,-0.1732784103157932,-0.1732784103157932,-0.3576345578127752,-0.3576345578127752,-0.3576345578127752
2019-04-14,-0.7405210199984432,-0.7405210199984432,-0.7405210199984432,-0.7633260653447826,-0.7633260653447826,-0.7633260653447826,-0.5688475500324631,-0.5688475500324631,-0.5688475500324631,-0.6979848651609365,-0.6979848651609365,-0.6979848651609365
2019-04-21,-0.16640047361391985,-0.16640047361391985,-0.16640047361391985,-0.3295081482304837,-0.3295081482304837,-0.3295081482304837,-0.19225861786649326,-0.19225861786649326,-0.19225861786649326,-0.4927645266498295,-0.4927645266498295,-0.4927645266498295
2019-04-28,-0.44951953427631736,-0.44951953427631736,-0.44951953427631736,-0.5705430840208184,-0.5705430840208184,-0.5705430840208184,-0.2328661968767068,-0.2328661968767068,-0.2328661968767068,-0.5215895545955559,-0.5215895545955559,-0.5215895545955559
2019-05-05,0.6476441935790703,0.6476441935790703,0.6476441935790703,0.9086656494409093,0.9086656494409093,0.9086656494409093,0.7582233143742781,0.7582233143742781,0.7582233143742781,0.48296816051879743,0.48296816051879743,0.48296816051879743
2019-05-12,2.1839628785525673,2.1839628785525673,2.1839628785525673,2.1671739924169575,2.1671739924169575,2.1671739924169575,2.175178726992444,2.175178726992444,2.175178726992444,2.4320055487048804,2.4320055487048804,2.4320055487048804
2019-05-19,3.10925270570216,3.10925270570216,3.10925270570216,3.102744719801653,3.102744719801653,3.102744719801653,2.9887628193732168,2.9887628193732168,2.9887628193732168,3.0258487871647124,3.0258487871647124,3.0258487871647124
2019-05-26,2.9604043980907653,2.9604043980907653,2.9604043980907653,3.0308244405095146,3.0308244405095146,3.0308244405095146,3.0131995200652346,3.0131995200652346,3.0131995200652346,3.0633271179550694,3.0633271179550694,3.0633271179550694
2019-06-02,2.138090807321028,2.138090807321028,2.138090807321028,2.101504989298411,2.101504989298411,2.101504989298411,2.0382959216208176,2.0382959216208176,2.0382959216208176,2.0873884405194905,2.0873884405194905,2.0873884405194905
2019-06-09,1.5718254657215667,1.5718254657215667,1.5718254657215667,1.502864390682479,1.502864390682479,1.502864390682479,1.6484462098597754,1.6484462098597754,1.6484462098597754,1.626307982750673,1.626307982750673,1.626307982750673
2019-06-16,1.3874162873386724,1.3874162873386724,1.3874162873386724,1.3612027032109653,1.3612027032109653,1.3612027032109653,1.3126040798061425,1.3126040798061425,1.3126040798061425,1.3325958528082953,1.3325958528082953,1.3325958528082953
2019-06-23,1.3115131340830124,1.3115131340830124,1.3115131340830124,1.2577040180148924,1.2577040180148924,1.2577040180148924,1.29513807826576,1.29513807826576,1.29513807826576,1.290588713644442,1.290588713644442,1.290588713644442
2019-06-30,1.0576956824888366,1.0576956824888366,1.0576956824888366,1.1059213702585562,1.1059213702585562,1.1059213702585562,1.0743723765215867,1.0743723765215867,1.0743723765215867,1.036434608235622,1.036434608235622,1.036434608235622
2019-07-07,1.0208007237934629,1.0208007237934629,1.0208007237934629,0.9670792039659604,0.9670792039659604,0.9670792039659604,0.830824412084405,0.830824412084405,0.830824412084405,0.7890684299909742,0.7890684299909742,0.7890684299909742
2019-07-14,0.7722726725409297,0.7722726725409297,0.7722726725409297,0.7091618263458238,0.7091618263458238,0.7091618263458238,0.8535547927724333,0.8535547927724333,0.8535547927724333,0.8121744322081467,0.8121744322081467,0.8121744322081467
2019-07-21,0.8098793069248834,0.8098793069248834,0.8098793069248834,0.7555757861359816,0.7555757861359816,0.7555757861359816,0.7389073911475904,0.7389073911475904,0.7389073911475904,0.7292428021344164,0.7292428021344164,0.7292428021344164
2019-07-28,1.3409964198343212,1.3409964198343212,1.3409964198343212,1.4421814474409995,1.4421814474409995,1.4421814474409995,1.4545977361945586,1.4545977361945586,1.4545977361945586,1.5243286646484244,1.5243286646484244,1.5243286646484244
2019-08-04,1.4211051113895687,1.4211051113895687,1.4211051113895687,1.601183621862815,1.601183621862815,1.601183621862815,1.5155812202023204,1.5155812202023204,1.5155812202023204,1.7223686267382192,1.7223686267382192,1.7223686267382192
2019-08-11,2.3561814788759508,2.3561814788759508,2.3561814788759508,2.289315649269224,2.289315649269224,2.289315649269224,2.1451537096380426,2.1451537096380426,2.1451537096380426,2.108400208943749,2.108400208943749,2.108400208943749
2019-08-18,1.3010898239180093,1.3010898239180093,1.3010898239180093,1.5328142522379493,1.5328142522379493,1.5328142522379493,1.3243352115968665,1.3243352115968665,1.3243352115968665,1.675369316172483,1.675369316172483,1.675369316172483
2019-08-25,0.7647558424189264,0.7647558424189264,0.7647558424189264,0.873820863551936,0.873820863551936,0.873820863551936,0.8066062585245635,0.8066062585245635,0.8066062585245635,0.9463989382235077,0.9463989382235077,0.9463989382235077
2019-09-01,0.06709035082156083,0.06709035082156083,0.06709035082156083,-0.017513274019627233,-0.017513274019627233,-0.017513274019627233,-0.016360690985285812,-0.016360690985285812,-0.016360690985285812,-0.0015154164367563948,-0.0015154164367563948,-0.0015154164367563948
2019-09-08,-1.0767489271214497,-1.0767489271214497,-1.0767489271214497,-1.1167934215060524,-1.1167934215060524,-1.1167934215060524,-1.0132308308105547,-1.0132308308105547,-1.0132308308105547,-1.0295585259606408,-1.0295585259606408,-1.0295585259606408
2019-09-15,-0.831908797256042,-0.831908797256042,-0.831908797256042,-0.6220668983470334,-0.6220668983470334,-0.6220668983470334,-0.7441956882641089,-0.7441956882641089,-0.7441956882641089,-0.5055505346534087,-0.5055505346534087,-0.5055505346534087
2019-09-22,-0.9025410854785868,-0.9025410854785868,-0.9025410854785868,-0.955780674497112,-0.955780674497112,-0.955780674497112,-0.9710934951428107,-0.9710934951428107,-0.9710934951428107,-1.000215243563004,-1.000215243563004,-1.000215243563004
2019-09-29,-0.606830269529473,-0.606830269529473,-0.606830269529473,-0.6762620927456919,-0.6762620927456919,-0.6762620927456919,-0.7285116954356112,-0.7285116954356112,-0.7285116954356112,-0.7467279652528137,-0.7467279652528137,-0.7467279652528137
2019-10-06,-1.2964679165773543,-1.2964679165773543,-1.2964679165773543,-1.3119510659236666,-1.3119510659236666,-1.3119510659236666,-1.5510801063666126,-1.5510801063666126,-1.5510801063666126,-1.367478648005536,-1.367478648005536,-1.367478648005536
2019-10-13,-1.2670923866121353,-1.2670923866121353,-1.2670923866121353,-1.2456728461365734,-1.2456728461365734,-1.2456728461365734,-1.2154490090615069,-1.2154490090615069,-1.2154490090615069,-1.2327804108730316,-1.2327804108730316,-1.2327804108730316
2019-10-20,-1.6064165023654082,-1.6064165023654082,-1.6064165023654082,-1.5796890736385663,-1.5796890736385663,-1.5796890736385663,-1.6974149897412585,-1.6974149897412585,-1.6974149897412585,-1.6452587981295246,-1.6452587981295246,-1.6452587981295246
2019-10-27,-1.3993328452801133,-1.3993328452801133,-1.3993328452801133,-1.36408659054005,-1.36408659054005,-1.36408659054005,-1.3366447585450685,-1.3366447585450685,-1.3366447585450685,-1.3037890973702966,-1.3037890973702966,-1.3037890973702966
2019-11-03,-1.7657154109089692,-1.7657154109089692,-1.7657154109089692,-1.6216519011453607,-1.6216519011453607,-1.6216519011453607,-1.7483115959858757,-1.7483115959858757,-1.7483115959858757,-1.6052675046876272,-1.6052675046876272,-1.6052675046876272
2019-11-10,-1.4733119404701693,-1.4733119404701693,-1.4733119404701693,-1.4573456022786184,-1.4573456022786184,-1.4573456022786184,-1.506332939444706,-1.506332939444706,-1.506332939444706,-1.4756949979271696,-1.4756949979271696,-1.4756949979271696
2019-11-17,-0.7325399044143445,-0.7325399044143445,-0.7325399044143445,-0.748131373545433,-0.748131373545433,-0.748131373545433,-0.7822105602837602,-0.7822105602837602,-0.7822105602837602,-0.8256292673364067,-0.8256292673364067,-0.8256292673364067
2019-11-24,-1.254330942854378,-1.254330942854378,-1.254330942854378,-1.1082257102923836,-1.1082257102923836,-1.1082257102923836,-1.2286932006803304,-1.2286932006803304,-1.2286932006803304,-1.0822315495478776,-1.0822315495478776,-1.0822315495478776
2019-12-01,-0.8201043609558671,-0.8201043609558671,-0.8201043609558671,-0.8657435333726918,-0.8657435333726918,-0.8657435333726918,-1.1122256183883161,-1.1122256183883161,-1.1122256183883161,-1.0994388998349207,-1.0994388998349207,-1.0994388998349207
2019-12-08,-1.0614644068508035,-1.0614644068508035,-1.0614644068508035,-0.9182916666519533,-0.9182916666519533,-0.9182916666519533,-1.007103203691696,-1.007103203691696,-1.007103203691696,-0.8639988264392433,-0.8639988264392433,-0.8639988264392433
2019-12-15,-1.0753319352000092,-1.0753319352000092,-1.0753319352000092,-1.0785547657618284,-1.0785547657618284,-1.0785547657618284,-1.0897497711194346,-1.0897497711194346,-1.0897497711194346,-1.0361753950307482,-1.0361753950307482,-1.0361753950307482
2019-12-22,-0.976801857197484,-0.976801857197484,-0.976801857197484,-1.023024934384041,-1.023024934384041,-1.023024934384041,-1.0384353479984973,-1.0384353479984973,-1.0384353479984973,-1.0513550741202176,-1.0513550741202176,-1.0513550741202176
2019-12-29,-0.8202966279914565,-0.8202966279914565,-0.8202966279914565,-0.8593608202771796,-0.8593608202771796,-0.8593608202771796,-0.8331178863289092,-0.8331178863289092,-0.8331178863289092,-0.8522215665658558,-0.8522215665658558,-0.8522215665658558
