Date,WisdomTree Emerging Markets High Dividend_Open_average,WisdomTree Emerging Markets High Dividend_Open_max,WisdomTree Emerging Markets High Dividend_Open_min,WisdomTree Emerging Markets High Dividend_High_average,WisdomTree Emerging Markets High Dividend_High_max,WisdomTree Emerging Markets High Dividend_High_min,WisdomTree Emerging Markets High Dividend_Low_average,WisdomTree Emerging Markets High Dividend_Low_max,WisdomTree Emerging Markets High Dividend_Low_min,WisdomTree Emerging Markets High Dividend_Close_average,WisdomTree Emerging Markets High Dividend_Close_max,WisdomTree Emerging Markets High Dividend_Close_min
2018-04-08,-1.0741972516020521,-1.0741972516020521,-1.0741972516020521,-1.2393102984100777,-1.2393102984100777,-1.2393102984100777,-0.8161373873863847,-0.8161373873863847,-0.8161373873863847,-0.8254592345523311,-0.8254592345523311,-0.8254592345523311
2018-04-15,-0.95531442058185,-0.95531442058185,-0.95531442058185,-1.22398281028663,-1.22398281028663,-1.22398281028663,-0.9056175531190629,-0.9056175531190629,-0.9056175531190629,-1.1486928973193555,-1.1486928973193555,-1.1486928973193555
2018-04-22,-0.789266721105911,-0.789266721105911,-0.789266721105911,-1.0609903140445944,-1.0609903140445944,-1.0609903140445944,-0.8659319203715647,-0.8659319203715647,-0.8659319203715647,-1.0923596349717175,-1.0923596349717175,-1.0923596349717175
2018-04-29,-1.6612182756849387,-1.6612182756849387,-1.6612182756849387,-1.7354538820113603,-1.7354538820113603,-1.7354538820113603,-1.4858262260159476,-1.4858262260159476,-1.4858262260159476,-1.5635772276903572,-1.5635772276903572,-1.5635772276903572
2018-05-06,-0.24223249711925415,-0.24223249711925415,-0.24223249711925415,-0.367616477412695,-0.367616477412695,-0.367616477412695,-0.17692377894739658,-0.17692377894739658,-0.17692377894739658,-0.3342669550500787,-0.3342669550500787,-0.3342669550500787
2018-05-13,-1.0631929557324353,-1.0631929557324353,-1.0631929557324353,-1.0579858692123891,-1.0579858692123891,-1.0579858692123891,-0.8739714754086036,-0.8739714754086036,-0.8739714754086036,-0.8679863685971695,-0.8679863685971695,-0.8679863685971695
2018-05-20,-1.338773606811442,-1.338773606811442,-1.338773606811442,-1.2839354109881933,-1.2839354109881933,-1.2839354109881933,-1.121334794958668,-1.121334794958668,-1.121334794958668,-1.0254936635825396,-1.0254936635825396,-1.0254936635825396
2018-05-27,-0.5759901066248905,-0.5759901066248905,-0.5759901066248905,-0.6502512735804407,-0.6502512735804407,-0.6502512735804407,-0.32122977653719026,-0.32122977653719026,-0.32122977653719026,-0.4481232580889496,-0.4481232580889496,-0.4481232580889496
2018-06-03,-1.508933241502432,-1.508933241502432,-1.508933241502432,-1.5601144480544016,-1.5601144480544016,-1.5601144480544016,-1.5399342804471396,-1.5399342804471396,-1.5399342804471396,-1.4636731696629532,-1.4636731696629532,-1.4636731696629532
2018-06-10,-2.6444639305716877,-2.6444639305716877,-2.6444639305716877,-2.6226396102064595,-2.6226396102064595,-2.6226396102064595,-2.850177453368114,-2.850177453368114,-2.850177453368114,-2.5893615770203557,-2.5893615770203557,-2.5893615770203557
