Date,iShares MSCI EAFE Small-CapEtf_Open_average,iShares MSCI EAFE Small-CapEtf_Open_max,iShares MSCI EAFE Small-CapEtf_Open_min,iShares MSCI EAFE Small-CapEtf_High_average,iShares MSCI EAFE Small-CapEtf_High_max,iShares MSCI EAFE Small-CapEtf_High_min,iShares MSCI EAFE Small-CapEtf_Low_average,iShares MSCI EAFE Small-CapEtf_Low_max,iShares MSCI EAFE Small-CapEtf_Low_min,iShares MSCI EAFE Small-CapEtf_Close_average,iShares MSCI EAFE Small-CapEtf_Close_max,iShares MSCI EAFE Small-CapEtf_Close_min
2018-05-27,-0.4013059671797013,-0.4013059671797013,-0.4013059671797013,-0.47527221206668596,-0.47527221206668596,-0.47527221206668596,-0.25831007914459503,-0.25831007914459503,-0.25831007914459503,-0.3603454742245223,-0.3603454742245223,-0.3603454742245223
2018-06-03,0.14980044336926096,0.14980044336926096,0.14980044336926096,0.07724889307216319,0.07724889307216319,0.07724889307216319,0.19900134807072856,0.19900134807072856,0.19900134807072856,0.15224365440530113,0.15224365440530113,0.15224365440530113
2018-06-10,-0.2282427129857146,-0.2282427129857146,-0.2282427129857146,-0.45049627251313784,-0.45049627251313784,-0.45049627251313784,-0.18496366401275263,-0.18496366401275263,-0.18496366401275263,-0.20515875566381087,-0.20515875566381087,-0.20515875566381087
2018-06-17,-1.6632144241853082,-1.6632144241853082,-1.6632144241853082,-1.860795092749195,-1.860795092749195,-1.860795092749195,-1.3198131458616162,-1.3198131458616162,-1.3198131458616162,-1.7604938773965593,-1.7604938773965593,-1.7604938773965593
2018-06-24,-2.8170736926352267,-2.8170736926352267,-2.8170736926352267,-2.876101604802136,-2.876101604802136,-2.876101604802136,-2.5251521739335727,-2.5251521739335727,-2.5251521739335727,-2.6772834700536587,-2.6772834700536587,-2.6772834700536587
2018-07-01,-2.4306120808921983,-2.4306120808921983,-2.4306120808921983,-2.4708553618617617,-2.4708553618617617,-2.4708553618617617,-2.2909534850271895,-2.2909534850271895,-2.2909534850271895,-2.292283014180429,-2.292283014180429,-2.292283014180429
2018-07-08,-1.887221093715384,-1.887221093715384,-1.887221093715384,-1.9802488534013805,-1.9802488534013805,-1.9802488534013805,-1.798956866033798,-1.798956866033798,-1.798956866033798,-1.8165662837553902,-1.8165662837553902,-1.8165662837553902
2018-07-15,-1.6422165404604347,-1.6422165404604347,-1.6422165404604347,-1.5287717032713501,-1.5287717032713501,-1.5287717032713501,-1.5330828207027556,-1.5330828207027556,-1.5330828207027556,-1.4030612409364749,-1.4030612409364749,-1.4030612409364749
2018-07-22,-0.7556952632929109,-0.7556952632929109,-0.7556952632929109,-0.8266618755552312,-0.8266618755552312,-0.8266618755552312,-0.7726166277360323,-0.7726166277360323,-0.7726166277360323,-0.8604507678612519,-0.8604507678612519,-0.8604507678612519
2018-07-29,-1.3594145577724714,-1.3594145577724714,-1.3594145577724714,-1.4810835847044148,-1.4810835847044148,-1.4810835847044148,-1.3481776449110403,-1.3481776449110403,-1.3481776449110403,-1.354291281901243,-1.354291281901243,-1.354291281901243
2018-08-05,-1.7981820907470725,-1.7981820907470725,-1.7981820907470725,-1.8964693727308966,-1.8964693727308966,-1.8964693727308966,-1.8311496490736494,-1.8311496490736494,-1.8311496490736494,-1.8738937290403723,-1.8738937290403723,-1.8738937290403723
2018-08-12,-2.077004547695857,-2.077004547695857,-2.077004547695857,-1.9961172536801237,-1.9961172536801237,-1.9961172536801237,-2.0582685339044167,-2.0582685339044167,-2.0582685339044167,-1.9881834018804085,-1.9881834018804085,-1.9881834018804085
2018-08-19,-1.1529450781363904,-1.1529450781363904,-1.1529450781363904,-1.1743454510826954,-1.1743454510826954,-1.1743454510826954,-1.1405310256522259,-1.1405310256522259,-1.1405310256522259,-1.1671762134494092,-1.1671762134494092,-1.1671762134494092
2018-08-26,-0.7034365696824222,-0.7034365696824222,-0.7034365696824222,-0.7315478007872543,-0.7315478007872543,-0.7315478007872543,-0.7855030364615154,-0.7855030364615154,-0.7855030364615154,-0.7685840834468313,-0.7685840834468313,-0.7685840834468313
2018-09-02,-1.5187033448288065,-1.5187033448288065,-1.5187033448288065,-1.525700403069696,-1.525700403069696,-1.525700403069696,-1.5304873455959422,-1.5304873455959422,-1.5304873455959422,-1.5657858614716178,-1.5657858614716178,-1.5657858614716178
2018-09-09,-0.8419888483262673,-0.8419888483262673,-0.8419888483262673,-0.9167067726451528,-0.9167067726451528,-0.9167067726451528,-0.8898284325010308,-0.8898284325010308,-0.8898284325010308,-0.9331965034727064,-0.9331965034727064,-0.9331965034727064
2018-09-16,-0.1738453419773466,-0.1738453419773466,-0.1738453419773466,-0.2669838842238626,-0.2669838842238626,-0.2669838842238626,-0.14427935888893087,-0.14427935888893087,-0.14427935888893087,-0.2400691271190456,-0.2400691271190456,-0.2400691271190456
2018-09-23,-0.5877266651487049,-0.5877266651487049,-0.5877266651487049,-0.5627011715890361,-0.5627011715890361,-0.5627011715890361,-0.5817956705994549,-0.5817956705994549,-0.5817956705994549,-0.6204139643180979,-0.6204139643180979,-0.6204139643180979
