Date,iShares US Healthcare ProvidersEtf_Open_average,iShares US Healthcare ProvidersEtf_Open_max,iShares US Healthcare ProvidersEtf_Open_min,iShares US Healthcare ProvidersEtf_High_average,iShares US Healthcare ProvidersEtf_High_max,iShares US Healthcare ProvidersEtf_High_min,iShares US Healthcare ProvidersEtf_Low_average,iShares US Healthcare ProvidersEtf_Low_max,iShares US Healthcare ProvidersEtf_Low_min,iShares US Healthcare ProvidersEtf_Close_average,iShares US Healthcare ProvidersEtf_Close_max,iShares US Healthcare ProvidersEtf_Close_min
2018-05-27,1.6046531058911664,1.6046531058911664,1.6046531058911664,1.4394203367838092,1.4394203367838092,1.4394203367838092,1.5058917658376552,1.5058917658376552,1.5058917658376552,1.4414682916875075,1.4414682916875075,1.4414682916875075
2018-06-03,2.03038642784724,2.03038642784724,2.03038642784724,2.0770750137358895,2.0770750137358895,2.0770750137358895,1.9881240769965238,1.9881240769965238,1.9881240769965238,2.021520417609913,2.021520417609913,2.021520417609913
2018-06-10,2.518463027661863,2.518463027661863,2.518463027661863,2.4988123811883467,2.4988123811883467,2.4988123811883467,2.382268991603868,2.382268991603868,2.382268991603868,2.4301876804068803,2.4301876804068803,2.4301876804068803
2018-06-17,2.2424498796860557,2.2424498796860557,2.2424498796860557,2.1613293895573467,2.1613293895573467,2.1613293895573467,2.154550705789064,2.154550705789064,2.154550705789064,2.0847568338172455,2.0847568338172455,2.0847568338172455
2018-06-24,1.3092485248285806,1.3092485248285806,1.3092485248285806,1.251615083383948,1.251615083383948,1.251615083383948,1.228284594571627,1.228284594571627,1.228284594571627,1.0943949986601424,1.0943949986601424,1.0943949986601424
2018-07-01,1.482832823848753,1.482832823848753,1.482832823848753,1.499664619448449,1.499664619448449,1.499664619448449,1.5037242206032801,1.5037242206032801,1.5037242206032801,1.4951685781087911,1.4951685781087911,1.4951685781087911
2018-07-08,1.6963868913351214,1.6963868913351214,1.6963868913351214,1.7403113834224997,1.7403113834224997,1.7403113834224997,1.7121600114395874,1.7121600114395874,1.7121600114395874,1.6931920915092165,1.6931920915092165,1.6931920915092165
2018-07-15,1.3686549015068856,1.3686549015068856,1.3686549015068856,1.3589600108296485,1.3589600108296485,1.3589600108296485,1.3829090057129885,1.3829090057129885,1.3829090057129885,1.3034072404102286,1.3034072404102286,1.3034072404102286
2018-07-22,1.5656008533360857,1.5656008533360857,1.5656008533360857,1.4803978451524287,1.4803978451524287,1.4803978451524287,1.3811004369116873,1.3811004369116873,1.3811004369116873,1.3121461035781254,1.3121461035781254,1.3121461035781254
2018-07-29,1.5311320682075302,1.5311320682075302,1.5311320682075302,1.529152103658442,1.529152103658442,1.529152103658442,1.5345686717227225,1.5345686717227225,1.5345686717227225,1.5256946886151295,1.5256946886151295,1.5256946886151295
