Date,iShares International Developed Property_Open_average,iShares International Developed Property_Open_max,iShares International Developed Property_Open_min,iShares International Developed Property_High_average,iShares International Developed Property_High_max,iShares International Developed Property_High_min,iShares International Developed Property_Low_average,iShares International Developed Property_Low_max,iShares International Developed Property_Low_min,iShares International Developed Property_Close_average,iShares International Developed Property_Close_max,iShares International Developed Property_Close_min
2018-04-08,0.09320780523690762,0.09320780523690762,0.09320780523690762,-0.03781459494803229,-0.03781459494803229,-0.03781459494803229,0.17106185789736247,0.17106185789736247,0.17106185789736247,0.1266556807384546,0.1266556807384546,0.1266556807384546
2018-04-15,-0.017828682712239696,-0.017828682712239696,-0.017828682712239696,-0.22451196188375278,-0.22451196188375278,-0.22451196188375278,0.026572512194998326,0.026572512194998326,0.026572512194998326,-0.1646526726238712,-0.1646526726238712,-0.1646526726238712
2018-04-22,1.3483666083952188,1.3483666083952188,1.3483666083952188,1.422209701226222,1.422209701226222,1.422209701226222,1.2750874543099724,1.2750874543099724,1.2750874543099724,1.3773953506808638,1.3773953506808638,1.3773953506808638
2018-04-29,0.8236487639830754,0.8236487639830754,0.8236487639830754,0.9898377522022302,0.9898377522022302,0.9898377522022302,0.9646541203991152,0.9646541203991152,0.9646541203991152,1.0086060642904346,1.0086060642904346,1.0086060642904346
2018-05-06,2.097543363910423,2.097543363910423,2.097543363910423,2.1210143894280753,2.1210143894280753,2.1210143894280753,1.9887614510929503,1.9887614510929503,1.9887614510929503,1.9342809805990373,1.9342809805990373,1.9342809805990373
2018-05-13,0.38835566139146377,0.38835566139146377,0.38835566139146377,0.2955131391095959,0.2955131391095959,0.2955131391095959,0.30887920037455824,0.30887920037455824,0.30887920037455824,0.38253623924025254,0.38253623924025254,0.38253623924025254
2018-05-20,0.1470404203030855,0.1470404203030855,0.1470404203030855,-0.010561301773343787,-0.010561301773343787,-0.010561301773343787,0.2661285707104763,0.2661285707104763,0.2661285707104763,0.03596181268408688,0.03596181268408688,0.03596181268408688
2018-05-27,0.5847992668595244,0.5847992668595244,0.5847992668595244,0.7797782256873745,0.7797782256873745,0.7797782256873745,0.7880499635708264,0.7880499635708264,0.7880499635708264,0.6102584799073317,0.6102584799073317,0.6102584799073317
2018-06-03,0.5654689579972358,0.5654689579972358,0.5654689579972358,0.7560474069964794,0.7560474069964794,0.7560474069964794,0.8327799537162235,0.8327799537162235,0.8327799537162235,0.78571428571428,0.78571428571428,0.78571428571428
2018-06-10,-0.8213793123919978,-0.8213793123919978,-0.8213793123919978,-0.6925147279532001,-0.6925147279532001,-0.6925147279532001,-0.6335952395802115,-0.6335952395802115,-0.6335952395802115,-0.500000000000001,-0.500000000000001,-0.500000000000001
2018-06-17,-2.189336293659754,-2.189336293659754,-2.189336293659754,-2.297567153785506,-2.297567153785506,-2.297567153785506,-2.1761592103457477,-2.1761592103457477,-2.1761592103457477,-2.320913872581661,-2.320913872581661,-2.320913872581661
2018-06-24,-2.440465654994898,-2.440465654994898,-2.440465654994898,-2.409175690702389,-2.409175690702389,-2.409175690702389,-2.3169821552639247,-2.3169821552639247,-2.3169821552639247,-2.3025194214177604,-2.3025194214177604,-2.3025194214177604
2018-07-01,-1.1291859580445631,-1.1291859580445631,-1.1291859580445631,-0.6992756771772087,-0.6992756771772087,-0.6992756771772087,-0.9935677864836062,-0.9935677864836062,-0.9935677864836062,-0.5691374996069484,-0.5691374996069484,-0.5691374996069484
2018-07-08,-1.1224023980221214,-1.1224023980221214,-1.1224023980221214,-1.0788249234562035,-1.0788249234562035,-1.0788249234562035,-1.0584942902235712,-1.0584942902235712,-1.0584942902235712,-1.1374235357519564,-1.1374235357519564,-1.1374235357519564
2018-07-15,-0.9849171372588553,-0.9849171372588553,-0.9849171372588553,-1.1309368674386013,-1.1309368674386013,-1.1309368674386013,-1.1400906692230828,-1.1400906692230828,-1.1400906692230828,-1.1277427269930762,-1.1277427269930762,-1.1277427269930762
