Date,ProShares Ultra MSCI Brazil CappedEtf_Open_average,ProShares Ultra MSCI Brazil CappedEtf_Open_max,ProShares Ultra MSCI Brazil CappedEtf_Open_min,ProShares Ultra MSCI Brazil CappedEtf_High_average,ProShares Ultra MSCI Brazil CappedEtf_High_max,ProShares Ultra MSCI Brazil CappedEtf_High_min,ProShares Ultra MSCI Brazil CappedEtf_Low_average,ProShares Ultra MSCI Brazil CappedEtf_Low_max,ProShares Ultra MSCI Brazil CappedEtf_Low_min,ProShares Ultra MSCI Brazil CappedEtf_Close_average,ProShares Ultra MSCI Brazil CappedEtf_Close_max,ProShares Ultra MSCI Brazil CappedEtf_Close_min
2018-05-27,-2.284583340601694,-2.284583340601694,-2.284583340601694,-2.265929269889489,-2.265929269889489,-2.265929269889489,-2.3253219048505414,-2.3253219048505414,-2.3253219048505414,-2.208242730308197,-2.208242730308197,-2.208242730308197
2018-06-03,-2.3255671431818903,-2.3255671431818903,-2.3255671431818903,-2.2186486261510248,-2.2186486261510248,-2.2186486261510248,-2.2797881374101276,-2.2797881374101276,-2.2797881374101276,-2.1505221368189154,-2.1505221368189154,-2.1505221368189154
2018-06-10,-2.1443797040161052,-2.1443797040161052,-2.1443797040161052,-2.1418284682320685,-2.1418284682320685,-2.1418284682320685,-2.0211378661417907,-2.0211378661417907,-2.0211378661417907,-2.054403290561014,-2.054403290561014,-2.054403290561014
2018-06-17,-1.8614663608776005,-1.8614663608776005,-1.8614663608776005,-1.893483717796009,-1.893483717796009,-1.893483717796009,-1.764129362783788,-1.764129362783788,-1.764129362783788,-1.8309742490144076,-1.8309742490144076,-1.8309742490144076
2018-06-24,-1.6195291365627904,-1.6195291365627904,-1.6195291365627904,-1.6441762513043625,-1.6441762513043625,-1.6441762513043625,-1.5542849963938103,-1.5542849963938103,-1.5542849963938103,-1.6119682068066903,-1.6119682068066903,-1.6119682068066903
2018-07-01,-1.440306209480888,-1.440306209480888,-1.440306209480888,-1.345226687149889,-1.345226687149889,-1.345226687149889,-1.354860557757816,-1.354860557757816,-1.354860557757816,-1.2922916384112102,-1.2922916384112102,-1.2922916384112102
2018-07-08,-1.0683199549584232,-1.0683199549584232,-1.0683199549584232,-1.111026609071794,-1.111026609071794,-1.111026609071794,-1.010162108560126,-1.010162108560126,-1.010162108560126,-1.0841694475753765,-1.0841694475753765,-1.0841694475753765
2018-07-15,-0.7087455678790934,-0.7087455678790934,-0.7087455678790934,-0.7159050374431577,-0.7159050374431577,-0.7159050374431577,-0.668147939907247,-0.668147939907247,-0.668147939907247,-0.7105373680701031,-0.7105373680701031,-0.7105373680701031
2018-07-22,-0.44545983816520296,-0.44545983816520296,-0.44545983816520296,-0.49486208369475393,-0.49486208369475393,-0.49486208369475393,-0.3916266704161234,-0.3916266704161234,-0.3916266704161234,-0.4414414205580978,-0.4414414205580978,-0.4414414205580978
2018-07-29,-0.3136654970526698,-0.3136654970526698,-0.3136654970526698,-0.278063261222718,-0.278063261222718,-0.278063261222718,-0.22918740870888293,-0.22918740870888293,-0.22918740870888293,-0.21605674400255404,-0.21605674400255404,-0.21605674400255404
2018-08-05,-0.7926919672972658,-0.7926919672972658,-0.7926919672972658,-0.8071020343497611,-0.8071020343497611,-0.8071020343497611,-0.8317937148160319,-0.8317937148160319,-0.8317937148160319,-0.8981233561766272,-0.8981233561766272,-0.8981233561766272
2018-08-12,-0.9260989726483722,-0.9260989726483722,-0.9260989726483722,-0.9704422036276903,-0.9704422036276903,-0.9704422036276903,-0.9249054105592345,-0.9249054105592345,-0.9249054105592345,-0.9440165229233846,-0.9440165229233846,-0.9440165229233846
2018-08-19,-1.0546985838426728,-1.0546985838426728,-1.0546985838426728,-1.1084897331670969,-1.1084897331670969,-1.1084897331670969,-1.075311514432595,-1.075311514432595,-1.075311514432595,-1.1402122126134975,-1.1402122126134975,-1.1402122126134975
2018-08-26,-1.086237282551348,-1.086237282551348,-1.086237282551348,-1.008236427214067,-1.008236427214067,-1.008236427214067,-1.0301881264507708,-1.0301881264507708,-1.0301881264507708,-0.967698279441917,-0.967698279441917,-0.967698279441917
2018-09-02,-0.8819616842889795,-0.8819616842889795,-0.8819616842889795,-0.8826590294911514,-0.8826590294911514,-0.8826590294911514,-0.8381909328792216,-0.8381909328792216,-0.8381909328792216,-0.9135855138535468,-0.9135855138535468,-0.9135855138535468
2018-09-09,-1.1813740190782913,-1.1813740190782913,-1.1813740190782913,-1.2208399137263446,-1.2208399137263446,-1.2208399137263446,-1.1934022025862294,-1.1934022025862294,-1.1934022025862294,-1.249203772493004,-1.249203772493004,-1.249203772493004
2018-09-16,-0.5435662372901438,-0.5435662372901438,-0.5435662372901438,-0.4524889836443653,-0.4524889836443653,-0.4524889836443653,-0.4435345434995573,-0.4435345434995573,-0.4435345434995573,-0.4248517461465905,-0.4248517461465905,-0.4248517461465905
2018-09-23,-0.29940989949416785,-0.29940989949416785,-0.29940989949416785,-0.2963537421044392,-0.2963537421044392,-0.2963537421044392,-0.25178548218955793,-0.25178548218955793,-0.25178548218955793,-0.40986780813683305,-0.40986780813683305,-0.40986780813683305
2018-09-30,1.113848783901883,1.113848783901883,1.113848783901883,1.023225625213246,1.023225625213246,1.023225625213246,1.1582302230272845,1.1582302230272845,1.1582302230272845,1.008511094814997,1.008511094814997,1.008511094814997
2018-10-07,1.9451834754670563,1.9451834754670563,1.9451834754670563,1.8687395243107208,1.8687395243107208,1.8687395243107208,1.9167353916300909,1.9167353916300909,1.9167353916300909,1.8903296011748365,1.8903296011748365,1.8903296011748365
2018-10-14,1.9197272528726528,1.9197272528726528,1.9197272528726528,1.8652551372948596,1.8652551372948596,1.8652551372948596,1.986639041030093,1.986639041030093,1.986639041030093,1.9310787282583621,1.9310787282583621,1.9310787282583621
2018-10-21,1.7120205630828909,1.7120205630828909,1.7120205630828909,1.9978557783984676,1.9978557783984676,1.9978557783984676,1.6824119191300655,1.6824119191300655,1.6824119191300655,2.038860786406954,2.038860786406954,2.038860786406954
