Date,PowerShares FTSE RAFI Developed Markets ex-US Smal_etf_Open_average,PowerShares FTSE RAFI Developed Markets ex-US Smal_etf_Open_max,PowerShares FTSE RAFI Developed Markets ex-US Smal_etf_Open_min,PowerShares FTSE RAFI Developed Markets ex-US Smal_etf_High_average,PowerShares FTSE RAFI Developed Markets ex-US Smal_etf_High_max,PowerShares FTSE RAFI Developed Markets ex-US Smal_etf_High_min,PowerShares FTSE RAFI Developed Markets ex-US Smal_etf_Low_average,PowerShares FTSE RAFI Developed Markets ex-US Smal_etf_Low_max,PowerShares FTSE RAFI Developed Markets ex-US Smal_etf_Low_min,PowerShares FTSE RAFI Developed Markets ex-US Smal_etf_Close_average,PowerShares FTSE RAFI Developed Markets ex-US Smal_etf_Close_max,PowerShares FTSE RAFI Developed Markets ex-US Smal_etf_Close_min
2018-04-08,-0.10721741558129361,-0.10721741558129361,-0.10721741558129361,-0.2748604620792603,-0.2748604620792603,-0.2748604620792603,-0.15062016067307893,-0.15062016067307893,-0.15062016067307893,-0.20136373684290618,-0.20136373684290618,-0.20136373684290618
2018-04-15,0.28327582609049456,0.28327582609049456,0.28327582609049456,0.14905203151841853,0.14905203151841853,0.14905203151841853,0.38613324789805803,0.38613324789805803,0.38613324789805803,0.276767154699851,0.276767154699851,0.276767154699851
2018-04-22,0.3901380767922222,0.3901380767922222,0.3901380767922222,0.28324187506551374,0.28324187506551374,0.28324187506551374,0.6107782956467284,0.6107782956467284,0.6107782956467284,0.5560419408099319,0.5560419408099319,0.5560419408099319
2018-04-29,-0.2055672695872577,-0.2055672695872577,-0.2055672695872577,0.5863470595163396,0.5863470595163396,0.5863470595163396,0.11016502820173839,0.11016502820173839,0.11016502820173839,0.6866544960495238,0.6866544960495238,0.6866544960495238
2018-05-06,1.7475350374717626,1.7475350374717626,1.7475350374717626,1.911010267608666,1.911010267608666,1.911010267608666,1.208400461181217,1.208400461181217,1.208400461181217,1.8836489714388327,1.8836489714388327,1.8836489714388327
2018-05-13,1.1919718376375306,1.1919718376375306,1.1919718376375306,1.12507506808348,1.12507506808348,1.12507506808348,1.3956121580012586,1.3956121580012586,1.3956121580012586,1.145979989092184,1.145979989092184,1.145979989092184
2018-05-20,0.5768699444232901,0.5768699444232901,0.5768699444232901,0.7702701074659903,0.7702701074659903,0.7702701074659903,0.5563083852809758,0.5563083852809758,0.5563083852809758,0.1082780686282624,0.1082780686282624,0.1082780686282624
2018-05-27,-0.023355366431073686,-0.023355366431073686,-0.023355366431073686,2.030077755554382,2.030077755554382,2.030077755554382,-0.5068677906507337,-0.5068677906507337,-0.5068677906507337,-0.0775752626153317,-0.0775752626153317,-0.0775752626153317
2018-06-03,0.8134573538176437,0.8134573538176437,0.8134573538176437,0.37458193316811045,0.37458193316811045,0.37458193316811045,0.9793845875553362,0.9793845875553362,0.9793845875553362,0.6902236926401684,0.6902236926401684,0.6902236926401684
2018-06-10,-0.3879202129674758,-0.3879202129674758,-0.3879202129674758,-0.40947965917778373,-0.40947965917778373,-0.40947965917778373,-0.17909003969482845,-0.17909003969482845,-0.17909003969482845,-0.35164019807181673,-0.35164019807181673,-0.35164019807181673
2018-06-17,-2.0553268775014546,-2.0553268775014546,-2.0553268775014546,-2.0567853141736565,-2.0567853141736565,-2.0567853141736565,-2.0347623231796135,-2.0347623231796135,-2.0347623231796135,-2.199466502122836,-2.199466502122836,-2.199466502122836
2018-06-24,-2.2918526729233526,-2.2918526729233526,-2.2918526729233526,-2.0324071946846765,-2.0324071946846765,-2.0324071946846765,-2.1530681037384642,-2.1530681037384642,-2.1530681037384642,-2.0592085379705165,-2.0592085379705165,-2.0592085379705165
2018-07-01,-2.097319428485313,-2.097319428485313,-2.097319428485313,-1.8620423620841737,-1.8620423620841737,-1.8620423620841737,-2.123897594469838,-2.123897594469838,-2.123897594469838,-1.9587922903570887,-1.9587922903570887,-1.9587922903570887
