Date,ProShares Ultra Euro_Open_average,ProShares Ultra Euro_Open_max,ProShares Ultra Euro_Open_min,ProShares Ultra Euro_High_average,ProShares Ultra Euro_High_max,ProShares Ultra Euro_High_min,ProShares Ultra Euro_Low_average,ProShares Ultra Euro_Low_max,ProShares Ultra Euro_Low_min,ProShares Ultra Euro_Close_average,ProShares Ultra Euro_Close_max,ProShares Ultra Euro_Close_min
2018-06-24,-1.135760277566621,-1.135760277566621,-1.135760277566621,-1.1274661454202302,-1.1274661454202302,-1.1274661454202302,-1.10289275985381,-1.10289275985381,-1.10289275985381,-1.1036993732415221,-1.1036993732415221,-1.1036993732415221
2018-07-01,-0.4875389646510364,-0.4875389646510364,-0.4875389646510364,-0.5317625930477717,-0.5317625930477717,-0.5317625930477717,-0.5548629399461544,-0.5548629399461544,-0.5548629399461544,-0.5971974410589551,-0.5971974410589551,-0.5971974410589551
2018-07-08,-0.6898496506498704,-0.6898496506498704,-0.6898496506498704,-0.6681001671475425,-0.6681001671475425,-0.6681001671475425,-0.6412458190908861,-0.6412458190908861,-0.6412458190908861,-0.6750365553747127,-0.6750365553747127,-0.6750365553747127
2018-07-15,-0.6686903013320904,-0.6686903013320904,-0.6686903013320904,-0.7409396146085347,-0.7409396146085347,-0.7409396146085347,-0.6173882991822186,-0.6173882991822186,-0.6173882991822186,-0.6966093960659361,-0.6966093960659361,-0.6966093960659361
2018-07-22,-0.6092855430675576,-0.6092855430675576,-0.6092855430675576,-0.6207773613529357,-0.6207773613529357,-0.6207773613529357,-0.5576717590193878,-0.5576717590193878,-0.5576717590193878,-0.6529570626005222,-0.6529570626005222,-0.6529570626005222
2018-07-29,-1.585995520492504,-1.585995520492504,-1.585995520492504,-1.590829449679405,-1.590829449679405,-1.590829449679405,-1.6725579579473022,-1.6725579579473022,-1.6725579579473022,-1.6864105516711216,-1.6864105516711216,-1.6864105516711216
2018-08-05,-2.2425899439239383,-2.2425899439239383,-2.2425899439239383,-2.349704662964465,-2.349704662964465,-2.349704662964465,-2.489010848699472,-2.489010848699472,-2.489010848699472,-2.4647649547603763,-2.4647649547603763,-2.4647649547603763
2018-08-12,-1.8783838390887948,-1.8783838390887948,-1.8783838390887948,-1.7144446729388794,-1.7144446729388794,-1.7144446729388794,-1.7749983724070846,-1.7749983724070846,-1.7749983724070846,-1.6034114675729279,-1.6034114675729279,-1.6034114675729279
2018-08-19,-0.2999179212205532,-0.2999179212205532,-0.2999179212205532,0.05009479368886511,0.05009479368886511,0.05009479368886511,-0.22709883043615106,-0.22709883043615106,-0.22709883043615106,0.05166819730496916,0.05166819730496916,0.05166819730496916
2018-08-26,-0.22120028688423973,-0.22120028688423973,-0.22120028688423973,-0.3628507529880235,-0.3628507529880235,-0.3628507529880235,-0.5609153014514663,-0.5609153014514663,-0.5609153014514663,-0.601086060263958,-0.601086060263958,-0.601086060263958
2018-09-02,-0.48498953608242773,-0.48498953608242773,-0.48498953608242773,-0.64508784559179,-0.64508784559179,-0.64508784559179,-0.4172200467893128,-0.4172200467893128,-0.4172200467893128,-0.5775981587401082,-0.5775981587401082,-0.5775981587401082
2018-09-09,0.29366790596491205,0.29366790596491205,0.29366790596491205,0.19830109615500008,0.19830109615500008,0.19830109615500008,0.38831825099873674,0.38831825099873674,0.38831825099873674,0.31504596590776074,0.31504596590776074,0.31504596590776074
2018-09-16,1.104939630163156,1.104939630163156,1.104939630163156,1.0855128142157493,1.0855128142157493,1.0855128142157493,0.8343173615514411,0.8343173615514411,0.8343173615514411,0.7990576195658039,0.7990576195658039,0.7990576195658039
2018-09-23,-0.6324028339931685,-0.6324028339931685,-0.6324028339931685,-0.6775335039248822,-0.6775335039248822,-0.6775335039248822,-0.7742488281395691,-0.7742488281395691,-0.7742488281395691,-0.8067066832371957,-0.8067066832371957,-0.8067066832371957
2018-09-30,-1.3945538215523072,-1.3945538215523072,-1.3945538215523072,-1.5186120465592312,-1.5186120465592312,-1.5186120465592312,-1.298783723460781,-1.298783723460781,-1.298783723460781,-1.4565795622997124,-1.4565795622997124,-1.4565795622997124
2018-10-07,-0.020866413798541435,-0.020866413798541435,-0.020866413798541435,-0.13409503825174504,-0.13409503825174504,-0.13409503825174504,-0.44985501668917666,-0.44985501668917666,-0.44985501668917666,-0.5442448250752016,-0.5442448250752016,-0.5442448250752016
2018-10-14,-1.1503962633279368,-1.1503962633279368,-1.1503962633279368,-1.2436606094611617,-1.2436606094611617,-1.2436606094611617,-1.2298038319280935,-1.2298038319280935,-1.2298038319280935,-1.3477703104815497,-1.3477703104815497,-1.3477703104815497
2018-10-21,-1.8521303558935067,-1.8521303558935067,-1.8521303558935067,-1.7551823725687417,-1.7551823725687417,-1.7551823725687417,-1.726012066968176,-1.726012066968176,-1.726012066968176,-1.725647998703035,-1.725647998703035,-1.725647998703035
2018-10-28,-1.373435804845169,-1.373435804845169,-1.373435804845169,-1.4096000999854144,-1.4096000999854144,-1.4096000999854144,-1.2470741351961172,-1.2470741351961172,-1.2470741351961172,-1.272409132794938,-1.272409132794938,-1.272409132794938
2018-11-04,-1.865593437710354,-1.865593437710354,-1.865593437710354,-1.8808587271914254,-1.8808587271914254,-1.8808587271914254,-1.9596016807729095,-1.9596016807729095,-1.9596016807729095,-1.948933146392778,-1.948933146392778,-1.948933146392778
2018-11-11,-0.9145243980892709,-0.9145243980892709,-0.9145243980892709,-0.789304845081389,-0.789304845081389,-0.789304845081389,-0.8091034662301205,-0.8091034662301205,-0.8091034662301205,-0.7287228714627333,-0.7287228714627333,-0.7287228714627333
2018-11-18,-1.178915983330388,-1.178915983330388,-1.178915983330388,-1.2524384917600333,-1.2524384917600333,-1.2524384917600333,-1.2285939127081877,-1.2285939127081877,-1.2285939127081877,-1.2082917152393273,-1.2082917152393273,-1.2082917152393273
2018-11-25,-1.0448048520928757,-1.0448048520928757,-1.0448048520928757,-1.0504733251932121,-1.0504733251932121,-1.0504733251932121,-1.0110025893750956,-1.0110025893750956,-1.0110025893750956,-1.012855633586211,-1.012855633586211,-1.012855633586211
2018-12-02,-0.6512854320759071,-0.6512854320759071,-0.6512854320759071,-0.6719985811057275,-0.6719985811057275,-0.6719985811057275,-0.8078239399729582,-0.8078239399729582,-0.8078239399729582,-0.8682331782616481,-0.8682331782616481,-0.8682331782616481
2018-12-09,-0.8680594645192324,-0.8680594645192324,-0.8680594645192324,-0.9317294281534999,-0.9317294281534999,-0.9317294281534999,-0.7840835187842546,-0.7840835187842546,-0.7840835187842546,-0.8431133376390479,-0.8431133376390479,-0.8431133376390479
2018-12-16,-0.4745317437586484,-0.4745317437586484,-0.4745317437586484,-0.25612125062930824,-0.25612125062930824,-0.25612125062930824,-0.33821364574845075,-0.33821364574845075,-0.33821364574845075,-0.3450781357783358,-0.3450781357783358,-0.3450781357783358
2018-12-23,-0.11715991431762397,-0.11715991431762397,-0.11715991431762397,0.020597086578612568,0.020597086578612568,0.020597086578612568,0.06121160280435635,0.06121160280435635,0.06121160280435635,0.25898507491602213,0.25898507491602213,0.25898507491602213
2018-12-30,0.0029951868579982436,0.0029951868579982436,0.0029951868579982436,0.12827392801896967,0.12827392801896967,0.12827392801896967,0.19977209051996012,0.19977209051996012,0.19977209051996012,0.30133586162617837,0.30133586162617837,0.30133586162617837
2019-01-06,1.1374438984104724,1.1374438984104724,1.1374438984104724,0.8815675161857294,0.8815675161857294,0.8815675161857294,0.8238164989662636,0.8238164989662636,0.8238164989662636,0.6444450981212525,0.6444450981212525,0.6444450981212525
2019-01-13,-0.8540513326792122,-0.8540513326792122,-0.8540513326792122,-1.0314633166872487,-1.0314633166872487,-1.0314633166872487,-1.2155682042894056,-1.2155682042894056,-1.2155682042894056,-1.212122651010692,-1.212122651010692,-1.212122651010692
2019-01-20,-0.1926435411098045,-0.1926435411098045,-0.1926435411098045,-0.4034075572579169,-0.4034075572579169,-0.4034075572579169,0.07616705172989342,0.07616705172989342,0.07616705172989342,-0.10338621358877444,-0.10338621358877444,-0.10338621358877444
2019-01-27,-0.2663419597370869,-0.2663419597370869,-0.2663419597370869,-0.32737636776789314,-0.32737636776789314,-0.32737636776789314,0.01710454861876152,0.01710454861876152,0.01710454861876152,-0.09128182883466422,-0.09128182883466422,-0.09128182883466422
2019-02-03,-2.5044290663649433,-2.5044290663649433,-2.5044290663649433,-2.3966076825548774,-2.3966076825548774,-2.3966076825548774,-2.463678504985044,-2.463678504985044,-2.463678504985044,-2.4168284181234316,-2.4168284181234316,-2.4168284181234316
2019-02-10,-2.077416753950191,-2.077416753950191,-2.077416753950191,-1.8174809214028,-1.8174809214028,-1.8174809214028,-1.9468068223366828,-1.9468068223366828,-1.9468068223366828,-1.6972732153286172,-1.6972732153286172,-1.6972732153286172
2019-02-17,-1.078627928940329,-1.078627928940329,-1.078627928940329,-0.8972417989169995,-0.8972417989169995,-0.8972417989169995,-0.9700683821072452,-0.9700683821072452,-0.9700683821072452,-0.8017201012891583,-0.8017201012891583,-0.8017201012891583
2019-02-24,-1.0360249684478056,-1.0360249684478056,-1.0360249684478056,-1.1659562808711048,-1.1659562808711048,-1.1659562808711048,-1.1524904280273285,-1.1524904280273285,-1.1524904280273285,-1.0649837598089795,-1.0649837598089795,-1.0649837598089795
2019-03-03,-1.767353130255181,-1.767353130255181,-1.767353130255181,-1.824665116774814,-1.824665116774814,-1.824665116774814,-1.8436434267027388,-1.8436434267027388,-1.8436434267027388,-1.8153289115263525,-1.8153289115263525,-1.8153289115263525
2019-03-10,-0.7331503595566272,-0.7331503595566272,-0.7331503595566272,-0.7185908996827479,-0.7185908996827479,-0.7185908996827479,-0.6283315220980328,-0.6283315220980328,-0.6283315220980328,-0.6562955673269274,-0.6562955673269274,-0.6562955673269274
2019-03-17,-0.7319774385297353,-0.7319774385297353,-0.7319774385297353,-0.8135081946008726,-0.8135081946008726,-0.8135081946008726,-0.8118699564435894,-0.8118699564435894,-0.8118699564435894,-0.9127398220876487,-0.9127398220876487,-0.9127398220876487
2019-03-24,-1.4737577129234558,-1.4737577129234558,-1.4737577129234558,-1.4141506650175002,-1.4141506650175002,-1.4141506650175002,-1.5637189534031781,-1.5637189534031781,-1.5637189534031781,-1.687079192055866,-1.687079192055866,-1.687079192055866
2019-03-31,-0.947190305279191,-0.947190305279191,-0.947190305279191,-1.0400544188430196,-1.0400544188430196,-1.0400544188430196,-1.0355840959964289,-1.0355840959964289,-1.0355840959964289,-1.0813851582567704,-1.0813851582567704,-1.0813851582567704
2019-04-07,-0.7135459443193899,-0.7135459443193899,-0.7135459443193899,-0.7641113552184714,-0.7641113552184714,-0.7641113552184714,-0.5758034415601222,-0.5758034415601222,-0.5758034415601222,-0.6119132516167336,-0.6119132516167336,-0.6119132516167336
2019-04-14,-1.1745416925472147,-1.1745416925472147,-1.1745416925472147,-1.0499736419205044,-1.0499736419205044,-1.0499736419205044,-0.982872560034377,-0.982872560034377,-0.982872560034377,-0.8964049207579426,-0.8964049207579426,-0.8964049207579426
2019-04-21,-1.9456155563289224,-1.9456155563289224,-1.9456155563289224,-1.8883935089219066,-1.8883935089219066,-1.8883935089219066,-1.775550044005962,-1.775550044005962,-1.775550044005962,-1.7359550049694652,-1.7359550049694652,-1.7359550049694652
2019-04-28,-1.467271486789313,-1.467271486789313,-1.467271486789313,-1.5827499579587228,-1.5827499579587228,-1.5827499579587228,-1.343965161418936,-1.343965161418936,-1.343965161418936,-1.4524872649187823,-1.4524872649187823,-1.4524872649187823
2019-05-05,-1.0541423935831806,-1.0541423935831806,-1.0541423935831806,-1.0600771937143152,-1.0600771937143152,-1.0600771937143152,-0.9525560294689719,-0.9525560294689719,-0.9525560294689719,-1.0552686636862487,-1.0552686636862487,-1.0552686636862487
2019-05-12,-1.6769067660294585,-1.6769067660294585,-1.6769067660294585,-1.735751737395707,-1.735751737395707,-1.735751737395707,-1.6296980488140935,-1.6296980488140935,-1.6296980488140935,-1.6541323136421469,-1.6541323136421469,-1.6541323136421469
2019-05-19,-1.0323626524931644,-1.0323626524931644,-1.0323626524931644,-1.0257983059399716,-1.0257983059399716,-1.0257983059399716,-1.0766710342034203,-1.0766710342034203,-1.0766710342034203,-1.042166300716542,-1.042166300716542,-1.042166300716542
2019-05-26,-0.8088132357191031,-0.8088132357191031,-0.8088132357191031,-0.39507137779943297,-0.39507137779943297,-0.39507137779943297,-0.7400487933938251,-0.7400487933938251,-0.7400487933938251,-0.4623942725117499,-0.4623942725117499,-0.4623942725117499
2019-06-02,0.6146440929260318,0.6146440929260318,0.6146440929260318,0.4967049142987477,0.4967049142987477,0.4967049142987477,0.31093017798402356,0.31093017798402356,0.31093017798402356,0.5090605636478015,0.5090605636478015,0.5090605636478015
2019-06-09,-0.7619767585750741,-0.7619767585750741,-0.7619767585750741,-0.9237204738387372,-0.9237204738387372,-0.9237204738387372,-0.9454563075554948,-0.9454563075554948,-0.9454563075554948,-1.0649298462081795,-1.0649298462081795,-1.0649298462081795
2019-06-16,1.7368223064372352,1.7368223064372352,1.7368223064372352,1.8635502302356168,1.8635502302356168,1.8635502302356168,1.9224278253628124,1.9224278253628124,1.9224278253628124,1.9856758913453327,1.9856758913453327,1.9856758913453327
2019-06-23,0.7782198432365568,0.7782198432365568,0.7782198432365568,0.6352679128638414,0.6352679128638414,0.6352679128638414,0.14172951713582732,0.14172951713582732,0.14172951713582732,0.024224178821366744,0.024224178821366744,0.024224178821366744
2019-06-30,-0.9483986427818915,-0.9483986427818915,-0.9483986427818915,-1.0591261501038796,-1.0591261501038796,-1.0591261501038796,-1.152858838870009,-1.152858838870009,-1.152858838870009,-1.202526652296363,-1.202526652296363,-1.202526652296363
2019-07-07,-0.2763924031172897,-0.2763924031172897,-0.2763924031172897,-0.285158663647261,-0.285158663647261,-0.285158663647261,-0.24755851195378742,-0.24755851195378742,-0.24755851195378742,-0.3736819813993766,-0.3736819813993766,-0.3736819813993766
2019-07-14,-1.1005441995799325,-1.1005441995799325,-1.1005441995799325,-0.968028129669262,-0.968028129669262,-0.968028129669262,-1.0251001280943792,-1.0251001280943792,-1.0251001280943792,-0.9865204308943444,-0.9865204308943444,-0.9865204308943444
2019-07-21,-1.7944708930945343,-1.7944708930945343,-1.7944708930945343,-1.8381782725046154,-1.8381782725046154,-1.8381782725046154,-1.8833067637213021,-1.8833067637213021,-1.8833067637213021,-1.8021625072713512,-1.8021625072713512,-1.8021625072713512
2019-07-28,-1.20612335244218,-1.20612335244218,-1.20612335244218,-0.9621199303296653,-0.9621199303296653,-0.9621199303296653,-1.1492919285512924,-1.1492919285512924,-1.1492919285512924,-0.824190061726878,-0.824190061726878,-0.824190061726878
2019-08-04,-0.5997441223748283,-0.5997441223748283,-0.5997441223748283,-0.708595354616699,-0.708595354616699,-0.708595354616699,-0.7980836029442417,-0.7980836029442417,-0.7980836029442417,-0.8562018362785316,-0.8562018362785316,-0.8562018362785316
2019-08-11,-1.8952849319371137,-1.8952849319371137,-1.8952849319371137,-1.871842901376707,-1.871842901376707,-1.871842901376707,-1.9698116675704092,-1.9698116675704092,-1.9698116675704092,-1.939709682457655,-1.939709682457655,-1.939709682457655
2019-08-18,-1.372886216122805,-1.372886216122805,-1.372886216122805,-1.4470232037529176,-1.4470232037529176,-1.4470232037529176,-1.5029548903405747,-1.5029548903405747,-1.5029548903405747,-1.4898678659594127,-1.4898678659594127,-1.4898678659594127
2019-08-25,-1.7244209249349216,-1.7244209249349216,-1.7244209249349216,-1.7597641739865983,-1.7597641739865983,-1.7597641739865983,-2.0354376097163995,-2.0354376097163995,-2.0354376097163995,-1.9374525211444682,-1.9374525211444682,-1.9374525211444682
2019-09-01,-1.3766980411145806,-1.3766980411145806,-1.3766980411145806,-1.3485580035407359,-1.3485580035407359,-1.3485580035407359,-1.2368003514039456,-1.2368003514039456,-1.2368003514039456,-1.1784002460928118,-1.1784002460928118,-1.1784002460928118
2019-09-08,-1.4089906793099425,-1.4089906793099425,-1.4089906793099425,-1.4313461040964242,-1.4313461040964242,-1.4313461040964242,-1.3909279500448297,-1.3909279500448297,-1.3909279500448297,-1.4123107611931518,-1.4123107611931518,-1.4123107611931518
2019-09-15,-1.6028084359660961,-1.6028084359660961,-1.6028084359660961,-1.3907696068753517,-1.3907696068753517,-1.3907696068753517,-1.450555586681223,-1.450555586681223,-1.450555586681223,-1.3152987464242014,-1.3152987464242014,-1.3152987464242014
2019-09-22,-1.924632182420218,-1.924632182420218,-1.924632182420218,-1.9035028902828293,-1.9035028902828293,-1.9035028902828293,-1.7783051755502999,-1.7783051755502999,-1.7783051755502999,-1.770105613621597,-1.770105613621597,-1.770105613621597
2019-09-29,-1.0426927690206054,-1.0426927690206054,-1.0426927690206054,-1.005719292125881,-1.005719292125881,-1.005719292125881,-0.9788023053242968,-0.9788023053242968,-0.9788023053242968,-1.0591947790056262,-1.0591947790056262,-1.0591947790056262
2019-10-06,-0.7703024293167727,-0.7703024293167727,-0.7703024293167727,-0.6997073687112254,-0.6997073687112254,-0.6997073687112254,-0.6514360457140461,-0.6514360457140461,-0.6514360457140461,-0.570927268715922,-0.570927268715922,-0.570927268715922
2019-10-13,0.6525922887428297,0.6525922887428297,0.6525922887428297,0.6084075167528167,0.6084075167528167,0.6084075167528167,0.6166382929753476,0.6166382929753476,0.6166382929753476,0.5785658200523994,0.5785658200523994,0.5785658200523994
2019-10-20,0.06293012342776398,0.06293012342776398,0.06293012342776398,-0.05641289050193931,-0.05641289050193931,-0.05641289050193931,0.17179571108212224,0.17179571108212224,0.17179571108212224,0.11816704574467807,0.11816704574467807,0.11816704574467807
2019-10-27,0.643678207805654,0.643678207805654,0.643678207805654,0.5890246438825563,0.5890246438825563,0.5890246438825563,0.5187181403753095,0.5187181403753095,0.5187181403753095,0.5476012873710482,0.5476012873710482,0.5476012873710482
2019-11-03,-0.3728485747387248,-0.3728485747387248,-0.3728485747387248,-0.5529160500872774,-0.5529160500872774,-0.5529160500872774,-0.28993826094062386,-0.28993826094062386,-0.28993826094062386,-0.4253965733403755,-0.4253965733403755,-0.4253965733403755
2019-11-10,0.012468992351142644,0.012468992351142644,0.012468992351142644,0.15749717063677085,0.15749717063677085,0.15749717063677085,0.18128522259067978,0.18128522259067978,0.18128522259067978,0.23785489774807683,0.23785489774807683,0.23785489774807683
2019-11-17,-0.6772143796410539,-0.6772143796410539,-0.6772143796410539,-0.6277405679437216,-0.6277405679437216,-0.6277405679437216,-0.5864488576089403,-0.5864488576089403,-0.5864488576089403,-0.6330685873718931,-0.6330685873718931,-0.6330685873718931
2019-11-24,-0.5403483975574026,-0.5403483975574026,-0.5403483975574026,-0.08911273283567557,-0.08911273283567557,-0.08911273283567557,-0.46043505349461433,-0.46043505349461433,-0.46043505349461433,0.10637901120647905,0.10637901120647905,0.10637901120647905
2019-12-01,0.02233307825795535,0.02233307825795535,0.02233307825795535,-0.10037185557904695,-0.10037185557904695,-0.10037185557904695,0.03464207663934465,0.03464207663934465,0.03464207663934465,0.031086135680286914,0.031086135680286914,0.031086135680286914
2019-12-08,1.178342696975237,1.178342696975237,1.178342696975237,1.0959915936439626,1.0959915936439626,1.0959915936439626,1.1362590436605213,1.1362590436605213,1.1362590436605213,1.0667783202941206,1.0667783202941206,1.0667783202941206
2019-12-15,-0.17526569673294426,-0.17526569673294426,-0.17526569673294426,-0.04787237767346343,-0.04787237767346343,-0.04787237767346343,-0.06658631330915966,-0.06658631330915966,-0.06658631330915966,0.05986644723559397,0.05986644723559397,0.05986644723559397
2019-12-22,1.3927956632324265,1.3927956632324265,1.3927956632324265,1.505843747444898,1.505843747444898,1.505843747444898,1.4625638746676117,1.4625638746676117,1.4625638746676117,1.6450034331250916,1.6450034331250916,1.6450034331250916
2019-12-29,0.401340037254383,0.401340037254383,0.401340037254383,0.5175088803378205,0.5175088803378205,0.5175088803378205,0.626936384215935,0.626936384215935,0.626936384215935,0.5721837199310409,0.5721837199310409,0.5721837199310409
