Date,Direxion Daily Natural Gas Related Bear 3X_etf_Open_average,Direxion Daily Natural Gas Related Bear 3X_etf_Open_max,Direxion Daily Natural Gas Related Bear 3X_etf_Open_min,Direxion Daily Natural Gas Related Bear 3X_etf_High_average,Direxion Daily Natural Gas Related Bear 3X_etf_High_max,Direxion Daily Natural Gas Related Bear 3X_etf_High_min,Direxion Daily Natural Gas Related Bear 3X_etf_Low_average,Direxion Daily Natural Gas Related Bear 3X_etf_Low_max,Direxion Daily Natural Gas Related Bear 3X_etf_Low_min,Direxion Daily Natural Gas Related Bear 3X_etf_Close_average,Direxion Daily Natural Gas Related Bear 3X_etf_Close_max,Direxion Daily Natural Gas Related Bear 3X_etf_Close_min
2018-04-08,-0.4389183802591688,-0.4389183802591688,-0.4389183802591688,-0.6382764528161984,-0.6382764528161984,-0.6382764528161984,-0.6398106216022953,-0.6398106216022953,-0.6398106216022953,-0.7136916728962122,-0.7136916728962122,-0.7136916728962122
2018-04-15,-1.3449379839013105,-1.3449379839013105,-1.3449379839013105,-1.2503974187591205,-1.2503974187591205,-1.2503974187591205,-1.2587765685545156,-1.2587765685545156,-1.2587765685545156,-1.3822382978994359,-1.3822382978994359,-1.3822382978994359
2018-04-22,-1.6326157234927343,-1.6326157234927343,-1.6326157234927343,-1.6793168886834842,-1.6793168886834842,-1.6793168886834842,-1.7302539522195057,-1.7302539522195057,-1.7302539522195057,-1.7515250641066638,-1.7515250641066638,-1.7515250641066638
2018-04-29,-1.222771102868802,-1.222771102868802,-1.222771102868802,-1.1850366381750332,-1.1850366381750332,-1.1850366381750332,-1.3779987873485806,-1.3779987873485806,-1.3779987873485806,-1.4312257528235364,-1.4312257528235364,-1.4312257528235364
2018-05-06,-1.8418884343096216,-1.8418884343096216,-1.8418884343096216,-1.7910996670641575,-1.7910996670641575,-1.7910996670641575,-1.8577774649651735,-1.8577774649651735,-1.8577774649651735,-1.7460152751382236,-1.7460152751382236,-1.7460152751382236
2018-05-13,-1.8309446170266495,-1.8309446170266495,-1.8309446170266495,-1.7884076324558256,-1.7884076324558256,-1.7884076324558256,-1.8460562453446419,-1.8460562453446419,-1.8460562453446419,-1.8412337964461476,-1.8412337964461476,-1.8412337964461476
2018-05-20,-1.074136181212254,-1.074136181212254,-1.074136181212254,-0.8803689137868992,-0.8803689137868992,-0.8803689137868992,-1.0169086737989903,-1.0169086737989903,-1.0169086737989903,-1.0169205019747976,-1.0169205019747976,-1.0169205019747976
2018-05-27,-1.1244698414240373,-1.1244698414240373,-1.1244698414240373,-1.160770562088663,-1.160770562088663,-1.160770562088663,-1.2536734047709328,-1.2536734047709328,-1.2536734047709328,-1.1527767145166603,-1.1527767145166603,-1.1527767145166603
2018-06-03,-0.9306677755099715,-0.9306677755099715,-0.9306677755099715,-0.8994167842286138,-0.8994167842286138,-0.8994167842286138,-0.9099742807472766,-0.9099742807472766,-0.9099742807472766,-0.9281837013537355,-0.9281837013537355,-0.9281837013537355
2018-06-10,-0.7696917497107117,-0.7696917497107117,-0.7696917497107117,-0.6110766881022852,-0.6110766881022852,-0.6110766881022852,-0.6954785064597196,-0.6954785064597196,-0.6954785064597196,-0.5206343668555399,-0.5206343668555399,-0.5206343668555399
