Date,Global X Southeast Asia_etf_Open_average,Global X Southeast Asia_etf_Open_max,Global X Southeast Asia_etf_Open_min,Global X Southeast Asia_etf_High_average,Global X Southeast Asia_etf_High_max,Global X Southeast Asia_etf_High_min,Global X Southeast Asia_etf_Low_average,Global X Southeast Asia_etf_Low_max,Global X Southeast Asia_etf_Low_min,Global X Southeast Asia_etf_Close_average,Global X Southeast Asia_etf_Close_max,Global X Southeast Asia_etf_Close_min
2018-04-08,0.41621784164595516,0.41621784164595516,0.41621784164595516,-0.03187619246117885,-0.03187619246117885,-0.03187619246117885,0.22434951150268923,0.22434951150268923,0.22434951150268923,0.2051419554947593,0.2051419554947593,0.2051419554947593
2018-04-15,1.1679154932117912,1.1679154932117912,1.1679154932117912,0.6939313048235715,0.6939313048235715,0.6939313048235715,1.2825924678477718,1.2825924678477718,1.2825924678477718,0.8347384218823979,0.8347384218823979,0.8347384218823979
2018-04-22,0.18470266891367648,0.18470266891367648,0.18470266891367648,-0.040961596025958384,-0.040961596025958384,-0.040961596025958384,0.34746653954173357,0.34746653954173357,0.34746653954173357,0.21077648681496816,0.21077648681496816,0.21077648681496816
2018-04-29,-0.9413069108254001,-0.9413069108254001,-0.9413069108254001,-0.4590668919808163,-0.4590668919808163,-0.4590668919808163,-0.4677793164067825,-0.4677793164067825,-0.4677793164067825,-0.6021680430983736,-0.6021680430983736,-0.6021680430983736
2018-05-06,-1.881482730219758,-1.881482730219758,-1.881482730219758,-2.0307778036417483,-2.0307778036417483,-2.0307778036417483,-1.5472344655468178,-1.5472344655468178,-1.5472344655468178,-1.8702260821935208,-1.8702260821935208,-1.8702260821935208
2018-05-13,-2.3433881905672007,-2.3433881905672007,-2.3433881905672007,-2.2873138344771937,-2.2873138344771937,-2.2873138344771937,-1.9994374959443946,-1.9994374959443946,-1.9994374959443946,-2.092805305641478,-2.092805305641478,-2.092805305641478
2018-05-20,-2.135861937588578,-2.135861937588578,-2.135861937588578,-1.6148784924005783,-1.6148784924005783,-1.6148784924005783,-1.9497318589605042,-1.9497318589605042,-1.9497318589605042,-1.4272517336868897,-1.4272517336868897,-1.4272517336868897
2018-05-27,-1.7721109374717785,-1.7721109374717785,-1.7721109374717785,-1.7658818769239841,-1.7658818769239841,-1.7658818769239841,-1.6614567617028326,-1.6614567617028326,-1.6614567617028326,-1.794395356128154,-1.794395356128154,-1.794395356128154
2018-06-03,-0.5640502024703619,-0.5640502024703619,-0.5640502024703619,-0.8181359431893721,-0.8181359431893721,-0.8181359431893721,-1.3060482068781651,-1.3060482068781651,-1.3060482068781651,-0.908191281368758,-0.908191281368758,-0.908191281368758
2018-06-10,-2.2038640354812253,-2.2038640354812253,-2.2038640354812253,-2.307710152463644,-2.307710152463644,-2.307710152463644,-2.2235988035117416,-2.2235988035117416,-2.2235988035117416,-2.386666130227115,-2.386666130227115,-2.386666130227115
2018-06-17,-2.288911313990007,-2.288911313990007,-2.288911313990007,-2.4093588089951243,-2.4093588089951243,-2.4093588089951243,-2.227234157005932,-2.227234157005932,-2.227234157005932,-2.3247375030746573,-2.3247375030746573,-2.3247375030746573
2018-06-24,-1.9683983683288548,-1.9683983683288548,-1.9683983683288548,-1.9680927011200315,-1.9680927011200315,-1.9680927011200315,-1.9590678081450295,-1.9590678081450295,-1.9590678081450295,-1.994480624481757,-1.994480624481757,-1.994480624481757
2018-07-01,-1.552673513700571,-1.552673513700571,-1.552673513700571,-1.59411004927333,-1.59411004927333,-1.59411004927333,-1.4870352336702288,-1.4870352336702288,-1.4870352336702288,-1.5115723430402261,-1.5115723430402261,-1.5115723430402261
