Date,ProShares UltraShort Nasdaq BiotechnologyEtf_Open_average,ProShares UltraShort Nasdaq BiotechnologyEtf_Open_max,ProShares UltraShort Nasdaq BiotechnologyEtf_Open_min,ProShares UltraShort Nasdaq BiotechnologyEtf_High_average,ProShares UltraShort Nasdaq BiotechnologyEtf_High_max,ProShares UltraShort Nasdaq BiotechnologyEtf_High_min,ProShares UltraShort Nasdaq BiotechnologyEtf_Low_average,ProShares UltraShort Nasdaq BiotechnologyEtf_Low_max,ProShares UltraShort Nasdaq BiotechnologyEtf_Low_min,ProShares UltraShort Nasdaq BiotechnologyEtf_Close_average,ProShares UltraShort Nasdaq BiotechnologyEtf_Close_max,ProShares UltraShort Nasdaq BiotechnologyEtf_Close_min
2018-05-27,-0.7394076152953062,-0.7394076152953062,-0.7394076152953062,-0.6908373366906326,-0.6908373366906326,-0.6908373366906326,-0.6538404128988461,-0.6538404128988461,-0.6538404128988461,-0.7435833840498934,-0.7435833840498934,-0.7435833840498934
2018-06-03,-0.7318990755865862,-0.7318990755865862,-0.7318990755865862,-0.8584785388804138,-0.8584785388804138,-0.8584785388804138,-0.7511197994764487,-0.7511197994764487,-0.7511197994764487,-0.8071516325283705,-0.8071516325283705,-0.8071516325283705
2018-06-10,-1.284401606113841,-1.284401606113841,-1.284401606113841,-1.309007515207587,-1.309007515207587,-1.309007515207587,-1.2634758991030854,-1.2634758991030854,-1.2634758991030854,-1.222312910337232,-1.222312910337232,-1.222312910337232
2018-06-17,-1.816118001173001,-1.816118001173001,-1.816118001173001,-1.5267119916668552,-1.5267119916668552,-1.5267119916668552,-1.6116404189470912,-1.6116404189470912,-1.6116404189470912,-1.4270288729253617,-1.4270288729253617,-1.4270288729253617
2018-06-24,-0.6497086436320196,-0.6497086436320196,-0.6497086436320196,-0.7904136981324141,-0.7904136981324141,-0.7904136981324141,-0.899467949356301,-0.899467949356301,-0.899467949356301,-0.7757634829198241,-0.7757634829198241,-0.7757634829198241
2018-07-01,-1.687894763100303,-1.687894763100303,-1.687894763100303,-1.6978954179582484,-1.6978954179582484,-1.6978954179582484,-2.137311945145287,-2.137311945145287,-2.137311945145287,-2.0520850428248973,-2.0520850428248973,-2.0520850428248973
2018-07-08,-2.2935168658518283,-2.2935168658518283,-2.2935168658518283,-2.204844787088888,-2.204844787088888,-2.204844787088888,-2.198442012610064,-2.198442012610064,-2.198442012610064,-2.0726987099380567,-2.0726987099380567,-2.0726987099380567
2018-07-15,-1.9548133052558303,-1.9548133052558303,-1.9548133052558303,-1.897841536644576,-1.897841536644576,-1.897841536644576,-1.8686460480384681,-1.8686460480384681,-1.8686460480384681,-1.7628823644091127,-1.7628823644091127,-1.7628823644091127
2018-07-22,-1.7503261350368302,-1.7503261350368302,-1.7503261350368302,-1.2929516479075496,-1.2929516479075496,-1.2929516479075496,-1.6300650170946493,-1.6300650170946493,-1.6300650170946493,-1.2501420390927818,-1.2501420390927818,-1.2501420390927818
2018-07-29,-1.5928451123168625,-1.5928451123168625,-1.5928451123168625,-1.4941364603467087,-1.4941364603467087,-1.4941364603467087,-1.5077478787508287,-1.5077478787508287,-1.5077478787508287,-1.4056947014028727,-1.4056947014028727,-1.4056947014028727
2018-08-05,-1.2499412317729908,-1.2499412317729908,-1.2499412317729908,-1.2978487336345108,-1.2978487336345108,-1.2978487336345108,-1.2389081802755706,-1.2389081802755706,-1.2389081802755706,-1.211742960198724,-1.211742960198724,-1.211742960198724
2018-08-12,-0.9956765502540382,-0.9956765502540382,-0.9956765502540382,-1.0243051256270095,-1.0243051256270095,-1.0243051256270095,-0.9875986218230111,-0.9875986218230111,-0.9875986218230111,-1.0501962456119462,-1.0501962456119462,-1.0501962456119462
2018-08-19,-1.1311352094207023,-1.1311352094207023,-1.1311352094207023,-1.173369671334326,-1.173369671334326,-1.173369671334326,-1.0583006071466108,-1.0583006071466108,-1.0583006071466108,-1.1514186955758985,-1.1514186955758985,-1.1514186955758985
2018-08-26,-1.555274767664788,-1.555274767664788,-1.555274767664788,-1.585519258509095,-1.585519258509095,-1.585519258509095,-1.540546615936207,-1.540546615936207,-1.540546615936207,-1.611261678228823,-1.611261678228823,-1.611261678228823
2018-09-02,-0.8847223093196563,-0.8847223093196563,-0.8847223093196563,-0.8946241731719349,-0.8946241731719349,-0.8946241731719349,-0.9399704348266691,-0.9399704348266691,-0.9399704348266691,-0.9186997657027456,-0.9186997657027456,-0.9186997657027456
2018-09-09,-0.8438030764069678,-0.8438030764069678,-0.8438030764069678,-0.8658875434076105,-0.8658875434076105,-0.8658875434076105,-0.8805804270444745,-0.8805804270444745,-0.8805804270444745,-0.8295595981769008,-0.8295595981769008,-0.8295595981769008
2018-09-16,-1.0392582477154846,-1.0392582477154846,-1.0392582477154846,-0.961031167137922,-0.961031167137922,-0.961031167137922,-1.0331616860536266,-1.0331616860536266,-1.0331616860536266,-0.9541901529534953,-0.9541901529534953,-0.9541901529534953
2018-09-23,-1.2694679224258119,-1.2694679224258119,-1.2694679224258119,-1.4362929530069328,-1.4362929530069328,-1.4362929530069328,-1.3198364755298233,-1.3198364755298233,-1.3198364755298233,-1.4108834223949387,-1.4108834223949387,-1.4108834223949387
2018-09-30,-0.5874051444668219,-0.5874051444668219,-0.5874051444668219,-0.2107273742967448,-0.2107273742967448,-0.2107273742967448,-0.6395504473595635,-0.6395504473595635,-0.6395504473595635,-0.38439746578130407,-0.38439746578130407,-0.38439746578130407
2018-10-07,0.7592017402436944,0.7592017402436944,0.7592017402436944,1.1227491421224625,1.1227491421224625,1.1227491421224625,0.9692414929698325,0.9692414929698325,0.9692414929698325,0.8838334223697033,0.8838334223697033,0.8838334223697033
2018-10-14,0.2774069247548125,0.2774069247548125,0.2774069247548125,0.7161355633208194,0.7161355633208194,0.7161355633208194,0.322671878829891,0.322671878829891,0.322671878829891,0.91310139439794,0.91310139439794,0.91310139439794
