Date,FlexShares Credit-Scored US Long Corporate Bond_Open_average,FlexShares Credit-Scored US Long Corporate Bond_Open_max,FlexShares Credit-Scored US Long Corporate Bond_Open_min,FlexShares Credit-Scored US Long Corporate Bond_High_average,FlexShares Credit-Scored US Long Corporate Bond_High_max,FlexShares Credit-Scored US Long Corporate Bond_High_min,FlexShares Credit-Scored US Long Corporate Bond_Low_average,FlexShares Credit-Scored US Long Corporate Bond_Low_max,FlexShares Credit-Scored US Long Corporate Bond_Low_min,FlexShares Credit-Scored US Long Corporate Bond_Close_average,FlexShares Credit-Scored US Long Corporate Bond_Close_max,FlexShares Credit-Scored US Long Corporate Bond_Close_min
2018-04-08,-0.01836374264280408,-0.01836374264280408,-0.01836374264280408,-0.07192027232838648,-0.07192027232838648,-0.07192027232838648,-0.11179794197342921,-0.11179794197342921,-0.11179794197342921,-0.17425199970197428,-0.17425199970197428,-0.17425199970197428
2018-04-15,-0.2461191046268819,-0.2461191046268819,-0.2461191046268819,-0.29654564990494053,-0.29654564990494053,-0.29654564990494053,-0.17330288702993757,-0.17330288702993757,-0.17330288702993757,-0.2410980569342211,-0.2410980569342211,-0.2410980569342211
2018-04-22,-1.5449532718623258,-1.5449532718623258,-1.5449532718623258,-1.5855956678478664,-1.5855956678478664,-1.5855956678478664,-1.5049592331107413,-1.5049592331107413,-1.5049592331107413,-1.600888531730326,-1.600888531730326,-1.600888531730326
2018-04-29,-1.8656129796997392,-1.8656129796997392,-1.8656129796997392,-1.8738165434501473,-1.8738165434501473,-1.8738165434501473,-1.8156827314864614,-1.8156827314864614,-1.8156827314864614,-1.8664351997700435,-1.8664351997700435,-1.8664351997700435
2018-05-06,-1.496868573272591,-1.496868573272591,-1.496868573272591,-1.5053061479950884,-1.5053061479950884,-1.5053061479950884,-1.4683112153583826,-1.4683112153583826,-1.4683112153583826,-1.5058745510208302,-1.5058745510208302,-1.5058745510208302
2018-05-13,-1.9496887605091282,-1.9496887605091282,-1.9496887605091282,-1.9211429452467055,-1.9211429452467055,-1.9211429452467055,-1.9900176853573261,-1.9900176853573261,-1.9900176853573261,-2.0027688448690144,-2.0027688448690144,-2.0027688448690144
2018-05-20,-0.9391140783530582,-0.9391140783530582,-0.9391140783530582,-0.954495262907791,-0.954495262907791,-0.954495262907791,-0.9048813345518206,-0.9048813345518206,-0.9048813345518206,-0.9285059814900553,-0.9285059814900553,-0.9285059814900553
2018-05-27,-1.2799633967591246,-1.2799633967591246,-1.2799633967591246,-1.2859390125458898,-1.2859390125458898,-1.2859390125458898,-1.3467809370298294,-1.3467809370298294,-1.3467809370298294,-1.3551152251184695,-1.3551152251184695,-1.3551152251184695
2018-06-03,-1.2683009267406309,-1.2683009267406309,-1.2683009267406309,-1.2673792820050944,-1.2673792820050944,-1.2673792820050944,-1.2456260060869964,-1.2456260060869964,-1.2456260060869964,-1.2399868079076326,-1.2399868079076326,-1.2399868079076326
2018-06-10,-0.8510768870625663,-0.8510768870625663,-0.8510768870625663,-0.8532669362390474,-0.8532669362390474,-0.8532669362390474,-0.8934242518625644,-0.8934242518625644,-0.8934242518625644,-0.8918446172808794,-0.8918446172808794,-0.8918446172808794
2018-06-17,-1.3527243261406534,-1.3527243261406534,-1.3527243261406534,-1.3456566039414375,-1.3456566039414375,-1.3456566039414375,-1.343076098612926,-1.343076098612926,-1.343076098612926,-1.3300616535768224,-1.3300616535768224,-1.3300616535768224
2018-06-24,-0.7877752649768317,-0.7877752649768317,-0.7877752649768317,-0.7910852904016996,-0.7910852904016996,-0.7910852904016996,-0.8317722562054258,-0.8317722562054258,-0.8317722562054258,-0.7943720293333506,-0.7943720293333506,-0.7943720293333506
