Date,iShares GoldEtf_Open_average,iShares GoldEtf_Open_max,iShares GoldEtf_Open_min,iShares GoldEtf_High_average,iShares GoldEtf_High_max,iShares GoldEtf_High_min,iShares GoldEtf_Low_average,iShares GoldEtf_Low_max,iShares GoldEtf_Low_min,iShares GoldEtf_Close_average,iShares GoldEtf_Close_max,iShares GoldEtf_Close_min
2018-05-27,-1.791154200688734,-1.791154200688734,-1.791154200688734,-1.729646119937794,-1.729646119937794,-1.729646119937794,-1.767180065023498,-1.767180065023498,-1.767180065023498,-1.8626290899098454,-1.8626290899098454,-1.8626290899098454
2018-06-03,-1.292325893177485,-1.292325893177485,-1.292325893177485,-1.4751281586732137,-1.4751281586732137,-1.4751281586732137,-1.3101025305871123,-1.3101025305871123,-1.3101025305871123,-1.3885422664534701,-1.3885422664534701,-1.3885422664534701
2018-06-10,-1.6126290233505578,-1.6126290233505578,-1.6126290233505578,-1.7614615530140851,-1.7614615530140851,-1.7614615530140851,-2.159109066419424,-2.159109066419424,-2.159109066419424,-2.0406637410683164,-2.0406637410683164,-2.0406637410683164
2018-06-17,-2.213445717635373,-2.213445717635373,-2.213445717635373,-2.257883904194462,-2.257883904194462,-2.257883904194462,-2.0927189063001865,-2.0927189063001865,-2.0927189063001865,-2.156311963137471,-2.156311963137471,-2.156311963137471
2018-06-24,-2.4126667873839853,-2.4126667873839853,-2.4126667873839853,-2.3210501909283288,-2.3210501909283288,-2.3210501909283288,-2.364857239126092,-2.364857239126092,-2.364857239126092,-2.3188645147079967,-2.3188645147079967,-2.3188645147079967
2018-07-01,-1.8997192026858394,-1.8997192026858394,-1.8997192026858394,-1.984060245624657,-1.984060245624657,-1.984060245624657,-1.8821219937473639,-1.8821219937473639,-1.8821219937473639,-1.963118317200474,-1.963118317200474,-1.963118317200474
2018-07-08,-2.052263050686928,-2.052263050686928,-2.052263050686928,-2.052833464869342,-2.052833464869342,-2.052833464869342,-1.9865667657230839,-1.9865667657230839,-1.9865667657230839,-2.0376772471105205,-2.0376772471105205,-2.0376772471105205
2018-07-15,-2.0639457332960025,-2.0639457332960025,-2.0639457332960025,-2.015733305554515,-2.015733305554515,-2.015733305554515,-1.9955989292216791,-1.9955989292216791,-1.9955989292216791,-1.959941611129205,-1.959941611129205,-1.959941611129205
2018-07-22,-1.8768264955545018,-1.8768264955545018,-1.8768264955545018,-1.8438525340117324,-1.8438525340117324,-1.8438525340117324,-1.829594362592713,-1.829594362592713,-1.829594362592713,-1.8673551039263352,-1.8673551039263352,-1.8673551039263352
2018-07-29,-1.7731681144499887,-1.7731681144499887,-1.7731681144499887,-1.7488651869110776,-1.7488651869110776,-1.7488651869110776,-1.7787963701947154,-1.7787963701947154,-1.7787963701947154,-1.8039955512265387,-1.8039955512265387,-1.8039955512265387
2018-08-05,-1.6463332174705716,-1.6463332174705716,-1.6463332174705716,-1.6251807221861938,-1.6251807221861938,-1.6251807221861938,-1.6282378605324264,-1.6282378605324264,-1.6282378605324264,-1.6655492061758426,-1.6655492061758426,-1.6655492061758426
2018-08-12,-2.0267440509314567,-2.0267440509314567,-2.0267440509314567,-1.999106223769241,-1.999106223769241,-1.999106223769241,-2.0348372033170348,-2.0348372033170348,-2.0348372033170348,-1.9400096246123584,-1.9400096246123584,-1.9400096246123584
2018-08-19,-1.4816404496510953,-1.4816404496510953,-1.4816404496510953,-1.3456883285352301,-1.3456883285352301,-1.3456883285352301,-1.4503148229107912,-1.4503148229107912,-1.4503148229107912,-1.3365444122979537,-1.3365444122979537,-1.3365444122979537
2018-08-26,-1.254550937453852,-1.254550937453852,-1.254550937453852,-1.291851706165837,-1.291851706165837,-1.291851706165837,-1.2874055937239193,-1.2874055937239193,-1.2874055937239193,-1.3426329546987872,-1.3426329546987872,-1.3426329546987872
2018-09-02,-1.2498578864873882,-1.2498578864873882,-1.2498578864873882,-1.287035604725284,-1.287035604725284,-1.287035604725284,-1.2634804560610837,-1.2634804560610837,-1.2634804560610837,-1.3111287083306042,-1.3111287083306042,-1.3111287083306042
2018-09-09,-1.0601156842189206,-1.0601156842189206,-1.0601156842189206,-1.1149050467741661,-1.1149050467741661,-1.1149050467741661,-1.1767397725088986,-1.1767397725088986,-1.1767397725088986,-1.2008934607137927,-1.2008934607137927,-1.2008934607137927
2018-09-16,-1.1309598060921544,-1.1309598060921544,-1.1309598060921544,-1.0816062574926566,-1.0816062574926566,-1.0816062574926566,-1.0952766553477788,-1.0952766553477788,-1.0952766553477788,-1.0358129414157224,-1.0358129414157224,-1.0358129414157224
2018-09-23,-1.2083960721863125,-1.2083960721863125,-1.2083960721863125,-1.1430684281139374,-1.1430684281139374,-1.1430684281139374,-1.1964728830823776,-1.1964728830823776,-1.1964728830823776,-1.0955759142951624,-1.0955759142951624,-1.0955759142951624
2018-09-30,-0.7327209180196292,-0.7327209180196292,-0.7327209180196292,-0.7794669188433134,-0.7794669188433134,-0.7794669188433134,-0.7395627242159135,-0.7395627242159135,-0.7395627242159135,-0.7593677962405375,-0.7593677962405375,-0.7593677962405375
2018-10-07,-0.191831114855252,-0.191831114855252,-0.191831114855252,-0.27537297365716806,-0.27537297365716806,-0.27537297365716806,-0.24190284637400836,-0.24190284637400836,-0.24190284637400836,-0.281175273154898,-0.281175273154898,-0.281175273154898
2018-10-14,0.0991805359317452,0.0991805359317452,0.0991805359317452,-0.003228034792806722,-0.003228034792806722,-0.003228034792806722,0.11671530007228038,0.11671530007228038,0.11671530007228038,0.019283262608903062,0.019283262608903062,0.019283262608903062
2018-10-21,0.440310610648978,0.440310610648978,0.440310610648978,0.6239724469761836,0.6239724469761836,0.6239724469761836,0.47846209582262794,0.47846209582262794,0.47846209582262794,0.4109734614911994,0.4109734614911994,0.4109734614911994
2018-10-28,0.518981733788979,0.518981733788979,0.518981733788979,0.5484528488450832,0.5484528488450832,0.5484528488450832,0.5494797726627892,0.5494797726627892,0.5494797726627892,0.5794123444511214,0.5794123444511214,0.5794123444511214
2018-11-04,-0.2838800801966473,-0.2838800801966473,-0.2838800801966473,-0.3508230585591889,-0.3508230585591889,-0.3508230585591889,-0.33596262031099644,-0.33596262031099644,-0.33596262031099644,-0.30394831622405943,-0.30394831622405943,-0.30394831622405943
2018-11-11,0.4454888496534317,0.4454888496534317,0.4454888496534317,0.31567460904940925,0.31567460904940925,0.31567460904940925,0.38899981870551226,0.38899981870551226,0.38899981870551226,0.3193689650020416,0.3193689650020416,0.3193689650020416
2018-11-18,0.612798545479975,0.612798545479975,0.612798545479975,0.5233057652534807,0.5233057652534807,0.5233057652534807,0.6540646153303024,0.6540646153303024,0.6540646153303024,0.6002628330339943,0.6002628330339943,0.6002628330339943
2018-11-25,0.5358579626924275,0.5358579626924275,0.5358579626924275,0.43162916249837185,0.43162916249837185,0.43162916249837185,0.4624161399980484,0.4624161399980484,0.4624161399980484,0.6493523137124347,0.6493523137124347,0.6493523137124347
2018-12-02,1.754518340961905,1.754518340961905,1.754518340961905,1.9897115529535598,1.9897115529535598,1.9897115529535598,1.8943413382180494,1.8943413382180494,1.8943413382180494,2.1557716349070644,2.1557716349070644,2.1557716349070644
2018-12-09,1.1963124167918433,1.1963124167918433,1.1963124167918433,1.3291593421321364,1.3291593421321364,1.3291593421321364,1.2300410901362717,1.2300410901362717,1.2300410901362717,1.4554170043884547,1.4554170043884547,1.4554170043884547
2018-12-16,2.231137647757524,2.231137647757524,2.231137647757524,2.108811529144612,2.108811529144612,2.108811529144612,2.0173040963619173,2.0173040963619173,2.0173040963619173,2.035071169475693,2.035071169475693,2.035071169475693
2018-12-23,2.3882372656127955,2.3882372656127955,2.3882372656127955,2.424699170480257,2.424699170480257,2.424699170480257,2.4465823355356657,2.4465823355356657,2.4465823355356657,2.5332581341193676,2.5332581341193676,2.5332581341193676
2018-12-30,2.199544881033479,2.199544881033479,2.199544881033479,2.227745925230176,2.227745925230176,2.227745925230176,2.0995668866561386,2.0995668866561386,2.0995668866561386,2.280565476291424,2.280565476291424,2.280565476291424
2019-01-06,2.0127079022775156,2.0127079022775156,2.0127079022775156,1.9980927692621224,1.9980927692621224,1.9980927692621224,2.0750063388649305,2.0750063388649305,2.0750063388649305,1.9781336268255227,1.9781336268255227,1.9781336268255227
2019-01-13,1.5821457756878297,1.5821457756878297,1.5821457756878297,1.5963838090172007,1.5963838090172007,1.5963838090172007,1.6299108989719633,1.6299108989719633,1.6299108989719633,1.5310868410540817,1.5310868410540817,1.5310868410540817
2019-01-20,1.600503452407749,1.600503452407749,1.600503452407749,1.7953238031582837,1.7953238031582837,1.7953238031582837,1.6884007742855867,1.6884007742855867,1.6884007742855867,1.8437644224968748,1.8437644224968748,1.8437644224968748
