Date,Virtus Newfleet Multi-Sector Unconstrained Bond_Open_average,Virtus Newfleet Multi-Sector Unconstrained Bond_Open_max,Virtus Newfleet Multi-Sector Unconstrained Bond_Open_min,Virtus Newfleet Multi-Sector Unconstrained Bond_High_average,Virtus Newfleet Multi-Sector Unconstrained Bond_High_max,Virtus Newfleet Multi-Sector Unconstrained Bond_High_min,Virtus Newfleet Multi-Sector Unconstrained Bond_Low_average,Virtus Newfleet Multi-Sector Unconstrained Bond_Low_max,Virtus Newfleet Multi-Sector Unconstrained Bond_Low_min,Virtus Newfleet Multi-Sector Unconstrained Bond_Close_average,Virtus Newfleet Multi-Sector Unconstrained Bond_Close_max,Virtus Newfleet Multi-Sector Unconstrained Bond_Close_min
2018-04-08,-1.019623496987022,-1.019623496987022,-1.019623496987022,-1.141249382220876,-1.141249382220876,-1.141249382220876,-2.4380184519398735,-2.4380184519398735,-2.4380184519398735,-1.615609507946369,-1.615609507946369,-1.615609507946369
2018-04-15,-1.7325846292665148,-1.7325846292665148,-1.7325846292665148,-1.7155329643237154,-1.7155329643237154,-1.7155329643237154,-1.131507926018623,-1.131507926018623,-1.131507926018623,-1.6878912345661785,-1.6878912345661785,-1.6878912345661785
2018-04-22,-1.9519502432106919,-1.9519502432106919,-1.9519502432106919,-1.7800502127125988,-1.7800502127125988,-1.7800502127125988,-1.3029006894980832,-1.3029006894980832,-1.3029006894980832,-1.5204294411838848,-1.5204294411838848,-1.5204294411838848
2018-04-29,-2.058146506615753,-2.058146506615753,-2.058146506615753,-2.0052287670929094,-2.0052287670929094,-2.0052287670929094,-1.5235051078894284,-1.5235051078894284,-1.5235051078894284,-2.090250926604325,-2.090250926604325,-2.090250926604325
2018-05-06,-1.6390301912478293,-1.6390301912478293,-1.6390301912478293,-1.3086806052480695,-1.3086806052480695,-1.3086806052480695,-1.162114917751395,-1.162114917751395,-1.162114917751395,-1.1498109872427311,-1.1498109872427311,-1.1498109872427311
2018-05-13,-1.2200586686074377,-1.2200586686074377,-1.2200586686074377,-1.5406427599071761,-1.5406427599071761,-1.5406427599071761,-1.1587886164800705,-1.1587886164800705,-1.1587886164800705,-1.4456998328876118,-1.4456998328876118,-1.4456998328876118
2018-05-20,-1.3985329215275148,-1.3985329215275148,-1.3985329215275148,-1.487804675700551,-1.487804675700551,-1.487804675700551,-1.080438634242743,-1.080438634242743,-1.080438634242743,-1.423412161462969,-1.423412161462969,-1.423412161462969
2018-05-27,-1.1928439255654413,-1.1928439255654413,-1.1928439255654413,-1.4323389077717226,-1.4323389077717226,-1.4323389077717226,-1.0106071178493998,-1.0106071178493998,-1.0106071178493998,-1.3383905536524685,-1.3383905536524685,-1.3383905536524685
2018-06-03,-1.225442731265309,-1.225442731265309,-1.225442731265309,-1.1571814144337522,-1.1571814144337522,-1.1571814144337522,-1.0187529425059616,-1.0187529425059616,-1.0187529425059616,-1.217170172816788,-1.217170172816788,-1.217170172816788
2018-06-10,-0.8769552999259084,-0.8769552999259084,-0.8769552999259084,-1.1120911579625783,-1.1120911579625783,-1.1120911579625783,-1.1804332838361504,-1.1804332838361504,-1.1804332838361504,-1.2446466563428011,-1.2446466563428011,-1.2446466563428011
