Date,KraneShares Bosera MSCI China A Share_Open_average,KraneShares Bosera MSCI China A Share_Open_max,KraneShares Bosera MSCI China A Share_Open_min,KraneShares Bosera MSCI China A Share_High_average,KraneShares Bosera MSCI China A Share_High_max,KraneShares Bosera MSCI China A Share_High_min,KraneShares Bosera MSCI China A Share_Low_average,KraneShares Bosera MSCI China A Share_Low_max,KraneShares Bosera MSCI China A Share_Low_min,KraneShares Bosera MSCI China A Share_Close_average,KraneShares Bosera MSCI China A Share_Close_max,KraneShares Bosera MSCI China A Share_Close_min
2018-06-17,-2.5583522612886833,-2.5583522612886833,-2.5583522612886833,-2.4667827321717506,-2.4667827321717506,-2.4667827321717506,-2.4866184775987747,-2.4866184775987747,-2.4866184775987747,-2.479857689719393,-2.479857689719393,-2.479857689719393
2018-06-24,-2.601859684572594,-2.601859684572594,-2.601859684572594,-2.586731047981908,-2.586731047981908,-2.586731047981908,-2.594949876239839,-2.594949876239839,-2.594949876239839,-2.5985183865551953,-2.5985183865551953,-2.5985183865551953
2018-07-01,-2.3868056188233107,-2.3868056188233107,-2.3868056188233107,-2.322965839021496,-2.322965839021496,-2.322965839021496,-2.3711225540716825,-2.3711225540716825,-2.3711225540716825,-2.318836233028367,-2.318836233028367,-2.318836233028367
2018-07-08,-1.4284354860691344,-1.4284354860691344,-1.4284354860691344,-1.4591214134802672,-1.4591214134802672,-1.4591214134802672,-1.4323253921464576,-1.4323253921464576,-1.4323253921464576,-1.419074161965641,-1.419074161965641,-1.419074161965641
2018-07-15,-1.3612325247428692,-1.3612325247428692,-1.3612325247428692,-1.369298002890161,-1.369298002890161,-1.369298002890161,-1.3935747494629365,-1.3935747494629365,-1.3935747494629365,-1.359071445551581,-1.359071445551581,-1.359071445551581
2018-07-22,-1.08009884323968,-1.08009884323968,-1.08009884323968,-1.1383230909476485,-1.1383230909476485,-1.1383230909476485,-1.109174558046274,-1.109174558046274,-1.109174558046274,-1.168034879661085,-1.168034879661085,-1.168034879661085
2018-07-29,-1.5220321578188436,-1.5220321578188436,-1.5220321578188436,-1.5431255313114298,-1.5431255313114298,-1.5431255313114298,-1.490706613236205,-1.490706613236205,-1.490706613236205,-1.528363167047602,-1.528363167047602,-1.528363167047602
2018-08-05,-1.1631200035597904,-1.1631200035597904,-1.1631200035597904,-1.2056905362714565,-1.2056905362714565,-1.2056905362714565,-1.1826771520431902,-1.1826771520431902,-1.1826771520431902,-1.2313253452065998,-1.2313253452065998,-1.2313253452065998
2018-08-12,-1.4811635463257178,-1.4811635463257178,-1.4811635463257178,-1.3377053522239952,-1.3377053522239952,-1.3377053522239952,-1.4809339172975815,-1.4809339172975815,-1.4809339172975815,-1.315151279754037,-1.315151279754037,-1.315151279754037
2018-08-19,-0.9403214865207583,-0.9403214865207583,-0.9403214865207583,-0.9389429958133685,-0.9389429958133685,-0.9389429958133685,-0.9152432076286977,-0.9152432076286977,-0.9152432076286977,-0.927550056321294,-0.927550056321294,-0.927550056321294
2018-08-26,-0.8876823912408177,-0.8876823912408177,-0.8876823912408177,-0.9046864297718701,-0.9046864297718701,-0.9046864297718701,-0.8693466921821422,-0.8693466921821422,-0.8693466921821422,-0.8888487510629413,-0.8888487510629413,-0.8888487510629413
2018-09-02,-1.0142556993854712,-1.0142556993854712,-1.0142556993854712,-1.067299770951356,-1.067299770951356,-1.067299770951356,-1.0644811923005313,-1.0644811923005313,-1.0644811923005313,-1.1755639687898851,-1.1755639687898851,-1.1755639687898851
2018-09-09,-1.0456823322380717,-1.0456823322380717,-1.0456823322380717,-1.2469054270449178,-1.2469054270449178,-1.2469054270449178,-1.232979633038315,-1.232979633038315,-1.232979633038315,-1.3593597718868287,-1.3593597718868287,-1.3593597718868287
2018-09-16,0.3097154838365303,0.3097154838365303,0.3097154838365303,0.23723865167336658,0.23723865167336658,0.23723865167336658,0.33111712666355164,0.33111712666355164,0.33111712666355164,0.2553736011591645,0.2553736011591645,0.2553736011591645
2018-09-23,0.6192803673320167,0.6192803673320167,0.6192803673320167,0.688273655156218,0.688273655156218,0.688273655156218,0.7055731763868512,0.7055731763868512,0.7055731763868512,0.7038215624992923,0.7038215624992923,0.7038215624992923
2018-09-30,-0.43282488721336454,-0.43282488721336454,-0.43282488721336454,-0.4326927811230987,-0.4326927811230987,-0.4326927811230987,-0.4037457160378288,-0.4037457160378288,-0.4037457160378288,-0.3324204918039067,-0.3324204918039067,-0.3324204918039067
2018-10-07,-1.5435371204089379,-1.5435371204089379,-1.5435371204089379,-1.6331963306004498,-1.6331963306004498,-1.6331963306004498,-1.580797335710568,-1.580797335710568,-1.580797335710568,-1.5903265895004894,-1.5903265895004894,-1.5903265895004894
2018-10-14,-1.755761463549313,-1.755761463549313,-1.755761463549313,-1.8335822772986623,-1.8335822772986623,-1.8335822772986623,-1.6799894221454217,-1.6799894221454217,-1.6799894221454217,-1.8688518720959704,-1.8688518720959704,-1.8688518720959704
2018-10-21,-1.4135522647871066,-1.4135522647871066,-1.4135522647871066,-1.3325871746177003,-1.3325871746177003,-1.3325871746177003,-1.3235246441215465,-1.3235246441215465,-1.3235246441215465,-1.3453474989765575,-1.3453474989765575,-1.3453474989765575
2018-10-28,0.14543617491231026,0.14543617491231026,0.14543617491231026,-0.018612048523684938,-0.018612048523684938,-0.018612048523684938,-0.3314810278871671,-0.3314810278871671,-0.3314810278871671,-0.2993471640687595,-0.2993471640687595,-0.2993471640687595
2018-11-04,-1.2135661805005695,-1.2135661805005695,-1.2135661805005695,-1.431668715997626,-1.431668715997626,-1.431668715997626,-1.280338945005802,-1.280338945005802,-1.280338945005802,-1.3365492766282114,-1.3365492766282114,-1.3365492766282114
2018-11-11,-0.3380637524598384,-0.3380637524598384,-0.3380637524598384,-0.1725705537370121,-0.1725705537370121,-0.1725705537370121,-0.21265582852352552,-0.21265582852352552,-0.21265582852352552,-0.09259478471102016,-0.09259478471102016,-0.09259478471102016
2018-11-18,-1.0798845882698367,-1.0798845882698367,-1.0798845882698367,-1.1433283773916063,-1.1433283773916063,-1.1433283773916063,-1.0840709335361396,-1.0840709335361396,-1.0840709335361396,-1.0787344729493586,-1.0787344729493586,-1.0787344729493586
2018-11-25,-0.7621643554787386,-0.7621643554787386,-0.7621643554787386,-0.6918590351908673,-0.6918590351908673,-0.6918590351908673,-0.6968067818526836,-0.6968067818526836,-0.6968067818526836,-0.6439164266164615,-0.6439164266164615,-0.6439164266164615
2018-12-02,-0.26382921797532366,-0.26382921797532366,-0.26382921797532366,-0.3849651338206734,-0.3849651338206734,-0.3849651338206734,-0.46639537916061086,-0.46639537916061086,-0.46639537916061086,-0.5162263653061939,-0.5162263653061939,-0.5162263653061939
2018-12-09,-0.37137523026583863,-0.37137523026583863,-0.37137523026583863,-0.4183958816367211,-0.4183958816367211,-0.4183958816367211,-0.2394943991469855,-0.2394943991469855,-0.2394943991469855,-0.34034628286308066,-0.34034628286308066,-0.34034628286308066
2018-12-16,-1.399391154579654,-1.399391154579654,-1.399391154579654,-1.4384163444007758,-1.4384163444007758,-1.4384163444007758,-1.445344027709853,-1.445344027709853,-1.445344027709853,-1.52610713976718,-1.52610713976718,-1.52610713976718
2018-12-23,-2.0725369658570445,-2.0725369658570445,-2.0725369658570445,-2.0750441585193053,-2.0750441585193053,-2.0750441585193053,-2.0524334063409313,-2.0524334063409313,-2.0524334063409313,-1.9831878449838163,-1.9831878449838163,-1.9831878449838163
2018-12-30,-1.562925480770851,-1.562925480770851,-1.562925480770851,-1.2550547145068682,-1.2550547145068682,-1.2550547145068682,-1.490874364762641,-1.490874364762641,-1.490874364762641,-1.1174337099161762,-1.1174337099161762,-1.1174337099161762
2019-01-06,-0.4133537684894629,-0.4133537684894629,-0.4133537684894629,-0.49546840627134947,-0.49546840627134947,-0.49546840627134947,-0.31688738661150656,-0.31688738661150656,-0.31688738661150656,-0.3457968647893027,-0.3457968647893027,-0.3457968647893027
2019-01-13,0.44839727514140104,0.44839727514140104,0.44839727514140104,0.41483945342230627,0.41483945342230627,0.41483945342230627,0.6346515885241478,0.6346515885241478,0.6346515885241478,0.46072245525585975,0.46072245525585975,0.46072245525585975
2019-01-20,0.7104898559696285,0.7104898559696285,0.7104898559696285,0.7271286775131913,0.7271286775131913,0.7271286775131913,0.9490981524976327,0.9490981524976327,0.9490981524976327,0.9080569552402139,0.9080569552402139,0.9080569552402139
2019-01-27,1.4293466188972404,1.4293466188972404,1.4293466188972404,1.2848263453109416,1.2848263453109416,1.2848263453109416,1.435936718959555,1.435936718959555,1.435936718959555,1.2980310930230639,1.2980310930230639,1.2980310930230639
2019-02-03,0.8214507022219575,0.8214507022219575,0.8214507022219575,0.7183206191873592,0.7183206191873592,0.7183206191873592,0.808645385134942,0.808645385134942,0.808645385134942,0.772823668231395,0.772823668231395,0.772823668231395
2019-02-10,1.791169917354954,1.791169917354954,1.791169917354954,1.9353256139217536,1.9353256139217536,1.9353256139217536,1.8738077841153198,1.8738077841153198,1.8738077841153198,1.972537136170741,1.972537136170741,1.972537136170741
2019-02-17,2.2516329320413386,2.2516329320413386,2.2516329320413386,2.3175631966012724,2.3175631966012724,2.3175631966012724,2.2741931653613023,2.2741931653613023,2.2741931653613023,2.292996105127185,2.292996105127185,2.292996105127185
2019-02-24,2.4269829816351867,2.4269829816351867,2.4269829816351867,2.4228505295133917,2.4228505295133917,2.4228505295133917,2.405411262269762,2.405411262269762,2.405411262269762,2.4088022392912194,2.4088022392912194,2.4088022392912194
2019-03-03,1.4402702751152427,1.4402702751152427,1.4402702751152427,1.430628360436057,1.430628360436057,1.430628360436057,1.364497424051803,1.364497424051803,1.364497424051803,1.3660002609069994,1.3660002609069994,1.3660002609069994
2019-03-10,1.5233221441245695,1.5233221441245695,1.5233221441245695,1.5905094518977805,1.5905094518977805,1.5905094518977805,1.552875093578521,1.552875093578521,1.552875093578521,1.5883866193599256,1.5883866193599256,1.5883866193599256
2019-03-17,1.530989834908656,1.530989834908656,1.530989834908656,1.4883609522793426,1.4883609522793426,1.4883609522793426,1.4049921323744994,1.4049921323744994,1.4049921323744994,1.3983243556103426,1.3983243556103426,1.3983243556103426
2019-03-24,1.4448397914302842,1.4448397914302842,1.4448397914302842,1.4393568454100678,1.4393568454100678,1.4393568454100678,1.429739128231606,1.429739128231606,1.429739128231606,1.4162889571606059,1.4162889571606059,1.4162889571606059
2019-03-31,1.8046021646247787,1.8046021646247787,1.8046021646247787,1.8032607058028827,1.8032607058028827,1.8032607058028827,1.857220724369354,1.857220724369354,1.857220724369354,1.8627530871081814,1.8627530871081814,1.8627530871081814
2019-04-07,1.394697265372317,1.394697265372317,1.394697265372317,1.3852552066256374,1.3852552066256374,1.3852552066256374,1.4490603128092623,1.4490603128092623,1.4490603128092623,1.4299914253320472,1.4299914253320472,1.4299914253320472
2019-04-14,1.2883588396477452,1.2883588396477452,1.2883588396477452,1.2569609329287288,1.2569609329287288,1.2569609329287288,1.2898549767458434,1.2898549767458434,1.2898549767458434,1.2882475196814995,1.2882475196814995,1.2882475196814995
2019-04-21,0.5002044770758943,0.5002044770758943,0.5002044770758943,0.5029174157732519,0.5029174157732519,0.5029174157732519,0.5078891133950252,0.5078891133950252,0.5078891133950252,0.5349168185356663,0.5349168185356663,0.5349168185356663
2019-04-28,0.45558671397582984,0.45558671397582984,0.45558671397582984,0.5076682803862725,0.5076682803862725,0.5076682803862725,0.5132041358254853,0.5132041358254853,0.5132041358254853,0.5149427959897483,0.5149427959897483,0.5149427959897483
2019-05-05,-0.9188177496644607,-0.9188177496644607,-0.9188177496644607,-0.8202306448375086,-0.8202306448375086,-0.8202306448375086,-1.018119350188425,-1.018119350188425,-1.018119350188425,-0.8593386879276705,-0.8593386879276705,-0.8593386879276705
2019-05-12,-1.3952686669004766,-1.3952686669004766,-1.3952686669004766,-1.4137108243438112,-1.4137108243438112,-1.4137108243438112,-1.3837257784548922,-1.3837257784548922,-1.3837257784548922,-1.4910287378389648,-1.4910287378389648,-1.4910287378389648
2019-05-19,-1.5156836801674323,-1.5156836801674323,-1.5156836801674323,-1.605344204562666,-1.605344204562666,-1.605344204562666,-1.5220749401219205,-1.5220749401219205,-1.5220749401219205,-1.569450854520888,-1.569450854520888,-1.569450854520888
2019-05-26,-1.2725534470406932,-1.2725534470406932,-1.2725534470406932,-1.2956659851889158,-1.2956659851889158,-1.2956659851889158,-1.2070011924238953,-1.2070011924238953,-1.2070011924238953,-1.2095094185243904,-1.2095094185243904,-1.2095094185243904
2019-06-02,-1.279653321426047,-1.279653321426047,-1.279653321426047,-1.2040195629007393,-1.2040195629007393,-1.2040195629007393,-1.1855941982836893,-1.1855941982836893,-1.1855941982836893,-1.178425769315388,-1.178425769315388,-1.178425769315388
2019-06-09,-0.9245135193704718,-0.9245135193704718,-0.9245135193704718,-1.009989841234935,-1.009989841234935,-1.009989841234935,-0.9186750408030253,-0.9186750408030253,-0.9186750408030253,-0.9514321991965379,-0.9514321991965379,-0.9514321991965379
2019-06-16,-0.050034199854044496,-0.050034199854044496,-0.050034199854044496,-0.07406478638600873,-0.07406478638600873,-0.07406478638600873,-0.017291000249956442,-0.017291000249956442,-0.017291000249956442,-0.060975011145535066,-0.060975011145535066,-0.060975011145535066
2019-06-23,0.036365905372096406,0.036365905372096406,0.036365905372096406,0.008283414852549327,0.008283414852549327,0.008283414852549327,0.060719417827331285,0.060719417827331285,0.060719417827331285,0.008349970036625985,0.008349970036625985,0.008349970036625985
2019-06-30,0.28946895044615917,0.28946895044615917,0.28946895044615917,0.2598047344320969,0.2598047344320969,0.2598047344320969,0.2501655194485798,0.2501655194485798,0.2501655194485798,0.20844216224674653,0.20844216224674653,0.20844216224674653
2019-07-07,0.11042145572688734,0.11042145572688734,0.11042145572688734,0.02981235370886852,0.02981235370886852,0.02981235370886852,0.09622424755084796,0.09622424755084796,0.09622424755084796,0.06132767474219473,0.06132767474219473,0.06132767474219473
2019-07-14,0.4177990981111364,0.4177990981111364,0.4177990981111364,0.36490616561133093,0.36490616561133093,0.36490616561133093,0.463578799461107,0.463578799461107,0.463578799461107,0.36631373243872994,0.36631373243872994,0.36631373243872994
2019-07-21,0.9641521494771733,0.9641521494771733,0.9641521494771733,0.8999845188298914,0.8999845188298914,0.8999845188298914,0.9651260180622767,0.9651260180622767,0.9651260180622767,0.9481508721582265,0.9481508721582265,0.9481508721582265
2019-07-28,-0.16620352007850575,-0.16620352007850575,-0.16620352007850575,-0.20289358184710832,-0.20289358184710832,-0.20289358184710832,-0.4712802953147611,-0.4712802953147611,-0.4712802953147611,-0.5268571441057712,-0.5268571441057712,-0.5268571441057712
2019-08-04,-1.158083221402886,-1.158083221402886,-1.158083221402886,-1.2800755433056872,-1.2800755433056872,-1.2800755433056872,-1.2554854433059062,-1.2554854433059062,-1.2554854433059062,-1.1954568774256311,-1.1954568774256311,-1.1954568774256311
2019-08-11,-0.6231816337407038,-0.6231816337407038,-0.6231816337407038,-0.48483609140979145,-0.48483609140979145,-0.48483609140979145,-0.5430137535834776,-0.5430137535834776,-0.5430137535834776,-0.3436614385357939,-0.3436614385357939,-0.3436614385357939
2019-08-18,-0.047255312205469656,-0.047255312205469656,-0.047255312205469656,-0.05667344279236623,-0.05667344279236623,-0.05667344279236623,-0.48780442175263666,-0.48780442175263666,-0.48780442175263666,-0.5841066582172674,-0.5841066582172674,-0.5841066582172674
2019-08-25,-0.1379186132927883,-0.1379186132927883,-0.1379186132927883,-0.2422559601771422,-0.2422559601771422,-0.2422559601771422,-0.10539612034365298,-0.10539612034365298,-0.10539612034365298,-0.18375759277844325,-0.18375759277844325,-0.18375759277844325
2019-09-01,1.124682846935558,1.124682846935558,1.124682846935558,1.169997214888706,1.169997214888706,1.169997214888706,1.2119796854437508,1.2119796854437508,1.2119796854437508,1.2470811831640756,1.2470811831640756,1.2470811831640756
2019-09-08,1.3733322569522526,1.3733322569522526,1.3733322569522526,1.5152968187043923,1.5152968187043923,1.5152968187043923,1.3887947496587032,1.3887947496587032,1.3887947496587032,1.5105093166321228,1.5105093166321228,1.5105093166321228
2019-09-15,0.6184844744837262,0.6184844744837262,0.6184844744837262,0.6445372142389908,0.6445372142389908,0.6445372142389908,0.3366039382930146,0.3366039382930146,0.3366039382930146,0.30200806460197777,0.30200806460197777,0.30200806460197777
2019-09-22,-0.14576445705542496,-0.14576445705542496,-0.14576445705542496,-0.19238939935112268,-0.19238939935112268,-0.19238939935112268,-0.5149596835428869,-0.5149596835428869,-0.5149596835428869,-0.5458644110433655,-0.5458644110433655,-0.5458644110433655
2019-09-29,-0.7228614281770361,-0.7228614281770361,-0.7228614281770361,-0.5094755074031179,-0.5094755074031179,-0.5094755074031179,-0.40359021823154634,-0.40359021823154634,-0.40359021823154634,-0.24679873232553304,-0.24679873232553304,-0.24679873232553304
2019-10-06,0.7438942753104589,0.7438942753104589,0.7438942753104589,0.9200454084818702,0.9200454084818702,0.9200454084818702,0.8878366876629853,0.8878366876629853,0.8878366876629853,0.9257426916277719,0.9257426916277719,0.9257426916277719
2019-10-13,0.33084187005299737,0.33084187005299737,0.33084187005299737,0.2318202118255376,0.2318202118255376,0.2318202118255376,0.40519920559853034,0.40519920559853034,0.40519920559853034,0.3706091763570838,0.3706091763570838,0.3706091763570838
2019-10-20,0.5718551230866235,0.5718551230866235,0.5718551230866235,0.7811328556674941,0.7811328556674941,0.7811328556674941,0.737670790992465,0.737670790992465,0.737670790992465,0.9457616269959785,0.9457616269959785,0.9457616269959785
2019-10-27,1.0045723191999885,1.0045723191999885,1.0045723191999885,0.920940132081055,0.920940132081055,0.920940132081055,0.9883355180839578,0.9883355180839578,0.9883355180839578,1.057576882896625,1.057576882896625,1.057576882896625
2019-11-03,1.5480856308271507,1.5480856308271507,1.5480856308271507,1.3745356230940964,1.3745356230940964,1.3745356230940964,1.3937385690524011,1.3937385690524011,1.3937385690524011,1.4109795839117778,1.4109795839117778,1.4109795839117778
2019-11-10,0.4946653414060045,0.4946653414060045,0.4946653414060045,0.3563252480075541,0.3563252480075541,0.3563252480075541,0.5857444086275303,0.5857444086275303,0.5857444086275303,0.4549312258741955,0.4549312258741955,0.4549312258741955
2019-11-17,-0.021965325318623517,-0.021965325318623517,-0.021965325318623517,-0.2200127579445339,-0.2200127579445339,-0.2200127579445339,-0.08591170483492043,-0.08591170483492043,-0.08591170483492043,-0.18561604408527116,-0.18561604408527116,-0.18561604408527116
2019-11-24,-0.7393898990404235,-0.7393898990404235,-0.7393898990404235,-0.924354895365998,-0.924354895365998,-0.924354895365998,-0.6518344963556705,-0.6518344963556705,-0.6518344963556705,-0.6328196394410014,-0.6328196394410014,-0.6328196394410014
2019-12-01,0.3212089967540202,0.3212089967540202,0.3212089967540202,0.2626486559503721,0.2626486559503721,0.2626486559503721,0.37210724357388053,0.37210724357388053,0.37210724357388053,0.34107665807561427,0.34107665807561427,0.34107665807561427
2019-12-08,1.5932011361479905,1.5932011361479905,1.5932011361479905,1.8706351976620141,1.8706351976620141,1.8706351976620141,1.3020648932559848,1.3020648932559848,1.3020648932559848,1.3452579301738206,1.3452579301738206,1.3452579301738206
2019-12-15,1.8211930692356777,1.8211930692356777,1.8211930692356777,1.7961382160103572,1.7961382160103572,1.7961382160103572,1.9250604827754876,1.9250604827754876,1.9250604827754876,1.8261177407015083,1.8261177407015083,1.8261177407015083
2019-12-22,1.159690427150799,1.159690427150799,1.159690427150799,1.0076929029560606,1.0076929029560606,1.0076929029560606,1.143642025658119,1.143642025658119,1.143642025658119,1.0500513799168583,1.0500513799168583,1.0500513799168583
2019-12-29,2.0707164445845168,2.0707164445845168,2.0707164445845168,2.082025134407677,2.082025134407677,2.082025134407677,2.160524972005139,2.160524972005139,2.160524972005139,2.1412550835563855,2.1412550835563855,2.1412550835563855
