Date,iShares MSCI China_Open_average,iShares MSCI China_Open_max,iShares MSCI China_Open_min,iShares MSCI China_High_average,iShares MSCI China_High_max,iShares MSCI China_High_min,iShares MSCI China_Low_average,iShares MSCI China_Low_max,iShares MSCI China_Low_min,iShares MSCI China_Close_average,iShares MSCI China_Close_max,iShares MSCI China_Close_min
2018-04-08,-1.1333951314780761,-1.1333951314780761,-1.1333951314780761,-1.2831942312337856,-1.2831942312337856,-1.2831942312337856,-0.9550001799327971,-0.9550001799327971,-0.9550001799327971,-1.0131168585929076,-1.0131168585929076,-1.0131168585929076
2018-04-15,-1.072558395897467,-1.072558395897467,-1.072558395897467,-1.2502571594306238,-1.2502571594306238,-1.2502571594306238,-1.0054619588629394,-1.0054619588629394,-1.0054619588629394,-1.188744509743438,-1.188744509743438,-1.188744509743438
2018-04-22,-0.6993468047261029,-0.6993468047261029,-0.6993468047261029,-0.9025222359988855,-0.9025222359988855,-0.9025222359988855,-0.7161385124684769,-0.7161385124684769,-0.7161385124684769,-0.9660222695664555,-0.9660222695664555,-0.9660222695664555
2018-04-29,-0.843779863491971,-0.843779863491971,-0.843779863491971,-0.823086533591865,-0.823086533591865,-0.823086533591865,-0.6143934800906204,-0.6143934800906204,-0.6143934800906204,-0.6660911299417275,-0.6660911299417275,-0.6660911299417275
2018-05-06,0.5645308190068778,0.5645308190068778,0.5645308190068778,0.5203768742165769,0.5203768742165769,0.5203768742165769,0.7136448936272981,0.7136448936272981,0.7136448936272981,0.4916432845781661,0.4916432845781661,0.4916432845781661
2018-05-13,0.38786817829827225,0.38786817829827225,0.38786817829827225,0.2528799101826729,0.2528799101826729,0.2528799101826729,0.42395740263156384,0.42395740263156384,0.42395740263156384,0.27288721354180284,0.27288721354180284,0.27288721354180284
2018-05-20,0.02234338625520477,0.02234338625520477,0.02234338625520477,-0.022129188334440282,-0.022129188334440282,-0.022129188334440282,0.2443361730674142,0.2443361730674142,0.2443361730674142,0.20736293391762414,0.20736293391762414,0.20736293391762414
2018-05-27,0.8153528505728457,0.8153528505728457,0.8153528505728457,0.9405281166494602,0.9405281166494602,0.9405281166494602,1.0154546683929133,1.0154546683929133,1.0154546683929133,1.0476322670438472,1.0476322670438472,1.0476322670438472
2018-06-03,1.2340040609456884,1.2340040609456884,1.2340040609456884,1.1648897960004654,1.1648897960004654,1.1648897960004654,1.4062192217034142,1.4062192217034142,1.4062192217034142,1.2187183366233632,1.2187183366233632,1.2187183366233632
2018-06-10,0.35709517103823457,0.35709517103823457,0.35709517103823457,0.2950033589048352,0.2950033589048352,0.2950033589048352,0.31281190073834453,0.31281190073834453,0.31281190073834453,0.46781947931471135,0.46781947931471135,0.46781947931471135
2018-06-17,-1.4213376072097426,-1.4213376072097426,-1.4213376072097426,-1.6348469252351516,-1.6348469252351516,-1.6348469252351516,-1.6744447549962267,-1.6744447549962267,-1.6744447549962267,-1.5972738411562915,-1.5972738411562915,-1.5972738411562915
2018-06-24,-2.1187861227271636,-2.1187861227271636,-2.1187861227271636,-2.113327101134808,-2.113327101134808,-2.113327101134808,-1.9558222280675717,-1.9558222280675717,-1.9558222280675717,-1.9324340068008339,-1.9324340068008339,-1.9324340068008339
2018-07-01,-1.2082282654576846,-1.2082282654576846,-1.2082282654576846,-1.189712668857465,-1.189712668857465,-1.189712668857465,-1.0945844810273488,-1.0945844810273488,-1.0945844810273488,-1.0704683190296957,-1.0704683190296957,-1.0704683190296957
2018-07-08,-1.3465785354438489,-1.3465785354438489,-1.3465785354438489,-1.4163148939306986,-1.4163148939306986,-1.4163148939306986,-1.2514087457619747,-1.2514087457619747,-1.2514087457619747,-1.3600721852754623,-1.3600721852754623,-1.3600721852754623
2018-07-15,-1.4445462235793778,-1.4445462235793778,-1.4445462235793778,-1.4821935160186086,-1.4821935160186086,-1.4821935160186086,-1.3704735688315008,-1.3704735688315008,-1.3704735688315008,-1.436162207793416,-1.436162207793416,-1.436162207793416
2018-07-22,-0.9862667443708397,-0.9862667443708397,-0.9862667443708397,-1.029585185860655,-1.029585185860655,-1.029585185860655,-1.1405404174724434,-1.1405404174724434,-1.1405404174724434,-1.176236553441753,-1.176236553441753,-1.176236553441753
2018-07-29,-1.6513093907423397,-1.6513093907423397,-1.6513093907423397,-1.631680111891513,-1.631680111891513,-1.631680111891513,-1.547106477591269,-1.547106477591269,-1.547106477591269,-1.5891665571796236,-1.5891665571796236,-1.5891665571796236
2018-08-05,-1.262875780481197,-1.262875780481197,-1.262875780481197,-1.2726936664858013,-1.2726936664858013,-1.2726936664858013,-1.2816279329197164,-1.2816279329197164,-1.2816279329197164,-1.3304861137776773,-1.3304861137776773,-1.3304861137776773
2018-08-12,-1.501317373817941,-1.501317373817941,-1.501317373817941,-1.4510225343447,-1.4510225343447,-1.4510225343447,-1.3990996310278538,-1.3990996310278538,-1.3990996310278538,-1.378658294776729,-1.378658294776729,-1.378658294776729
2018-08-19,-0.730013334954817,-0.730013334954817,-0.730013334954817,-0.6145608091173687,-0.6145608091173687,-0.6145608091173687,-0.6131569121606048,-0.6131569121606048,-0.6131569121606048,-0.6418768910192652,-0.6418768910192652,-0.6418768910192652
2018-08-26,-1.1282179776078793,-1.1282179776078793,-1.1282179776078793,-1.0057566546003416,-1.0057566546003416,-1.0057566546003416,-1.0416861637506782,-1.0416861637506782,-1.0416861637506782,-0.9927965863110833,-0.9927965863110833,-0.9927965863110833
2018-09-02,-1.7904559304307233,-1.7904559304307233,-1.7904559304307233,-1.8693597497229242,-1.8693597497229242,-1.8693597497229242,-1.972532213224812,-1.972532213224812,-1.972532213224812,-1.9639202155143018,-1.9639202155143018,-1.9639202155143018
2018-09-09,-1.6512808138418995,-1.6512808138418995,-1.6512808138418995,-1.677783901960465,-1.677783901960465,-1.677783901960465,-1.67051592068961,-1.67051592068961,-1.67051592068961,-1.6838056683841711,-1.6838056683841711,-1.6838056683841711
2018-09-16,-0.7723240059355532,-0.7723240059355532,-0.7723240059355532,-0.8105154096485948,-0.8105154096485948,-0.8105154096485948,-0.7541439854895501,-0.7541439854895501,-0.7541439854895501,-0.7178928593433539,-0.7178928593433539,-0.7178928593433539
2018-09-23,-0.4693755037303598,-0.4693755037303598,-0.4693755037303598,-0.5114630249854415,-0.5114630249854415,-0.5114630249854415,-0.48045141268452274,-0.48045141268452274,-0.48045141268452274,-0.5301448029113168,-0.5301448029113168,-0.5301448029113168
2018-09-30,-1.9496934484883963,-1.9496934484883963,-1.9496934484883963,-1.8579052615170348,-1.8579052615170348,-1.8579052615170348,-1.9157846474026172,-1.9157846474026172,-1.9157846474026172,-1.7655199861906803,-1.7655199861906803,-1.7655199861906803
2018-10-07,-1.9156603345231489,-1.9156603345231489,-1.9156603345231489,-1.9220502103754131,-1.9220502103754131,-1.9220502103754131,-1.9214850832951371,-1.9214850832951371,-1.9214850832951371,-1.960772269347955,-1.960772269347955,-1.960772269347955
2018-10-14,-1.2494447004897875,-1.2494447004897875,-1.2494447004897875,-1.2957279596959808,-1.2957279596959808,-1.2957279596959808,-1.2998210813906423,-1.2998210813906423,-1.2998210813906423,-1.3095209269600994,-1.3095209269600994,-1.3095209269600994
2018-10-21,-1.8675828599011857,-1.8675828599011857,-1.8675828599011857,-1.9027562663933475,-1.9027562663933475,-1.9027562663933475,-2.130121917335754,-2.130121917335754,-2.130121917335754,-2.1049821389158527,-2.1049821389158527,-2.1049821389158527
