Date,PowerShares PureBeta 0-5 US TIPS PortfolioEtf_Open_average,PowerShares PureBeta 0-5 US TIPS PortfolioEtf_Open_max,PowerShares PureBeta 0-5 US TIPS PortfolioEtf_Open_min,PowerShares PureBeta 0-5 US TIPS PortfolioEtf_High_average,PowerShares PureBeta 0-5 US TIPS PortfolioEtf_High_max,PowerShares PureBeta 0-5 US TIPS PortfolioEtf_High_min,PowerShares PureBeta 0-5 US TIPS PortfolioEtf_Low_average,PowerShares PureBeta 0-5 US TIPS PortfolioEtf_Low_max,PowerShares PureBeta 0-5 US TIPS PortfolioEtf_Low_min,PowerShares PureBeta 0-5 US TIPS PortfolioEtf_Close_average,PowerShares PureBeta 0-5 US TIPS PortfolioEtf_Close_max,PowerShares PureBeta 0-5 US TIPS PortfolioEtf_Close_min
2018-05-27,0.9909507318748851,0.9909507318748851,0.9909507318748851,0.9909507318748851,0.9909507318748851,0.9909507318748851,0.9909507318748851,0.9909507318748851,0.9909507318748851,0.9909507318748851,0.9909507318748851,0.9909507318748851
2018-06-03,-0.10026263176792741,-0.10026263176792741,-0.10026263176792741,-0.10026263176792741,-0.10026263176792741,-0.10026263176792741,-0.10026263176792741,-0.10026263176792741,-0.10026263176792741,-0.10026263176792741,-0.10026263176792741,-0.10026263176792741
2018-06-10,-0.11618338563210416,-0.11618338563210416,-0.11618338563210416,-0.11618338563210416,-0.11618338563210416,-0.11618338563210416,-0.11618338563210416,-0.11618338563210416,-0.11618338563210416,-0.11618338563210416,-0.11618338563210416,-0.11618338563210416
2018-06-17,-2.9959847172347693,-2.9959847172347693,-2.9959847172347693,-2.9959847172347693,-2.9959847172347693,-2.9959847172347693,-2.9959847172347693,-2.9959847172347693,-2.9959847172347693,-2.9959847172347693,-2.9959847172347693,-2.9959847172347693
2018-06-24,-2.517260240028593,-2.517260240028593,-2.517260240028593,-2.517260240028593,-2.517260240028593,-2.517260240028593,-2.517260240028593,-2.517260240028593,-2.517260240028593,-2.517260240028593,-2.517260240028593,-2.517260240028593
2018-07-01,-0.9042122326992528,-0.9042122326992528,-0.9042122326992528,-0.9042122326992528,-0.9042122326992528,-0.9042122326992528,-0.9042122326992528,-0.9042122326992528,-0.9042122326992528,-0.9042122326992528,-0.9042122326992528,-0.9042122326992528
2018-07-08,-0.885748588369038,-0.885748588369038,-0.885748588369038,-0.885748588369038,-0.885748588369038,-0.885748588369038,-0.885748588369038,-0.885748588369038,-0.885748588369038,-0.885748588369038,-0.885748588369038,-0.885748588369038
2018-07-15,-0.8328746026052795,-0.8328746026052795,-0.8328746026052795,-0.8328746026052795,-0.8328746026052795,-0.8328746026052795,-0.8328746026052795,-0.8328746026052795,-0.8328746026052795,-0.8328746026052795,-0.8328746026052795,-0.8328746026052795
2018-07-22,-1.7922746961677687,-1.7922746961677687,-1.7922746961677687,-1.7922746961677687,-1.7922746961677687,-1.7922746961677687,-1.7922746961677687,-1.7922746961677687,-1.7922746961677687,-1.7922746961677687,-1.7922746961677687,-1.7922746961677687
2018-07-29,-1.045909585539387,-1.045909585539387,-1.045909585539387,-1.045909585539387,-1.045909585539387,-1.045909585539387,-1.3601378767145402,-1.3601378767145402,-1.3601378767145402,-1.3601378767145402,-1.3601378767145402,-1.3601378767145402
