Date,iShares MSCI South Korea CappedEtf_Open_average,iShares MSCI South Korea CappedEtf_Open_max,iShares MSCI South Korea CappedEtf_Open_min,iShares MSCI South Korea CappedEtf_High_average,iShares MSCI South Korea CappedEtf_High_max,iShares MSCI South Korea CappedEtf_High_min,iShares MSCI South Korea CappedEtf_Low_average,iShares MSCI South Korea CappedEtf_Low_max,iShares MSCI South Korea CappedEtf_Low_min,iShares MSCI South Korea CappedEtf_Close_average,iShares MSCI South Korea CappedEtf_Close_max,iShares MSCI South Korea CappedEtf_Close_min
2018-05-27,-0.7617619841212178,-0.7617619841212178,-0.7617619841212178,-0.8388840852662832,-0.8388840852662832,-0.8388840852662832,-0.4445376817478161,-0.4445376817478161,-0.4445376817478161,-0.5494663595361157,-0.5494663595361157,-0.5494663595361157
2018-06-03,-0.5666704529090778,-0.5666704529090778,-0.5666704529090778,-0.6888892132685088,-0.6888892132685088,-0.6888892132685088,-0.38458948523970443,-0.38458948523970443,-0.38458948523970443,-0.479364699536474,-0.479364699536474,-0.479364699536474
2018-06-10,-2.2237351969312065,-2.2237351969312065,-2.2237351969312065,-2.379733705640906,-2.379733705640906,-2.379733705640906,-1.7919357828826494,-1.7919357828826494,-1.7919357828826494,-2.146778129621818,-2.146778129621818,-2.146778129621818
2018-06-17,-2.4380605635596506,-2.4380605635596506,-2.4380605635596506,-2.6202123274481885,-2.6202123274481885,-2.6202123274481885,-2.23244899831679,-2.23244899831679,-2.23244899831679,-2.55568047939823,-2.55568047939823,-2.55568047939823
2018-06-24,-2.447919840407925,-2.447919840407925,-2.447919840407925,-2.472777090386593,-2.472777090386593,-2.472777090386593,-2.3363996281408377,-2.3363996281408377,-2.3363996281408377,-2.349244089716342,-2.349244089716342,-2.349244089716342
2018-07-01,-2.443418883530344,-2.443418883530344,-2.443418883530344,-2.390329205882291,-2.390329205882291,-2.390329205882291,-2.383658841158515,-2.383658841158515,-2.383658841158515,-2.3688051478124934,-2.3688051478124934,-2.3688051478124934
2018-07-08,-2.030703953772695,-2.030703953772695,-2.030703953772695,-2.0548787450047574,-2.0548787450047574,-2.0548787450047574,-1.9844965569432131,-1.9844965569432131,-1.9844965569432131,-1.9725823219736254,-1.9725823219736254,-1.9725823219736254
2018-07-15,-1.7729540417685319,-1.7729540417685319,-1.7729540417685319,-1.767961531932375,-1.767961531932375,-1.767961531932375,-1.735596937953998,-1.735596937953998,-1.735596937953998,-1.6890753500329905,-1.6890753500329905,-1.6890753500329905
2018-07-22,-1.3686919702942086,-1.3686919702942086,-1.3686919702942086,-1.4158014738055178,-1.4158014738055178,-1.4158014738055178,-1.425004357613872,-1.425004357613872,-1.425004357613872,-1.443643804799502,-1.443643804799502,-1.443643804799502
2018-07-29,-1.4834815890854711,-1.4834815890854711,-1.4834815890854711,-1.499417516924774,-1.499417516924774,-1.499417516924774,-1.4611794473170157,-1.4611794473170157,-1.4611794473170157,-1.4464724741098813,-1.4464724741098813,-1.4464724741098813
2018-08-05,-1.4954816761301786,-1.4954816761301786,-1.4954816761301786,-1.5331709960537612,-1.5331709960537612,-1.5331709960537612,-1.5431104593513834,-1.5431104593513834,-1.5431104593513834,-1.5700605411208144,-1.5700605411208144,-1.5700605411208144
2018-08-12,-1.533432933857345,-1.533432933857345,-1.533432933857345,-1.4402064921265927,-1.4402064921265927,-1.4402064921265927,-1.5531294369006265,-1.5531294369006265,-1.5531294369006265,-1.4218158407682822,-1.4218158407682822,-1.4218158407682822
2018-08-19,-0.8516847442864585,-0.8516847442864585,-0.8516847442864585,-0.8441082716702811,-0.8441082716702811,-0.8441082716702811,-0.8247427848294727,-0.8247427848294727,-0.8247427848294727,-0.8113015093754822,-0.8113015093754822,-0.8113015093754822
2018-08-26,-0.6582347407162312,-0.6582347407162312,-0.6582347407162312,-0.6323001638643029,-0.6323001638643029,-0.6323001638643029,-0.6248576301282031,-0.6248576301282031,-0.6248576301282031,-0.6030473852374718,-0.6030473852374718,-0.6030473852374718
2018-09-02,-1.00366069169415,-1.00366069169415,-1.00366069169415,-1.006453923296004,-1.006453923296004,-1.006453923296004,-1.0395473595866838,-1.0395473595866838,-1.0395473595866838,-1.095803476674079,-1.095803476674079,-1.095803476674079
2018-09-09,-0.530507040576778,-0.530507040576778,-0.530507040576778,-0.5751527058376262,-0.5751527058376262,-0.5751527058376262,-0.593686058898864,-0.593686058898864,-0.593686058898864,-0.5885361064266171,-0.5885361064266171,-0.5885361064266171
2018-09-16,-0.2047569035912693,-0.2047569035912693,-0.2047569035912693,-0.1488323316911411,-0.1488323316911411,-0.1488323316911411,-0.16148745200207948,-0.16148745200207948,-0.16148745200207948,-0.167557187015854,-0.167557187015854,-0.167557187015854
2018-09-23,0.028613628897918308,0.028613628897918308,0.028613628897918308,0.012711724323934352,0.012711724323934352,0.012711724323934352,0.06813227711013985,0.06813227711013985,0.06813227711013985,0.049291690877469596,0.049291690877469596,0.049291690877469596
2018-09-30,-1.0222333812477764,-1.0222333812477764,-1.0222333812477764,-1.0993058393631072,-1.0993058393631072,-1.0993058393631072,-1.1427525781511494,-1.1427525781511494,-1.1427525781511494,-1.1262137824163312,-1.1262137824163312,-1.1262137824163312
2018-10-07,-1.777555961726478,-1.777555961726478,-1.777555961726478,-1.8407182132861477,-1.8407182132861477,-1.8407182132861477,-1.9248218111638402,-1.9248218111638402,-1.9248218111638402,-1.789574447629103,-1.789574447629103,-1.789574447629103
2018-10-14,-1.8235201394330356,-1.8235201394330356,-1.8235201394330356,-1.8025386629786981,-1.8025386629786981,-1.8025386629786981,-1.837148009950017,-1.837148009950017,-1.837148009950017,-1.9132452508944773,-1.9132452508944773,-1.9132452508944773
2018-10-21,-2.948791429557576,-2.948791429557576,-2.948791429557576,-2.8613498013827035,-2.8613498013827035,-2.8613498013827035,-2.886742662928074,-2.886742662928074,-2.886742662928074,-2.8761073117583456,-2.8761073117583456,-2.8761073117583456
2018-10-28,-1.4751927409721333,-1.4751927409721333,-1.4751927409721333,-1.5310223594481998,-1.5310223594481998,-1.5310223594481998,-1.5366197604477076,-1.5366197604477076,-1.5366197604477076,-1.5999187544222684,-1.5999187544222684,-1.5999187544222684
2018-11-04,-1.702195312251191,-1.702195312251191,-1.702195312251191,-1.8043367125077194,-1.8043367125077194,-1.8043367125077194,-1.7193283103030246,-1.7193283103030246,-1.7193283103030246,-1.8118717784544476,-1.8118717784544476,-1.8118717784544476
2018-11-11,-1.4591064369484243,-1.4591064369484243,-1.4591064369484243,-1.2692542670841962,-1.2692542670841962,-1.2692542670841962,-1.3140590108486732,-1.3140590108486732,-1.3140590108486732,-1.193636447374515,-1.193636447374515,-1.193636447374515
2018-11-18,-1.6620660182582678,-1.6620660182582678,-1.6620660182582678,-1.7337417193666402,-1.7337417193666402,-1.7337417193666402,-1.5427786317738115,-1.5427786317738115,-1.5427786317738115,-1.6751082833851483,-1.6751082833851483,-1.6751082833851483
2018-11-25,-1.0004831586915246,-1.0004831586915246,-1.0004831586915246,-1.030739476783158,-1.030739476783158,-1.030739476783158,-0.924997471492904,-0.924997471492904,-0.924997471492904,-0.9592019163093891,-0.9592019163093891,-0.9592019163093891
2018-12-02,-1.0522655684821238,-1.0522655684821238,-1.0522655684821238,-1.0086355662925042,-1.0086355662925042,-1.0086355662925042,-1.223899518493607,-1.223899518493607,-1.223899518493607,-1.3009191185096571,-1.3009191185096571,-1.3009191185096571
2018-12-09,-1.2910190799339327,-1.2910190799339327,-1.2910190799339327,-1.2851619581132097,-1.2851619581132097,-1.2851619581132097,-1.170839860161699,-1.170839860161699,-1.170839860161699,-1.2369163407710992,-1.2369163407710992,-1.2369163407710992
2018-12-16,-1.2837494616039087,-1.2837494616039087,-1.2837494616039087,-1.282166256597661,-1.282166256597661,-1.282166256597661,-1.2845279295869225,-1.2845279295869225,-1.2845279295869225,-1.3062847971339209,-1.3062847971339209,-1.3062847971339209
2018-12-23,-0.9738831157724812,-0.9738831157724812,-0.9738831157724812,-0.9616665944150153,-0.9616665944150153,-0.9616665944150153,-0.8695128283757413,-0.8695128283757413,-0.8695128283757413,-0.8756900916784346,-0.8756900916784346,-0.8756900916784346
2018-12-30,-1.1929274085530996,-1.1929274085530996,-1.1929274085530996,-1.041948349806036,-1.041948349806036,-1.041948349806036,-1.0888890860890403,-1.0888890860890403,-1.0888890860890403,-0.9315340308985253,-0.9315340308985253,-0.9315340308985253
2019-01-06,-0.5728905692498922,-0.5728905692498922,-0.5728905692498922,-0.6201579954323236,-0.6201579954323236,-0.6201579954323236,-0.4898016214907187,-0.4898016214907187,-0.4898016214907187,-0.5243510695699541,-0.5243510695699541,-0.5243510695699541
2019-01-13,0.004260036517288926,0.004260036517288926,0.004260036517288926,-0.04035146081447714,-0.04035146081447714,-0.04035146081447714,0.09715310616219813,0.09715310616219813,0.09715310616219813,0.011264006362631862,0.011264006362631862,0.011264006362631862
2019-01-20,0.5701283653811899,0.5701283653811899,0.5701283653811899,0.5945769481212984,0.5945769481212984,0.5945769481212984,0.6720394101117009,0.6720394101117009,0.6720394101117009,0.6581814892082226,0.6581814892082226,0.6581814892082226
2019-01-27,0.9478131132143817,0.9478131132143817,0.9478131132143817,0.8698366894980786,0.8698366894980786,0.8698366894980786,0.9536551042848752,0.9536551042848752,0.9536551042848752,0.9291285163403085,0.9291285163403085,0.9291285163403085
2019-02-03,0.625218681987873,0.625218681987873,0.625218681987873,0.5664895518999425,0.5664895518999425,0.5664895518999425,0.6301869759654993,0.6301869759654993,0.6301869759654993,0.6511843919917707,0.6511843919917707,0.6511843919917707
2019-02-10,1.201867885424019,1.201867885424019,1.201867885424019,1.2077082075967425,1.2077082075967425,1.2077082075967425,1.323087136536001,1.323087136536001,1.323087136536001,1.2876689285965741,1.2876689285965741,1.2876689285965741
2019-02-17,1.6659683370091662,1.6659683370091662,1.6659683370091662,1.7713975034908314,1.7713975034908314,1.7713975034908314,1.7563750631323312,1.7563750631323312,1.7563750631323312,1.7863575816609298,1.7863575816609298,1.7863575816609298
2019-02-24,1.1999675045730647,1.1999675045730647,1.1999675045730647,1.1724191449990133,1.1724191449990133,1.1724191449990133,1.0787790154773447,1.0787790154773447,1.0787790154773447,1.063758982457069,1.063758982457069,1.063758982457069
2019-03-03,-0.1452694728210859,-0.1452694728210859,-0.1452694728210859,-0.1614551599315141,-0.1614551599315141,-0.1614551599315141,-0.05697767113373711,-0.05697767113373711,-0.05697767113373711,-0.015384215471721672,-0.015384215471721672,-0.015384215471721672
2019-03-10,0.335654182798534,0.335654182798534,0.335654182798534,0.4348374328309249,0.4348374328309249,0.4348374328309249,0.46056573720894844,0.46056573720894844,0.46056573720894844,0.5254062201654657,0.5254062201654657,0.5254062201654657
2019-03-17,0.5457437020484422,0.5457437020484422,0.5457437020484422,0.4749366257084972,0.4749366257084972,0.4749366257084972,0.2713572376459841,0.2713572376459841,0.2713572376459841,0.12702362860614097,0.12702362860614097,0.12702362860614097
