Date,iShares US Medical DevicesEtf_Open_average,iShares US Medical DevicesEtf_Open_max,iShares US Medical DevicesEtf_Open_min,iShares US Medical DevicesEtf_High_average,iShares US Medical DevicesEtf_High_max,iShares US Medical DevicesEtf_High_min,iShares US Medical DevicesEtf_Low_average,iShares US Medical DevicesEtf_Low_max,iShares US Medical DevicesEtf_Low_min,iShares US Medical DevicesEtf_Close_average,iShares US Medical DevicesEtf_Close_max,iShares US Medical DevicesEtf_Close_min
2018-05-27,1.63812177303444,1.63812177303444,1.63812177303444,1.8706641182670622,1.8706641182670622,1.8706641182670622,1.5928672345825294,1.5928672345825294,1.5928672345825294,1.7532773307465126,1.7532773307465126,1.7532773307465126
2018-06-03,1.859888420443396,1.859888420443396,1.859888420443396,1.9656860306924675,1.9656860306924675,1.9656860306924675,1.8660165436290794,1.8660165436290794,1.8660165436290794,1.981001733580228,1.981001733580228,1.981001733580228
2018-06-10,1.9675388251154442,1.9675388251154442,1.9675388251154442,1.9303088812055795,1.9303088812055795,1.9303088812055795,1.8646866542086455,1.8646866542086455,1.8646866542086455,1.9056868711679829,1.9056868711679829,1.9056868711679829
2018-06-17,1.5532540754518476,1.5532540754518476,1.5532540754518476,1.588152442474957,1.588152442474957,1.588152442474957,1.5123813578856515,1.5123813578856515,1.5123813578856515,1.4840564973207353,1.4840564973207353,1.4840564973207353
2018-06-24,1.1307132133341495,1.1307132133341495,1.1307132133341495,1.1001905370351004,1.1001905370351004,1.1001905370351004,1.1205920317658642,1.1205920317658642,1.1205920317658642,0.9826584389901273,0.9826584389901273,0.9826584389901273
2018-07-01,1.2636492891002982,1.2636492891002982,1.2636492891002982,1.327329768981656,1.327329768981656,1.327329768981656,1.276741509382328,1.276741509382328,1.276741509382328,1.315524491109685,1.315524491109685,1.315524491109685
2018-07-08,1.508631712280156,1.508631712280156,1.508631712280156,1.4303985873710405,1.4303985873710405,1.4303985873710405,1.4576831928427239,1.4576831928427239,1.4576831928427239,1.3814529552284514,1.3814529552284514,1.3814529552284514
2018-07-15,1.5272317001704254,1.5272317001704254,1.5272317001704254,1.528856568334888,1.528856568334888,1.528856568334888,1.4981604481485613,1.4981604481485613,1.4981604481485613,1.4110003676467604,1.4110003676467604,1.4110003676467604
2018-07-22,1.6446745211914797,1.6446745211914797,1.6446745211914797,1.535489259323032,1.535489259323032,1.535489259323032,1.15067167368819,1.15067167368819,1.15067167368819,1.2132485581278378,1.2132485581278378,1.2132485581278378
2018-07-29,1.3575115644962081,1.3575115644962081,1.3575115644962081,1.345540965370967,1.345540965370967,1.345540965370967,1.2868294941422664,1.2868294941422664,1.2868294941422664,1.3361597680051644,1.3361597680051644,1.3361597680051644
