Date,iShares GovernmentCredit BondEtf_Open_average,iShares GovernmentCredit BondEtf_Open_max,iShares GovernmentCredit BondEtf_Open_min,iShares GovernmentCredit BondEtf_High_average,iShares GovernmentCredit BondEtf_High_max,iShares GovernmentCredit BondEtf_High_min,iShares GovernmentCredit BondEtf_Low_average,iShares GovernmentCredit BondEtf_Low_max,iShares GovernmentCredit BondEtf_Low_min,iShares GovernmentCredit BondEtf_Close_average,iShares GovernmentCredit BondEtf_Close_max,iShares GovernmentCredit BondEtf_Close_min
2018-05-27,-0.6390717398072759,-0.6390717398072759,-0.6390717398072759,-0.7023256585393168,-0.7023256585393168,-0.7023256585393168,-0.6189168059329837,-0.6189168059329837,-0.6189168059329837,-0.6796244869593917,-0.6796244869593917,-0.6796244869593917
2018-06-03,-1.10246512553248,-1.10246512553248,-1.10246512553248,-1.039254489262485,-1.039254489262485,-1.039254489262485,-1.0566574518398828,-1.0566574518398828,-1.0566574518398828,-0.9955403806878466,-0.9955403806878466,-0.9955403806878466
2018-06-10,-0.5230225330443877,-0.5230225330443877,-0.5230225330443877,-0.6007482373077633,-0.6007482373077633,-0.6007482373077633,-0.8543120657148936,-0.8543120657148936,-0.8543120657148936,-0.7692678946288017,-0.7692678946288017,-0.7692678946288017
2018-06-17,-1.0517665706305628,-1.0517665706305628,-1.0517665706305628,-1.0020644631874103,-1.0020644631874103,-1.0020644631874103,-1.0970418492274339,-1.0970418492274339,-1.0970418492274339,-0.9397771268585958,-0.9397771268585958,-0.9397771268585958
2018-06-24,-0.24073688013470376,-0.24073688013470376,-0.24073688013470376,-0.33488958360353716,-0.33488958360353716,-0.33488958360353716,-0.24985783902483913,-0.24985783902483913,-0.24985783902483913,-0.3629169104465681,-0.3629169104465681,-0.3629169104465681
2018-07-01,0.1379492345868725,0.1379492345868725,0.1379492345868725,0.09534203304068382,0.09534203304068382,0.09534203304068382,-0.042815222696556375,-0.042815222696556375,-0.042815222696556375,0.11517547760576796,0.11517547760576796,0.11517547760576796
2018-07-08,0.66406293960608,0.66406293960608,0.66406293960608,0.514720212786951,0.514720212786951,0.514720212786951,0.3849634417736232,0.3849634417736232,0.3849634417736232,0.2894822877055366,0.2894822877055366,0.2894822877055366
2018-07-15,-0.24372717391672621,-0.24372717391672621,-0.24372717391672621,-0.21283221863673046,-0.21283221863673046,-0.21283221863673046,-0.18334220216927868,-0.18334220216927868,-0.18334220216927868,-0.27129028576358855,-0.27129028576358855,-0.27129028576358855
2018-07-22,-0.5875816471717984,-0.5875816471717984,-0.5875816471717984,-0.6391800088323634,-0.6391800088323634,-0.6391800088323634,-0.5192254644341079,-0.5192254644341079,-0.5192254644341079,-0.6145828026419066,-0.6145828026419066,-0.6145828026419066
2018-07-29,-0.9814006237036609,-0.9814006237036609,-0.9814006237036609,-0.640390165242686,-0.640390165242686,-0.640390165242686,-0.8557293304526271,-0.8557293304526271,-0.8557293304526271,-0.6007320466101335,-0.6007320466101335,-0.6007320466101335
2018-08-05,0.20670532217309054,0.20670532217309054,0.20670532217309054,0.17785917777302318,0.17785917777302318,0.17785917777302318,0.12805836597856557,0.12805836597856557,0.12805836597856557,0.2861557940361927,0.2861557940361927,0.2861557940361927
2018-08-12,0.8519048727337611,0.8519048727337611,0.8519048727337611,0.7302521897574906,0.7302521897574906,0.7302521897574906,0.6236753662337754,0.6236753662337754,0.6236753662337754,0.7570875502723781,0.7570875502723781,0.7570875502723781
2018-08-19,1.7615160941808425,1.7615160941808425,1.7615160941808425,1.6997483730907055,1.6997483730907055,1.6997483730907055,1.9806259538554616,1.9806259538554616,1.9806259538554616,1.8371453806324467,1.8371453806324467,1.8371453806324467
2018-08-26,1.1596331289641364,1.1596331289641364,1.1596331289641364,1.1705694920840337,1.1705694920840337,1.1705694920840337,1.14751009725015,1.14751009725015,1.14751009725015,1.0134086064273633,1.0134086064273633,1.0134086064273633
2018-09-02,-0.7271090272522811,-0.7271090272522811,-0.7271090272522811,-0.7434803743235857,-0.7434803743235857,-0.7434803743235857,-0.8339408055143228,-0.8339408055143228,-0.8339408055143228,-0.9492711945578152,-0.9492711945578152,-0.9492711945578152
