Date,PowerShares Global Clean EnergyEtf_Open_average,PowerShares Global Clean EnergyEtf_Open_max,PowerShares Global Clean EnergyEtf_Open_min,PowerShares Global Clean EnergyEtf_High_average,PowerShares Global Clean EnergyEtf_High_max,PowerShares Global Clean EnergyEtf_High_min,PowerShares Global Clean EnergyEtf_Low_average,PowerShares Global Clean EnergyEtf_Low_max,PowerShares Global Clean EnergyEtf_Low_min,PowerShares Global Clean EnergyEtf_Close_average,PowerShares Global Clean EnergyEtf_Close_max,PowerShares Global Clean EnergyEtf_Close_min
2018-05-27,-0.8445451548237053,-0.8445451548237053,-0.8445451548237053,-0.6063215638732503,-0.6063215638732503,-0.6063215638732503,-0.45092271541503737,-0.45092271541503737,-0.45092271541503737,-0.6792935897799315,-0.6792935897799315,-0.6792935897799315
2018-06-03,-1.4343850372229872,-1.4343850372229872,-1.4343850372229872,-0.6447276349864572,-0.6447276349864572,-0.6447276349864572,-1.1070272262128098,-1.1070272262128098,-1.1070272262128098,-1.6735658367761037,-1.6735658367761037,-1.6735658367761037
2018-06-10,-1.7862762327998243,-1.7862762327998243,-1.7862762327998243,-1.3878592733649193,-1.3878592733649193,-1.3878592733649193,-1.5983345784954173,-1.5983345784954173,-1.5983345784954173,-1.3682778617790254,-1.3682778617790254,-1.3682778617790254
2018-06-17,-2.265284449530603,-2.265284449530603,-2.265284449530603,-2.3452184427797707,-2.3452184427797707,-2.3452184427797707,-2.0822204563610964,-2.0822204563610964,-2.0822204563610964,-1.9575191575095217,-1.9575191575095217,-1.9575191575095217
2018-06-24,-2.7861993682030026,-2.7861993682030026,-2.7861993682030026,-3.237213989333258,-3.237213989333258,-3.237213989333258,-3.1191647803643896,-3.1191647803643896,-3.1191647803643896,-3.046907513314435,-3.046907513314435,-3.046907513314435
2018-07-01,-2.2629561656989448,-2.2629561656989448,-2.2629561656989448,-2.453444889611824,-2.453444889611824,-2.453444889611824,-2.2473689773227297,-2.2473689773227297,-2.2473689773227297,-2.2831908110202748,-2.2831908110202748,-2.2831908110202748
2018-07-08,-1.7922225779033407,-1.7922225779033407,-1.7922225779033407,-1.9226644446432533,-1.9226644446432533,-1.9226644446432533,-1.9088799210693905,-1.9088799210693905,-1.9088799210693905,-1.9886665142709472,-1.9886665142709472,-1.9886665142709472
2018-07-15,-1.4206252824152683,-1.4206252824152683,-1.4206252824152683,-1.6693091227776262,-1.6693091227776262,-1.6693091227776262,-1.273140220344949,-1.273140220344949,-1.273140220344949,-1.602708187110708,-1.602708187110708,-1.602708187110708
2018-07-22,-1.12229564611476,-1.12229564611476,-1.12229564611476,-1.190197771552948,-1.190197771552948,-1.190197771552948,-1.2525608383972493,-1.2525608383972493,-1.2525608383972493,-1.0582363917835302,-1.0582363917835302,-1.0582363917835302
2018-07-29,-1.2362527476272072,-1.2362527476272072,-1.2362527476272072,-1.3499709797778132,-1.3499709797778132,-1.3499709797778132,-1.1738828326292996,-1.1738828326292996,-1.1738828326292996,-1.3480153967161688,-1.3480153967161688,-1.3480153967161688
2018-08-05,-1.1169757690454833,-1.1169757690454833,-1.1169757690454833,-1.3092696319158164,-1.3092696319158164,-1.3092696319158164,-0.8985269955612512,-0.8985269955612512,-0.8985269955612512,-1.2297097747010703,-1.2297097747010703,-1.2297097747010703
2018-08-12,-1.6320265403945835,-1.6320265403945835,-1.6320265403945835,-1.634423313040376,-1.634423313040376,-1.634423313040376,-1.545697260968146,-1.545697260968146,-1.545697260968146,-1.6793530371440952,-1.6793530371440952,-1.6793530371440952
2018-08-19,-0.8969346585946808,-0.8969346585946808,-0.8969346585946808,-0.9481580993717079,-0.9481580993717079,-0.9481580993717079,-0.8217507343033607,-0.8217507343033607,-0.8217507343033607,-0.8739558611739446,-0.8739558611739446,-0.8739558611739446
2018-08-26,-0.7771834677735523,-0.7771834677735523,-0.7771834677735523,-0.770325159221257,-0.770325159221257,-0.770325159221257,-0.6148673931596372,-0.6148673931596372,-0.6148673931596372,-0.8264143137248755,-0.8264143137248755,-0.8264143137248755
2018-09-02,-1.1079028945891212,-1.1079028945891212,-1.1079028945891212,-1.170871521439889,-1.170871521439889,-1.170871521439889,-1.048622249352954,-1.048622249352954,-1.048622249352954,-1.2311317125449044,-1.2311317125449044,-1.2311317125449044
2018-09-09,-0.8422771201569452,-0.8422771201569452,-0.8422771201569452,-0.8857674761784624,-0.8857674761784624,-0.8857674761784624,-0.7525803963039414,-0.7525803963039414,-0.7525803963039414,-0.9112912844649128,-0.9112912844649128,-0.9112912844649128
