Date,iShares MSCI EAFE Value_Open_average,iShares MSCI EAFE Value_Open_max,iShares MSCI EAFE Value_Open_min,iShares MSCI EAFE Value_High_average,iShares MSCI EAFE Value_High_max,iShares MSCI EAFE Value_High_min,iShares MSCI EAFE Value_Low_average,iShares MSCI EAFE Value_Low_max,iShares MSCI EAFE Value_Low_min,iShares MSCI EAFE Value_Close_average,iShares MSCI EAFE Value_Close_max,iShares MSCI EAFE Value_Close_min
2018-04-08,-0.028565288665840825,-0.028565288665840825,-0.028565288665840825,-0.09953640538272657,-0.09953640538272657,-0.09953640538272657,-0.015743458967654948,-0.015743458967654948,-0.015743458967654948,-0.10827407867958966,-0.10827407867958966,-0.10827407867958966
2018-04-15,0.22500345461639065,0.22500345461639065,0.22500345461639065,0.17843498798710658,0.17843498798710658,0.17843498798710658,0.3575632249113779,0.3575632249113779,0.3575632249113779,0.2412508824809325,0.2412508824809325,0.2412508824809325
2018-04-22,0.5309010594043306,0.5309010594043306,0.5309010594043306,0.4376561400655655,0.4376561400655655,0.4376561400655655,0.5685248227026035,0.5685248227026035,0.5685248227026035,0.6283141681162214,0.6283141681162214,0.6283141681162214
2018-04-29,0.009312753332893196,0.009312753332893196,0.009312753332893196,0.5309615059991113,0.5309615059991113,0.5309615059991113,0.25641349500358035,0.25641349500358035,0.25641349500358035,0.6289196573738101,0.6289196573738101,0.6289196573738101
2018-05-06,1.3940218121163168,1.3940218121163168,1.3940218121163168,1.1498362937506554,1.1498362937506554,1.1498362937506554,1.2936803405289057,1.2936803405289057,1.2936803405289057,1.0664143301865165,1.0664143301865165,1.0664143301865165
2018-05-13,0.612070479821558,0.612070479821558,0.612070479821558,0.45983464259901785,0.45983464259901785,0.45983464259901785,0.649811659403773,0.649811659403773,0.649811659403773,0.41237275924565847,0.41237275924565847,0.41237275924565847
2018-05-20,-1.0816233102013384,-1.0816233102013384,-1.0816233102013384,-1.223895341544592,-1.223895341544592,-1.223895341544592,-0.8060971645841521,-0.8060971645841521,-0.8060971645841521,-0.9224700941552961,-0.9224700941552961,-0.9224700941552961
2018-05-27,-1.4370903201347656,-1.4370903201347656,-1.4370903201347656,-1.535314065831239,-1.535314065831239,-1.535314065831239,-1.2233272230820962,-1.2233272230820962,-1.2233272230820962,-1.192133838565191,-1.192133838565191,-1.192133838565191
2018-06-03,-0.9385026017784373,-0.9385026017784373,-0.9385026017784373,-0.9196193085033662,-0.9196193085033662,-0.9196193085033662,-0.728470771979547,-0.728470771979547,-0.728470771979547,-0.689752901668954,-0.689752901668954,-0.689752901668954
2018-06-10,-1.229985477989148,-1.229985477989148,-1.229985477989148,-1.385828938942558,-1.385828938942558,-1.385828938942558,-1.1640476553550403,-1.1640476553550403,-1.1640476553550403,-1.1325415841181439,-1.1325415841181439,-1.1325415841181439
2018-06-17,-2.373098468151464,-2.373098468151464,-2.373098468151464,-2.395025255266326,-2.395025255266326,-2.395025255266326,-2.3709628000726353,-2.3709628000726353,-2.3709628000726353,-2.4365874622257744,-2.4365874622257744,-2.4365874622257744
2018-06-24,-2.015572016771246,-2.015572016771246,-2.015572016771246,-1.9996940120847322,-1.9996940120847322,-1.9996940120847322,-2.000449562412816,-2.000449562412816,-2.000449562412816,-2.0348508665662086,-2.0348508665662086,-2.0348508665662086
2018-07-01,-1.4783731240170899,-1.4783731240170899,-1.4783731240170899,-1.4054041296007296,-1.4054041296007296,-1.4054041296007296,-1.4352185508245636,-1.4352185508245636,-1.4352185508245636,-1.3578031987163204,-1.3578031987163204,-1.3578031987163204
2018-07-08,-1.3634704220364249,-1.3634704220364249,-1.3634704220364249,-1.3642602519031002,-1.3642602519031002,-1.3642602519031002,-1.328396759169186,-1.328396759169186,-1.328396759169186,-1.2915092756592397,-1.2915092756592397,-1.2915092756592397
2018-07-15,-1.1510304871060026,-1.1510304871060026,-1.1510304871060026,-1.1062391731079901,-1.1062391731079901,-1.1062391731079901,-1.1144671645720914,-1.1144671645720914,-1.1144671645720914,-1.0594893638208094,-1.0594893638208094,-1.0594893638208094
2018-07-22,-0.4001374609100421,-0.4001374609100421,-0.4001374609100421,-0.4392976251662169,-0.4392976251662169,-0.4392976251662169,-0.43406316720550125,-0.43406316720550125,-0.43406316720550125,-0.49803125641695123,-0.49803125641695123,-0.49803125641695123
2018-07-29,-0.8306278015904868,-0.8306278015904868,-0.8306278015904868,-0.7489934771835118,-0.7489934771835118,-0.7489934771835118,-0.7451595412188744,-0.7451595412188744,-0.7451595412188744,-0.6983032901143715,-0.6983032901143715,-0.6983032901143715
