Date,iShares US Broker DealersEtf_Open_average,iShares US Broker DealersEtf_Open_max,iShares US Broker DealersEtf_Open_min,iShares US Broker DealersEtf_High_average,iShares US Broker DealersEtf_High_max,iShares US Broker DealersEtf_High_min,iShares US Broker DealersEtf_Low_average,iShares US Broker DealersEtf_Low_max,iShares US Broker DealersEtf_Low_min,iShares US Broker DealersEtf_Close_average,iShares US Broker DealersEtf_Close_max,iShares US Broker DealersEtf_Close_min
2018-05-27,0.42357327984610327,0.42357327984610327,0.42357327984610327,0.31291536719896856,0.31291536719896856,0.31291536719896856,0.6241300222936513,0.6241300222936513,0.6241300222936513,0.453257311758471,0.453257311758471,0.453257311758471
2018-06-03,1.248283363299005,1.248283363299005,1.248283363299005,1.1901232614288977,1.1901232614288977,1.1901232614288977,1.194972833692534,1.194972833692534,1.194972833692534,1.2872746884534603,1.2872746884534603,1.2872746884534603
2018-06-10,0.8311753153076341,0.8311753153076341,0.8311753153076341,0.8038705646202194,0.8038705646202194,0.8038705646202194,0.7381522810683717,0.7381522810683717,0.7381522810683717,0.8499823970913408,0.8499823970913408,0.8499823970913408
2018-06-17,0.6301236491414333,0.6301236491414333,0.6301236491414333,0.4731437941186007,0.4731437941186007,0.4731437941186007,0.45554835594343585,0.45554835594343585,0.45554835594343585,0.2080996394393967,0.2080996394393967,0.2080996394393967
2018-06-24,-1.0998652799562552,-1.0998652799562552,-1.0998652799562552,-1.4111340062276767,-1.4111340062276767,-1.4111340062276767,-1.1959113214961785,-1.1959113214961785,-1.1959113214961785,-1.4631527102385058,-1.4631527102385058,-1.4631527102385058
2018-07-01,-1.9076783938566166,-1.9076783938566166,-1.9076783938566166,-1.809124195461751,-1.809124195461751,-1.809124195461751,-1.468195561667698,-1.468195561667698,-1.468195561667698,-1.4021883959623576,-1.4021883959623576,-1.4021883959623576
2018-07-08,-1.030205023845009,-1.030205023845009,-1.030205023845009,-1.2461220283716554,-1.2461220283716554,-1.2461220283716554,-0.9390337763160901,-0.9390337763160901,-0.9390337763160901,-0.9404586055281526,-0.9404586055281526,-0.9404586055281526
2018-07-15,-0.3670200246902796,-0.3670200246902796,-0.3670200246902796,-0.47317003923306417,-0.47317003923306417,-0.47317003923306417,-0.17351184825968033,-0.17351184825968033,-0.17351184825968033,-0.19031994761995907,-0.19031994761995907,-0.19031994761995907
2018-07-22,0.1168845045815212,0.1168845045815212,0.1168845045815212,-0.10689991158055358,-0.10689991158055358,-0.10689991158055358,0.05050070602207905,0.05050070602207905,0.05050070602207905,-0.011505898218929314,-0.011505898218929314,-0.011505898218929314
2018-07-29,-0.9310665137114188,-0.9310665137114188,-0.9310665137114188,-1.2035720093578062,-1.2035720093578062,-1.2035720093578062,-0.7208043236358087,-0.7208043236358087,-0.7208043236358087,-0.8750133742103446,-0.8750133742103446,-0.8750133742103446
2018-08-05,-1.2225115239330149,-1.2225115239330149,-1.2225115239330149,-1.3873762117355921,-1.3873762117355921,-1.3873762117355921,-1.0601837969656913,-1.0601837969656913,-1.0601837969656913,-1.1149564805002994,-1.1149564805002994,-1.1149564805002994
2018-08-12,-0.926349331477839,-0.926349331477839,-0.926349331477839,-0.9929719113538997,-0.9929719113538997,-0.9929719113538997,-0.6874930553933454,-0.6874930553933454,-0.6874930553933454,-0.7323752370305873,-0.7323752370305873,-0.7323752370305873
2018-08-19,-0.9322887164890071,-0.9322887164890071,-0.9322887164890071,-0.9504692567861412,-0.9504692567861412,-0.9504692567861412,-0.6920534755705217,-0.6920534755705217,-0.6920534755705217,-0.7901008371313907,-0.7901008371313907,-0.7901008371313907
2018-08-26,-0.49229440775919614,-0.49229440775919614,-0.49229440775919614,-0.517939177661849,-0.517939177661849,-0.517939177661849,-0.357422038214047,-0.357422038214047,-0.357422038214047,-0.321350902018298,-0.321350902018298,-0.321350902018298
2018-09-02,-0.8852097568672689,-0.8852097568672689,-0.8852097568672689,-1.0218731197263753,-1.0218731197263753,-1.0218731197263753,-0.83699322640276,-0.83699322640276,-0.83699322640276,-0.9719163402195999,-0.9719163402195999,-0.9719163402195999
2018-09-09,-1.1563208819477027,-1.1563208819477027,-1.1563208819477027,-0.9555888111932771,-0.9555888111932771,-0.9555888111932771,-0.996304389121855,-0.996304389121855,-0.996304389121855,-0.9266955871757062,-0.9266955871757062,-0.9266955871757062
2018-09-16,-0.24201603356904494,-0.24201603356904494,-0.24201603356904494,-0.41246807883220404,-0.41246807883220404,-0.41246807883220404,-0.4050719378654546,-0.4050719378654546,-0.4050719378654546,-0.5684816886177171,-0.5684816886177171,-0.5684816886177171
2018-09-23,-1.8272280915557308,-1.8272280915557308,-1.8272280915557308,-1.9283974395446957,-1.9283974395446957,-1.9283974395446957,-1.9048670684795184,-1.9048670684795184,-1.9048670684795184,-2.014837594687472,-2.014837594687472,-2.014837594687472
2018-09-30,-1.0960733197162196,-1.0960733197162196,-1.0960733197162196,-1.131823822359234,-1.131823822359234,-1.131823822359234,-1.277474593320434,-1.277474593320434,-1.277474593320434,-1.2586824166045982,-1.2586824166045982,-1.2586824166045982
2018-10-07,-2.3026099856426603,-2.3026099856426603,-2.3026099856426603,-2.359114552461772,-2.359114552461772,-2.359114552461772,-2.626261456873986,-2.626261456873986,-2.626261456873986,-2.4340370361287875,-2.4340370361287875,-2.4340370361287875
2018-10-14,-1.9022219823344044,-1.9022219823344044,-1.9022219823344044,-1.8334100202153807,-1.8334100202153807,-1.8334100202153807,-1.700845897794474,-1.700845897794474,-1.700845897794474,-1.7296953378602224,-1.7296953378602224,-1.7296953378602224
