Date,iShares MSCI India Small-CapEtf_Open_average,iShares MSCI India Small-CapEtf_Open_max,iShares MSCI India Small-CapEtf_Open_min,iShares MSCI India Small-CapEtf_High_average,iShares MSCI India Small-CapEtf_High_max,iShares MSCI India Small-CapEtf_High_min,iShares MSCI India Small-CapEtf_Low_average,iShares MSCI India Small-CapEtf_Low_max,iShares MSCI India Small-CapEtf_Low_min,iShares MSCI India Small-CapEtf_Close_average,iShares MSCI India Small-CapEtf_Close_max,iShares MSCI India Small-CapEtf_Close_min
2018-05-27,-1.3598526319881035,-1.3598526319881035,-1.3598526319881035,-1.3375540721849817,-1.3375540721849817,-1.3375540721849817,-1.2393519286432462,-1.2393519286432462,-1.2393519286432462,-1.2000981514866838,-1.2000981514866838,-1.2000981514866838
2018-06-03,-1.4094111185353018,-1.4094111185353018,-1.4094111185353018,-1.4346982473960883,-1.4346982473960883,-1.4346982473960883,-1.3635431113360126,-1.3635431113360126,-1.3635431113360126,-1.2961748046337438,-1.2961748046337438,-1.2961748046337438
2018-06-10,-1.5826667436443833,-1.5826667436443833,-1.5826667436443833,-1.7035771242715638,-1.7035771242715638,-1.7035771242715638,-1.7182339671138886,-1.7182339671138886,-1.7182339671138886,-1.6211808369065868,-1.6211808369065868,-1.6211808369065868
2018-06-17,-2.0720008701439805,-2.0720008701439805,-2.0720008701439805,-2.099684799834471,-2.099684799834471,-2.099684799834471,-2.0395106033836137,-2.0395106033836137,-2.0395106033836137,-2.081221720934921,-2.081221720934921,-2.081221720934921
2018-06-24,-2.4313267704012893,-2.4313267704012893,-2.4313267704012893,-2.2471489620197107,-2.2471489620197107,-2.2471489620197107,-2.3738820541408345,-2.3738820541408345,-2.3738820541408345,-2.333831665838236,-2.333831665838236,-2.333831665838236
2018-07-01,-2.0433104229433474,-2.0433104229433474,-2.0433104229433474,-1.9809326554884705,-1.9809326554884705,-1.9809326554884705,-1.97851938196979,-1.97851938196979,-1.97851938196979,-1.9598319665775712,-1.9598319665775712,-1.9598319665775712
2018-07-08,-1.5151584724235825,-1.5151584724235825,-1.5151584724235825,-1.5684017563687194,-1.5684017563687194,-1.5684017563687194,-1.4932915580508483,-1.4932915580508483,-1.4932915580508483,-1.5719319572426222,-1.5719319572426222,-1.5719319572426222
2018-07-15,-1.7682192562991743,-1.7682192562991743,-1.7682192562991743,-1.7788713648630694,-1.7788713648630694,-1.7788713648630694,-1.7868748625429005,-1.7868748625429005,-1.7868748625429005,-1.746358561559133,-1.746358561559133,-1.746358561559133
2018-07-22,-0.9177720535748363,-0.9177720535748363,-0.9177720535748363,-0.9200121131596839,-0.9200121131596839,-0.9200121131596839,-0.8551805199936505,-0.8551805199936505,-0.8551805199936505,-0.8454308460889525,-0.8454308460889525,-0.8454308460889525
2018-07-29,-0.5050596780645186,-0.5050596780645186,-0.5050596780645186,-0.4296294641651074,-0.4296294641651074,-0.4296294641651074,-0.43802148179119216,-0.43802148179119216,-0.43802148179119216,-0.34662810395013516,-0.34662810395013516,-0.34662810395013516
2018-08-05,-0.4648322555847041,-0.4648322555847041,-0.4648322555847041,-0.5824315367200916,-0.5824315367200916,-0.5824315367200916,-0.5389057557635503,-0.5389057557635503,-0.5389057557635503,-0.6233772517849834,-0.6233772517849834,-0.6233772517849834
2018-08-12,-0.6538559644742382,-0.6538559644742382,-0.6538559644742382,-0.591007669463109,-0.591007669463109,-0.591007669463109,-0.6056793969258916,-0.6056793969258916,-0.6056793969258916,-0.5256031828323682,-0.5256031828323682,-0.5256031828323682
2018-08-19,-0.4675776581446777,-0.4675776581446777,-0.4675776581446777,-0.4428056481093201,-0.4428056481093201,-0.4428056481093201,-0.41868595853435797,-0.41868595853435797,-0.41868595853435797,-0.4074113915017054,-0.4074113915017054,-0.4074113915017054
2018-08-26,-0.36388231497419465,-0.36388231497419465,-0.36388231497419465,-0.3635547270568381,-0.3635547270568381,-0.3635547270568381,-0.32512974619459434,-0.32512974619459434,-0.32512974619459434,-0.2959779538806925,-0.2959779538806925,-0.2959779538806925
2018-09-02,-1.0682912672870504,-1.0682912672870504,-1.0682912672870504,-1.014222276377128,-1.014222276377128,-1.014222276377128,-1.0375479407055184,-1.0375479407055184,-1.0375479407055184,-1.1089491170923278,-1.1089491170923278,-1.1089491170923278
2018-09-09,-1.0830221010369516,-1.0830221010369516,-1.0830221010369516,-1.1924982876856831,-1.1924982876856831,-1.1924982876856831,-1.0814980259748348,-1.0814980259748348,-1.0814980259748348,-1.1712057842686172,-1.1712057842686172,-1.1712057842686172
2018-09-16,-1.781011128330173,-1.781011128330173,-1.781011128330173,-1.9746483621193098,-1.9746483621193098,-1.9746483621193098,-2.2504109074595933,-2.2504109074595933,-2.2504109074595933,-2.1856260425778165,-2.1856260425778165,-2.1856260425778165
2018-09-23,-3.052679812620291,-3.052679812620291,-3.052679812620291,-3.0759738339959974,-3.0759738339959974,-3.0759738339959974,-2.9913710232490835,-2.9913710232490835,-2.9913710232490835,-2.984766563354865,-2.984766563354865,-2.984766563354865
2018-09-30,-2.9682680286061562,-2.9682680286061562,-2.9682680286061562,-2.9475546609775582,-2.9475546609775582,-2.9475546609775582,-2.9889574824905827,-2.9889574824905827,-2.9889574824905827,-2.96178892927549,-2.96178892927549,-2.96178892927549
2018-10-07,-2.103652166371639,-2.103652166371639,-2.103652166371639,-2.1414978786263275,-2.1414978786263275,-2.1414978786263275,-2.090827060418566,-2.090827060418566,-2.090827060418566,-2.066425944885594,-2.066425944885594,-2.066425944885594
2018-10-14,-1.987689064433254,-1.987689064433254,-1.987689064433254,-1.9769702295210803,-1.9769702295210803,-1.9769702295210803,-1.8936642471964413,-1.8936642471964413,-1.8936642471964413,-1.9130586957788305,-1.9130586957788305,-1.9130586957788305
2018-10-21,-1.8708909063090136,-1.8708909063090136,-1.8708909063090136,-1.8760582071746388,-1.8760582071746388,-1.8760582071746388,-1.8312478489640147,-1.8312478489640147,-1.8312478489640147,-1.8053569714211446,-1.8053569714211446,-1.8053569714211446
2018-10-28,-1.0448332200419503,-1.0448332200419503,-1.0448332200419503,-1.1042004310500169,-1.1042004310500169,-1.1042004310500169,-1.1044455214345537,-1.1044455214345537,-1.1044455214345537,-1.1077984390495026,-1.1077984390495026,-1.1077984390495026
2018-11-04,-0.9984454431582701,-0.9984454431582701,-0.9984454431582701,-0.9365970097404576,-0.9365970097404576,-0.9365970097404576,-0.9286030572285552,-0.9286030572285552,-0.9286030572285552,-0.9530483051309593,-0.9530483051309593,-0.9530483051309593
2018-11-11,-0.7691128295221289,-0.7691128295221289,-0.7691128295221289,-0.7463076862923872,-0.7463076862923872,-0.7463076862923872,-0.7077770320558342,-0.7077770320558342,-0.7077770320558342,-0.6657995163330026,-0.6657995163330026,-0.6657995163330026
2018-11-18,-0.649667880712217,-0.649667880712217,-0.649667880712217,-0.67585678775863,-0.67585678775863,-0.67585678775863,-0.6000051072353146,-0.6000051072353146,-0.6000051072353146,-0.6565493639938598,-0.6565493639938598,-0.6565493639938598
2018-11-25,-0.26341561946103753,-0.26341561946103753,-0.26341561946103753,-0.33895937603982307,-0.33895937603982307,-0.33895937603982307,-0.3226344814242152,-0.3226344814242152,-0.3226344814242152,-0.3521351551899525,-0.3521351551899525,-0.3521351551899525
2018-12-02,-0.6048640926264246,-0.6048640926264246,-0.6048640926264246,-0.6749426520549747,-0.6749426520549747,-0.6749426520549747,-0.7321168303891326,-0.7321168303891326,-0.7321168303891326,-0.7442703754927503,-0.7442703754927503,-0.7442703754927503
2018-12-09,-0.4908274827317087,-0.4908274827317087,-0.4908274827317087,-0.4818036593542618,-0.4818036593542618,-0.4818036593542618,-0.4213118713490475,-0.4213118713490475,-0.4213118713490475,-0.41924910813055516,-0.41924910813055516,-0.41924910813055516
2018-12-16,-0.10335697220490052,-0.10335697220490052,-0.10335697220490052,-0.11969976817837633,-0.11969976817837633,-0.11969976817837633,-0.10544194808574921,-0.10544194808574921,-0.10544194808574921,-0.1506432605673103,-0.1506432605673103,-0.1506432605673103
2018-12-23,-0.03195791315704178,-0.03195791315704178,-0.03195791315704178,0.048331232736563555,0.048331232736563555,0.048331232736563555,0.024395841957898175,0.024395841957898175,0.024395841957898175,0.062377683549316096,0.062377683549316096,0.062377683549316096
2018-12-30,0.02188748091051023,0.02188748091051023,0.02188748091051023,0.20040729051790537,0.20040729051790537,0.20040729051790537,0.0949904428979526,0.0949904428979526,0.0949904428979526,0.28251107120111846,0.28251107120111846,0.28251107120111846
2019-01-06,0.06621847620186504,0.06621847620186504,0.06621847620186504,0.10700669698400844,0.10700669698400844,0.10700669698400844,0.1374374917305573,0.1374374917305573,0.1374374917305573,0.10566098781944648,0.10566098781944648,0.10566098781944648
2019-01-13,0.03555451100234603,0.03555451100234603,0.03555451100234603,-0.0638370426988245,-0.0638370426988245,-0.0638370426988245,0.07925190688116833,0.07925190688116833,0.07925190688116833,-0.010078669170531542,-0.010078669170531542,-0.010078669170531542
