Date,iShares MSCI EAFEEtf_Open_average,iShares MSCI EAFEEtf_Open_max,iShares MSCI EAFEEtf_Open_min,iShares MSCI EAFEEtf_High_average,iShares MSCI EAFEEtf_High_max,iShares MSCI EAFEEtf_High_min,iShares MSCI EAFEEtf_Low_average,iShares MSCI EAFEEtf_Low_max,iShares MSCI EAFEEtf_Low_min,iShares MSCI EAFEEtf_Close_average,iShares MSCI EAFEEtf_Close_max,iShares MSCI EAFEEtf_Close_min
2018-05-27,-0.5776527616289232,-0.5776527616289232,-0.5776527616289232,-0.6894584929929476,-0.6894584929929476,-0.6894584929929476,-0.485651205879751,-0.485651205879751,-0.485651205879751,-0.5297528951985319,-0.5297528951985319,-0.5297528951985319
2018-06-03,-0.28271924588607583,-0.28271924588607583,-0.28271924588607583,-0.30906526050833905,-0.30906526050833905,-0.30906526050833905,-0.15532965695422388,-0.15532965695422388,-0.15532965695422388,-0.20041447237640622,-0.20041447237640622,-0.20041447237640622
2018-06-10,-0.37707250060095737,-0.37707250060095737,-0.37707250060095737,-0.6194013799566775,-0.6194013799566775,-0.6194013799566775,-0.27943395042491614,-0.27943395042491614,-0.27943395042491614,-0.4142504624623749,-0.4142504624623749,-0.4142504624623749
2018-06-17,-2.21386992843982,-2.21386992843982,-2.21386992843982,-2.3029052269143597,-2.3029052269143597,-2.3029052269143597,-1.7203405298498893,-1.7203405298498893,-1.7203405298498893,-2.1388189508139783,-2.1388189508139783,-2.1388189508139783
2018-06-24,-2.524628827729661,-2.524628827729661,-2.524628827729661,-2.5468681928683545,-2.5468681928683545,-2.5468681928683545,-2.3145880595655153,-2.3145880595655153,-2.3145880595655153,-2.4386588934614606,-2.4386588934614606,-2.4386588934614606
2018-07-01,-1.9915691882583881,-1.9915691882583881,-1.9915691882583881,-1.931814465870879,-1.931814465870879,-1.931814465870879,-1.7798633235567853,-1.7798633235567853,-1.7798633235567853,-1.7132454824066923,-1.7132454824066923,-1.7132454824066923
2018-07-08,-1.549952143281852,-1.549952143281852,-1.549952143281852,-1.6200839838488466,-1.6200839838488466,-1.6200839838488466,-1.4310025191439266,-1.4310025191439266,-1.4310025191439266,-1.393252784422974,-1.393252784422974,-1.393252784422974
2018-07-15,-1.337642342542711,-1.337642342542711,-1.337642342542711,-1.2487574668211654,-1.2487574668211654,-1.2487574668211654,-1.1700314772000318,-1.1700314772000318,-1.1700314772000318,-1.1100521103005783,-1.1100521103005783,-1.1100521103005783
2018-07-22,-0.4432258465182138,-0.4432258465182138,-0.4432258465182138,-0.5159905278514819,-0.5159905278514819,-0.5159905278514819,-0.43954315800702903,-0.43954315800702903,-0.43954315800702903,-0.5484130386550414,-0.5484130386550414,-0.5484130386550414
2018-07-29,-1.1313891788687922,-1.1313891788687922,-1.1313891788687922,-1.0966866099645844,-1.0966866099645844,-1.0966866099645844,-0.9953089178114785,-0.9953089178114785,-0.9953089178114785,-0.9216722580367024,-0.9216722580367024,-0.9216722580367024
