Date,WisdomTree Global ex-US Real EstateEtf_Open_average,WisdomTree Global ex-US Real EstateEtf_Open_max,WisdomTree Global ex-US Real EstateEtf_Open_min,WisdomTree Global ex-US Real EstateEtf_High_average,WisdomTree Global ex-US Real EstateEtf_High_max,WisdomTree Global ex-US Real EstateEtf_High_min,WisdomTree Global ex-US Real EstateEtf_Low_average,WisdomTree Global ex-US Real EstateEtf_Low_max,WisdomTree Global ex-US Real EstateEtf_Low_min,WisdomTree Global ex-US Real EstateEtf_Close_average,WisdomTree Global ex-US Real EstateEtf_Close_max,WisdomTree Global ex-US Real EstateEtf_Close_min
2018-05-27,-0.33450095414870396,-0.33450095414870396,-0.33450095414870396,-0.41474563700913025,-0.41474563700913025,-0.41474563700913025,-0.23085202499142635,-0.23085202499142635,-0.23085202499142635,-0.3213022453452896,-0.3213022453452896,-0.3213022453452896
2018-06-03,0.14392523306516514,0.14392523306516514,0.14392523306516514,0.17780326150408388,0.17780326150408388,0.17780326150408388,0.27646208428418373,0.27646208428418373,0.27646208428418373,0.2886849720564926,0.2886849720564926,0.2886849720564926
2018-06-10,-0.3033798155349324,-0.3033798155349324,-0.3033798155349324,-0.3928968293648291,-0.3928968293648291,-0.3928968293648291,-0.19395897542327226,-0.19395897542327226,-0.19395897542327226,-0.26631317062990395,-0.26631317062990395,-0.26631317062990395
2018-06-17,-1.2314740386247973,-1.2314740386247973,-1.2314740386247973,-1.4624428888374412,-1.4624428888374412,-1.4624428888374412,-0.9051497033715971,-0.9051497033715971,-0.9051497033715971,-1.314983152812048,-1.314983152812048,-1.314983152812048
2018-06-24,-3.5025121206294187,-3.5025121206294187,-3.5025121206294187,-3.608896900092929,-3.608896900092929,-3.608896900092929,-3.4296117948388125,-3.4296117948388125,-3.4296117948388125,-3.4779164202482296,-3.4779164202482296,-3.4779164202482296
2018-07-01,-2.545366800430536,-2.545366800430536,-2.545366800430536,-2.4531566693507423,-2.4531566693507423,-2.4531566693507423,-2.4634205392000705,-2.4634205392000705,-2.4634205392000705,-2.4266942737902726,-2.4266942737902726,-2.4266942737902726
2018-07-08,-2.1266606282799327,-2.1266606282799327,-2.1266606282799327,-2.162145448890981,-2.162145448890981,-2.162145448890981,-2.0766472562400877,-2.0766472562400877,-2.0766472562400877,-2.0980571665771763,-2.0980571665771763,-2.0980571665771763
2018-07-15,-1.928704912197596,-1.928704912197596,-1.928704912197596,-1.9563208603163487,-1.9563208603163487,-1.9563208603163487,-1.8907837343998866,-1.8907837343998866,-1.8907837343998866,-1.9502964839169417,-1.9502964839169417,-1.9502964839169417
2018-07-22,-1.1955312634693718,-1.1955312634693718,-1.1955312634693718,-1.2586094932366976,-1.2586094932366976,-1.2586094932366976,-1.2886444630040508,-1.2886444630040508,-1.2886444630040508,-1.271032008381678,-1.271032008381678,-1.271032008381678
2018-07-29,-1.5439754592889485,-1.5439754592889485,-1.5439754592889485,-1.4987950541293782,-1.4987950541293782,-1.4987950541293782,-1.504193942919722,-1.504193942919722,-1.504193942919722,-1.4536523067767473,-1.4536523067767473,-1.4536523067767473
2018-08-05,-1.6064128233455757,-1.6064128233455757,-1.6064128233455757,-1.7185108081554066,-1.7185108081554066,-1.7185108081554066,-1.6983943097585228,-1.6983943097585228,-1.6983943097585228,-1.7831611073660931,-1.7831611073660931,-1.7831611073660931
