Date,VelocityShares Daily 2x VIX Short Term linked to S_Open_average,VelocityShares Daily 2x VIX Short Term linked to S_Open_max,VelocityShares Daily 2x VIX Short Term linked to S_Open_min,VelocityShares Daily 2x VIX Short Term linked to S_High_average,VelocityShares Daily 2x VIX Short Term linked to S_High_max,VelocityShares Daily 2x VIX Short Term linked to S_High_min,VelocityShares Daily 2x VIX Short Term linked to S_Low_average,VelocityShares Daily 2x VIX Short Term linked to S_Low_max,VelocityShares Daily 2x VIX Short Term linked to S_Low_min,VelocityShares Daily 2x VIX Short Term linked to S_Close_average,VelocityShares Daily 2x VIX Short Term linked to S_Close_max,VelocityShares Daily 2x VIX Short Term linked to S_Close_min
2018-04-08,0.11193718442749301,0.11193718442749301,0.11193718442749301,-0.34185103443287074,-0.34185103443287074,-0.34185103443287074,0.0583825292581374,0.0583825292581374,0.0583825292581374,-0.30810064334097215,-0.30810064334097215,-0.30810064334097215
2018-04-15,-0.6784551825651849,-0.6784551825651849,-0.6784551825651849,-0.7387891668465244,-0.7387891668465244,-0.7387891668465244,-0.6005929386982594,-0.6005929386982594,-0.6005929386982594,-0.728532376652578,-0.728532376652578,-0.728532376652578
2018-04-22,-1.008716187757833,-1.008716187757833,-1.008716187757833,-0.9611145405544218,-0.9611145405544218,-0.9611145405544218,-0.9071071469364165,-0.9071071469364165,-0.9071071469364165,-0.877080768822809,-0.877080768822809,-0.877080768822809
2018-04-29,-1.1394037755317876,-1.1394037755317876,-1.1394037755317876,-1.1647522289066385,-1.1647522289066385,-1.1647522289066385,-1.056087667226425,-1.056087667226425,-1.056087667226425,-1.0906878574186394,-1.0906878574186394,-1.0906878574186394
2018-05-06,-1.8121040473891816,-1.8121040473891816,-1.8121040473891816,-1.7149045889547685,-1.7149045889547685,-1.7149045889547685,-1.8852827068077913,-1.8852827068077913,-1.8852827068077913,-1.7820528934454776,-1.7820528934454776,-1.7820528934454776
2018-05-13,-1.6889539969185725,-1.6889539969185725,-1.6889539969185725,-1.5490797747687617,-1.5490797747687617,-1.5490797747687617,-1.6968581945503887,-1.6968581945503887,-1.6968581945503887,-1.5463533634966344,-1.5463533634966344,-1.5463533634966344
2018-05-20,-1.4083988385288095,-1.4083988385288095,-1.4083988385288095,-1.357885021875778,-1.357885021875778,-1.357885021875778,-1.4200994305574657,-1.4200994305574657,-1.4200994305574657,-1.366559105673562,-1.366559105673562,-1.366559105673562
2018-05-27,-1.2026729291850835,-1.2026729291850835,-1.2026729291850835,-1.158276713846496,-1.158276713846496,-1.158276713846496,-1.1910314661071337,-1.1910314661071337,-1.1910314661071337,-1.2050333967971203,-1.2050333967971203,-1.2050333967971203
2018-06-03,-1.3063385062056427,-1.3063385062056427,-1.3063385062056427,-1.2331966788835917,-1.2331966788835917,-1.2331966788835917,-1.3078517043536733,-1.3078517043536733,-1.3078517043536733,-1.274366296387302,-1.274366296387302,-1.274366296387302
2018-06-10,-1.1496214742751771,-1.1496214742751771,-1.1496214742751771,-1.0490615674231656,-1.0490615674231656,-1.0490615674231656,-1.1971740564170996,-1.1971740564170996,-1.1971740564170996,-1.1665019976776205,-1.1665019976776205,-1.1665019976776205
2018-06-17,-0.8277321152275401,-0.8277321152275401,-0.8277321152275401,-0.2866901406936748,-0.2866901406936748,-0.2866901406936748,-0.7344266322861297,-0.7344266322861297,-0.7344266322861297,-0.35969769498745724,-0.35969769498745724,-0.35969769498745724
2018-06-24,-0.1316626453393656,-0.1316626453393656,-0.1316626453393656,-0.1881851512920564,-0.1881851512920564,-0.1881851512920564,-0.26603127306813823,-0.26603127306813823,-0.26603127306813823,-0.36704034995651474,-0.36704034995651474,-0.36704034995651474
2018-07-01,-0.9415683571088264,-0.9415683571088264,-0.9415683571088264,-1.0745838085764694,-1.0745838085764694,-1.0745838085764694,-1.0000730493256542,-1.0000730493256542,-1.0000730493256542,-1.076506591447092,-1.076506591447092,-1.076506591447092
2018-07-08,-1.2475182378814482,-1.2475182378814482,-1.2475182378814482,-1.248350284791638,-1.248350284791638,-1.248350284791638,-1.1305938188844498,-1.1305938188844498,-1.1305938188844498,-1.1778544187499698,-1.1778544187499698,-1.1778544187499698
2018-07-15,-1.1275956009394417,-1.1275956009394417,-1.1275956009394417,-1.1527077410407993,-1.1527077410407993,-1.1527077410407993,-1.0658647939314814,-1.0658647939314814,-1.0658647939314814,-1.0888259831960085,-1.0888259831960085,-1.0888259831960085
2018-07-22,-1.1173679199767563,-1.1173679199767563,-1.1173679199767563,-0.8921370504185127,-0.8921370504185127,-0.8921370504185127,-0.9705333128445778,-0.9705333128445778,-0.9705333128445778,-0.7933277405016467,-0.7933277405016467,-0.7933277405016467
2018-07-29,-1.4061289946214302,-1.4061289946214302,-1.4061289946214302,-1.4379423918548295,-1.4379423918548295,-1.4379423918548295,-1.6155093258791473,-1.6155093258791473,-1.6155093258791473,-1.5801566166027061,-1.5801566166027061,-1.5801566166027061
2018-08-05,-1.2465160951641483,-1.2465160951641483,-1.2465160951641483,-0.9396582357421457,-0.9396582357421457,-0.9396582357421457,-1.4152056362303298,-1.4152056362303298,-1.4152056362303298,-0.7599131777390111,-0.7599131777390111,-0.7599131777390111
2018-08-12,-1.441452397736471,-1.441452397736471,-1.441452397736471,-1.4086679809293523,-1.4086679809293523,-1.4086679809293523,-1.377584092120153,-1.377584092120153,-1.377584092120153,-1.3896295258388422,-1.3896295258388422,-1.3896295258388422
2018-08-19,-1.3189950549943374,-1.3189950549943374,-1.3189950549943374,-1.2391931306924875,-1.2391931306924875,-1.2391931306924875,-1.2593669522794768,-1.2593669522794768,-1.2593669522794768,-1.1836112051520318,-1.1836112051520318,-1.1836112051520318
2018-08-26,-0.8102294194484504,-0.8102294194484504,-0.8102294194484504,-0.8742991718576689,-0.8742991718576689,-0.8742991718576689,-0.9557856273435194,-0.9557856273435194,-0.9557856273435194,-0.999313605510618,-0.999313605510618,-0.999313605510618
2018-09-02,-0.6066309566474181,-0.6066309566474181,-0.6066309566474181,-0.6933952983730759,-0.6933952983730759,-0.6933952983730759,-0.6055414417661353,-0.6055414417661353,-0.6055414417661353,-0.6678501231175136,-0.6678501231175136,-0.6678501231175136
2018-09-09,-1.2050443728751947,-1.2050443728751947,-1.2050443728751947,-1.0288605584314656,-1.0288605584314656,-1.0288605584314656,-1.1930043024385244,-1.1930043024385244,-1.1930043024385244,-1.0308842101401139,-1.0308842101401139,-1.0308842101401139
