Date,First Trust Emerging Markets AlphaDEX_Open_average,First Trust Emerging Markets AlphaDEX_Open_max,First Trust Emerging Markets AlphaDEX_Open_min,First Trust Emerging Markets AlphaDEX_High_average,First Trust Emerging Markets AlphaDEX_High_max,First Trust Emerging Markets AlphaDEX_High_min,First Trust Emerging Markets AlphaDEX_Low_average,First Trust Emerging Markets AlphaDEX_Low_max,First Trust Emerging Markets AlphaDEX_Low_min,First Trust Emerging Markets AlphaDEX_Close_average,First Trust Emerging Markets AlphaDEX_Close_max,First Trust Emerging Markets AlphaDEX_Close_min
2018-04-08,-0.9200261312933701,-0.9200261312933701,-0.9200261312933701,-1.0810170568486963,-1.0810170568486963,-1.0810170568486963,-0.7023411854653201,-0.7023411854653201,-0.7023411854653201,-0.751269071140177,-0.751269071140177,-0.751269071140177
2018-04-15,-1.0010470697681326,-1.0010470697681326,-1.0010470697681326,-1.2037397404416248,-1.2037397404416248,-1.2037397404416248,-0.8952848820488026,-0.8952848820488026,-0.8952848820488026,-1.122292893477125,-1.122292893477125,-1.122292893477125
2018-04-22,-0.6673189229507134,-0.6673189229507134,-0.6673189229507134,-0.8456919825615874,-0.8456919825615874,-0.8456919825615874,-0.7644275453688345,-0.7644275453688345,-0.7644275453688345,-1.009358043981599,-1.009358043981599,-1.009358043981599
2018-04-29,-1.7725762208384914,-1.7725762208384914,-1.7725762208384914,-1.7644024193175643,-1.7644024193175643,-1.7644024193175643,-1.5983756047510274,-1.5983756047510274,-1.5983756047510274,-1.7141363939921361,-1.7141363939921361,-1.7141363939921361
2018-05-06,-0.3508569417978301,-0.3508569417978301,-0.3508569417978301,-0.4209477033398804,-0.4209477033398804,-0.4209477033398804,-0.3078999376842105,-0.3078999376842105,-0.3078999376842105,-0.4574229978231036,-0.4574229978231036,-0.4574229978231036
2018-05-13,-0.5898436469369225,-0.5898436469369225,-0.5898436469369225,-0.7301694020457592,-0.7301694020457592,-0.7301694020457592,-0.5204307143787151,-0.5204307143787151,-0.5204307143787151,-0.49204526778574864,-0.49204526778574864,-0.49204526778574864
2018-05-20,-1.4981297493979935,-1.4981297493979935,-1.4981297493979935,-1.6151039328240993,-1.6151039328240993,-1.6151039328240993,-1.3433558063262847,-1.3433558063262847,-1.3433558063262847,-1.401134919645065,-1.401134919645065,-1.401134919645065
2018-05-27,-0.7741400352444575,-0.7741400352444575,-0.7741400352444575,-0.8609173879770573,-0.8609173879770573,-0.8609173879770573,-0.5577743863895713,-0.5577743863895713,-0.5577743863895713,-0.6222945037392124,-0.6222945037392124,-0.6222945037392124
2018-06-03,-0.7835371378281614,-0.7835371378281614,-0.7835371378281614,-0.7563814379962994,-0.7563814379962994,-0.7563814379962994,-0.6806061180891547,-0.6806061180891547,-0.6806061180891547,-0.7209233732553502,-0.7209233732553502,-0.7209233732553502
2018-06-10,-2.3507490710361783,-2.3507490710361783,-2.3507490710361783,-2.4102588791085293,-2.4102588791085293,-2.4102588791085293,-2.722815334986762,-2.722815334986762,-2.722815334986762,-2.41828830601209,-2.41828830601209,-2.41828830601209
