Date,ProShares UltraShort Consumer ServicesEtf_Open_average,ProShares UltraShort Consumer ServicesEtf_Open_max,ProShares UltraShort Consumer ServicesEtf_Open_min,ProShares UltraShort Consumer ServicesEtf_High_average,ProShares UltraShort Consumer ServicesEtf_High_max,ProShares UltraShort Consumer ServicesEtf_High_min,ProShares UltraShort Consumer ServicesEtf_Low_average,ProShares UltraShort Consumer ServicesEtf_Low_max,ProShares UltraShort Consumer ServicesEtf_Low_min,ProShares UltraShort Consumer ServicesEtf_Close_average,ProShares UltraShort Consumer ServicesEtf_Close_max,ProShares UltraShort Consumer ServicesEtf_Close_min
2018-05-27,-0.8466527774656335,-0.8466527774656335,-0.8466527774656335,-0.879194108866955,-0.879194108866955,-0.879194108866955,-0.8567065902940478,-0.8567065902940478,-0.8567065902940478,-0.8853552512680072,-0.8853552512680072,-0.8853552512680072
2018-06-03,-1.1979615636437089,-1.1979615636437089,-1.1979615636437089,-1.219402154601102,-1.219402154601102,-1.219402154601102,-1.2434136880694744,-1.2434136880694744,-1.2434136880694744,-1.2587691392168985,-1.2587691392168985,-1.2587691392168985
2018-06-10,-2.174683930260298,-2.174683930260298,-2.174683930260298,-2.174214446687505,-2.174214446687505,-2.174214446687505,-2.2804833780070695,-2.2804833780070695,-2.2804833780070695,-2.2675783071535283,-2.2675783071535283,-2.2675783071535283
2018-06-17,-2.059692455786722,-2.059692455786722,-2.059692455786722,-2.010584994918435,-2.010584994918435,-2.010584994918435,-2.140231054356271,-2.140231054356271,-2.140231054356271,-2.077867666297874,-2.077867666297874,-2.077867666297874
2018-06-24,-1.3922082493765502,-1.3922082493765502,-1.3922082493765502,-1.2993193804951444,-1.2993193804951444,-1.2993193804951444,-1.432806164838102,-1.432806164838102,-1.432806164838102,-1.3290240853157234,-1.3290240853157234,-1.3290240853157234
2018-07-01,-1.2333016245159574,-1.2333016245159574,-1.2333016245159574,-1.2231360909222484,-1.2231360909222484,-1.2231360909222484,-1.2631180390442724,-1.2631180390442724,-1.2631180390442724,-1.247872845821777,-1.247872845821777,-1.247872845821777
2018-07-08,-1.443578947580452,-1.443578947580452,-1.443578947580452,-1.4279293660664611,-1.4279293660664611,-1.4279293660664611,-1.4836611397879118,-1.4836611397879118,-1.4836611397879118,-1.4621617737917987,-1.4621617737917987,-1.4621617737917987
2018-07-15,-1.5910829548063459,-1.5910829548063459,-1.5910829548063459,-1.5642018501361479,-1.5642018501361479,-1.5642018501361479,-1.6342445636040706,-1.6342445636040706,-1.6342445636040706,-1.6013670187129776,-1.6013670187129776,-1.6013670187129776
2018-07-22,-1.4275511057087213,-1.4275511057087213,-1.4275511057087213,-1.415470127873279,-1.415470127873279,-1.415470127873279,-1.4608386451204136,-1.4608386451204136,-1.4608386451204136,-1.4444846610386062,-1.4444846610386062,-1.4444846610386062
2018-07-29,-1.116134947157836,-1.116134947157836,-1.116134947157836,-1.0998851180153604,-1.0998851180153604,-1.0998851180153604,-1.1384019042493725,-1.1384019042493725,-1.1384019042493725,-1.118425230475427,-1.118425230475427,-1.118425230475427
2018-08-05,-1.2920145146841846,-1.2920145146841846,-1.2920145146841846,-1.282841606844846,-1.282841606844846,-1.282841606844846,-1.3331724585561,-1.3331724585561,-1.3331724585561,-1.3202606831634396,-1.3202606831634396,-1.3202606831634396
2018-08-12,-1.52317749428231,-1.52317749428231,-1.52317749428231,-1.5311886777041805,-1.5311886777041805,-1.5311886777041805,-1.5919258393442268,-1.5919258393442268,-1.5919258393442268,-1.6006597494299133,-1.6006597494299133,-1.6006597494299133
2018-08-19,-1.5994374124728006,-1.5994374124728006,-1.5994374124728006,-1.5830106659090937,-1.5830106659090937,-1.5830106659090937,-1.6198078864840164,-1.6198078864840164,-1.6198078864840164,-1.5890511499273037,-1.5890511499273037,-1.5890511499273037
2018-08-26,-1.586660127760033,-1.586660127760033,-1.586660127760033,-1.5978704657453737,-1.5978704657453737,-1.5978704657453737,-1.6647923195299243,-1.6647923195299243,-1.6647923195299243,-1.679162689469278,-1.679162689469278,-1.679162689469278
2018-09-02,-1.238131613051762,-1.238131613051762,-1.238131613051762,-1.2473190158443892,-1.2473190158443892,-1.2473190158443892,-1.4041488939126605,-1.4041488939126605,-1.4041488939126605,-1.3958494326216748,-1.3958494326216748,-1.3958494326216748
2018-09-09,-1.475360490550562,-1.475360490550562,-1.475360490550562,-1.4839450625146993,-1.4839450625146993,-1.4839450625146993,-1.4229344960074048,-1.4229344960074048,-1.4229344960074048,-1.4374417384243228,-1.4374417384243228,-1.4374417384243228
2018-09-16,-1.2419264885950192,-1.2419264885950192,-1.2419264885950192,-1.2491327647567139,-1.2491327647567139,-1.2491327647567139,-1.1962230446940454,-1.1962230446940454,-1.1962230446940454,-1.2086837579690863,-1.2086837579690863,-1.2086837579690863
2018-09-23,-1.3966121070671134,-1.3966121070671134,-1.3966121070671134,-1.4023402686285862,-1.4023402686285862,-1.4023402686285862,-1.3509076579061026,-1.3509076579061026,-1.3509076579061026,-1.3619951298989734,-1.3619951298989734,-1.3619951298989734
2018-09-30,-0.32158082807899974,-0.32158082807899974,-0.32158082807899974,-0.3285071953246433,-0.3285071953246433,-0.3285071953246433,-0.4676347675936486,-0.4676347675936486,-0.4676347675936486,-0.4512857813561728,-0.4512857813561728,-0.4512857813561728
2018-10-07,0.1018841372354209,0.1018841372354209,0.1018841372354209,0.38583539484339974,0.38583539484339974,0.38583539484339974,0.1317264067064325,0.1317264067064325,0.1317264067064325,0.4046178801423712,0.4046178801423712,0.4046178801423712
2018-10-14,0.3087872154371255,0.3087872154371255,0.3087872154371255,0.27715023514071696,0.27715023514071696,0.27715023514071696,0.16268858321134622,0.16268858321134622,0.16268858321134622,0.12926781047216426,0.12926781047216426,0.12926781047216426
2018-10-21,1.7891845803840576,1.7891845803840576,1.7891845803840576,1.7331780803130539,1.7331780803130539,1.7331780803130539,1.782255916933939,1.782255916933939,1.782255916933939,1.7288067685441426,1.7288067685441426,1.7288067685441426
2018-10-28,0.9590366389133642,0.9590366389133642,0.9590366389133642,0.916247644478824,0.916247644478824,0.916247644478824,0.9691985134618899,0.9691985134618899,0.9691985134618899,0.934083324703937,0.934083324703937,0.934083324703937
2018-11-04,-0.6964127890594822,-0.6964127890594822,-0.6964127890594822,-0.7133652187391502,-0.7133652187391502,-0.7133652187391502,-0.6281633659737511,-0.6281633659737511,-0.6281633659737511,-0.6530761893946105,-0.6530761893946105,-0.6530761893946105
2018-11-11,0.3787867578791336,0.3787867578791336,0.3787867578791336,0.37970531245143085,0.37970531245143085,0.37970531245143085,0.36341620887436427,0.36341620887436427,0.36341620887436427,0.3310873140101907,0.3310873140101907,0.3310873140101907
2018-11-18,2.1680028727558796,2.1680028727558796,2.1680028727558796,2.12573401825121,2.12573401825121,2.12573401825121,2.166303091731507,2.166303091731507,2.166303091731507,2.1267744099754338,2.1267744099754338,2.1267744099754338
2018-11-25,0.1490893565302749,0.1490893565302749,0.1490893565302749,0.18757273732100563,0.18757273732100563,0.18757273732100563,0.10715750133946951,0.10715750133946951,0.10715750133946951,0.222008750102679,0.222008750102679,0.222008750102679
2018-12-02,1.102033406863362,1.102033406863362,1.102033406863362,1.3344421987425603,1.3344421987425603,1.3344421987425603,1.1309698788440854,1.1309698788440854,1.1309698788440854,1.3516921815091754,1.3516921815091754,1.3516921815091754
2018-12-09,1.3461894658685896,1.3461894658685896,1.3461894658685896,1.652099203306808,1.652099203306808,1.652099203306808,1.3654179193691365,1.3654179193691365,1.3654179193691365,1.6587292246623737,1.6587292246623737,1.6587292246623737
2018-12-16,2.890097936338434,2.890097936338434,2.890097936338434,3.1711322193501315,3.1711322193501315,3.1711322193501315,2.7364268363184037,2.7364268363184037,2.7364268363184037,3.1545437061668333,3.1545437061668333,3.1545437061668333
2018-12-23,2.122900218602786,2.122900218602786,2.122900218602786,1.8249001455670204,1.8249001455670204,1.8249001455670204,1.7903455718959536,1.7903455718959536,1.7903455718959536,1.6962376058277397,1.6962376058277397,1.6962376058277397
2018-12-30,1.2790179405906805,1.2790179405906805,1.2790179405906805,1.0887116196621751,1.0887116196621751,1.0887116196621751,0.9798432200808497,0.9798432200808497,0.9798432200808497,0.787436399235257,0.787436399235257,0.787436399235257
2019-01-06,0.1604423013066142,0.1604423013066142,0.1604423013066142,0.08091388915857933,0.08091388915857933,0.08091388915857933,0.2463352319134006,0.2463352319134006,0.2463352319134006,0.11569008220465804,0.11569008220465804,0.11569008220465804
