Date,WBI Tactical Income Shares_Open_average,WBI Tactical Income Shares_Open_max,WBI Tactical Income Shares_Open_min,WBI Tactical Income Shares_High_average,WBI Tactical Income Shares_High_max,WBI Tactical Income Shares_High_min,WBI Tactical Income Shares_Low_average,WBI Tactical Income Shares_Low_max,WBI Tactical Income Shares_Low_min,WBI Tactical Income Shares_Close_average,WBI Tactical Income Shares_Close_max,WBI Tactical Income Shares_Close_min
2018-04-08,-0.5068710337334736,-0.5068710337334736,-0.5068710337334736,-0.4475643030893991,-0.4475643030893991,-0.4475643030893991,-0.4819582245193107,-0.4819582245193107,-0.4819582245193107,-0.41353743040706753,-0.41353743040706753,-0.41353743040706753
2018-04-15,-1.8322692189706296,-1.8322692189706296,-1.8322692189706296,-1.9349661800838753,-1.9349661800838753,-1.9349661800838753,-2.027045451593224,-2.027045451593224,-2.027045451593224,-2.05984250258454,-2.05984250258454,-2.05984250258454
2018-04-22,-2.178017201757387,-2.178017201757387,-2.178017201757387,-2.048025429975029,-2.048025429975029,-2.048025429975029,-2.1389313244786505,-2.1389313244786505,-2.1389313244786505,-2.1385735103668333,-2.1385735103668333,-2.1385735103668333
2018-04-29,-2.227046918619436,-2.227046918619436,-2.227046918619436,-2.2381692263358017,-2.2381692263358017,-2.2381692263358017,-2.1837116480258714,-2.1837116480258714,-2.1837116480258714,-2.141853543389404,-2.141853543389404,-2.141853543389404
2018-05-06,-1.415807263539936,-1.415807263539936,-1.415807263539936,-1.4629241863144842,-1.4629241863144842,-1.4629241863144842,-1.4698086789588005,-1.4698086789588005,-1.4698086789588005,-1.5097306353815274,-1.5097306353815274,-1.5097306353815274
2018-05-13,-1.7471838938542759,-1.7471838938542759,-1.7471838938542759,-1.6762093511897094,-1.6762093511897094,-1.6762093511897094,-1.6474282537083724,-1.6474282537083724,-1.6474282537083724,-1.6566632122025908,-1.6566632122025908,-1.6566632122025908
2018-05-20,-1.392784870484502,-1.392784870484502,-1.392784870484502,-1.274837707671239,-1.274837707671239,-1.274837707671239,-1.2869695766038365,-1.2869695766038365,-1.2869695766038365,-1.2076167297592293,-1.2076167297592293,-1.2076167297592293
2018-05-27,-0.9882405142383872,-0.9882405142383872,-0.9882405142383872,-0.8905766077667947,-0.8905766077667947,-0.8905766077667947,-0.90134434673542,-0.90134434673542,-0.90134434673542,-0.7715669042386697,-0.7715669042386697,-0.7715669042386697
2018-06-03,-0.7043813232778984,-0.7043813232778984,-0.7043813232778984,-0.41874911057575975,-0.41874911057575975,-0.41874911057575975,-0.6234305493069827,-0.6234305493069827,-0.6234305493069827,-0.5406507721467563,-0.5406507721467563,-0.5406507721467563
2018-06-10,-0.46850939292784505,-0.46850939292784505,-0.46850939292784505,-0.6046469033737285,-0.6046469033737285,-0.6046469033737285,-0.4303467730410104,-0.4303467730410104,-0.4303467730410104,-0.47227760740251695,-0.47227760740251695,-0.47227760740251695
2018-06-17,-0.3629434793146336,-0.3629434793146336,-0.3629434793146336,-0.4955799982140955,-0.4955799982140955,-0.4955799982140955,-0.49990822614575486,-0.49990822614575486,-0.49990822614575486,-0.5796947290827438,-0.5796947290827438,-0.5796947290827438
2018-06-24,-1.1292303185047798,-1.1292303185047798,-1.1292303185047798,-1.240272188283259,-1.240272188283259,-1.240272188283259,-1.5099823370308931,-1.5099823370308931,-1.5099823370308931,-1.3902594351153061,-1.3902594351153061,-1.3902594351153061
2018-07-01,-0.9966628011329502,-0.9966628011329502,-0.9966628011329502,-0.4181840109568498,-0.4181840109568498,-0.4181840109568498,-0.7908131977078526,-0.7908131977078526,-0.7908131977078526,-0.36972275186181225,-0.36972275186181225,-0.36972275186181225
2018-07-08,-0.16081016010193996,-0.16081016010193996,-0.16081016010193996,0.009255292648404145,0.009255292648404145,0.009255292648404145,0.12703948609668966,0.12703948609668966,0.12703948609668966,0.2881592412637442,0.2881592412637442,0.2881592412637442
2018-07-15,-0.822079306134643,-0.822079306134643,-0.822079306134643,-1.0450926531210603,-1.0450926531210603,-1.0450926531210603,-0.7787806043388377,-0.7787806043388377,-0.7787806043388377,-0.9302437447967644,-0.9302437447967644,-0.9302437447967644
2018-07-22,-0.06620309713306392,-0.06620309713306392,-0.06620309713306392,0.11177778606678879,0.11177778606678879,0.11177778606678879,0.11228938079436432,0.11228938079436432,0.11228938079436432,0.4818416217497302,0.4818416217497302,0.4818416217497302
2018-07-29,1.4901759224026108,1.4901759224026108,1.4901759224026108,1.0926882904953716,1.0926882904953716,1.0926882904953716,1.0560027513825543,1.0560027513825543,1.0560027513825543,0.9785734438647753,0.9785734438647753,0.9785734438647753
2018-08-05,-0.07436016333559292,-0.07436016333559292,-0.07436016333559292,-0.0765831942188784,-0.0765831942188784,-0.0765831942188784,0.08241518652279683,0.08241518652279683,0.08241518652279683,-0.3031416884260295,-0.3031416884260295,-0.3031416884260295
2018-08-12,-0.27497720075229576,-0.27497720075229576,-0.27497720075229576,-0.02311250817606733,-0.02311250817606733,-0.02311250817606733,0.02797960511957032,0.02797960511957032,0.02797960511957032,0.3373924728277402,0.3373924728277402,0.3373924728277402
2018-08-19,0.6192036362524573,0.6192036362524573,0.6192036362524573,0.6240377207533907,0.6240377207533907,0.6240377207533907,0.6614883387868626,0.6614883387868626,0.6614883387868626,0.5142594772265687,0.5142594772265687,0.5142594772265687
2018-08-26,0.5666305975798507,0.5666305975798507,0.5666305975798507,0.1733438113203715,0.1733438113203715,0.1733438113203715,0.303182155277335,0.303182155277335,0.303182155277335,0.3975264678362055,0.3975264678362055,0.3975264678362055
