Date,VelocityShares Daily 4X Long EUR vs. USD_Open_average,VelocityShares Daily 4X Long EUR vs. USD_Open_max,VelocityShares Daily 4X Long EUR vs. USD_Open_min,VelocityShares Daily 4X Long EUR vs. USD_High_average,VelocityShares Daily 4X Long EUR vs. USD_High_max,VelocityShares Daily 4X Long EUR vs. USD_High_min,VelocityShares Daily 4X Long EUR vs. USD_Low_average,VelocityShares Daily 4X Long EUR vs. USD_Low_max,VelocityShares Daily 4X Long EUR vs. USD_Low_min,VelocityShares Daily 4X Long EUR vs. USD_Close_average,VelocityShares Daily 4X Long EUR vs. USD_Close_max,VelocityShares Daily 4X Long EUR vs. USD_Close_min
2018-04-08,-0.5777008041307351,-0.5777008041307351,-0.5777008041307351,-0.6077722466891459,-0.6077722466891459,-0.6077722466891459,-0.4114022447599862,-0.4114022447599862,-0.4114022447599862,-0.46798978214160863,-0.46798978214160863,-0.46798978214160863
2018-04-15,-0.9347802149411866,-0.9347802149411866,-0.9347802149411866,-1.1940540440408969,-1.1940540440408969,-1.1940540440408969,-0.7137449672274279,-0.7137449672274279,-0.7137449672274279,-1.0491677455332502,-1.0491677455332502,-1.0491677455332502
2018-04-22,-2.126701675689845,-2.126701675689845,-2.126701675689845,-2.3005857290818827,-2.3005857290818827,-2.3005857290818827,-1.8858511377588085,-1.8858511377588085,-1.8858511377588085,-2.260468040049999,-2.260468040049999,-2.260468040049999
2018-04-29,-2.5619826666772116,-2.5619826666772116,-2.5619826666772116,-2.5759389520377667,-2.5759389520377667,-2.5759389520377667,-2.44839508223538,-2.44839508223538,-2.44839508223538,-2.6243480544256386,-2.6243480544256386,-2.6243480544256386
2018-05-06,-1.9146083561800469,-1.9146083561800469,-1.9146083561800469,-1.9366516847648558,-1.9366516847648558,-1.9366516847648558,-1.9947979081706881,-1.9947979081706881,-1.9947979081706881,-1.9665771421818123,-1.9665771421818123,-1.9665771421818123
2018-05-13,-2.152590773596882,-2.152590773596882,-2.152590773596882,-2.151864718379221,-2.151864718379221,-2.151864718379221,-2.1290864297959846,-2.1290864297959846,-2.1290864297959846,-2.147303835725021,-2.147303835725021,-2.147303835725021
2018-05-20,-1.9984415383323686,-1.9984415383323686,-1.9984415383323686,-1.993084180734135,-1.993084180734135,-1.993084180734135,-2.048667925942556,-2.048667925942556,-2.048667925942556,-2.052993946162909,-2.052993946162909,-2.052993946162909
2018-05-27,-1.622355271545485,-1.622355271545485,-1.622355271545485,-1.6150362693820994,-1.6150362693820994,-1.6150362693820994,-1.7090700776633085,-1.7090700776633085,-1.7090700776633085,-1.6435862635839482,-1.6435862635839482,-1.6435862635839482
2018-06-03,-1.1752835672771125,-1.1752835672771125,-1.1752835672771125,-1.145945816225258,-1.145945816225258,-1.145945816225258,-1.1136265862666501,-1.1136265862666501,-1.1136265862666501,-1.1126148544564531,-1.1126148544564531,-1.1126148544564531
2018-06-10,-1.2165629646182279,-1.2165629646182279,-1.2165629646182279,-1.2187365347843424,-1.2187365347843424,-1.2187365347843424,-1.3574672231309066,-1.3574672231309066,-1.3574672231309066,-1.3793715627156578,-1.3793715627156578,-1.3793715627156578
2018-06-17,-1.133107274146464,-1.133107274146464,-1.133107274146464,-1.1360114827603018,-1.1360114827603018,-1.1360114827603018,-1.1204369709929138,-1.1204369709929138,-1.1204369709929138,-1.1400370257964267,-1.1400370257964267,-1.1400370257964267
2018-06-24,-0.9494140180798827,-0.9494140180798827,-0.9494140180798827,-0.9382736195679307,-0.9382736195679307,-0.9382736195679307,-0.8591134726828104,-0.8591134726828104,-0.8591134726828104,-0.8630985220489535,-0.8630985220489535,-0.8630985220489535
