Date,Sprott Physical SilverEtf_Open_average,Sprott Physical SilverEtf_Open_max,Sprott Physical SilverEtf_Open_min,Sprott Physical SilverEtf_High_average,Sprott Physical SilverEtf_High_max,Sprott Physical SilverEtf_High_min,Sprott Physical SilverEtf_Low_average,Sprott Physical SilverEtf_Low_max,Sprott Physical SilverEtf_Low_min,Sprott Physical SilverEtf_Close_average,Sprott Physical SilverEtf_Close_max,Sprott Physical SilverEtf_Close_min
2018-05-27,-0.634094425196897,-0.634094425196897,-0.634094425196897,-0.6715527872531082,-0.6715527872531082,-0.6715527872531082,-0.6777983348455149,-0.6777983348455149,-0.6777983348455149,-0.8243537931293792,-0.8243537931293792,-0.8243537931293792
2018-06-03,0.3053503270776984,0.3053503270776984,0.3053503270776984,0.02359092892105165,0.02359092892105165,0.02359092892105165,0.15148220985773678,0.15148220985773678,0.15148220985773678,0.16694390368614848,0.16694390368614848,0.16694390368614848
2018-06-10,0.6154574548966616,0.6154574548966616,0.6154574548966616,0.4280314368120885,0.4280314368120885,0.4280314368120885,-0.8749233881890166,-0.8749233881890166,-0.8749233881890166,-0.7410850009198853,-0.7410850009198853,-0.7410850009198853
2018-06-17,-2.2129206741157037,-2.2129206741157037,-2.2129206741157037,-1.7501806020904742,-1.7501806020904742,-1.7501806020904742,-1.8541976013029826,-1.8541976013029826,-1.8541976013029826,-1.6064871058789245,-1.6064871058789245,-1.6064871058789245
2018-06-24,-2.5950457608917423,-2.5950457608917423,-2.5950457608917423,-2.401262676917221,-2.401262676917221,-2.401262676917221,-2.4639836631934107,-2.4639836631934107,-2.4639836631934107,-2.389635629318284,-2.389635629318284,-2.389635629318284
2018-07-01,-1.9592887766795042,-1.9592887766795042,-1.9592887766795042,-2.1405749388195447,-2.1405749388195447,-2.1405749388195447,-1.9141547864276525,-1.9141547864276525,-1.9141547864276525,-2.1384180896924407,-2.1384180896924407,-2.1384180896924407
2018-07-08,-2.148803268634438,-2.148803268634438,-2.148803268634438,-2.222070663475333,-2.222070663475333,-2.222070663475333,-2.147826938898539,-2.147826938898539,-2.147826938898539,-2.253261711479192,-2.253261711479192,-2.253261711479192
2018-07-15,-2.492365713267655,-2.492365713267655,-2.492365713267655,-2.5393421965927283,-2.5393421965927283,-2.5393421965927283,-2.4870691258441027,-2.4870691258441027,-2.4870691258441027,-2.6027126982742703,-2.6027126982742703,-2.6027126982742703
2018-07-22,-1.946343826372798,-1.946343826372798,-1.946343826372798,-1.8548939337206158,-1.8548939337206158,-1.8548939337206158,-1.9339258744747168,-1.9339258744747168,-1.9339258744747168,-2.009394532443173,-2.009394532443173,-2.009394532443173
2018-07-29,-1.8056654942370702,-1.8056654942370702,-1.8056654942370702,-1.745970562839699,-1.745970562839699,-1.745970562839699,-1.8920556538095699,-1.8920556538095699,-1.8920556538095699,-1.8999737020581577,-1.8999737020581577,-1.8999737020581577
