Date,iShares AsiaPacific Dividend_etf_Open_average,iShares AsiaPacific Dividend_etf_Open_max,iShares AsiaPacific Dividend_etf_Open_min,iShares AsiaPacific Dividend_etf_High_average,iShares AsiaPacific Dividend_etf_High_max,iShares AsiaPacific Dividend_etf_High_min,iShares AsiaPacific Dividend_etf_Low_average,iShares AsiaPacific Dividend_etf_Low_max,iShares AsiaPacific Dividend_etf_Low_min,iShares AsiaPacific Dividend_etf_Close_average,iShares AsiaPacific Dividend_etf_Close_max,iShares AsiaPacific Dividend_etf_Close_min
2018-04-08,-0.7609069482822705,-0.7609069482822705,-0.7609069482822705,-0.84406151494863,-0.84406151494863,-0.84406151494863,-0.6995257794356305,-0.6995257794356305,-0.6995257794356305,-0.775301051949826,-0.775301051949826,-0.775301051949826
2018-04-15,-0.9132894536288834,-0.9132894536288834,-0.9132894536288834,-0.9859754474944381,-0.9859754474944381,-0.9859754474944381,-1.0154359864591669,-1.0154359864591669,-1.0154359864591669,-1.0773118883524428,-1.0773118883524428,-1.0773118883524428
2018-04-22,-0.8390654986944334,-0.8390654986944334,-0.8390654986944334,-0.832324559459226,-0.832324559459226,-0.832324559459226,-0.7641661479109211,-0.7641661479109211,-0.7641661479109211,-0.7422183065748388,-0.7422183065748388,-0.7422183065748388
2018-04-29,-0.6818813667314331,-0.6818813667314331,-0.6818813667314331,-0.4624351863079766,-0.4624351863079766,-0.4624351863079766,-0.5671073896254553,-0.5671073896254553,-0.5671073896254553,-0.3557196022548628,-0.3557196022548628,-0.3557196022548628
2018-05-06,-0.2126736658472308,-0.2126736658472308,-0.2126736658472308,-0.33179128751953035,-0.33179128751953035,-0.33179128751953035,-0.12536461529767698,-0.12536461529767698,-0.12536461529767698,-0.23279253555790325,-0.23279253555790325,-0.23279253555790325
2018-05-13,-0.4404582254346925,-0.4404582254346925,-0.4404582254346925,-0.5600486174415996,-0.5600486174415996,-0.5600486174415996,-0.4789779816141583,-0.4789779816141583,-0.4789779816141583,-0.5560834579138704,-0.5560834579138704,-0.5560834579138704
2018-05-20,-0.8510188369596817,-0.8510188369596817,-0.8510188369596817,-0.8634941554668027,-0.8634941554668027,-0.8634941554668027,-0.7136088099129262,-0.7136088099129262,-0.7136088099129262,-0.6669162308928478,-0.6669162308928478,-0.6669162308928478
2018-05-27,-0.5044317350866115,-0.5044317350866115,-0.5044317350866115,-0.6166100964932278,-0.6166100964932278,-0.6166100964932278,-0.35932549300477395,-0.35932549300477395,-0.35932549300477395,-0.4603738986409349,-0.4603738986409349,-0.4603738986409349
2018-06-03,-0.17262712672081182,-0.17262712672081182,-0.17262712672081182,-0.2323311168793476,-0.2323311168793476,-0.2323311168793476,-0.2536359119569659,-0.2536359119569659,-0.2536359119569659,-0.11675961098752648,-0.11675961098752648,-0.11675961098752648
2018-06-10,-1.2269644633069543,-1.2269644633069543,-1.2269644633069543,-0.9602766722151781,-0.9602766722151781,-0.9602766722151781,-0.7866376652097581,-0.7866376652097581,-0.7866376652097581,-0.501510646073342,-0.501510646073342,-0.501510646073342
