Date,Guggenheim Invest China TechnologyEtf_Open_average,Guggenheim Invest China TechnologyEtf_Open_max,Guggenheim Invest China TechnologyEtf_Open_min,Guggenheim Invest China TechnologyEtf_High_average,Guggenheim Invest China TechnologyEtf_High_max,Guggenheim Invest China TechnologyEtf_High_min,Guggenheim Invest China TechnologyEtf_Low_average,Guggenheim Invest China TechnologyEtf_Low_max,Guggenheim Invest China TechnologyEtf_Low_min,Guggenheim Invest China TechnologyEtf_Close_average,Guggenheim Invest China TechnologyEtf_Close_max,Guggenheim Invest China TechnologyEtf_Close_min
2018-05-27,-0.4302056850368604,-0.4302056850368604,-0.4302056850368604,-0.42711175687885,-0.42711175687885,-0.42711175687885,-0.2303376639124866,-0.2303376639124866,-0.2303376639124866,-0.3298391943333773,-0.3298391943333773,-0.3298391943333773
2018-06-03,-0.009775278915175278,-0.009775278915175278,-0.009775278915175278,-0.011788705109264339,-0.011788705109264339,-0.011788705109264339,0.11323902698243868,0.11323902698243868,0.11323902698243868,0.09069254737146133,0.09069254737146133,0.09069254737146133
2018-06-10,0.20719737878197783,0.20719737878197783,0.20719737878197783,0.13284759873226273,0.13284759873226273,0.13284759873226273,0.3240692745490865,0.3240692745490865,0.3240692745490865,0.2751796114172761,0.2751796114172761,0.2751796114172761
2018-06-17,-0.5349142857823821,-0.5349142857823821,-0.5349142857823821,-0.7362075609265523,-0.7362075609265523,-0.7362075609265523,-0.4656880000713103,-0.4656880000713103,-0.4656880000713103,-0.566051963029707,-0.566051963029707,-0.566051963029707
2018-06-24,-1.6579311736255797,-1.6579311736255797,-1.6579311736255797,-1.703306666057795,-1.703306666057795,-1.703306666057795,-1.5061384974923258,-1.5061384974923258,-1.5061384974923258,-1.6047370678266732,-1.6047370678266732,-1.6047370678266732
2018-07-01,-1.8233170491559467,-1.8233170491559467,-1.8233170491559467,-1.6319791396335415,-1.6319791396335415,-1.6319791396335415,-1.695514748176535,-1.695514748176535,-1.695514748176535,-1.4738538569677109,-1.4738538569677109,-1.4738538569677109
2018-07-08,-1.037682227436806,-1.037682227436806,-1.037682227436806,-1.1899162249222557,-1.1899162249222557,-1.1899162249222557,-0.9870330405802247,-0.9870330405802247,-0.9870330405802247,-1.0526422321926876,-1.0526422321926876,-1.0526422321926876
2018-07-15,-1.2831111822474675,-1.2831111822474675,-1.2831111822474675,-1.3841861828345208,-1.3841861828345208,-1.3841861828345208,-1.255664803258843,-1.255664803258843,-1.255664803258843,-1.2513759612429383,-1.2513759612429383,-1.2513759612429383
2018-07-22,-0.898856118731709,-0.898856118731709,-0.898856118731709,-1.0965439189975807,-1.0965439189975807,-1.0965439189975807,-1.2383890997373737,-1.2383890997373737,-1.2383890997373737,-1.2163727463277807,-1.2163727463277807,-1.2163727463277807
2018-07-29,-2.54516293130498,-2.54516293130498,-2.54516293130498,-2.6454741855930446,-2.6454741855930446,-2.6454741855930446,-2.502365333795599,-2.502365333795599,-2.502365333795599,-2.5762375684291383,-2.5762375684291383,-2.5762375684291383
2018-08-05,-2.204478015616953,-2.204478015616953,-2.204478015616953,-2.2896640220222877,-2.2896640220222877,-2.2896640220222877,-2.2407204851494447,-2.2407204851494447,-2.2407204851494447,-2.219676601999275,-2.219676601999275,-2.219676601999275
2018-08-12,-2.836347203232601,-2.836347203232601,-2.836347203232601,-2.690749811367852,-2.690749811367852,-2.690749811367852,-2.82701537776705,-2.82701537776705,-2.82701537776705,-2.6882444016316485,-2.6882444016316485,-2.6882444016316485
2018-08-19,-1.875212908340302,-1.875212908340302,-1.875212908340302,-1.9418722739616412,-1.9418722739616412,-1.9418722739616412,-1.8140763978501244,-1.8140763978501244,-1.8140763978501244,-1.904596566061434,-1.904596566061434,-1.904596566061434
2018-08-26,-1.7225118456099848,-1.7225118456099848,-1.7225118456099848,-1.690929231973636,-1.690929231973636,-1.690929231973636,-1.6515967736235402,-1.6515967736235402,-1.6515967736235402,-1.653204475849533,-1.653204475849533,-1.653204475849533
2018-09-02,-1.932331963022649,-1.932331963022649,-1.932331963022649,-1.8867184386696743,-1.8867184386696743,-1.8867184386696743,-1.8987513474556128,-1.8987513474556128,-1.8987513474556128,-1.9518389451047515,-1.9518389451047515,-1.9518389451047515
2018-09-09,-1.4781037216472384,-1.4781037216472384,-1.4781037216472384,-1.5542008435936847,-1.5542008435936847,-1.5542008435936847,-1.5970736581644496,-1.5970736581644496,-1.5970736581644496,-1.6378215294985918,-1.6378215294985918,-1.6378215294985918
2018-09-16,-1.0425001234286544,-1.0425001234286544,-1.0425001234286544,-1.1222485618720133,-1.1222485618720133,-1.1222485618720133,-1.1175296456288635,-1.1175296456288635,-1.1175296456288635,-1.199445356991276,-1.199445356991276,-1.199445356991276
2018-09-23,-1.1302338928403164,-1.1302338928403164,-1.1302338928403164,-1.1894785753252821,-1.1894785753252821,-1.1894785753252821,-1.1200104685381476,-1.1200104685381476,-1.1200104685381476,-1.1689002244087925,-1.1689002244087925,-1.1689002244087925
2018-09-30,-1.6067761281111634,-1.6067761281111634,-1.6067761281111634,-1.6618542149791504,-1.6618542149791504,-1.6618542149791504,-1.7121764515377018,-1.7121764515377018,-1.7121764515377018,-1.684969235381821,-1.684969235381821,-1.684969235381821
2018-10-07,-1.7792334774900957,-1.7792334774900957,-1.7792334774900957,-1.7571565793029915,-1.7571565793029915,-1.7571565793029915,-1.7628495142101936,-1.7628495142101936,-1.7628495142101936,-1.695766745199957,-1.695766745199957,-1.695766745199957
2018-10-14,-1.7201900762459201,-1.7201900762459201,-1.7201900762459201,-1.7051748172717083,-1.7051748172717083,-1.7051748172717083,-1.7408191611939419,-1.7408191611939419,-1.7408191611939419,-1.7954853485060063,-1.7954853485060063,-1.7954853485060063
2018-10-21,-1.9587890887657313,-1.9587890887657313,-1.9587890887657313,-1.8327520350653643,-1.8327520350653643,-1.8327520350653643,-1.9045888017918706,-1.9045888017918706,-1.9045888017918706,-1.8336743832995959,-1.8336743832995959,-1.8336743832995959
