Date,iShares MSCI Colombia CappedEtf_Open_average,iShares MSCI Colombia CappedEtf_Open_max,iShares MSCI Colombia CappedEtf_Open_min,iShares MSCI Colombia CappedEtf_High_average,iShares MSCI Colombia CappedEtf_High_max,iShares MSCI Colombia CappedEtf_High_min,iShares MSCI Colombia CappedEtf_Low_average,iShares MSCI Colombia CappedEtf_Low_max,iShares MSCI Colombia CappedEtf_Low_min,iShares MSCI Colombia CappedEtf_Close_average,iShares MSCI Colombia CappedEtf_Close_max,iShares MSCI Colombia CappedEtf_Close_min
2018-05-27,-0.30551066267292853,-0.30551066267292853,-0.30551066267292853,-0.038653698019679446,-0.038653698019679446,-0.038653698019679446,-0.38551545998405246,-0.38551545998405246,-0.38551545998405246,0.17428559570133303,0.17428559570133303,0.17428559570133303
2018-06-03,0.1715490481670349,0.1715490481670349,0.1715490481670349,0.06561358131822129,0.06561358131822129,0.06561358131822129,0.14258790985711364,0.14258790985711364,0.14258790985711364,-0.014131264516324933,-0.014131264516324933,-0.014131264516324933
2018-06-10,-0.06977789015921253,-0.06977789015921253,-0.06977789015921253,-0.1776138707421343,-0.1776138707421343,-0.1776138707421343,-0.10045775288144174,-0.10045775288144174,-0.10045775288144174,-0.17239330291598526,-0.17239330291598526,-0.17239330291598526
2018-06-17,-0.8730388067391242,-0.8730388067391242,-0.8730388067391242,-0.4925564878378438,-0.4925564878378438,-0.4925564878378438,-0.6182718805742843,-0.6182718805742843,-0.6182718805742843,-0.6598975249692919,-0.6598975249692919,-0.6598975249692919
2018-06-24,-0.6063294384486092,-0.6063294384486092,-0.6063294384486092,-0.6250145240109314,-0.6250145240109314,-0.6250145240109314,-0.4150169265303464,-0.4150169265303464,-0.4150169265303464,-0.4883300710161168,-0.4883300710161168,-0.4883300710161168
2018-07-01,0.0,0.0,0.0,0.42366204867639506,0.42366204867639506,0.42366204867639506,0.23123814154610942,0.23123814154610942,0.23123814154610942,0.5147645472894452,0.5147645472894452,0.5147645472894452
2018-07-08,-0.2704311805515579,-0.2704311805515579,-0.2704311805515579,-0.10373801857951022,-0.10373801857951022,-0.10373801857951022,-0.062045321722273596,-0.062045321722273596,-0.062045321722273596,0.123474586817702,0.123474586817702,0.123474586817702
2018-07-15,-0.025582715639021456,-0.025582715639021456,-0.025582715639021456,-0.23842799770054104,-0.23842799770054104,-0.23842799770054104,0.18476738636547516,0.18476738636547516,0.18476738636547516,-0.01582622703287037,-0.01582622703287037,-0.01582622703287037
2018-07-22,-0.3380349165446749,-0.3380349165446749,-0.3380349165446749,-0.23461576892770367,-0.23461576892770367,-0.23461576892770367,-0.17270559685642317,-0.17270559685642317,-0.17270559685642317,-0.30375638011176287,-0.30375638011176287,-0.30375638011176287
2018-07-29,-0.6061156498149629,-0.6061156498149629,-0.6061156498149629,-0.770669159724533,-0.770669159724533,-0.770669159724533,-0.4729843918969618,-0.4729843918969618,-0.4729843918969618,-0.6202813551732417,-0.6202813551732417,-0.6202813551732417
