Date,VanEck Vectors Green Bond_Open_average,VanEck Vectors Green Bond_Open_max,VanEck Vectors Green Bond_Open_min,VanEck Vectors Green Bond_High_average,VanEck Vectors Green Bond_High_max,VanEck Vectors Green Bond_High_min,VanEck Vectors Green Bond_Low_average,VanEck Vectors Green Bond_Low_max,VanEck Vectors Green Bond_Low_min,VanEck Vectors Green Bond_Close_average,VanEck Vectors Green Bond_Close_max,VanEck Vectors Green Bond_Close_min
2018-04-08,0.7463552269009679,0.7463552269009679,0.7463552269009679,0.5193168315741431,0.5193168315741431,0.5193168315741431,1.0822776137547911,1.0822776137547911,1.0822776137547911,0.6517668746864839,0.6517668746864839,0.6517668746864839
2018-04-15,-1.9270506367239704,-1.9270506367239704,-1.9270506367239704,-2.030311900349785,-2.030311900349785,-2.030311900349785,-2.368758610541347,-2.368758610541347,-2.368758610541347,-2.3151957271745105,-2.3151957271745105,-2.3151957271745105
2018-04-22,-2.657936092871028,-2.657936092871028,-2.657936092871028,-2.3813249806332597,-2.3813249806332597,-2.3813249806332597,-2.463527048205764,-2.463527048205764,-2.463527048205764,-2.2296137939060716,-2.2296137939060716,-2.2296137939060716
2018-04-29,-2.4838900630686447,-2.4838900630686447,-2.4838900630686447,-2.5666936019694937,-2.5666936019694937,-2.5666936019694937,-2.423926272754912,-2.423926272754912,-2.423926272754912,-2.438994204479385,-2.438994204479385,-2.438994204479385
2018-05-06,-1.807267565096449,-1.807267565096449,-1.807267565096449,-1.934985434286668,-1.934985434286668,-1.934985434286668,-1.7634112528003323,-1.7634112528003323,-1.7634112528003323,-1.9490781384819011,-1.9490781384819011,-1.9490781384819011
2018-05-13,-2.081162474512661,-2.081162474512661,-2.081162474512661,-2.2054149608583806,-2.2054149608583806,-2.2054149608583806,-2.082755961733481,-2.082755961733481,-2.082755961733481,-2.1413900340832033,-2.1413900340832033,-2.1413900340832033
2018-05-20,-1.7171973913798133,-1.7171973913798133,-1.7171973913798133,-1.7287452621827883,-1.7287452621827883,-1.7287452621827883,-1.704366319332095,-1.704366319332095,-1.704366319332095,-1.6926670432079824,-1.6926670432079824,-1.6926670432079824
2018-05-27,-1.2486576011888921,-1.2486576011888921,-1.2486576011888921,-1.3557491999700608,-1.3557491999700608,-1.3557491999700608,-1.4559213717617852,-1.4559213717617852,-1.4559213717617852,-1.4158109743769751,-1.4158109743769751,-1.4158109743769751
2018-06-03,-1.2208046632020784,-1.2208046632020784,-1.2208046632020784,-1.2221380657102914,-1.2221380657102914,-1.2221380657102914,-1.1615371200401612,-1.1615371200401612,-1.1615371200401612,-1.182472004408049,-1.182472004408049,-1.182472004408049
2018-06-10,-1.200242641945046,-1.200242641945046,-1.200242641945046,-1.272605704604816,-1.272605704604816,-1.272605704604816,-1.238056767121284,-1.238056767121284,-1.238056767121284,-1.2993452152270475,-1.2993452152270475,-1.2993452152270475
2018-06-17,-0.8549671734015812,-0.8549671734015812,-0.8549671734015812,-0.9340871402402819,-0.9340871402402819,-0.9340871402402819,-0.8140026711844652,-0.8140026711844652,-0.8140026711844652,-0.9143334062845859,-0.9143334062845859,-0.9143334062845859
