Date,Franklin FTSE South KoreaEtf_Open_average,Franklin FTSE South KoreaEtf_Open_max,Franklin FTSE South KoreaEtf_Open_min,Franklin FTSE South KoreaEtf_High_average,Franklin FTSE South KoreaEtf_High_max,Franklin FTSE South KoreaEtf_High_min,Franklin FTSE South KoreaEtf_Low_average,Franklin FTSE South KoreaEtf_Low_max,Franklin FTSE South KoreaEtf_Low_min,Franklin FTSE South KoreaEtf_Close_average,Franklin FTSE South KoreaEtf_Close_max,Franklin FTSE South KoreaEtf_Close_min
2018-05-27,-1.1889014134127935,-1.1889014134127935,-1.1889014134127935,-1.2003958273569215,-1.2003958273569215,-1.2003958273569215,-0.9025823469418905,-0.9025823469418905,-0.9025823469418905,-0.9944761235306221,-0.9944761235306221,-0.9944761235306221
2018-06-03,-0.7725856424163253,-0.7725856424163253,-0.7725856424163253,-0.9049423529834244,-0.9049423529834244,-0.9049423529834244,-0.5797315408119659,-0.5797315408119659,-0.5797315408119659,-0.6417050377244587,-0.6417050377244587,-0.6417050377244587
2018-06-10,-2.3348184114511112,-2.3348184114511112,-2.3348184114511112,-2.4881263434926506,-2.4881263434926506,-2.4881263434926506,-2.1526637645747417,-2.1526637645747417,-2.1526637645747417,-2.0516290123554,-2.0516290123554,-2.0516290123554
2018-06-17,-2.451697505385516,-2.451697505385516,-2.451697505385516,-2.5029816354842893,-2.5029816354842893,-2.5029816354842893,-2.321190910844589,-2.321190910844589,-2.321190910844589,-2.4179358854589283,-2.4179358854589283,-2.4179358854589283
2018-06-24,-2.451663059579518,-2.451663059579518,-2.451663059579518,-2.4609824964005123,-2.4609824964005123,-2.4609824964005123,-2.2841278055619543,-2.2841278055619543,-2.2841278055619543,-2.327454429873353,-2.327454429873353,-2.327454429873353
2018-07-01,-2.4874518296218753,-2.4874518296218753,-2.4874518296218753,-2.5416078506506077,-2.5416078506506077,-2.5416078506506077,-2.43996076962608,-2.43996076962608,-2.43996076962608,-2.4661085973246784,-2.4661085973246784,-2.4661085973246784
2018-07-08,-2.0402690905284016,-2.0402690905284016,-2.0402690905284016,-1.9967215391945907,-1.9967215391945907,-1.9967215391945907,-1.9600658786234397,-1.9600658786234397,-1.9600658786234397,-1.9913004126335923,-1.9913004126335923,-1.9913004126335923
2018-07-15,-1.7003920878678167,-1.7003920878678167,-1.7003920878678167,-1.7421848560751687,-1.7421848560751687,-1.7421848560751687,-1.6378278342788244,-1.6378278342788244,-1.6378278342788244,-1.669004860879579,-1.669004860879579,-1.669004860879579
2018-07-22,-1.4774617261412242,-1.4774617261412242,-1.4774617261412242,-1.4403804082071712,-1.4403804082071712,-1.4403804082071712,-1.435120584034351,-1.435120584034351,-1.435120584034351,-1.4331381076674061,-1.4331381076674061,-1.4331381076674061
2018-07-29,-1.571465600455989,-1.571465600455989,-1.571465600455989,-1.5019468248741943,-1.5019468248741943,-1.5019468248741943,-1.5325173435045185,-1.5325173435045185,-1.5325173435045185,-1.471955463662426,-1.471955463662426,-1.471955463662426
