Date,Deutsche X-trackers CSI 300 China A-Shares Hedged_Open_average,Deutsche X-trackers CSI 300 China A-Shares Hedged_Open_max,Deutsche X-trackers CSI 300 China A-Shares Hedged_Open_min,Deutsche X-trackers CSI 300 China A-Shares Hedged_High_average,Deutsche X-trackers CSI 300 China A-Shares Hedged_High_max,Deutsche X-trackers CSI 300 China A-Shares Hedged_High_min,Deutsche X-trackers CSI 300 China A-Shares Hedged_Low_average,Deutsche X-trackers CSI 300 China A-Shares Hedged_Low_max,Deutsche X-trackers CSI 300 China A-Shares Hedged_Low_min,Deutsche X-trackers CSI 300 China A-Shares Hedged_Close_average,Deutsche X-trackers CSI 300 China A-Shares Hedged_Close_max,Deutsche X-trackers CSI 300 China A-Shares Hedged_Close_min
2018-04-08,-1.1358129000468307,-1.1358129000468307,-1.1358129000468307,-1.127951049094831,-1.127951049094831,-1.127951049094831,-1.072747563786065,-1.072747563786065,-1.072747563786065,-1.1189578410225327,-1.1189578410225327,-1.1189578410225327
2018-04-15,-1.1506597758435693,-1.1506597758435693,-1.1506597758435693,-1.118296147303713,-1.118296147303713,-1.118296147303713,-1.2183740531283875,-1.2183740531283875,-1.2183740531283875,-1.2675713136774913,-1.2675713136774913,-1.2675713136774913
2018-04-22,-1.1459750305523213,-1.1459750305523213,-1.1459750305523213,-1.0738539471385582,-1.0738539471385582,-1.0738539471385582,-1.035476276013719,-1.035476276013719,-1.035476276013719,-1.012216656796779,-1.012216656796779,-1.012216656796779
2018-04-29,-0.8736949712892367,-0.8736949712892367,-0.8736949712892367,-0.8994817060595307,-0.8994817060595307,-0.8994817060595307,-0.7705753337635758,-0.7705753337635758,-0.7705753337635758,-0.8394185106112008,-0.8394185106112008,-0.8394185106112008
2018-05-06,-0.23444774445248268,-0.23444774445248268,-0.23444774445248268,-0.25302269713382125,-0.25302269713382125,-0.25302269713382125,-0.19503355591484836,-0.19503355591484836,-0.19503355591484836,-0.20955732160909762,-0.20955732160909762,-0.20955732160909762
2018-05-13,-0.2809551142352147,-0.2809551142352147,-0.2809551142352147,-0.30143833915455504,-0.30143833915455504,-0.30143833915455504,-0.23769679034410443,-0.23769679034410443,-0.23769679034410443,-0.2535599924140281,-0.2535599924140281,-0.2535599924140281
2018-05-20,-0.29213180286066237,-0.29213180286066237,-0.29213180286066237,-0.2854868212000425,-0.2854868212000425,-0.2854868212000425,-0.24501503066624647,-0.24501503066624647,-0.24501503066624647,-0.24783579241205148,-0.24783579241205148,-0.24783579241205148
2018-05-27,-0.4002895675309911,-0.4002895675309911,-0.4002895675309911,-0.4266935983441329,-0.4266935983441329,-0.4266935983441329,-0.35027038893722007,-0.35027038893722007,-0.35027038893722007,-0.3693649652140741,-0.3693649652140741,-0.3693649652140741
2018-06-03,-0.3287192224899692,-0.3287192224899692,-0.3287192224899692,-0.36598822442861784,-0.36598822442861784,-0.36598822442861784,-0.26048774349780013,-0.26048774349780013,-0.26048774349780013,-0.2864876130286241,-0.2864876130286241,-0.2864876130286241
2018-06-10,-0.5625413434198349,-0.5625413434198349,-0.5625413434198349,-0.5756891887131396,-0.5756891887131396,-0.5756891887131396,-0.49667242552129215,-0.49667242552129215,-0.49667242552129215,-0.5147684671327991,-0.5147684671327991,-0.5147684671327991
