Date,iShares MSCI UAE Capped_Open_average,iShares MSCI UAE Capped_Open_max,iShares MSCI UAE Capped_Open_min,iShares MSCI UAE Capped_High_average,iShares MSCI UAE Capped_High_max,iShares MSCI UAE Capped_High_min,iShares MSCI UAE Capped_Low_average,iShares MSCI UAE Capped_Low_max,iShares MSCI UAE Capped_Low_min,iShares MSCI UAE Capped_Close_average,iShares MSCI UAE Capped_Close_max,iShares MSCI UAE Capped_Close_min
2018-04-08,-0.8303114330107232,-0.8303114330107232,-0.8303114330107232,-0.9149489644515764,-0.9149489644515764,-0.9149489644515764,-0.5600414454467383,-0.5600414454467383,-0.5600414454467383,-0.6859327588320284,-0.6859327588320284,-0.6859327588320284
2018-04-15,-0.9616694798140565,-0.9616694798140565,-0.9616694798140565,-0.9446407502783919,-0.9446407502783919,-0.9446407502783919,-0.7899542406388942,-0.7899542406388942,-0.7899542406388942,-0.7394171712060258,-0.7394171712060258,-0.7394171712060258
2018-04-22,-0.7622339828840698,-0.7622339828840698,-0.7622339828840698,-0.9011108102740562,-0.9011108102740562,-0.9011108102740562,-0.7917772034445114,-0.7917772034445114,-0.7917772034445114,-0.6659067395489802,-0.6659067395489802,-0.6659067395489802
2018-04-29,-1.54832156437011,-1.54832156437011,-1.54832156437011,-1.3258780648718833,-1.3258780648718833,-1.3258780648718833,-1.1312432805850876,-1.1312432805850876,-1.1312432805850876,-0.9917757172886897,-0.9917757172886897,-0.9917757172886897
2018-05-06,-2.230217954742113,-2.230217954742113,-2.230217954742113,-2.0836318521667674,-2.0836318521667674,-2.0836318521667674,-2.017798379263497,-2.017798379263497,-2.017798379263497,-1.918236200216964,-1.918236200216964,-1.918236200216964
2018-05-13,-1.7783290707225403,-1.7783290707225403,-1.7783290707225403,-1.909291045369346,-1.909291045369346,-1.909291045369346,-1.6265826125870428,-1.6265826125870428,-1.6265826125870428,-1.7535465402423573,-1.7535465402423573,-1.7535465402423573
2018-05-20,-0.45194746534873315,-0.45194746534873315,-0.45194746534873315,-0.35587183496999225,-0.35587183496999225,-0.35587183496999225,-0.5311316346993931,-0.5311316346993931,-0.5311316346993931,-0.7467192012418701,-0.7467192012418701,-0.7467192012418701
2018-05-27,-0.5743694106378454,-0.5743694106378454,-0.5743694106378454,-0.5657398571113494,-0.5657398571113494,-0.5657398571113494,-0.3051820210487246,-0.3051820210487246,-0.3051820210487246,-0.31019367087291444,-0.31019367087291444,-0.31019367087291444
2018-06-03,0.7158160946063342,0.7158160946063342,0.7158160946063342,0.7892084499311072,0.7892084499311072,0.7892084499311072,1.0583563605457549,1.0583563605457549,1.0583563605457549,0.9497341611055328,0.9497341611055328,0.9497341611055328
2018-06-10,1.2955531273284928,1.2955531273284928,1.2955531273284928,1.2011592286120132,1.2011592286120132,1.2011592286120132,1.4377147562646895,1.4377147562646895,1.4377147562646895,1.412199021373387,1.412199021373387,1.412199021373387
2018-06-17,-2.0895660419992947,-2.0895660419992947,-2.0895660419992947,-2.2674289057965167,-2.2674289057965167,-2.2674289057965167,-2.162778948862601,-2.162778948862601,-2.162778948862601,-2.239634480554492,-2.239634480554492,-2.239634480554492
2018-06-24,-2.265316280564339,-2.265316280564339,-2.265316280564339,-2.223344427697666,-2.223344427697666,-2.223344427697666,-2.3283682611403766,-2.3283682611403766,-2.3283682611403766,-2.2832946766155877,-2.2832946766155877,-2.2832946766155877
2018-07-01,-1.5888616452670836,-1.5888616452670836,-1.5888616452670836,-1.7153902619171537,-1.7153902619171537,-1.7153902619171537,-1.6487941549057707,-1.6487941549057707,-1.6487941549057707,-1.720201574292457,-1.720201574292457,-1.720201574292457
2018-07-08,-1.1104686319662107,-1.1104686319662107,-1.1104686319662107,-1.1736830168566448,-1.1736830168566448,-1.1736830168566448,-1.0518399777891463,-1.0518399777891463,-1.0518399777891463,-1.1179227531162803,-1.1179227531162803,-1.1179227531162803
2018-07-15,-1.098347992045996,-1.098347992045996,-1.098347992045996,-0.5168766255049559,-0.5168766255049559,-0.5168766255049559,-1.0007540652362696,-1.0007540652362696,-1.0007540652362696,-0.4928482467519647,-0.4928482467519647,-0.4928482467519647
2018-07-22,-0.5767661217717409,-0.5767661217717409,-0.5767661217717409,-0.47410321344385636,-0.47410321344385636,-0.47410321344385636,-0.5294500236660682,-0.5294500236660682,-0.5294500236660682,-0.6440790137407745,-0.6440790137407745,-0.6440790137407745
2018-07-29,0.0320227844177898,0.0320227844177898,0.0320227844177898,-0.08653158652661234,-0.08653158652661234,-0.08653158652661234,0.10665362245380704,0.10665362245380704,0.10665362245380704,0.02045008304880755,0.02045008304880755,0.02045008304880755
2018-08-05,-0.27447057013864007,-0.27447057013864007,-0.27447057013864007,-0.4440916468819861,-0.4440916468819861,-0.4440916468819861,-0.1942542325993747,-0.1942542325993747,-0.1942542325993747,-0.30161022300522117,-0.30161022300522117,-0.30161022300522117
