Date,iShares Dow Jones US_etf_Open_average,iShares Dow Jones US_etf_Open_max,iShares Dow Jones US_etf_Open_min,iShares Dow Jones US_etf_High_average,iShares Dow Jones US_etf_High_max,iShares Dow Jones US_etf_High_min,iShares Dow Jones US_etf_Low_average,iShares Dow Jones US_etf_Low_max,iShares Dow Jones US_etf_Low_min,iShares Dow Jones US_etf_Close_average,iShares Dow Jones US_etf_Close_max,iShares Dow Jones US_etf_Close_min
2018-04-08,-0.4227826058470502,-0.4227826058470502,-0.4227826058470502,-0.6778213672868042,-0.6778213672868042,-0.6778213672868042,-0.43682656684404786,-0.43682656684404786,-0.43682656684404786,-0.6250124725082801,-0.6250124725082801,-0.6250124725082801
2018-04-15,-0.13329932168267214,-0.13329932168267214,-0.13329932168267214,-0.3888767497814869,-0.3888767497814869,-0.3888767497814869,-0.15451554655604835,-0.15451554655604835,-0.15451554655604835,-0.38913352655861805,-0.38913352655861805,-0.38913352655861805
2018-04-22,-0.2821834047346695,-0.2821834047346695,-0.2821834047346695,-0.5477522923974001,-0.5477522923974001,-0.5477522923974001,-0.023456815990949714,-0.023456815990949714,-0.023456815990949714,-0.2623218681799454,-0.2623218681799454,-0.2623218681799454
2018-04-29,-1.0809236563191778,-1.0809236563191778,-1.0809236563191778,-0.4878224148642808,-0.4878224148642808,-0.4878224148642808,-0.4630170759022235,-0.4630170759022235,-0.4630170759022235,-0.2245779311338,-0.2245779311338,-0.2245779311338
2018-05-06,0.8872090619940964,0.8872090619940964,0.8872090619940964,0.6561708028312212,0.6561708028312212,0.6561708028312212,0.9241709950048451,0.9241709950048451,0.9241709950048451,0.7156851071471453,0.7156851071471453,0.7156851071471453
2018-05-13,0.8317483943825903,0.8317483943825903,0.8317483943825903,0.5457077062186665,0.5457077062186665,0.5457077062186665,0.8309818035911403,0.8309818035911403,0.8309818035911403,0.6042439753736468,0.6042439753736468,0.6042439753736468
2018-05-20,0.8171835308247716,0.8171835308247716,0.8171835308247716,0.7270124567950216,0.7270124567950216,0.7270124567950216,0.8891420193134565,0.8891420193134565,0.8891420193134565,0.7399592273702988,0.7399592273702988,0.7399592273702988
2018-05-27,0.7907600319992696,0.7907600319992696,0.7907600319992696,0.8938664278223475,0.8938664278223475,0.8938664278223475,0.9000576043224984,0.9000576043224984,0.9000576043224984,0.8963922972845976,0.8963922972845976,0.8963922972845976
2018-06-03,1.6399598301514575,1.6399598301514575,1.6399598301514575,1.856340676508694,1.856340676508694,1.856340676508694,1.5436864855253958,1.5436864855253958,1.5436864855253958,1.6830223846445753,1.6830223846445753,1.6830223846445753
2018-06-10,1.6487921483312267,1.6487921483312267,1.6487921483312267,1.7763201763212986,1.7763201763212986,1.7763201763212986,1.525769863615949,1.525769863615949,1.525769863615949,1.5838518329144233,1.5838518329144233,1.5838518329144233
2018-06-17,1.3217148087147121,1.3217148087147121,1.3217148087147121,1.2752970228503526,1.2752970228503526,1.2752970228503526,1.1619406390568625,1.1619406390568625,1.1619406390568625,1.0854180429408231,1.0854180429408231,1.0854180429408231
2018-06-24,0.2803906872463121,0.2803906872463121,0.2803906872463121,0.3596607702207856,0.3596607702207856,0.3596607702207856,0.3397292074530972,0.3397292074530972,0.3397292074530972,0.18765556189134586,0.18765556189134586,0.18765556189134586
2018-07-01,0.31738028781541017,0.31738028781541017,0.31738028781541017,0.8020530488796623,0.8020530488796623,0.8020530488796623,0.4699887472040416,0.4699887472040416,0.4699887472040416,0.842654818553529,0.842654818553529,0.842654818553529
2018-07-08,1.39321517334708,1.39321517334708,1.39321517334708,1.4226823180046002,1.4226823180046002,1.4226823180046002,1.4386012183213321,1.4386012183213321,1.4386012183213321,1.4266195083866846,1.4266195083866846,1.4266195083866846
