Date,iShares MSCI United Kingdom Small-Cap_etf_Open_average,iShares MSCI United Kingdom Small-Cap_etf_Open_max,iShares MSCI United Kingdom Small-Cap_etf_Open_min,iShares MSCI United Kingdom Small-Cap_etf_High_average,iShares MSCI United Kingdom Small-Cap_etf_High_max,iShares MSCI United Kingdom Small-Cap_etf_High_min,iShares MSCI United Kingdom Small-Cap_etf_Low_average,iShares MSCI United Kingdom Small-Cap_etf_Low_max,iShares MSCI United Kingdom Small-Cap_etf_Low_min,iShares MSCI United Kingdom Small-Cap_etf_Close_average,iShares MSCI United Kingdom Small-Cap_etf_Close_max,iShares MSCI United Kingdom Small-Cap_etf_Close_min
2018-04-08,1.074061803693084,1.074061803693084,1.074061803693084,1.109951184408355,1.109951184408355,1.109951184408355,1.0514342347486032,1.0514342347486032,1.0514342347486032,1.0096495213973073,1.0096495213973073,1.0096495213973073
2018-04-15,1.1610472242396475,1.1610472242396475,1.1610472242396475,1.1174983289934475,1.1174983289934475,1.1174983289934475,1.2478792801022023,1.2478792801022023,1.2478792801022023,1.2189682455103883,1.2189682455103883,1.2189682455103883
2018-04-22,0.9408485713423339,0.9408485713423339,0.9408485713423339,0.8913306933929921,0.8913306933929921,0.8913306933929921,1.0374722877806195,1.0374722877806195,1.0374722877806195,1.0029331370130257,1.0029331370130257,1.0029331370130257
2018-04-29,0.548615003465843,0.548615003465843,0.548615003465843,0.49931739074975806,0.49931739074975806,0.49931739074975806,0.5942071441097935,0.5942071441097935,0.5942071441097935,0.5590891381701766,0.5590891381701766,0.5590891381701766
2018-05-06,1.226233399299669,1.226233399299669,1.226233399299669,1.2577897921063124,1.2577897921063124,1.2577897921063124,1.272457813970315,1.272457813970315,1.272457813970315,1.3285107286322473,1.3285107286322473,1.3285107286322473
2018-05-13,1.5422313127682383,1.5422313127682383,1.5422313127682383,1.516307255521788,1.516307255521788,1.516307255521788,1.5712399828030186,1.5712399828030186,1.5712399828030186,1.565963183288128,1.565963183288128,1.565963183288128
2018-05-20,0.8780227557757992,0.8780227557757992,0.8780227557757992,0.83320064567471,0.83320064567471,0.83320064567471,0.9079604612237515,0.9079604612237515,0.9079604612237515,0.8785179015886562,0.8785179015886562,0.8785179015886562
2018-05-27,0.0956626353376524,0.0956626353376524,0.0956626353376524,0.043893932412642826,0.043893932412642826,0.043893932412642826,0.1438928178255656,0.1438928178255656,0.1438928178255656,0.10750505024928063,0.10750505024928063,0.10750505024928063
2018-06-03,1.0385859026746893,1.0385859026746893,1.0385859026746893,1.1036834158207793,1.1036834158207793,1.1036834158207793,1.048855505127762,1.048855505127762,1.048855505127762,1.1169341399338701,1.1169341399338701,1.1169341399338701
2018-06-10,0.3374219077419839,0.3374219077419839,0.3374219077419839,0.30969605081985,0.30969605081985,0.30969605081985,0.29674131370579476,0.29674131370579476,0.29674131370579476,0.3530560277687788,0.3530560277687788,0.3530560277687788
