Date,PowerShares DWA EM Momentum_Open_average,PowerShares DWA EM Momentum_Open_max,PowerShares DWA EM Momentum_Open_min,PowerShares DWA EM Momentum_High_average,PowerShares DWA EM Momentum_High_max,PowerShares DWA EM Momentum_High_min,PowerShares DWA EM Momentum_Low_average,PowerShares DWA EM Momentum_Low_max,PowerShares DWA EM Momentum_Low_min,PowerShares DWA EM Momentum_Close_average,PowerShares DWA EM Momentum_Close_max,PowerShares DWA EM Momentum_Close_min
2018-04-08,0.17464196440225857,0.17464196440225857,0.17464196440225857,0.011526092403088972,0.011526092403088972,0.011526092403088972,0.2991060812411275,0.2991060812411275,0.2991060812411275,0.26120589164776015,0.26120589164776015,0.26120589164776015
2018-04-15,-0.4884359882437464,-0.4884359882437464,-0.4884359882437464,-0.6199321447181514,-0.6199321447181514,-0.6199321447181514,-0.3022643625544905,-0.3022643625544905,-0.3022643625544905,-0.5541077744925379,-0.5541077744925379,-0.5541077744925379
2018-04-22,-0.6352676685247949,-0.6352676685247949,-0.6352676685247949,-0.8785144117753259,-0.8785144117753259,-0.8785144117753259,-0.5314687016489228,-0.5314687016489228,-0.5314687016489228,-0.7886337046392153,-0.7886337046392153,-0.7886337046392153
2018-04-29,-0.6954775634392336,-0.6954775634392336,-0.6954775634392336,-0.832649477165979,-0.832649477165979,-0.832649477165979,-0.505975039180421,-0.505975039180421,-0.505975039180421,-0.7370658366589309,-0.7370658366589309,-0.7370658366589309
2018-05-06,1.5287655720627655,1.5287655720627655,1.5287655720627655,1.6633988569442082,1.6633988569442082,1.6633988569442082,1.7319038586147262,1.7319038586147262,1.7319038586147262,1.221387973870778,1.221387973870778,1.221387973870778
2018-05-13,0.6163039635562657,0.6163039635562657,0.6163039635562657,0.4255167831801135,0.4255167831801135,0.4255167831801135,0.6566087060051897,0.6566087060051897,0.6566087060051897,0.44821738926431837,0.44821738926431837,0.44821738926431837
2018-05-20,0.11587643614601746,0.11587643614601746,0.11587643614601746,0.24892166746878827,0.24892166746878827,0.24892166746878827,0.4784279312217292,0.4784279312217292,0.4784279312217292,0.3311231840334436,0.3311231840334436,0.3311231840334436
2018-05-27,1.4487857310158492,1.4487857310158492,1.4487857310158492,1.4745637214884477,1.4745637214884477,1.4745637214884477,1.6139973714543856,1.6139973714543856,1.6139973714543856,1.559875830342535,1.559875830342535,1.559875830342535
2018-06-03,1.4040067616608667,1.4040067616608667,1.4040067616608667,1.2799149877081546,1.2799149877081546,1.2799149877081546,1.5091527421802775,1.5091527421802775,1.5091527421802775,1.2455552568349948,1.2455552568349948,1.2455552568349948
2018-06-10,-1.4985752123477356,-1.4985752123477356,-1.4985752123477356,-1.6418435670544413,-1.6418435670544413,-1.6418435670544413,-1.4085534558554118,-1.4085534558554118,-1.4085534558554118,-1.3642837377686485,-1.3642837377686485,-1.3642837377686485
