Date,First Trust Latin America AlphaDEX_etf_Open_average,First Trust Latin America AlphaDEX_etf_Open_max,First Trust Latin America AlphaDEX_etf_Open_min,First Trust Latin America AlphaDEX_etf_High_average,First Trust Latin America AlphaDEX_etf_High_max,First Trust Latin America AlphaDEX_etf_High_min,First Trust Latin America AlphaDEX_etf_Low_average,First Trust Latin America AlphaDEX_etf_Low_max,First Trust Latin America AlphaDEX_etf_Low_min,First Trust Latin America AlphaDEX_etf_Close_average,First Trust Latin America AlphaDEX_etf_Close_max,First Trust Latin America AlphaDEX_etf_Close_min
2018-04-08,-0.07395790527881621,-0.07395790527881621,-0.07395790527881621,-0.30548156153677825,-0.30548156153677825,-0.30548156153677825,-0.2734735667110944,-0.2734735667110944,-0.2734735667110944,-0.4345103138132833,-0.4345103138132833,-0.4345103138132833
2018-04-15,0.09839760808772165,0.09839760808772165,0.09839760808772165,-0.037596683612943174,-0.037596683612943174,-0.037596683612943174,0.022187403045078633,0.022187403045078633,0.022187403045078633,0.019697636539624874,0.019697636539624874,0.019697636539624874
2018-04-22,-0.6007894464840501,-0.6007894464840501,-0.6007894464840501,-0.7289139808334966,-0.7289139808334966,-0.7289139808334966,-0.2848193602806509,-0.2848193602806509,-0.2848193602806509,-0.6747733934199316,-0.6747733934199316,-0.6747733934199316
2018-04-29,-2.7092124137361373,-2.7092124137361373,-2.7092124137361373,-2.4503387726702095,-2.4503387726702095,-2.4503387726702095,-2.221039387641861,-2.221039387641861,-2.221039387641861,-2.386994836062005,-2.386994836062005,-2.386994836062005
2018-05-06,-1.6082850676782294,-1.6082850676782294,-1.6082850676782294,-1.8734423532074058,-1.8734423532074058,-1.8734423532074058,-2.0386181341745435,-2.0386181341745435,-2.0386181341745435,-2.1418617803879147,-2.1418617803879147,-2.1418617803879147
2018-05-13,-2.512930575590559,-2.512930575590559,-2.512930575590559,-2.6228910755584107,-2.6228910755584107,-2.6228910755584107,-2.4631986999916404,-2.4631986999916404,-2.4631986999916404,-2.431379418977995,-2.431379418977995,-2.431379418977995
2018-05-20,-1.8595496503283073,-1.8595496503283073,-1.8595496503283073,-1.9200575794278414,-1.9200575794278414,-1.9200575794278414,-1.787764522546535,-1.787764522546535,-1.787764522546535,-1.8678899345404276,-1.8678899345404276,-1.8678899345404276
2018-05-27,-1.8607786006945932,-1.8607786006945932,-1.8607786006945932,-1.8560834260739074,-1.8560834260739074,-1.8560834260739074,-1.880180217854919,-1.880180217854919,-1.880180217854919,-1.7858713155561863,-1.7858713155561863,-1.7858713155561863
2018-06-03,-1.954696720435429,-1.954696720435429,-1.954696720435429,-1.8132371096693265,-1.8132371096693265,-1.8132371096693265,-1.9589423714860557,-1.9589423714860557,-1.9589423714860557,-1.7927926843923225,-1.7927926843923225,-1.7927926843923225
2018-06-10,-1.6209219112669861,-1.6209219112669861,-1.6209219112669861,-1.6260914761728076,-1.6260914761728076,-1.6260914761728076,-1.5361499348030183,-1.5361499348030183,-1.5361499348030183,-1.6146104798864211,-1.6146104798864211,-1.6146104798864211
