Date,WisdomTree International High Dividend_Open_average,WisdomTree International High Dividend_Open_max,WisdomTree International High Dividend_Open_min,WisdomTree International High Dividend_High_average,WisdomTree International High Dividend_High_max,WisdomTree International High Dividend_High_min,WisdomTree International High Dividend_Low_average,WisdomTree International High Dividend_Low_max,WisdomTree International High Dividend_Low_min,WisdomTree International High Dividend_Close_average,WisdomTree International High Dividend_Close_max,WisdomTree International High Dividend_Close_min
2018-04-08,0.0025994167492773474,0.0025994167492773474,0.0025994167492773474,-0.14990919801466768,-0.14990919801466768,-0.14990919801466768,0.10167645020075596,0.10167645020075596,0.10167645020075596,0.006112963931278373,0.006112963931278373,0.006112963931278373
2018-04-15,0.2666772146856001,0.2666772146856001,0.2666772146856001,0.11163556146051072,0.11163556146051072,0.11163556146051072,0.3633218511786037,0.3633218511786037,0.3633218511786037,0.3150714121776347,0.3150714121776347,0.3150714121776347
2018-04-22,0.4818935724860807,0.4818935724860807,0.4818935724860807,0.2849835870514906,0.2849835870514906,0.2849835870514906,0.7437598199653102,0.7437598199653102,0.7437598199653102,0.5255817567178646,0.5255817567178646,0.5255817567178646
2018-04-29,0.4987458592346649,0.4987458592346649,0.4987458592346649,0.49406105817268364,0.49406105817268364,0.49406105817268364,0.5551000122196419,0.5551000122196419,0.5551000122196419,0.4188446599834851,0.4188446599834851,0.4188446599834851
2018-05-06,1.2467478895406896,1.2467478895406896,1.2467478895406896,1.111707028141289,1.111707028141289,1.111707028141289,1.0757126082780708,1.0757126082780708,1.0757126082780708,0.942508057592318,0.942508057592318,0.942508057592318
2018-05-13,0.6990179834329656,0.6990179834329656,0.6990179834329656,0.6025990460319534,0.6025990460319534,0.6025990460319534,0.7432178932968618,0.7432178932968618,0.7432178932968618,0.6652174724962362,0.6652174724962362,0.6652174724962362
2018-05-20,-1.2014639105448666,-1.2014639105448666,-1.2014639105448666,-1.5368155072549994,-1.5368155072549994,-1.5368155072549994,-0.9750925521653093,-0.9750925521653093,-0.9750925521653093,-1.1570578212070466,-1.1570578212070466,-1.1570578212070466
2018-05-27,-0.9269832829696621,-0.9269832829696621,-0.9269832829696621,-1.0108566740045852,-1.0108566740045852,-1.0108566740045852,-0.7703491995045841,-0.7703491995045841,-0.7703491995045841,-0.9271056885818411,-0.9271056885818411,-0.9271056885818411
2018-06-03,-0.6622509779169722,-0.6622509779169722,-0.6622509779169722,-0.5029919096049681,-0.5029919096049681,-0.5029919096049681,-0.6198694277130272,-0.6198694277130272,-0.6198694277130272,-0.2751328807367129,-0.2751328807367129,-0.2751328807367129
2018-06-10,-1.811579162859336,-1.811579162859336,-1.811579162859336,-1.8546835814630172,-1.8546835814630172,-1.8546835814630172,-1.495648419178607,-1.495648419178607,-1.495648419178607,-1.4722793582181712,-1.4722793582181712,-1.4722793582181712
