Date,ProShares Investment Grade-Interest Rate Hedged_Open_average,ProShares Investment Grade-Interest Rate Hedged_Open_max,ProShares Investment Grade-Interest Rate Hedged_Open_min,ProShares Investment Grade-Interest Rate Hedged_High_average,ProShares Investment Grade-Interest Rate Hedged_High_max,ProShares Investment Grade-Interest Rate Hedged_High_min,ProShares Investment Grade-Interest Rate Hedged_Low_average,ProShares Investment Grade-Interest Rate Hedged_Low_max,ProShares Investment Grade-Interest Rate Hedged_Low_min,ProShares Investment Grade-Interest Rate Hedged_Close_average,ProShares Investment Grade-Interest Rate Hedged_Close_max,ProShares Investment Grade-Interest Rate Hedged_Close_min
2018-04-08,-0.9684964042783638,-0.9684964042783638,-0.9684964042783638,0.0019419858585464844,0.0019419858585464844,0.0019419858585464844,-0.7964805107667816,-0.7964805107667816,-0.7964805107667816,-0.8790100098228608,-0.8790100098228608,-0.8790100098228608
2018-04-15,-0.8402178843288236,-0.8402178843288236,-0.8402178843288236,-0.885688599650518,-0.885688599650518,-0.885688599650518,-0.48087881341312144,-0.48087881341312144,-0.48087881341312144,-0.4673063215826602,-0.4673063215826602,-0.4673063215826602
2018-04-22,-1.1261063240537612,-1.1261063240537612,-1.1261063240537612,-1.258052212369819,-1.258052212369819,-1.258052212369819,-0.8938829654162248,-0.8938829654162248,-0.8938829654162248,-1.1044001467083369,-1.1044001467083369,-1.1044001467083369
2018-04-29,-1.7089228208460325,-1.7089228208460325,-1.7089228208460325,-1.8500830063475098,-1.8500830063475098,-1.8500830063475098,-1.5749830296619152,-1.5749830296619152,-1.5749830296619152,-1.6457482439780113,-1.6457482439780113,-1.6457482439780113
2018-05-06,-0.7475084607582925,-0.7475084607582925,-0.7475084607582925,-0.9796965437812915,-0.9796965437812915,-0.9796965437812915,-0.8197398226469889,-0.8197398226469889,-0.8197398226469889,-0.936757488959786,-0.936757488959786,-0.936757488959786
2018-05-13,-0.7994901251658791,-0.7994901251658791,-0.7994901251658791,-0.7075250945966964,-0.7075250945966964,-0.7075250945966964,-0.4220729448929513,-0.4220729448929513,-0.4220729448929513,-0.44639680673627286,-0.44639680673627286,-0.44639680673627286
2018-05-20,-1.362128707602739,-1.362128707602739,-1.362128707602739,-0.9496324669616617,-0.9496324669616617,-0.9496324669616617,-0.9686893041201075,-0.9686893041201075,-0.9686893041201075,-1.1364202079127879,-1.1364202079127879,-1.1364202079127879
2018-05-27,-2.3698367340706485,-2.3698367340706485,-2.3698367340706485,-2.142893164648822,-2.142893164648822,-2.142893164648822,-2.3177578597809765,-2.3177578597809765,-2.3177578597809765,-2.220098438130423,-2.220098438130423,-2.220098438130423
2018-06-03,-1.7653060973685457,-1.7653060973685457,-1.7653060973685457,-1.7234290324143373,-1.7234290324143373,-1.7234290324143373,-2.0698778661536403,-2.0698778661536403,-2.0698778661536403,-1.8021756995112792,-1.8021756995112792,-1.8021756995112792
2018-06-10,-1.944282249026336,-1.944282249026336,-1.944282249026336,-1.7158474371870653,-1.7158474371870653,-1.7158474371870653,-1.8615237345005171,-1.8615237345005171,-1.8615237345005171,-1.8220101688604944,-1.8220101688604944,-1.8220101688604944
2018-06-17,-2.196816343243249,-2.196816343243249,-2.196816343243249,-1.9724544380572904,-1.9724544380572904,-1.9724544380572904,-2.249925221250772,-2.249925221250772,-2.249925221250772,-2.317692426548337,-2.317692426548337,-2.317692426548337
2018-06-24,-1.9980497965482764,-1.9980497965482764,-1.9980497965482764,-1.7197122426805809,-1.7197122426805809,-1.7197122426805809,-1.8879276399830363,-1.8879276399830363,-1.8879276399830363,-1.7470215477875708,-1.7470215477875708,-1.7470215477875708
2018-07-01,-1.1539804527063537,-1.1539804527063537,-1.1539804527063537,-1.0653094545085937,-1.0653094545085937,-1.0653094545085937,-1.227008140047324,-1.227008140047324,-1.227008140047324,-0.9926770334044029,-0.9926770334044029,-0.9926770334044029
2018-07-08,-0.6987197794734306,-0.6987197794734306,-0.6987197794734306,-0.5095178886170888,-0.5095178886170888,-0.5095178886170888,-0.6488686703385523,-0.6488686703385523,-0.6488686703385523,-0.4636156056524531,-0.4636156056524531,-0.4636156056524531
2018-07-15,-0.17096565536432165,-0.17096565536432165,-0.17096565536432165,-0.28882199618819226,-0.28882199618819226,-0.28882199618819226,-0.2409768259398029,-0.2409768259398029,-0.2409768259398029,-0.24961178636483417,-0.24961178636483417,-0.24961178636483417
2018-07-22,0.5207728316292919,0.5207728316292919,0.5207728316292919,0.5699869782928851,0.5699869782928851,0.5699869782928851,0.535552170537003,0.535552170537003,0.535552170537003,0.7062559028693071,0.7062559028693071,0.7062559028693071
2018-07-29,0.5703733581791897,0.5703733581791897,0.5703733581791897,0.67939392764005,0.67939392764005,0.67939392764005,0.41952064668112493,0.41952064668112493,0.41952064668112493,0.5819560365482873,0.5819560365482873,0.5819560365482873
2018-08-05,0.19596266323430903,0.19596266323430903,0.19596266323430903,0.20405775864473452,0.20405775864473452,0.20405775864473452,-0.08704512960409776,-0.08704512960409776,-0.08704512960409776,0.0328606441633812,0.0328606441633812,0.0328606441633812
2018-08-12,0.3654667471391325,0.3654667471391325,0.3654667471391325,0.4785288611111294,0.4785288611111294,0.4785288611111294,0.49631075044199363,0.49631075044199363,0.49631075044199363,0.30511823751573913,0.30511823751573913,0.30511823751573913
2018-08-19,0.3772342265945026,0.3772342265945026,0.3772342265945026,0.2846803067185663,0.2846803067185663,0.2846803067185663,0.6448239939536495,0.6448239939536495,0.6448239939536495,0.3648726839209927,0.3648726839209927,0.3648726839209927
