Date,ETFS Physical Swiss Gold Shares_Open_average,ETFS Physical Swiss Gold Shares_Open_max,ETFS Physical Swiss Gold Shares_Open_min,ETFS Physical Swiss Gold Shares_High_average,ETFS Physical Swiss Gold Shares_High_max,ETFS Physical Swiss Gold Shares_High_min,ETFS Physical Swiss Gold Shares_Low_average,ETFS Physical Swiss Gold Shares_Low_max,ETFS Physical Swiss Gold Shares_Low_min,ETFS Physical Swiss Gold Shares_Close_average,ETFS Physical Swiss Gold Shares_Close_max,ETFS Physical Swiss Gold Shares_Close_min
2018-06-17,-1.8287739496636148,-1.8287739496636148,-1.8287739496636148,-1.7849669017213892,-1.7849669017213892,-1.7849669017213892,-1.7796916927382482,-1.7796916927382482,-1.7796916927382482,-1.7929647629535879,-1.7929647629535879,-1.7929647629535879
2018-06-24,-2.003012934220325,-2.003012934220325,-2.003012934220325,-2.008229349132336,-2.008229349132336,-2.008229349132336,-2.1179740486844985,-2.1179740486844985,-2.1179740486844985,-2.1324167251769888,-2.1324167251769888,-2.1324167251769888
2018-07-01,-1.2104041880205811,-1.2104041880205811,-1.2104041880205811,-1.256426777581041,-1.256426777581041,-1.256426777581041,-1.2419731787382293,-1.2419731787382293,-1.2419731787382293,-1.2594958252975228,-1.2594958252975228,-1.2594958252975228
2018-07-08,-1.741313276460243,-1.741313276460243,-1.741313276460243,-1.6383557821019374,-1.6383557821019374,-1.6383557821019374,-1.702119206231425,-1.702119206231425,-1.702119206231425,-1.475144664070367,-1.475144664070367,-1.475144664070367
2018-07-15,-1.7668916010876135,-1.7668916010876135,-1.7668916010876135,-1.8103858631053975,-1.8103858631053975,-1.8103858631053975,-1.804520365869292,-1.804520365869292,-1.804520365869292,-1.7923619850878183,-1.7923619850878183,-1.7923619850878183
2018-07-22,-1.6056605166469107,-1.6056605166469107,-1.6056605166469107,-1.6022637544249034,-1.6022637544249034,-1.6022637544249034,-1.626659304994314,-1.626659304994314,-1.626659304994314,-1.6843263542813625,-1.6843263542813625,-1.6843263542813625
2018-07-29,-1.6426194056988543,-1.6426194056988543,-1.6426194056988543,-1.644450003354771,-1.644450003354771,-1.644450003354771,-1.5762469629418319,-1.5762469629418319,-1.5762469629418319,-1.6200378529353843,-1.6200378529353843,-1.6200378529353843
2018-08-05,-1.5962204161741194,-1.5962204161741194,-1.5962204161741194,-1.61475701311753,-1.61475701311753,-1.61475701311753,-1.6742974983576344,-1.6742974983576344,-1.6742974983576344,-1.6620294609343087,-1.6620294609343087,-1.6620294609343087
2018-08-12,-1.6150941380952435,-1.6150941380952435,-1.6150941380952435,-1.573285151720713,-1.573285151720713,-1.573285151720713,-1.5115194779600039,-1.5115194779600039,-1.5115194779600039,-1.4692247841570545,-1.4692247841570545,-1.4692247841570545
2018-08-19,-0.9980765514025685,-0.9980765514025685,-0.9980765514025685,-0.8819205714762306,-0.8819205714762306,-0.8819205714762306,-0.88542561132005,-0.88542561132005,-0.88542561132005,-0.8141325537347214,-0.8141325537347214,-0.8141325537347214
2018-08-26,-0.970774261631255,-0.970774261631255,-0.970774261631255,-0.9692164962489114,-0.9692164962489114,-0.9692164962489114,-0.9139940740563286,-0.9139940740563286,-0.9139940740563286,-0.9777353400607558,-0.9777353400607558,-0.9777353400607558
2018-09-02,-1.0175612989934464,-1.0175612989934464,-1.0175612989934464,-1.083459306781573,-1.083459306781573,-1.083459306781573,-0.9709341967850906,-0.9709341967850906,-0.9709341967850906,-1.0112542344836928,-1.0112542344836928,-1.0112542344836928
2018-09-09,-0.7773699290535491,-0.7773699290535491,-0.7773699290535491,-0.7363615271677451,-0.7363615271677451,-0.7363615271677451,-0.6973203663181204,-0.6973203663181204,-0.6973203663181204,-0.7334312769058129,-0.7334312769058129,-0.7334312769058129
2018-09-16,-0.6308551560896339,-0.6308551560896339,-0.6308551560896339,-0.5887152925935342,-0.5887152925935342,-0.5887152925935342,-0.7183498028913973,-0.7183498028913973,-0.7183498028913973,-0.7113392446232407,-0.7113392446232407,-0.7113392446232407
2018-09-23,-1.0500514980217435,-1.0500514980217435,-1.0500514980217435,-1.0681024847772167,-1.0681024847772167,-1.0681024847772167,-1.0240319509030624,-1.0240319509030624,-1.0240319509030624,-0.9718680454486506,-0.9718680454486506,-0.9718680454486506
2018-09-30,-1.1611720867033533,-1.1611720867033533,-1.1611720867033533,-1.161172086703344,-1.161172086703344,-1.161172086703344,-1.193240295572147,-1.193240295572147,-1.193240295572147,-0.9414149798838587,-0.9414149798838587,-0.9414149798838587
2018-10-07,1.519617829541052,1.519617829541052,1.519617829541052,1.6339346347065111,1.6339346347065111,1.6339346347065111,1.6773750636011444,1.6773750636011444,1.6773750636011444,1.70654180113712,1.70654180113712,1.70654180113712
2018-10-14,1.3004535065220735,1.3004535065220735,1.3004535065220735,1.1546953718298725,1.1546953718298725,1.1546953718298725,1.4358246545201128,1.4358246545201128,1.4358246545201128,1.5345909181871544,1.5345909181871544,1.5345909181871544
2018-10-21,1.819031151119882,1.819031151119882,1.819031151119882,1.7149978591767925,1.7149978591767925,1.7149978591767925,1.601304218931865,1.601304218931865,1.601304218931865,1.7656059909156747,1.7656059909156747,1.7656059909156747
2018-10-28,1.3821972775546219,1.3821972775546219,1.3821972775546219,1.5021664537066843,1.5021664537066843,1.5021664537066843,1.5336937214337174,1.5336937214337174,1.5336937214337174,1.579654031491003,1.579654031491003,1.579654031491003
2018-11-04,-0.020315258806618046,-0.020315258806618046,-0.020315258806618046,-0.2236992545650745,-0.2236992545650745,-0.2236992545650745,-0.19860727644187492,-0.19860727644187492,-0.19860727644187492,-0.3660580105948032,-0.3660580105948032,-0.3660580105948032
2018-11-11,0.7740285934334167,0.7740285934334167,0.7740285934334167,0.828934859073499,0.828934859073499,0.828934859073499,0.8526030547526653,0.8526030547526653,0.8526030547526653,0.8936807567230273,0.8936807567230273,0.8936807567230273
2018-11-18,0.8617103297409389,0.8617103297409389,0.8617103297409389,0.7515159986618162,0.7515159986618162,0.7515159986618162,0.8779429036990823,0.8779429036990823,0.8779429036990823,0.7540917916813211,0.7540917916813211,0.7540917916813211
2018-11-25,1.231369286972118,1.231369286972118,1.231369286972118,1.146299820878466,1.146299820878466,1.146299820878466,1.1871688529580358,1.1871688529580358,1.1871688529580358,1.0933759270975623,1.0933759270975623,1.0933759270975623
2018-12-02,1.5670079220991207,1.5670079220991207,1.5670079220991207,1.5617096173150637,1.5617096173150637,1.5617096173150637,1.486897901067344,1.486897901067344,1.486897901067344,1.5698997826907697,1.5698997826907697,1.5698997826907697
2018-12-09,1.1808644649072642,1.1808644649072642,1.1808644649072642,1.3503530828854937,1.3503530828854937,1.3503530828854937,1.2508320197180913,1.2508320197180913,1.2508320197180913,1.4004523090373018,1.4004523090373018,1.4004523090373018
2018-12-16,1.8628790532417738,1.8628790532417738,1.8628790532417738,1.910702105929875,1.910702105929875,1.910702105929875,1.9261099837184827,1.9261099837184827,1.9261099837184827,1.9828063790289088,1.9828063790289088,1.9828063790289088
2018-12-23,2.056715457001164,2.056715457001164,2.056715457001164,1.982586733234831,1.982586733234831,1.982586733234831,2.0442332608137224,2.0442332608137224,2.0442332608137224,2.042776072174729,2.042776072174729,2.042776072174729
2018-12-30,2.089075034396058,2.089075034396058,2.089075034396058,2.028423458597729,2.028423458597729,2.028423458597729,1.9954749094520647,1.9954749094520647,1.9954749094520647,1.9042755551329473,1.9042755551329473,1.9042755551329473
2019-01-06,1.6829660930162555,1.6829660930162555,1.6829660930162555,1.5944830120283575,1.5944830120283575,1.5944830120283575,1.650944264603041,1.650944264603041,1.650944264603041,1.618870492727312,1.618870492727312,1.618870492727312
2019-01-13,1.1491383600853782,1.1491383600853782,1.1491383600853782,1.1381332522499523,1.1381332522499523,1.1381332522499523,1.124933590937093,1.124933590937093,1.124933590937093,1.0452288496640192,1.0452288496640192,1.0452288496640192
2019-01-20,1.3892243464823466,1.3892243464823466,1.3892243464823466,1.4568112125284527,1.4568112125284527,1.4568112125284527,1.4206364693264306,1.4206364693264306,1.4206364693264306,1.4829473908224722,1.4829473908224722,1.4829473908224722
2019-01-27,1.4876541407188122,1.4876541407188122,1.4876541407188122,1.4630624398512897,1.4630624398512897,1.4630624398512897,1.483145999229439,1.483145999229439,1.483145999229439,1.4322954998219293,1.4322954998219293,1.4322954998219293
2019-02-03,1.1040083451057852,1.1040083451057852,1.1040083451057852,1.1702420173923165,1.1702420173923165,1.1702420173923165,1.1623996271233048,1.1623996271233048,1.1623996271233048,1.2027521845839952,1.2027521845839952,1.2027521845839952
2019-02-10,1.3518293724710797,1.3518293724710797,1.3518293724710797,1.3470303651796227,1.3470303651796227,1.3470303651796227,1.2641537359455746,1.2641537359455746,1.2641537359455746,1.366234451806399,1.366234451806399,1.366234451806399
2019-02-17,1.5247210258737254,1.5247210258737254,1.5247210258737254,1.4761403123088244,1.4761403123088244,1.4761403123088244,1.4585731002162277,1.4585731002162277,1.4585731002162277,1.3576620550092064,1.3576620550092064,1.3576620550092064
2019-02-24,-0.15062997153403143,-0.15062997153403143,-0.15062997153403143,-0.1141227244913758,-0.1141227244913758,-0.1141227244913758,-0.1386536535383159,-0.1386536535383159,-0.1386536535383159,-0.13717897404824492,-0.13717897404824492,-0.13717897404824492
2019-03-03,0.1521389701223353,0.1521389701223353,0.1521389701223353,0.025208331217679576,0.025208331217679576,0.025208331217679576,-0.0036151847197379654,-0.0036151847197379654,-0.0036151847197379654,0.0,0.0,0.0
2019-03-10,0.34651456355394583,0.34651456355394583,0.34651456355394583,0.32168968338504683,0.32168968338504683,0.32168968338504683,0.4035027729545255,0.4035027729545255,0.4035027729545255,0.30162593524072173,0.30162593524072173,0.30162593524072173
2019-03-17,1.0174851712037942,1.0174851712037942,1.0174851712037942,1.2688046206116148,1.2688046206116148,1.2688046206116148,1.2129142012374436,1.2129142012374436,1.2129142012374436,1.3211477450368316,1.3211477450368316,1.3211477450368316
2019-03-24,-0.6500733564015283,-0.6500733564015283,-0.6500733564015283,-0.6777847602798294,-0.6777847602798294,-0.6777847602798294,-0.919207257371162,-0.919207257371162,-0.919207257371162,-0.9774156998483684,-0.9774156998483684,-0.9774156998483684
2019-03-31,-0.189151870194963,-0.189151870194963,-0.189151870194963,-0.23314511823744477,-0.23314511823744477,-0.23314511823744477,-0.2539699129318785,-0.2539699129318785,-0.2539699129318785,-0.3492151478847945,-0.3492151478847945,-0.3492151478847945
2019-04-07,-1.2598961911150923,-1.2598961911150923,-1.2598961911150923,-1.1219828070786586,-1.1219828070786586,-1.1219828070786586,-1.181473152062998,-1.181473152062998,-1.181473152062998,-0.9961671173264793,-0.9961671173264793,-0.9961671173264793
2019-04-14,-1.7548526693541995,-1.7548526693541995,-1.7548526693541995,-1.8149008252608558,-1.8149008252608558,-1.8149008252608558,-1.6101784534891164,-1.6101784534891164,-1.6101784534891164,-1.6930235971470544,-1.6930235971470544,-1.6930235971470544
2019-04-21,-1.1392015711805497,-1.1392015711805497,-1.1392015711805497,-1.2736090320103353,-1.2736090320103353,-1.2736090320103353,-1.1647076586009217,-1.1647076586009217,-1.1647076586009217,-1.174811344159207,-1.174811344159207,-1.174811344159207
2019-04-28,-1.1233186728583346,-1.1233186728583346,-1.1233186728583346,-1.0369630251918565,-1.0369630251918565,-1.0369630251918565,-1.0472894020756633,-1.0472894020756633,-1.0472894020756633,-1.0049383016379712,-1.0049383016379712,-1.0049383016379712
2019-05-05,0.13680055070540495,0.13680055070540495,0.13680055070540495,0.04506531881852153,0.04506531881852153,0.04506531881852153,0.09024779036631558,0.09024779036631558,0.09024779036631558,0.1620879986373364,0.1620879986373364,0.1620879986373364
2019-05-12,-1.0605122570072532,-1.0605122570072532,-1.0605122570072532,-1.0257604330541406,-1.0257604330541406,-1.0257604330541406,-0.9337834650359553,-0.9337834650359553,-0.9337834650359553,-0.961770872130672,-0.961770872130672,-0.961770872130672
2019-05-19,-0.5502377542843248,-0.5502377542843248,-0.5502377542843248,-0.64227193396394,-0.64227193396394,-0.64227193396394,-0.5240106937511099,-0.5240106937511099,-0.5240106937511099,-0.47284816372198246,-0.47284816372198246,-0.47284816372198246
2019-05-26,1.5135749373285468,1.5135749373285468,1.5135749373285468,2.2579299097690444,2.2579299097690444,2.2579299097690444,1.634834884051897,1.634834884051897,1.634834884051897,1.9979404918586776,1.9979404918586776,1.9979404918586776
2019-06-02,1.9606680559301946,1.9606680559301946,1.9606680559301946,1.5276618928352557,1.5276618928352557,1.5276618928352557,1.902126871019478,1.902126871019478,1.902126871019478,1.6910798804893683,1.6910798804893683,1.6910798804893683
2019-06-09,2.0385552631432113,2.0385552631432113,2.0385552631432113,1.7143440578373998,1.7143440578373998,1.7143440578373998,1.9645603104188025,1.9645603104188025,1.9645603104188025,1.8136608463683583,1.8136608463683583,1.8136608463683583
2019-06-16,2.716308775803162,2.716308775803162,2.716308775803162,2.7270879653887277,2.7270879653887277,2.7270879653887277,2.783215925357631,2.783215925357631,2.783215925357631,2.8261833479732275,2.8261833479732275,2.8261833479732275
2019-06-23,1.825455065977263,1.825455065977263,1.825455065977263,1.6847467639271456,1.6847467639271456,1.6847467639271456,1.7018904255179361,1.7018904255179361,1.7018904255179361,1.5661434197987565,1.5661434197987565,1.5661434197987565
2019-06-30,1.6129681890202776,1.6129681890202776,1.6129681890202776,1.4873057412672306,1.4873057412672306,1.4873057412672306,1.5544088381872294,1.5544088381872294,1.5544088381872294,1.425107287919558,1.425107287919558,1.425107287919558
2019-07-07,1.4877064559151831,1.4877064559151831,1.4877064559151831,1.4387306249921081,1.4387306249921081,1.4387306249921081,1.542670588697976,1.542670588697976,1.542670588697976,1.5468480780298586,1.5468480780298586,1.5468480780298586
2019-07-14,1.454453314749471,1.454453314749471,1.454453314749471,1.4036077592950096,1.4036077592950096,1.4036077592950096,1.5123182703557974,1.5123182703557974,1.5123182703557974,1.4303674211071347,1.4303674211071347,1.4303674211071347
2019-07-21,1.1641376225832918,1.1641376225832918,1.1641376225832918,1.1835014200338894,1.1835014200338894,1.1835014200338894,1.1795356970087425,1.1795356970087425,1.1795356970087425,1.2316513672038254,1.2316513672038254,1.2316513672038254
2019-07-28,1.5559810360740562,1.5559810360740562,1.5559810360740562,1.578951488132451,1.578951488132451,1.578951488132451,1.5159118426573512,1.5159118426573512,1.5159118426573512,1.5188055382137997,1.5188055382137997,1.5188055382137997
2019-08-04,1.7494054651500712,1.7494054651500712,1.7494054651500712,1.851923612045078,1.851923612045078,1.851923612045078,1.8325693808576198,1.8325693808576198,1.8325693808576198,1.8530334530244443,1.8530334530244443,1.8530334530244443
2019-08-11,1.462419984019631,1.462419984019631,1.462419984019631,1.4067025146890908,1.4067025146890908,1.4067025146890908,1.471660801708024,1.471660801708024,1.471660801708024,1.3999268775529838,1.3999268775529838,1.3999268775529838
2019-08-18,1.67565259497978,1.67565259497978,1.67565259497978,1.6617054056815994,1.6617054056815994,1.6617054056815994,1.689142852420364,1.689142852420364,1.689142852420364,1.6379394954973654,1.6379394954973654,1.6379394954973654
2019-08-25,1.3934424951389148,1.3934424951389148,1.3934424951389148,1.3639120602595762,1.3639120602595762,1.3639120602595762,1.3465928020522855,1.3465928020522855,1.3465928020522855,1.3554597269886035,1.3554597269886035,1.3554597269886035
2019-09-01,1.0235287384437537,1.0235287384437537,1.0235287384437537,0.9200820650744208,0.9200820650744208,0.9200820650744208,0.919890574439411,0.919890574439411,0.919890574439411,0.8608710950501784,0.8608710950501784,0.8608710950501784
2019-09-08,0.7801560468156065,0.7801560468156065,0.7801560468156065,0.7337103002434655,0.7337103002434655,0.7337103002434655,0.7981017449920401,0.7981017449920401,0.7981017449920401,0.7419228390915086,0.7419228390915086,0.7419228390915086
2019-09-15,0.961958420456509,0.961958420456509,0.961958420456509,0.9632227938597342,0.9632227938597342,0.9632227938597342,1.0404284457655852,1.0404284457655852,1.0404284457655852,1.0595947320003307,1.0595947320003307,1.0595947320003307
2019-09-22,0.13527908963891921,0.13527908963891921,0.13527908963891921,0.08504527109519205,0.08504527109519205,0.08504527109519205,-0.11998673852519202,-0.11998673852519202,-0.11998673852519202,-0.028958254550823962,-0.028958254550823962,-0.028958254550823962
2019-09-29,0.3320993744102464,0.3320993744102464,0.3320993744102464,0.31099444787416086,0.31099444787416086,0.31099444787416086,0.2927236336141601,0.2927236336141601,0.2927236336141601,0.24119299666505253,0.24119299666505253,0.24119299666505253
2019-10-06,-0.023368834406301688,-0.023368834406301688,-0.023368834406301688,-0.06822644191980529,-0.06822644191980529,-0.06822644191980529,0.1336863399403701,0.1336863399403701,0.1336863399403701,0.0793419306442361,0.0793419306442361,0.0793419306442361
2019-10-13,-0.06177797346611377,-0.06177797346611377,-0.06177797346611377,-0.25417064036446424,-0.25417064036446424,-0.25417064036446424,-0.23653236310592507,-0.23653236310592507,-0.23653236310592507,-0.352763154636835,-0.352763154636835,-0.352763154636835
2019-10-20,-0.1908962968857312,-0.1908962968857312,-0.1908962968857312,-0.4476778456307921,-0.4476778456307921,-0.4476778456307921,-0.2556386310568994,-0.2556386310568994,-0.2556386310568994,-0.2880923133176682,-0.2880923133176682,-0.2880923133176682
2019-10-27,0.0457088134220259,0.0457088134220259,0.0457088134220259,0.5911151008800576,0.5911151008800576,0.5911151008800576,0.26806534957834144,0.26806534957834144,0.26806534957834144,0.36119426564631196,0.36119426564631196,0.36119426564631196
2019-11-03,-2.2496161800893484,-2.2496161800893484,-2.2496161800893484,-2.138711625172236,-2.138711625172236,-2.138711625172236,-2.1360613922518086,-2.1360613922518086,-2.1360613922518086,-2.06334633778523,-2.06334633778523,-2.06334633778523
2019-11-10,-1.571699925690388,-1.571699925690388,-1.571699925690388,-1.3481904897779677,-1.3481904897779677,-1.3481904897779677,-1.9053953784937219,-1.9053953784937219,-1.9053953784937219,-1.1153745896164162,-1.1153745896164162,-1.1153745896164162
2019-11-17,-1.6170791269024516,-1.6170791269024516,-1.6170791269024516,-1.6079717203369923,-1.6079717203369923,-1.6079717203369923,-1.1819071183513576,-1.1819071183513576,-1.1819071183513576,-1.5766147062164124,-1.5766147062164124,-1.5766147062164124
2019-11-24,-1.4017679091162143,-1.4017679091162143,-1.4017679091162143,-1.2546145812201364,-1.2546145812201364,-1.2546145812201364,-0.8824538840990884,-0.8824538840990884,-0.8824538840990884,-1.1070443317991372,-1.1070443317991372,-1.1070443317991372
2019-12-01,-1.036587260203393,-1.036587260203393,-1.036587260203393,-1.1462750341118855,-1.1462750341118855,-1.1462750341118855,-0.7180583580994709,-0.7180583580994709,-0.7180583580994709,-0.989343247915485,-0.989343247915485,-0.989343247915485
2019-12-08,-0.22708325622534664,-0.22708325622534664,-0.22708325622534664,-0.326087669974852,-0.326087669974852,-0.326087669974852,-0.041148003484386776,-0.041148003484386776,-0.041148003484386776,-0.20221221037046652,-0.20221221037046652,-0.20221221037046652
2019-12-15,-0.027610024995339138,-0.027610024995339138,-0.027610024995339138,0.1216827875566266,0.1216827875566266,0.1216827875566266,0.3836626296551884,0.3836626296551884,0.3836626296551884,0.480266774928915,0.480266774928915,0.480266774928915
2019-12-22,1.5230478810270427,1.5230478810270427,1.5230478810270427,1.5089519931754396,1.5089519931754396,1.5089519931754396,1.6432244266659222,1.6432244266659222,1.6432244266659222,1.732652408085841,1.732652408085841,1.732652408085841
2019-12-29,2.367283991843181,2.367283991843181,2.367283991843181,2.357203783445554,2.357203783445554,2.357203783445554,2.243215087616542,2.243215087616542,2.243215087616542,2.3491958477886135,2.3491958477886135,2.3491958477886135
