Date,iShares Emerging Markets Dividend_Open_average,iShares Emerging Markets Dividend_Open_max,iShares Emerging Markets Dividend_Open_min,iShares Emerging Markets Dividend_High_average,iShares Emerging Markets Dividend_High_max,iShares Emerging Markets Dividend_High_min,iShares Emerging Markets Dividend_Low_average,iShares Emerging Markets Dividend_Low_max,iShares Emerging Markets Dividend_Low_min,iShares Emerging Markets Dividend_Close_average,iShares Emerging Markets Dividend_Close_max,iShares Emerging Markets Dividend_Close_min
2018-04-08,-1.4633927478590436,-1.4633927478590436,-1.4633927478590436,-1.5272232564374224,-1.5272232564374224,-1.5272232564374224,-1.275789340215529,-1.275789340215529,-1.275789340215529,-1.2275388322416896,-1.2275388322416896,-1.2275388322416896
2018-04-15,-1.3413889031746764,-1.3413889031746764,-1.3413889031746764,-1.4199399045204157,-1.4199399045204157,-1.4199399045204157,-1.2409967294865942,-1.2409967294865942,-1.2409967294865942,-1.4097744577578675,-1.4097744577578675,-1.4097744577578675
2018-04-22,-1.252338071011437,-1.252338071011437,-1.252338071011437,-1.3229792316158522,-1.3229792316158522,-1.3229792316158522,-1.3473586630769139,-1.3473586630769139,-1.3473586630769139,-1.404952688783756,-1.404952688783756,-1.404952688783756
2018-04-29,-1.6370803211173357,-1.6370803211173357,-1.6370803211173357,-1.6039664761089643,-1.6039664761089643,-1.6039664761089643,-1.4509270608256022,-1.4509270608256022,-1.4509270608256022,-1.4596709744344454,-1.4596709744344454,-1.4596709744344454
2018-05-06,-0.9695865396455469,-0.9695865396455469,-0.9695865396455469,-0.8909713207206627,-0.8909713207206627,-0.8909713207206627,-0.8188835457593548,-0.8188835457593548,-0.8188835457593548,-0.9005174564220199,-0.9005174564220199,-0.9005174564220199
2018-05-13,-1.0946653370853943,-1.0946653370853943,-1.0946653370853943,-1.0339242683137795,-1.0339242683137795,-1.0339242683137795,-0.8892405503294678,-0.8892405503294678,-0.8892405503294678,-0.8801452808670807,-0.8801452808670807,-0.8801452808670807
2018-05-20,-1.1701155191035497,-1.1701155191035497,-1.1701155191035497,-1.086431456795165,-1.086431456795165,-1.086431456795165,-0.9555770176483778,-0.9555770176483778,-0.9555770176483778,-0.9925085020794573,-0.9925085020794573,-0.9925085020794573
2018-05-27,-0.43159860228591534,-0.43159860228591534,-0.43159860228591534,-0.326532821208214,-0.326532821208214,-0.326532821208214,-0.17219732660410839,-0.17219732660410839,-0.17219732660410839,-0.1050255544648715,-0.1050255544648715,-0.1050255544648715
2018-06-03,-0.34156939561772764,-0.34156939561772764,-0.34156939561772764,-0.257747775713627,-0.257747775713627,-0.257747775713627,-0.14005121602461987,-0.14005121602461987,-0.14005121602461987,-0.21371331989492828,-0.21371331989492828,-0.21371331989492828
2018-06-10,-1.85604524446237,-1.85604524446237,-1.85604524446237,-1.9361703885634631,-1.9361703885634631,-1.9361703885634631,-2.2948227407534576,-2.2948227407534576,-2.2948227407534576,-1.8949673921492594,-1.8949673921492594,-1.8949673921492594
