Date,iShares Core S&P Total US Stock Market_Open_average,iShares Core S&P Total US Stock Market_Open_max,iShares Core S&P Total US Stock Market_Open_min,iShares Core S&P Total US Stock Market_High_average,iShares Core S&P Total US Stock Market_High_max,iShares Core S&P Total US Stock Market_High_min,iShares Core S&P Total US Stock Market_Low_average,iShares Core S&P Total US Stock Market_Low_max,iShares Core S&P Total US Stock Market_Low_min,iShares Core S&P Total US Stock Market_Close_average,iShares Core S&P Total US Stock Market_Close_max,iShares Core S&P Total US Stock Market_Close_min
2018-04-08,-0.48858960076454383,-0.48858960076454383,-0.48858960076454383,-0.645900818123309,-0.645900818123309,-0.645900818123309,-0.25299399689585195,-0.25299399689585195,-0.25299399689585195,-0.35265911343572953,-0.35265911343572953,-0.35265911343572953
2018-04-15,-0.29818998550286335,-0.29818998550286335,-0.29818998550286335,-0.5381659507433824,-0.5381659507433824,-0.5381659507433824,-0.1854668895084162,-0.1854668895084162,-0.1854668895084162,-0.3038785355668546,-0.3038785355668546,-0.3038785355668546
2018-04-22,-0.20486628789673494,-0.20486628789673494,-0.20486628789673494,-0.4887980591521715,-0.4887980591521715,-0.4887980591521715,-0.1997727478582907,-0.1997727478582907,-0.1997727478582907,-0.5338892127482601,-0.5338892127482601,-0.5338892127482601
2018-04-29,-0.1320419045332475,-0.1320419045332475,-0.1320419045332475,-0.27036291360418413,-0.27036291360418413,-0.27036291360418413,0.11809553968150349,0.11809553968150349,0.11809553968150349,-0.07340818357665468,-0.07340818357665468,-0.07340818357665468
2018-05-06,0.8939615164442258,0.8939615164442258,0.8939615164442258,0.7634391447568436,0.7634391447568436,0.7634391447568436,0.9160086311677686,0.9160086311677686,0.9160086311677686,0.7568601866297902,0.7568601866297902,0.7568601866297902
2018-05-13,0.8741711641605624,0.8741711641605624,0.8741711641605624,0.8375330553410469,0.8375330553410469,0.8375330553410469,0.9965660161439822,0.9965660161439822,0.9965660161439822,0.8826162782356858,0.8826162782356858,0.8826162782356858
2018-05-20,0.7703649389102444,0.7703649389102444,0.7703649389102444,0.6599258770720402,0.6599258770720402,0.6599258770720402,0.8535041024848493,0.8535041024848493,0.8535041024848493,0.7755537211855372,0.7755537211855372,0.7755537211855372
2018-05-27,1.0847315699176796,1.0847315699176796,1.0847315699176796,1.095814844001135,1.095814844001135,1.095814844001135,1.1389784339028277,1.1389784339028277,1.1389784339028277,1.1713423907424376,1.1713423907424376,1.1713423907424376
2018-06-03,1.7432078605398802,1.7432078605398802,1.7432078605398802,1.862824811432916,1.862824811432916,1.862824811432916,1.7015399810080778,1.7015399810080778,1.7015399810080778,1.7048046449218037,1.7048046449218037,1.7048046449218037
2018-06-10,1.3562270196187498,1.3562270196187498,1.3562270196187498,1.495208023775934,1.495208023775934,1.495208023775934,1.2477690498309275,1.2477690498309275,1.2477690498309275,1.4353892580058132,1.4353892580058132,1.4353892580058132
