Date,iShares MSCI Emerging Markets_Open_average,iShares MSCI Emerging Markets_Open_max,iShares MSCI Emerging Markets_Open_min,iShares MSCI Emerging Markets_High_average,iShares MSCI Emerging Markets_High_max,iShares MSCI Emerging Markets_High_min,iShares MSCI Emerging Markets_Low_average,iShares MSCI Emerging Markets_Low_max,iShares MSCI Emerging Markets_Low_min,iShares MSCI Emerging Markets_Close_average,iShares MSCI Emerging Markets_Close_max,iShares MSCI Emerging Markets_Close_min
2018-04-08,-0.972062548205756,-0.972062548205756,-0.972062548205756,-1.1301127957254258,-1.1301127957254258,-1.1301127957254258,-0.7013974689334467,-0.7013974689334467,-0.7013974689334467,-0.7698111645083472,-0.7698111645083472,-0.7698111645083472
2018-04-15,-1.0534481860460931,-1.0534481860460931,-1.0534481860460931,-1.2119449255143138,-1.2119449255143138,-1.2119449255143138,-0.9539573620726796,-0.9539573620726796,-0.9539573620726796,-1.1194566647580038,-1.1194566647580038,-1.1194566647580038
2018-04-22,-0.8031944402638969,-0.8031944402638969,-0.8031944402638969,-0.9998564179288795,-0.9998564179288795,-0.9998564179288795,-0.803393381983028,-0.803393381983028,-0.803393381983028,-1.0246794927008382,-1.0246794927008382,-1.0246794927008382
2018-04-29,-1.7213920924646573,-1.7213920924646573,-1.7213920924646573,-1.6666803657621656,-1.6666803657621656,-1.6666803657621656,-1.4070021101612409,-1.4070021101612409,-1.4070021101612409,-1.4728857729730787,-1.4728857729730787,-1.4728857729730787
2018-05-06,-0.3623968584537144,-0.3623968584537144,-0.3623968584537144,-0.47745041661596216,-0.47745041661596216,-0.47745041661596216,-0.29504275006428377,-0.29504275006428377,-0.29504275006428377,-0.45931919331593624,-0.45931919331593624,-0.45931919331593624
2018-05-13,-1.2327603758716736,-1.2327603758716736,-1.2327603758716736,-1.3311574137547129,-1.3311574137547129,-1.3311574137547129,-1.196139879478755,-1.196139879478755,-1.196139879478755,-1.1649072029870309,-1.1649072029870309,-1.1649072029870309
2018-05-20,-1.290758510966987,-1.290758510966987,-1.290758510966987,-1.246323577919396,-1.246323577919396,-1.246323577919396,-1.070282721967166,-1.070282721967166,-1.070282721967166,-1.0133238411120045,-1.0133238411120045,-1.0133238411120045
2018-05-27,-0.7289349421100546,-0.7289349421100546,-0.7289349421100546,-0.733057491486102,-0.733057491486102,-0.733057491486102,-0.4733012947069131,-0.4733012947069131,-0.4733012947069131,-0.5636802131188494,-0.5636802131188494,-0.5636802131188494
2018-06-03,-1.0159874943488474,-1.0159874943488474,-1.0159874943488474,-1.0951144250478384,-1.0951144250478384,-1.0951144250478384,-0.9609369649101469,-0.9609369649101469,-0.9609369649101469,-1.0125015906536674,-1.0125015906536674,-1.0125015906536674
2018-06-10,-2.39548030200003,-2.39548030200003,-2.39548030200003,-2.392650304444455,-2.392650304444455,-2.392650304444455,-2.6690857810589463,-2.6690857810589463,-2.6690857810589463,-2.3758556481789608,-2.3758556481789608,-2.3758556481789608
2018-06-17,-2.3762948973642057,-2.3762948973642057,-2.3762948973642057,-2.430134863014071,-2.430134863014071,-2.430134863014071,-2.607164626226467,-2.607164626226467,-2.607164626226467,-2.5755265546556196,-2.5755265546556196,-2.5755265546556196
2018-06-24,-2.1953786374884077,-2.1953786374884077,-2.1953786374884077,-2.1124317455844963,-2.1124317455844963,-2.1124317455844963,-2.082817220578928,-2.082817220578928,-2.082817220578928,-2.111465930605511,-2.111465930605511,-2.111465930605511
2018-07-01,-1.1241670662358774,-1.1241670662358774,-1.1241670662358774,-1.129904084132088,-1.129904084132088,-1.129904084132088,-1.1052949010412223,-1.1052949010412223,-1.1052949010412223,-1.070862056039389,-1.070862056039389,-1.070862056039389
2018-07-08,-1.1496318980273754,-1.1496318980273754,-1.1496318980273754,-1.2214325831264479,-1.2214325831264479,-1.2214325831264479,-1.1191613428107603,-1.1191613428107603,-1.1191613428107603,-1.228166914676645,-1.228166914676645,-1.228166914676645
2018-07-15,-0.9240187206888604,-0.9240187206888604,-0.9240187206888604,-1.0093879570715392,-1.0093879570715392,-1.0093879570715392,-0.9182399505980186,-0.9182399505980186,-0.9182399505980186,-1.017176011880235,-1.017176011880235,-1.017176011880235
2018-07-22,-0.2053556763234326,-0.2053556763234326,-0.2053556763234326,-0.25600432492599356,-0.25600432492599356,-0.25600432492599356,-0.25802832548855115,-0.25802832548855115,-0.25802832548855115,-0.3272638115254934,-0.3272638115254934,-0.3272638115254934
2018-07-29,-0.6726358901875243,-0.6726358901875243,-0.6726358901875243,-0.676783481778637,-0.676783481778637,-0.676783481778637,-0.6033641234420387,-0.6033641234420387,-0.6033641234420387,-0.6993957914164485,-0.6993957914164485,-0.6993957914164485
2018-08-05,-1.2432000980560298,-1.2432000980560298,-1.2432000980560298,-1.2605170940916504,-1.2605170940916504,-1.2605170940916504,-1.3104851364379901,-1.3104851364379901,-1.3104851364379901,-1.4156679068897198,-1.4156679068897198,-1.4156679068897198
