Date,ETFS Bloomberg All Commodity Longer Dated StrategyEtf_Open_average,ETFS Bloomberg All Commodity Longer Dated StrategyEtf_Open_max,ETFS Bloomberg All Commodity Longer Dated StrategyEtf_Open_min,ETFS Bloomberg All Commodity Longer Dated StrategyEtf_High_average,ETFS Bloomberg All Commodity Longer Dated StrategyEtf_High_max,ETFS Bloomberg All Commodity Longer Dated StrategyEtf_High_min,ETFS Bloomberg All Commodity Longer Dated StrategyEtf_Low_average,ETFS Bloomberg All Commodity Longer Dated StrategyEtf_Low_max,ETFS Bloomberg All Commodity Longer Dated StrategyEtf_Low_min,ETFS Bloomberg All Commodity Longer Dated StrategyEtf_Close_average,ETFS Bloomberg All Commodity Longer Dated StrategyEtf_Close_max,ETFS Bloomberg All Commodity Longer Dated StrategyEtf_Close_min
2018-05-27,1.3918249511589804,1.3918249511589804,1.3918249511589804,1.4104440431441125,1.4104440431441125,1.4104440431441125,1.3894714646251476,1.3894714646251476,1.3894714646251476,1.4221890560907597,1.4221890560907597,1.4221890560907597
2018-06-03,1.3035553174664696,1.3035553174664696,1.3035553174664696,1.245940312590016,1.245940312590016,1.245940312590016,1.071560452459094,1.071560452459094,1.071560452459094,1.0352243169718403,1.0352243169718403,1.0352243169718403
2018-06-10,0.013339854602955883,0.013339854602955883,0.013339854602955883,-0.07630198098118683,-0.07630198098118683,-0.07630198098118683,0.06557421778494353,0.06557421778494353,0.06557421778494353,-0.008460612350513498,-0.008460612350513498,-0.008460612350513498
2018-06-17,-0.7509719799601141,-0.7509719799601141,-0.7509719799601141,-0.8501261171145679,-0.8501261171145679,-0.8501261171145679,-0.6878097362880473,-0.6878097362880473,-0.6878097362880473,-0.7909803495314432,-0.7909803495314432,-0.7909803495314432
2018-06-24,-0.7291267757663024,-0.7291267757663024,-0.7291267757663024,-0.8408782645777135,-0.8408782645777135,-0.8408782645777135,-0.7215802787644262,-0.7215802787644262,-0.7215802787644262,-0.8183158117854167,-0.8183158117854167,-0.8183158117854167
2018-07-01,-1.398168910573316,-1.398168910573316,-1.398168910573316,-1.3919154745719537,-1.3919154745719537,-1.3919154745719537,-1.4126472392411307,-1.4126472392411307,-1.4126472392411307,-1.391158425096081,-1.391158425096081,-1.391158425096081
2018-07-08,-2.1525779343318225,-2.1525779343318225,-2.1525779343318225,-2.2518963159329832,-2.2518963159329832,-2.2518963159329832,-2.1836798134614033,-2.1836798134614033,-2.1836798134614033,-2.280206739097228,-2.280206739097228,-2.280206739097228
2018-07-15,-2.059527075171744,-2.059527075171744,-2.059527075171744,-2.048646061042711,-2.048646061042711,-2.048646061042711,-2.0833404731936254,-2.0833404731936254,-2.0833404731936254,-2.0803253740429573,-2.0803253740429573,-2.0803253740429573
2018-07-22,-1.1478362030802178,-1.1478362030802178,-1.1478362030802178,-1.2233924775924725,-1.2233924775924725,-1.2233924775924725,-1.205484627996564,-1.205484627996564,-1.205484627996564,-1.2747848464744513,-1.2747848464744513,-1.2747848464744513
2018-07-29,-1.172227896057993,-1.172227896057993,-1.172227896057993,-1.2420092882937426,-1.2420092882937426,-1.2420092882937426,-1.1832346327914782,-1.1832346327914782,-1.1832346327914782,-1.2464851265925028,-1.2464851265925028,-1.2464851265925028
2018-08-05,-1.108154783912258,-1.108154783912258,-1.108154783912258,-1.1717280597493571,-1.1717280597493571,-1.1717280597493571,-1.105718035998258,-1.105718035998258,-1.105718035998258,-1.1631582439577288,-1.1631582439577288,-1.1631582439577288
2018-08-12,-1.4878779094233547,-1.4878779094233547,-1.4878779094233547,-1.5012183638506447,-1.5012183638506447,-1.5012183638506447,-1.4923873465845228,-1.4923873465845228,-1.4923873465845228,-1.5000798912186941,-1.5000798912186941,-1.5000798912186941
2018-08-19,-1.1381366756485265,-1.1381366756485265,-1.1381366756485265,-1.1656554767756893,-1.1656554767756893,-1.1656554767756893,-1.218304597549603,-1.218304597549603,-1.218304597549603,-1.244853531968224,-1.244853531968224,-1.244853531968224
2018-08-26,-1.1329627055279432,-1.1329627055279432,-1.1329627055279432,-1.155801795118659,-1.155801795118659,-1.155801795118659,-1.1683376483483074,-1.1683376483483074,-1.1683376483483074,-1.1905790503478528,-1.1905790503478528,-1.1905790503478528
