Date,iShares MSCI Netherlands_Open_average,iShares MSCI Netherlands_Open_max,iShares MSCI Netherlands_Open_min,iShares MSCI Netherlands_High_average,iShares MSCI Netherlands_High_max,iShares MSCI Netherlands_High_min,iShares MSCI Netherlands_Low_average,iShares MSCI Netherlands_Low_max,iShares MSCI Netherlands_Low_min,iShares MSCI Netherlands_Close_average,iShares MSCI Netherlands_Close_max,iShares MSCI Netherlands_Close_min
2018-04-08,0.5576040582562418,0.5576040582562418,0.5576040582562418,0.38741185252410626,0.38741185252410626,0.38741185252410626,0.6427501789305228,0.6427501789305228,0.6427501789305228,0.5506248604405708,0.5506248604405708,0.5506248604405708
2018-04-15,0.08239749604195581,0.08239749604195581,0.08239749604195581,-0.1318040980151299,-0.1318040980151299,-0.1318040980151299,0.1645991837625705,0.1645991837625705,0.1645991837625705,0.0204772277785163,0.0204772277785163,0.0204772277785163
2018-04-22,-0.005128172661236207,-0.005128172661236207,-0.005128172661236207,-0.15559506538662318,-0.15559506538662318,-0.15559506538662318,0.279279420002747,0.279279420002747,0.279279420002747,-0.05670734713534914,-0.05670734713534914,-0.05670734713534914
2018-04-29,-0.6626277488387957,-0.6626277488387957,-0.6626277488387957,-1.0378586807259649,-1.0378586807259649,-1.0378586807259649,-0.44313314801662274,-0.44313314801662274,-0.44313314801662274,-0.7561235046902779,-0.7561235046902779,-0.7561235046902779
2018-05-06,0.5520471482646233,0.5520471482646233,0.5520471482646233,0.31328637745499516,0.31328637745499516,0.31328637745499516,0.5279676056733374,0.5279676056733374,0.5279676056733374,0.21372783690453148,0.21372783690453148,0.21372783690453148
2018-05-13,0.13844415253248066,0.13844415253248066,0.13844415253248066,-0.07138306102483602,-0.07138306102483602,-0.07138306102483602,0.3062697879624526,0.3062697879624526,0.3062697879624526,0.23822981820109373,0.23822981820109373,0.23822981820109373
2018-05-20,-1.170602572699005,-1.170602572699005,-1.170602572699005,-1.2148194001500376,-1.2148194001500376,-1.2148194001500376,-0.8266680966257719,-0.8266680966257719,-0.8266680966257719,-0.7970044233770089,-0.7970044233770089,-0.7970044233770089
2018-05-27,-0.8344275426281456,-0.8344275426281456,-0.8344275426281456,-1.2139523321423376,-1.2139523321423376,-1.2139523321423376,-0.7009591056938064,-0.7009591056938064,-0.7009591056938064,-0.978553354485404,-0.978553354485404,-0.978553354485404
2018-06-03,0.4244650464914292,0.4244650464914292,0.4244650464914292,0.8059208901367719,0.8059208901367719,0.8059208901367719,0.7280696758224288,0.7280696758224288,0.7280696758224288,0.7916256812157971,0.7916256812157971,0.7916256812157971
2018-06-10,-1.6590646750525067,-1.6590646750525067,-1.6590646750525067,-1.6585159674907965,-1.6585159674907965,-1.6585159674907965,-1.332960917489932,-1.332960917489932,-1.332960917489932,-1.2013980605115415,-1.2013980605115415,-1.2013980605115415
