Date,Guggenheim CurrencyShares Australian Dollar_Open_average,Guggenheim CurrencyShares Australian Dollar_Open_max,Guggenheim CurrencyShares Australian Dollar_Open_min,Guggenheim CurrencyShares Australian Dollar_High_average,Guggenheim CurrencyShares Australian Dollar_High_max,Guggenheim CurrencyShares Australian Dollar_High_min,Guggenheim CurrencyShares Australian Dollar_Low_average,Guggenheim CurrencyShares Australian Dollar_Low_max,Guggenheim CurrencyShares Australian Dollar_Low_min,Guggenheim CurrencyShares Australian Dollar_Close_average,Guggenheim CurrencyShares Australian Dollar_Close_max,Guggenheim CurrencyShares Australian Dollar_Close_min
2018-04-08,-0.3854437009988394,-0.3854437009988394,-0.3854437009988394,-0.4706002224200565,-0.4706002224200565,-0.4706002224200565,-0.31794386878535924,-0.31794386878535924,-0.31794386878535924,-0.3847838363500726,-0.3847838363500726,-0.3847838363500726
2018-04-15,-1.2890742070370977,-1.2890742070370977,-1.2890742070370977,-1.3694044850279314,-1.3694044850279314,-1.3694044850279314,-1.4200405480246616,-1.4200405480246616,-1.4200405480246616,-1.4998747795745353,-1.4998747795745353,-1.4998747795745353
2018-04-22,-1.8761010600378178,-1.8761010600378178,-1.8761010600378178,-1.893353189189693,-1.893353189189693,-1.893353189189693,-1.8954749478241946,-1.8954749478241946,-1.8954749478241946,-1.9803652093453088,-1.9803652093453088,-1.9803652093453088
2018-04-29,-1.816473009302814,-1.816473009302814,-1.816473009302814,-1.7524635001255018,-1.7524635001255018,-1.7524635001255018,-1.7690792017898715,-1.7690792017898715,-1.7690792017898715,-1.7167063522391754,-1.7167063522391754,-1.7167063522391754
2018-05-06,-1.1486936839294006,-1.1486936839294006,-1.1486936839294006,-1.2510600939961467,-1.2510600939961467,-1.2510600939961467,-1.2764172569207224,-1.2764172569207224,-1.2764172569207224,-1.3436419179442098,-1.3436419179442098,-1.3436419179442098
2018-05-13,-1.0616713652061989,-1.0616713652061989,-1.0616713652061989,-0.9641530330199637,-0.9641530330199637,-0.9641530330199637,-0.9634874468094206,-0.9634874468094206,-0.9634874468094206,-0.8092561367350032,-0.8092561367350032,-0.8092561367350032
2018-05-20,-0.9096062020384075,-0.9096062020384075,-0.9096062020384075,-0.9692676127196226,-0.9692676127196226,-0.9692676127196226,-0.8647604535905614,-0.8647604535905614,-0.8647604535905614,-0.9377984185570255,-0.9377984185570255,-0.9377984185570255
2018-05-27,0.036428258605955784,0.036428258605955784,0.036428258605955784,-0.0734053718207731,-0.0734053718207731,-0.0734053718207731,0.016335480654346524,0.016335480654346524,0.016335480654346524,-0.02614785227993758,-0.02614785227993758,-0.02614785227993758
2018-06-03,-0.23367043272670257,-0.23367043272670257,-0.23367043272670257,-0.2537872406811799,-0.2537872406811799,-0.2537872406811799,-0.15789912514247467,-0.15789912514247467,-0.15789912514247467,-0.2178429972738569,-0.2178429972738569,-0.2178429972738569
2018-06-10,-1.8051191799356692,-1.8051191799356692,-1.8051191799356692,-1.8794570977209355,-1.8794570977209355,-1.8794570977209355,-1.837452902556775,-1.837452902556775,-1.837452902556775,-1.816014236182208,-1.816014236182208,-1.816014236182208
2018-06-17,-1.5936801312708129,-1.5936801312708129,-1.5936801312708129,-1.6867388333234306,-1.6867388333234306,-1.6867388333234306,-1.630006482339757,-1.630006482339757,-1.630006482339757,-1.6284733355057128,-1.6284733355057128,-1.6284733355057128
2018-06-24,-1.8650205518834215,-1.8650205518834215,-1.8650205518834215,-1.8996897730359041,-1.8996897730359041,-1.8996897730359041,-1.9149377672427614,-1.9149377672427614,-1.9149377672427614,-1.837962997986468,-1.837962997986468,-1.837962997986468
2018-07-01,-0.5904581067799178,-0.5904581067799178,-0.5904581067799178,-0.5968676597376034,-0.5968676597376034,-0.5968676597376034,-0.5877261337130147,-0.5877261337130147,-0.5877261337130147,-0.605839231796807,-0.605839231796807,-0.605839231796807
2018-07-08,-1.0026450550848918,-1.0026450550848918,-1.0026450550848918,-0.9295643831215608,-0.9295643831215608,-0.9295643831215608,-0.861889314604445,-0.861889314604445,-0.861889314604445,-0.9075810908659968,-0.9075810908659968,-0.9075810908659968
2018-07-15,-1.1103347955832854,-1.1103347955832854,-1.1103347955832854,-1.17264363741636,-1.17264363741636,-1.17264363741636,-1.0989182920501144,-1.0989182920501144,-1.0989182920501144,-1.1229142091779478,-1.1229142091779478,-1.1229142091779478
2018-07-22,-0.9011973349080591,-0.9011973349080591,-0.9011973349080591,-0.8290989176750146,-0.8290989176750146,-0.8290989176750146,-0.7238290362618568,-0.7238290362618568,-0.7238290362618568,-0.7185206230052334,-0.7185206230052334,-0.7185206230052334
