Date,SPDR Gold SharesEtf_Open_average,SPDR Gold SharesEtf_Open_max,SPDR Gold SharesEtf_Open_min,SPDR Gold SharesEtf_High_average,SPDR Gold SharesEtf_High_max,SPDR Gold SharesEtf_High_min,SPDR Gold SharesEtf_Low_average,SPDR Gold SharesEtf_Low_max,SPDR Gold SharesEtf_Low_min,SPDR Gold SharesEtf_Close_average,SPDR Gold SharesEtf_Close_max,SPDR Gold SharesEtf_Close_min
2018-08-05,-1.648487530083973,-1.648487530083973,-1.648487530083973,-1.6211257976362135,-1.6211257976362135,-1.6211257976362135,-1.6418749519011029,-1.6418749519011029,-1.6418749519011029,-1.658050708779067,-1.658050708779067,-1.658050708779067
2018-08-12,-2.020746381231432,-2.020746381231432,-2.020746381231432,-1.9979526123855456,-1.9979526123855456,-1.9979526123855456,-2.038196116512135,-2.038196116512135,-2.038196116512135,-1.9358034083598834,-1.9358034083598834,-1.9358034083598834
2018-08-19,-1.4994011619190233,-1.4994011619190233,-1.4994011619190233,-1.346115119042673,-1.346115119042673,-1.346115119042673,-1.4620830387460364,-1.4620830387460364,-1.4620830387460364,-1.3387932839277343,-1.3387932839277343,-1.3387932839277343
2018-08-26,-1.275871554812437,-1.275871554812437,-1.275871554812437,-1.3052111920440075,-1.3052111920440075,-1.3052111920440075,-1.2914326772724385,-1.2914326772724385,-1.2914326772724385,-1.3556282019943595,-1.3556282019943595,-1.3556282019943595
2018-09-02,-1.261997538795275,-1.261997538795275,-1.261997538795275,-1.2915628312818237,-1.2915628312818237,-1.2915628312818237,-1.2811603603184476,-1.2811603603184476,-1.2811603603184476,-1.3007123268441674,-1.3007123268441674,-1.3007123268441674
2018-09-09,-1.0437377126853002,-1.0437377126853002,-1.0437377126853002,-1.1185543449970685,-1.1185543449970685,-1.1185543449970685,-1.1844840778031127,-1.1844840778031127,-1.1844840778031127,-1.2347819400408095,-1.2347819400408095,-1.2347819400408095
2018-09-16,-1.142492538140862,-1.142492538140862,-1.142492538140862,-1.0686117727137234,-1.0686117727137234,-1.0686117727137234,-1.1057526886492361,-1.1057526886492361,-1.1057526886492361,-1.028654883173043,-1.028654883173043,-1.028654883173043
2018-09-23,-1.221708118886171,-1.221708118886171,-1.221708118886171,-1.1502119608216004,-1.1502119608216004,-1.1502119608216004,-1.1877613778223968,-1.1877613778223968,-1.1877613778223968,-1.1215949283475184,-1.1215949283475184,-1.1215949283475184
2018-09-30,-0.7311567750360791,-0.7311567750360791,-0.7311567750360791,-0.7837340372461535,-0.7837340372461535,-0.7837340372461535,-0.7308013231369397,-0.7308013231369397,-0.7308013231369397,-0.7711419552413249,-0.7711419552413249,-0.7711419552413249
2018-10-07,-0.19407026641461456,-0.19407026641461456,-0.19407026641461456,-0.2728970313966746,-0.2728970313966746,-0.2728970313966746,-0.2565920941537692,-0.2565920941537692,-0.2565920941537692,-0.3080384047235492,-0.3080384047235492,-0.3080384047235492
2018-10-14,0.08542463835036895,0.08542463835036895,0.08542463835036895,-0.019747441870585337,-0.019747441870585337,-0.019747441870585337,0.09570318895933809,0.09570318895933809,0.09570318895933809,0.017018124658241568,0.017018124658241568,0.017018124658241568
2018-10-21,0.427340640834616,0.427340640834616,0.427340640834616,0.6153896697753591,0.6153896697753591,0.6153896697753591,0.4200468871579713,0.4200468871579713,0.4200468871579713,0.43023404898306045,0.43023404898306045,0.43023404898306045
2018-10-28,0.5339466640328594,0.5339466640328594,0.5339466640328594,0.5469716300246225,0.5469716300246225,0.5469716300246225,0.539997666084442,0.539997666084442,0.539997666084442,0.5475703730342198,0.5475703730342198,0.5475703730342198
2018-11-04,-0.23604547258785039,-0.23604547258785039,-0.23604547258785039,-0.37795893824606136,-0.37795893824606136,-0.37795893824606136,-0.32741724576517783,-0.32741724576517783,-0.32741724576517783,-0.3274387853101986,-0.3274387853101986,-0.3274387853101986
2018-11-11,0.4633012989044961,0.4633012989044961,0.4633012989044961,0.31103882711814274,0.31103882711814274,0.31103882711814274,0.3682525078990952,0.3682525078990952,0.3682525078990952,0.369438888929023,0.369438888929023,0.369438888929023
2018-11-18,0.584141211385383,0.584141211385383,0.584141211385383,0.4572688290443417,0.4572688290443417,0.4572688290443417,0.6421850227097189,0.6421850227097189,0.6421850227097189,0.6262647549825949,0.6262647549825949,0.6262647549825949
2018-11-25,0.48319520727852494,0.48319520727852494,0.48319520727852494,0.41392968431415517,0.41392968431415517,0.41392968431415517,0.42649790142117705,0.42649790142117705,0.42649790142117705,0.5962801004363782,0.5962801004363782,0.5962801004363782
2018-12-02,1.7739986267228651,1.7739986267228651,1.7739986267228651,1.9833677702500918,1.9833677702500918,1.9833677702500918,1.8953702882394392,1.8953702882394392,1.8953702882394392,2.151460520329063,2.151460520329063,2.151460520329063
2018-12-09,1.1179720259437487,1.1179720259437487,1.1179720259437487,1.3042719567990038,1.3042719567990038,1.3042719567990038,1.2466334471126852,1.2466334471126852,1.2466334471126852,1.380541867134703,1.380541867134703,1.380541867134703
2018-12-16,2.181409681580549,2.181409681580549,2.181409681580549,2.0905505388569936,2.0905505388569936,2.0905505388569936,2.042866504015967,2.042866504015967,2.042866504015967,2.0209289171543565,2.0209289171543565,2.0209289171543565
2018-12-23,2.3734083097586027,2.3734083097586027,2.3734083097586027,2.407778197318467,2.407778197318467,2.407778197318467,2.4573620755334473,2.4573620755334473,2.4573620755334473,2.521608132816225,2.521608132816225,2.521608132816225
2018-12-30,2.196289616079427,2.196289616079427,2.196289616079427,2.22649682627601,2.22649682627601,2.22649682627601,2.096503030796575,2.096503030796575,2.096503030796575,2.2402918509740553,2.2402918509740553,2.2402918509740553
2019-01-06,1.993287072962291,1.993287072962291,1.993287072962291,2.0132624014385736,2.0132624014385736,2.0132624014385736,2.069285280415482,2.069285280415482,2.069285280415482,1.9946532366134526,1.9946532366134526,1.9946532366134526
2019-01-13,1.588751838900037,1.588751838900037,1.588751838900037,1.596770466139939,1.596770466139939,1.596770466139939,1.611582708430321,1.611582708430321,1.611582708430321,1.517662547933294,1.517662547933294,1.517662547933294
2019-01-20,1.6353341694802879,1.6353341694802879,1.6353341694802879,1.8019434209170127,1.8019434209170127,1.8019434209170127,1.705086811491283,1.705086811491283,1.705086811491283,1.851995401814234,1.851995401814234,1.851995401814234
2019-01-27,2.1326289853715577,2.1326289853715577,2.1326289853715577,2.091442720868068,2.091442720868068,2.091442720868068,2.0733202994949544,2.0733202994949544,2.0733202994949544,2.023264156998401,2.023264156998401,2.023264156998401
2019-02-03,1.6745817056812813,1.6745817056812813,1.6745817056812813,1.6597983306574213,1.6597983306574213,1.6597983306574213,1.725403239402666,1.725403239402666,1.725403239402666,1.7025286749945285,1.7025286749945285,1.7025286749945285
2019-02-10,1.656053329177956,1.656053329177956,1.656053329177956,1.6594813140963838,1.6594813140963838,1.6594813140963838,1.6129267425676375,1.6129267425676375,1.6129267425676375,1.6732762400404748,1.6732762400404748,1.6732762400404748
2019-02-17,1.703249673981789,1.703249673981789,1.703249673981789,1.7046221067228462,1.7046221067228462,1.7046221067228462,1.7254241017459575,1.7254241017459575,1.7254241017459575,1.6596805421644822,1.6596805421644822,1.6596805421644822
2019-02-24,1.0319775758187206,1.0319775758187206,1.0319775758187206,1.0552094733978068,1.0552094733978068,1.0552094733978068,0.6906681256790455,0.6906681256790455,0.6906681256790455,0.607101423006877,0.607101423006877,0.607101423006877
2019-03-03,0.737117004188595,0.737117004188595,0.737117004188595,0.687226969614237,0.687226969614237,0.687226969614237,0.7476160435121675,0.7476160435121675,0.7476160435121675,0.7879933426146181,0.7879933426146181,0.7879933426146181
2019-03-10,0.7553971145036138,0.7553971145036138,0.7553971145036138,0.7487911477329505,0.7487911477329505,0.7487911477329505,0.812194424584765,0.812194424584765,0.812194424584765,0.7435544541171085,0.7435544541171085,0.7435544541171085
2019-03-17,0.9033199388520842,0.9033199388520842,0.9033199388520842,0.8818157707685804,0.8818157707685804,0.8818157707685804,0.9436064835984386,0.9436064835984386,0.9436064835984386,0.9289633358408794,0.9289633358408794,0.9289633358408794
2019-03-24,0.4645499251574642,0.4645499251574642,0.4645499251574642,0.3958809866997724,0.3958809866997724,0.3958809866997724,0.3799984628290786,0.3799984628290786,0.3799984628290786,0.28966932179561966,0.28966932179561966,0.28966932179561966
2019-03-31,0.15078985998263073,0.15078985998263073,0.15078985998263073,0.12298049590477433,0.12298049590477433,0.12298049590477433,0.1898394324609228,0.1898394324609228,0.1898394324609228,0.19736358717308486,0.19736358717308486,0.19736358717308486
2019-04-07,0.0832451738309636,0.0832451738309636,0.0832451738309636,0.08567290446128938,0.08567290446128938,0.08567290446128938,0.1470488314257894,0.1470488314257894,0.1470488314257894,0.0481399283145778,0.0481399283145778,0.0481399283145778
2019-04-14,-0.7516087830954371,-0.7516087830954371,-0.7516087830954371,-0.7873018063663069,-0.7873018063663069,-0.7873018063663069,-0.6704666852383245,-0.6704666852383245,-0.6704666852383245,-0.7129643286046303,-0.7129643286046303,-0.7129643286046303
2019-04-21,-0.43144681650134864,-0.43144681650134864,-0.43144681650134864,-0.4008447666020921,-0.4008447666020921,-0.4008447666020921,-0.30644134776832177,-0.30644134776832177,-0.30644134776832177,-0.36566275736298876,-0.36566275736298876,-0.36566275736298876
2019-04-28,-1.0702426549696298,-1.0702426549696298,-1.0702426549696298,-0.9441030104834676,-0.9441030104834676,-0.9441030104834676,-0.9446496698439041,-0.9446496698439041,-0.9446496698439041,-0.9749484032428098,-0.9749484032428098,-0.9749484032428098
2019-05-05,-0.6929966357839854,-0.6929966357839854,-0.6929966357839854,-0.7112618455999729,-0.7112618455999729,-0.7112618455999729,-0.5993707751976107,-0.5993707751976107,-0.5993707751976107,-0.6742958515183473,-0.6742958515183473,-0.6742958515183473
2019-05-12,-0.958105002552553,-0.958105002552553,-0.958105002552553,-1.151545910734153,-1.151545910734153,-1.151545910734153,-1.230460089941823,-1.230460089941823,-1.230460089941823,-1.171276387001722,-1.171276387001722,-1.171276387001722
2019-05-19,-0.8807456481260103,-0.8807456481260103,-0.8807456481260103,-0.968650541672951,-0.968650541672951,-0.968650541672951,-0.8656312779931797,-0.8656312779931797,-0.8656312779931797,-0.7300807184159919,-0.7300807184159919,-0.7300807184159919
2019-05-26,0.028517755825559297,0.028517755825559297,0.028517755825559297,0.35347694868581453,0.35347694868581453,0.35347694868581453,0.07550755584360312,0.07550755584360312,0.07550755584360312,0.5674022304160834,0.5674022304160834,0.5674022304160834
2019-06-02,2.285082897140988,2.285082897140988,2.285082897140988,2.307168488199211,2.307168488199211,2.307168488199211,2.261284629664413,2.261284629664413,2.261284629664413,2.224167516592426,2.224167516592426,2.224167516592426
2019-06-09,2.082559632608035,2.082559632608035,2.082559632608035,2.0825710994545203,2.0825710994545203,2.0825710994545203,1.886705328847938,1.886705328847938,1.886705328847938,1.8824342866787567,1.8824342866787567,1.8824342866787567
2019-06-16,3.0197022605797943,3.0197022605797943,3.0197022605797943,2.9915108191095774,2.9915108191095774,2.9915108191095774,3.035684777202522,3.035684777202522,3.035684777202522,3.117538865641042,3.117538865641042,3.117538865641042
2019-06-23,2.6179319399912186,2.6179319399912186,2.6179319399912186,2.581717948174753,2.581717948174753,2.581717948174753,2.6856773957477276,2.6856773957477276,2.6856773957477276,2.656733903884434,2.656733903884434,2.656733903884434
2019-06-30,1.8616328988732813,1.8616328988732813,1.8616328988732813,1.9493039230135947,1.9493039230135947,1.9493039230135947,1.8564467622889538,1.8564467622889538,1.8564467622889538,1.995588896036177,1.995588896036177,1.995588896036177
2019-07-07,1.9114775298445843,1.9114775298445843,1.9114775298445843,1.9561204724163956,1.9561204724163956,1.9561204724163956,1.9726670133207962,1.9726670133207962,1.9726670133207962,1.9877342554706638,1.9877342554706638,1.9877342554706638
2019-07-14,2.0663993220563524,2.0663993220563524,2.0663993220563524,2.054758289964585,2.054758289964585,2.054758289964585,1.9437370819289395,1.9437370819289395,1.9437370819289395,1.865285954113945,1.865285954113945,1.865285954113945
2019-07-21,1.5938796098756642,1.5938796098756642,1.5938796098756642,1.5089427549131091,1.5089427549131091,1.5089427549131091,1.6242480875350123,1.6242480875350123,1.6242480875350123,1.497696446705715,1.497696446705715,1.497696446705715
2019-07-28,1.5827753934652258,1.5827753934652258,1.5827753934652258,1.6778463396375625,1.6778463396375625,1.6778463396375625,1.7055290513833414,1.7055290513833414,1.7055290513833414,1.6679421832592145,1.6679421832592145,1.6679421832592145
2019-08-04,2.1376706777576686,2.1376706777576686,2.1376706777576686,2.13289463319604,2.13289463319604,2.13289463319604,2.1990187549410685,2.1990187549410685,2.1990187549410685,2.133414892190908,2.133414892190908,2.133414892190908
2019-08-11,1.9803006579365903,1.9803006579365903,1.9803006579365903,1.9376724392294074,1.9376724392294074,1.9376724392294074,1.9603330944614166,1.9603330944614166,1.9603330944614166,1.9853508946366487,1.9853508946366487,1.9853508946366487
2019-08-18,1.623623499805513,1.623623499805513,1.623623499805513,1.8042639074302185,1.8042639074302185,1.8042639074302185,1.6852392239819676,1.6852392239819676,1.6852392239819676,1.8580132612143403,1.8580132612143403,1.8580132612143403
2019-08-25,1.6445744066712698,1.6445744066712698,1.6445744066712698,1.6381499880148571,1.6381499880148571,1.6381499880148571,1.6325339050501066,1.6325339050501066,1.6325339050501066,1.5868330169345253,1.5868330169345253,1.5868330169345253
2019-09-01,1.4506946673058312,1.4506946673058312,1.4506946673058312,1.3853645987482472,1.3853645987482472,1.3853645987482472,1.3398599074408815,1.3398599074408815,1.3398599074408815,1.2368009129020292,1.2368009129020292,1.2368009129020292
2019-09-08,1.1092387932581933,1.1092387932581933,1.1092387932581933,1.0395746778473223,1.0395746778473223,1.0395746778473223,1.0154913146226336,1.0154913146226336,1.0154913146226336,0.9306192319659029,0.9306192319659029,0.9306192319659029
2019-09-15,0.9998910948009392,0.9998910948009392,0.9998910948009392,1.0602526489036657,1.0602526489036657,1.0602526489036657,1.0852789486461893,1.0852789486461893,1.0852789486461893,1.15956594880617,1.15956594880617,1.15956594880617
2019-09-22,0.7638334447692847,0.7638334447692847,0.7638334447692847,0.8161073606662583,0.8161073606662583,0.8161073606662583,0.8368634686502624,0.8368634686502624,0.8368634686502624,0.8426991964747075,0.8426991964747075,0.8426991964747075
2019-09-29,0.8377524015121628,0.8377524015121628,0.8377524015121628,0.8233227289098403,0.8233227289098403,0.8233227289098403,0.8938369149816339,0.8938369149816339,0.8938369149816339,0.879604580591294,0.879604580591294,0.879604580591294
2019-10-06,0.5558328597670161,0.5558328597670161,0.5558328597670161,0.45953662692262043,0.45953662692262043,0.45953662692262043,0.502127108234748,0.502127108234748,0.502127108234748,0.5470005583396454,0.5470005583396454,0.5470005583396454
2019-10-13,0.5768327365790133,0.5768327365790133,0.5768327365790133,0.4669825514486049,0.4669825514486049,0.4669825514486049,0.6711538304011524,0.6711538304011524,0.6711538304011524,0.5463168288381095,0.5463168288381095,0.5463168288381095
2019-10-20,0.9333094212249972,0.9333094212249972,0.9333094212249972,0.7779390104856837,0.7779390104856837,0.7779390104856837,0.8050744957233908,0.8050744957233908,0.8050744957233908,0.7323398084064915,0.7323398084064915,0.7323398084064915
2019-10-27,0.7658167012610771,0.7658167012610771,0.7658167012610771,0.7392310098794665,0.7392310098794665,0.7392310098794665,0.8907508039966593,0.8907508039966593,0.8907508039966593,0.833358119152879,0.833358119152879,0.833358119152879
2019-11-03,-0.3718466945544493,-0.3718466945544493,-0.3718466945544493,-0.39256735148572003,-0.39256735148572003,-0.39256735148572003,-0.29769892893276884,-0.29769892893276884,-0.29769892893276884,-0.46817438793882044,-0.46817438793882044,-0.46817438793882044
2019-11-10,-0.38394621754390895,-0.38394621754390895,-0.38394621754390895,-0.46498841062361196,-0.46498841062361196,-0.46498841062361196,-0.23282855288657178,-0.23282855288657178,-0.23282855288657178,-0.347130468586035,-0.347130468586035,-0.347130468586035
2019-11-17,-0.44435959708677103,-0.44435959708677103,-0.44435959708677103,-0.6065981000081189,-0.6065981000081189,-0.6065981000081189,-0.47819554049326723,-0.47819554049326723,-0.47819554049326723,-0.61232489425675,-0.61232489425675,-0.61232489425675
2019-11-24,-1.015270824338927,-1.015270824338927,-1.015270824338927,-0.859570124880543,-0.859570124880543,-0.859570124880543,-0.831288211889063,-0.831288211889063,-0.831288211889063,-0.7044216546377727,-0.7044216546377727,-0.7044216546377727
2019-12-01,-0.8713942436021291,-0.8713942436021291,-0.8713942436021291,-1.0313897903692937,-1.0313897903692937,-1.0313897903692937,-0.8575957360032398,-0.8575957360032398,-0.8575957360032398,-0.9029830526692126,-0.9029830526692126,-0.9029830526692126
2019-12-08,-0.7667309592102338,-0.7667309592102338,-0.7667309592102338,-0.7421267430801233,-0.7421267430801233,-0.7421267430801233,-0.8437547999165508,-0.8437547999165508,-0.8437547999165508,-0.5801220815679624,-0.5801220815679624,-0.5801220815679624
2019-12-15,-0.5607993269174449,-0.5607993269174449,-0.5607993269174449,-0.7345393188130188,-0.7345393188130188,-0.7345393188130188,-0.5220062428516472,-0.5220062428516472,-0.5220062428516472,-0.5098834618832158,-0.5098834618832158,-0.5098834618832158
2019-12-22,0.7858263872147028,0.7858263872147028,0.7858263872147028,0.6495800495076172,0.6495800495076172,0.6495800495076172,1.1137007108806747,1.1137007108806747,1.1137007108806747,0.7663948355275384,0.7663948355275384,0.7663948355275384
2019-12-29,2.1096467816211733,2.1096467816211733,2.1096467816211733,1.9395373717173696,1.9395373717173696,1.9395373717173696,2.3143345943547016,2.3143345943547016,2.3143345943547016,2.0792284115553255,2.0792284115553255,2.0792284115553255
