Date,WisdomTree Chinese Yuan StrategyEtf_Open_average,WisdomTree Chinese Yuan StrategyEtf_Open_max,WisdomTree Chinese Yuan StrategyEtf_Open_min,WisdomTree Chinese Yuan StrategyEtf_High_average,WisdomTree Chinese Yuan StrategyEtf_High_max,WisdomTree Chinese Yuan StrategyEtf_High_min,WisdomTree Chinese Yuan StrategyEtf_Low_average,WisdomTree Chinese Yuan StrategyEtf_Low_max,WisdomTree Chinese Yuan StrategyEtf_Low_min,WisdomTree Chinese Yuan StrategyEtf_Close_average,WisdomTree Chinese Yuan StrategyEtf_Close_max,WisdomTree Chinese Yuan StrategyEtf_Close_min
2018-05-27,-1.043088664672866,-1.043088664672866,-1.043088664672866,-1.326354153926328,-1.326354153926328,-1.326354153926328,-0.9388075249360746,-0.9388075249360746,-0.9388075249360746,-0.7509448865775443,-0.7509448865775443,-0.7509448865775443
2018-06-03,-0.540689530861647,-0.540689530861647,-0.540689530861647,-0.9923829033336231,-0.9923829033336231,-0.9923829033336231,-0.1275560064365881,-0.1275560064365881,-0.1275560064365881,-0.6655309381078339,-0.6655309381078339,-0.6655309381078339
2018-06-10,-1.3852163199075211,-1.3852163199075211,-1.3852163199075211,-1.4990997394692247,-1.4990997394692247,-1.4990997394692247,-1.0390016098947188,-1.0390016098947188,-1.0390016098947188,-1.0416941380467568,-1.0416941380467568,-1.0416941380467568
2018-06-17,-2.225052872677558,-2.225052872677558,-2.225052872677558,-2.5291762918998097,-2.5291762918998097,-2.5291762918998097,-2.5562737596547684,-2.5562737596547684,-2.5562737596547684,-2.3732031678868037,-2.3732031678868037,-2.3732031678868037
2018-06-24,-3.122525643217639,-3.122525643217639,-3.122525643217639,-3.1184549631064025,-3.1184549631064025,-3.1184549631064025,-3.1743047555355335,-3.1743047555355335,-3.1743047555355335,-3.268521896842731,-3.268521896842731,-3.268521896842731
2018-07-01,-2.640742696317926,-2.640742696317926,-2.640742696317926,-2.7167747017506643,-2.7167747017506643,-2.7167747017506643,-2.6242001568947666,-2.6242001568947666,-2.6242001568947666,-2.516564358731465,-2.516564358731465,-2.516564358731465
2018-07-08,-2.276683968024153,-2.276683968024153,-2.276683968024153,-2.37164729468036,-2.37164729468036,-2.37164729468036,-2.3519212144487227,-2.3519212144487227,-2.3519212144487227,-2.2625463520697764,-2.2625463520697764,-2.2625463520697764
2018-07-15,-2.385733461168104,-2.385733461168104,-2.385733461168104,-2.240299575820583,-2.240299575820583,-2.240299575820583,-2.391981428788005,-2.391981428788005,-2.391981428788005,-2.38198791260152,-2.38198791260152,-2.38198791260152
2018-07-22,-2.0189970510428235,-2.0189970510428235,-2.0189970510428235,-2.1013555354465843,-2.1013555354465843,-2.1013555354465843,-2.022004356764432,-2.022004356764432,-2.022004356764432,-2.0268521694904775,-2.0268521694904775,-2.0268521694904775
2018-07-29,-1.7831540687544278,-1.7831540687544278,-1.7831540687544278,-1.943749859429083,-1.943749859429083,-1.943749859429083,-1.9017302672621483,-1.9017302672621483,-1.9017302672621483,-1.9905563067372085,-1.9905563067372085,-1.9905563067372085
