Date,Kraneshares MSCI China EnvironmentEtf_Open_average,Kraneshares MSCI China EnvironmentEtf_Open_max,Kraneshares MSCI China EnvironmentEtf_Open_min,Kraneshares MSCI China EnvironmentEtf_High_average,Kraneshares MSCI China EnvironmentEtf_High_max,Kraneshares MSCI China EnvironmentEtf_High_min,Kraneshares MSCI China EnvironmentEtf_Low_average,Kraneshares MSCI China EnvironmentEtf_Low_max,Kraneshares MSCI China EnvironmentEtf_Low_min,Kraneshares MSCI China EnvironmentEtf_Close_average,Kraneshares MSCI China EnvironmentEtf_Close_max,Kraneshares MSCI China EnvironmentEtf_Close_min
2018-05-27,-0.7262152432829958,-0.7262152432829958,-0.7262152432829958,-0.7734615298649997,-0.7734615298649997,-0.7734615298649997,-0.6158709222041399,-0.6158709222041399,-0.6158709222041399,-0.6587341598328958,-0.6587341598328958,-0.6587341598328958
2018-06-03,-1.394240712466805,-1.394240712466805,-1.394240712466805,-1.4562197299573663,-1.4562197299573663,-1.4562197299573663,-1.5127427777062532,-1.5127427777062532,-1.5127427777062532,-1.5670770670135366,-1.5670770670135366,-1.5670770670135366
2018-06-10,-1.8707524835784544,-1.8707524835784544,-1.8707524835784544,-1.7879098825006472,-1.7879098825006472,-1.7879098825006472,-2.4482473477042213,-2.4482473477042213,-2.4482473477042213,-2.1054087415668294,-2.1054087415668294,-2.1054087415668294
2018-06-17,-1.7333567008386652,-1.7333567008386652,-1.7333567008386652,-1.7489655831336504,-1.7489655831336504,-1.7489655831336504,-2.233883558934164,-2.233883558934164,-2.233883558934164,-2.4176363021455454,-2.4176363021455454,-2.4176363021455454
2018-06-24,-2.4196718835965054,-2.4196718835965054,-2.4196718835965054,-2.5121572785756587,-2.5121572785756587,-2.5121572785756587,-2.610492966733196,-2.610492966733196,-2.610492966733196,-2.7326419216796274,-2.7326419216796274,-2.7326419216796274
2018-07-01,-2.459759890884182,-2.459759890884182,-2.459759890884182,-2.515376031839057,-2.515376031839057,-2.515376031839057,-2.608120924600894,-2.608120924600894,-2.608120924600894,-2.6778271282787176,-2.6778271282787176,-2.6778271282787176
2018-07-08,-1.803385084646336,-1.803385084646336,-1.803385084646336,-1.8397117018699185,-1.8397117018699185,-1.8397117018699185,-1.8912628830839155,-1.8912628830839155,-1.8912628830839155,-1.9351258116370573,-1.9351258116370573,-1.9351258116370573
2018-07-15,-1.7819991570857496,-1.7819991570857496,-1.7819991570857496,-1.8083353142263652,-1.8083353142263652,-1.8083353142263652,-1.8645632446587175,-1.8645632446587175,-1.8645632446587175,-1.89544994864402,-1.89544994864402,-1.89544994864402
2018-07-22,-1.2363716285205104,-1.2363716285205104,-1.2363716285205104,-1.039391340381762,-1.039391340381762,-1.039391340381762,-1.2736313147351912,-1.2736313147351912,-1.2736313147351912,-1.2697142261569279,-1.2697142261569279,-1.2697142261569279
2018-07-29,-1.2535143924011949,-1.2535143924011949,-1.2535143924011949,-1.303608092274938,-1.303608092274938,-1.303608092274938,-1.2196285687112849,-1.2196285687112849,-1.2196285687112849,-1.2445984214575507,-1.2445984214575507,-1.2445984214575507
2018-08-05,-1.234155428106505,-1.234155428106505,-1.234155428106505,-1.2737281282475974,-1.2737281282475974,-1.2737281282475974,-1.2079117270202646,-1.2079117270202646,-1.2079117270202646,-1.2294255173536555,-1.2294255173536555,-1.2294255173536555
2018-08-12,-1.9873186815157506,-1.9873186815157506,-1.9873186815157506,-1.8836800503121753,-1.8836800503121753,-1.8836800503121753,-2.087475220249048,-2.087475220249048,-2.087475220249048,-1.8733812013445652,-1.8733812013445652,-1.8733812013445652
