Date,Ranger Equity BearEtf_Open_average,Ranger Equity BearEtf_Open_max,Ranger Equity BearEtf_Open_min,Ranger Equity BearEtf_High_average,Ranger Equity BearEtf_High_max,Ranger Equity BearEtf_High_min,Ranger Equity BearEtf_Low_average,Ranger Equity BearEtf_Low_max,Ranger Equity BearEtf_Low_min,Ranger Equity BearEtf_Close_average,Ranger Equity BearEtf_Close_max,Ranger Equity BearEtf_Close_min
2018-05-27,0.12260361156841847,0.12260361156841847,0.12260361156841847,-0.03448700881085481,-0.03448700881085481,-0.03448700881085481,0.2120147419350213,0.2120147419350213,0.2120147419350213,0.11473734860076766,0.11473734860076766,0.11473734860076766
2018-06-03,-0.8248074329808633,-0.8248074329808633,-0.8248074329808633,-0.9799917167846626,-0.9799917167846626,-0.9799917167846626,-0.993614820698463,-0.993614820698463,-0.993614820698463,-1.1302792075969694,-1.1302792075969694,-1.1302792075969694
2018-06-10,-1.7622996973277654,-1.7622996973277654,-1.7622996973277654,-1.8100946726580676,-1.8100946726580676,-1.8100946726580676,-1.881775401039738,-1.881775401039738,-1.881775401039738,-1.9370145231894498,-1.9370145231894498,-1.9370145231894498
2018-06-17,-2.1441285737857076,-2.1441285737857076,-2.1441285737857076,-1.961358260236879,-1.961358260236879,-1.961358260236879,-2.047654845839928,-2.047654845839928,-2.047654845839928,-1.7666082001251253,-1.7666082001251253,-1.7666082001251253
2018-06-24,-1.4990122377121171,-1.4990122377121171,-1.4990122377121171,-1.4151570210658708,-1.4151570210658708,-1.4151570210658708,-1.52742871334739,-1.52742871334739,-1.52742871334739,-1.2215051894911824,-1.2215051894911824,-1.2215051894911824
2018-07-01,-1.7300022030081113,-1.7300022030081113,-1.7300022030081113,-1.7464667858402827,-1.7464667858402827,-1.7464667858402827,-1.907084072171573,-1.907084072171573,-1.907084072171573,-1.8503368348306461,-1.8503368348306461,-1.8503368348306461
2018-07-08,-1.7945850844677402,-1.7945850844677402,-1.7945850844677402,-1.7941703696676778,-1.7941703696676778,-1.7941703696676778,-1.8324203023198269,-1.8324203023198269,-1.8324203023198269,-1.6926801080399514,-1.6926801080399514,-1.6926801080399514
2018-07-15,-1.7534862211667925,-1.7534862211667925,-1.7534862211667925,-1.6299535777566387,-1.6299535777566387,-1.6299535777566387,-1.6946678411040887,-1.6946678411040887,-1.6946678411040887,-1.528765484303534,-1.528765484303534,-1.528765484303534
2018-07-22,-1.683084718166367,-1.683084718166367,-1.683084718166367,-1.3408016745014222,-1.3408016745014222,-1.3408016745014222,-1.6151112401322054,-1.6151112401322054,-1.6151112401322054,-1.3500155430315834,-1.3500155430315834,-1.3500155430315834
2018-07-29,-1.4157305897492032,-1.4157305897492032,-1.4157305897492032,-1.4398536266344555,-1.4398536266344555,-1.4398536266344555,-1.444101652828634,-1.444101652828634,-1.444101652828634,-1.5339779067508788,-1.5339779067508788,-1.5339779067508788
2018-08-05,-1.5797501772055416,-1.5797501772055416,-1.5797501772055416,-1.600691073988794,-1.600691073988794,-1.600691073988794,-1.590814242862859,-1.590814242862859,-1.590814242862859,-1.5894782439067345,-1.5894782439067345,-1.5894782439067345
