Date,iShares Emerging Markets Local Currency Bond_Open_average,iShares Emerging Markets Local Currency Bond_Open_max,iShares Emerging Markets Local Currency Bond_Open_min,iShares Emerging Markets Local Currency Bond_High_average,iShares Emerging Markets Local Currency Bond_High_max,iShares Emerging Markets Local Currency Bond_High_min,iShares Emerging Markets Local Currency Bond_Low_average,iShares Emerging Markets Local Currency Bond_Low_max,iShares Emerging Markets Local Currency Bond_Low_min,iShares Emerging Markets Local Currency Bond_Close_average,iShares Emerging Markets Local Currency Bond_Close_max,iShares Emerging Markets Local Currency Bond_Close_min
2018-04-08,0.22761631830484808,0.22761631830484808,0.22761631830484808,-0.10876189334426732,-0.10876189334426732,-0.10876189334426732,-0.44744788535918784,-0.44744788535918784,-0.44744788535918784,0.07014007041348315,0.07014007041348315,0.07014007041348315
2018-04-15,-1.7668183097047354,-1.7668183097047354,-1.7668183097047354,-1.8762230521062009,-1.8762230521062009,-1.8762230521062009,-1.8714595472019282,-1.8714595472019282,-1.8714595472019282,-2.013361888786517,-2.013361888786517,-2.013361888786517
2018-04-22,-1.9915623491297172,-1.9915623491297172,-1.9915623491297172,-2.1087243563465305,-2.1087243563465305,-2.1087243563465305,-2.1811251367900413,-2.1811251367900413,-2.1811251367900413,-2.195809051345925,-2.195809051345925,-2.195809051345925
2018-04-29,-2.7413591097743377,-2.7413591097743377,-2.7413591097743377,-2.6932476503456715,-2.6932476503456715,-2.6932476503456715,-2.677548424808445,-2.677548424808445,-2.677548424808445,-2.6367440535555535,-2.6367440535555535,-2.6367440535555535
2018-05-06,-2.189084038321456,-2.189084038321456,-2.189084038321456,-2.1770818975751696,-2.1770818975751696,-2.1770818975751696,-2.2876632833600263,-2.2876632833600263,-2.2876632833600263,-2.2600745553546147,-2.2600745553546147,-2.2600745553546147
2018-05-13,-2.408209391314672,-2.408209391314672,-2.408209391314672,-2.3401489356881173,-2.3401489356881173,-2.3401489356881173,-2.3036645899608263,-2.3036645899608263,-2.3036645899608263,-2.1804777941549793,-2.1804777941549793,-2.1804777941549793
2018-05-20,-1.6182457287733567,-1.6182457287733567,-1.6182457287733567,-1.6831253531825763,-1.6831253531825763,-1.6831253531825763,-1.6603125523529998,-1.6603125523529998,-1.6603125523529998,-1.6640192601071948,-1.6640192601071948,-1.6640192601071948
2018-05-27,-1.455758410540378,-1.455758410540378,-1.455758410540378,-1.4970182353498247,-1.4970182353498247,-1.4970182353498247,-1.463688496829959,-1.463688496829959,-1.463688496829959,-1.419321680530676,-1.419321680530676,-1.419321680530676
2018-06-03,-1.4044587919567468,-1.4044587919567468,-1.4044587919567468,-1.3451517433334863,-1.3451517433334863,-1.3451517433334863,-1.3600081763508336,-1.3600081763508336,-1.3600081763508336,-1.3776448876684881,-1.3776448876684881,-1.3776448876684881
2018-06-10,-1.5818859066986146,-1.5818859066986146,-1.5818859066986146,-1.6121732084782494,-1.6121732084782494,-1.6121732084782494,-1.642147890603926,-1.642147890603926,-1.642147890603926,-1.5529591843715418,-1.5529591843715418,-1.5529591843715418
2018-06-17,-1.2302840741178205,-1.2302840741178205,-1.2302840741178205,-1.2771490201963493,-1.2771490201963493,-1.2771490201963493,-1.2578536228856525,-1.2578536228856525,-1.2578536228856525,-1.3000371792073555,-1.3000371792073555,-1.3000371792073555
2018-06-24,-1.390687546026264,-1.390687546026264,-1.390687546026264,-1.3922582579005107,-1.3922582579005107,-1.3922582579005107,-1.3574434488045264,-1.3574434488045264,-1.3574434488045264,-1.350821774806427,-1.350821774806427,-1.350821774806427
2018-07-01,-0.8294237582827548,-0.8294237582827548,-0.8294237582827548,-0.8267214337354213,-0.8267214337354213,-0.8267214337354213,-0.7710945510991477,-0.7710945510991477,-0.7710945510991477,-0.834500879609887,-0.834500879609887,-0.834500879609887
2018-07-08,-0.7340482447298163,-0.7340482447298163,-0.7340482447298163,-0.7673007878402294,-0.7673007878402294,-0.7673007878402294,-0.7208907738919111,-0.7208907738919111,-0.7208907738919111,-0.7522126763567949,-0.7522126763567949,-0.7522126763567949
2018-07-15,-0.5906436732447892,-0.5906436732447892,-0.5906436732447892,-0.6390020717626229,-0.6390020717626229,-0.6390020717626229,-0.6104242382710346,-0.6104242382710346,-0.6104242382710346,-0.6039772207230525,-0.6039772207230525,-0.6039772207230525
2018-07-22,-0.0015034881451634534,-0.0015034881451634534,-0.0015034881451634534,-0.02613718827283061,-0.02613718827283061,-0.02613718827283061,0.06993883027356818,0.06993883027356818,0.06993883027356818,-0.04026269984333002,-0.04026269984333002,-0.04026269984333002
2018-07-29,-0.172923035636327,-0.172923035636327,-0.172923035636327,-0.20901254022677498,-0.20901254022677498,-0.20901254022677498,-0.139871993002404,-0.139871993002404,-0.139871993002404,-0.23908728705449023,-0.23908728705449023,-0.23908728705449023
