Date,Global X Silver Miners_Open_average,Global X Silver Miners_Open_max,Global X Silver Miners_Open_min,Global X Silver Miners_High_average,Global X Silver Miners_High_max,Global X Silver Miners_High_min,Global X Silver Miners_Low_average,Global X Silver Miners_Low_max,Global X Silver Miners_Low_min,Global X Silver Miners_Close_average,Global X Silver Miners_Close_max,Global X Silver Miners_Close_min
2018-04-08,0.03775666939854133,0.03775666939854133,0.03775666939854133,-0.1220312556491154,-0.1220312556491154,-0.1220312556491154,0.06233160158133354,0.06233160158133354,0.06233160158133354,-0.13472045114622394,-0.13472045114622394,-0.13472045114622394
2018-04-15,0.42783397241778653,0.42783397241778653,0.42783397241778653,0.25408264984623175,0.25408264984623175,0.25408264984623175,0.42714114084211724,0.42714114084211724,0.42714114084211724,0.16002327834492344,0.16002327834492344,0.16002327834492344
2018-04-22,0.1617201361300386,0.1617201361300386,0.1617201361300386,0.34732461878620147,0.34732461878620147,0.34732461878620147,0.38794984261364307,0.38794984261364307,0.38794984261364307,0.1470086917203067,0.1470086917203067,0.1470086917203067
2018-04-29,0.5485069047305858,0.5485069047305858,0.5485069047305858,0.4814877304802159,0.4814877304802159,0.4814877304802159,0.6489118810379281,0.6489118810379281,0.6489118810379281,0.4490512279526276,0.4490512279526276,0.4490512279526276
2018-05-06,1.328101988963789,1.328101988963789,1.328101988963789,1.2001094672907453,1.2001094672907453,1.2001094672907453,0.9464213985601463,0.9464213985601463,0.9464213985601463,0.8640407599761241,0.8640407599761241,0.8640407599761241
2018-05-13,0.11582598136607966,0.11582598136607966,0.11582598136607966,0.061640943915460225,0.061640943915460225,0.061640943915460225,0.1531495801563136,0.1531495801563136,0.1531495801563136,0.47227426723185556,0.47227426723185556,0.47227426723185556
2018-05-20,0.6141207879056108,0.6141207879056108,0.6141207879056108,0.4390032392007178,0.4390032392007178,0.4390032392007178,0.4567113437464836,0.4567113437464836,0.4567113437464836,0.18688518826228387,0.18688518826228387,0.18688518826228387
2018-05-27,-0.15770297403328,-0.15770297403328,-0.15770297403328,-0.035276761233868005,-0.035276761233868005,-0.035276761233868005,-0.45079209945692483,-0.45079209945692483,-0.45079209945692483,-0.8111521267116958,-0.8111521267116958,-0.8111521267116958
2018-06-03,-1.1981452998766313,-1.1981452998766313,-1.1981452998766313,-1.0039706810805535,-1.0039706810805535,-1.0039706810805535,-0.5761606697578846,-0.5761606697578846,-0.5761606697578846,-0.5476659833628327,-0.5476659833628327,-0.5476659833628327
2018-06-10,-2.248091991287246,-2.248091991287246,-2.248091991287246,-2.4261751848455395,-2.4261751848455395,-2.4261751848455395,-2.2759356187186834,-2.2759356187186834,-2.2759356187186834,-2.3972393384996487,-2.3972393384996487,-2.3972393384996487
