Date,SPDR Citi International Government Inflation-Prote_Open_average,SPDR Citi International Government Inflation-Prote_Open_max,SPDR Citi International Government Inflation-Prote_Open_min,SPDR Citi International Government Inflation-Prote_High_average,SPDR Citi International Government Inflation-Prote_High_max,SPDR Citi International Government Inflation-Prote_High_min,SPDR Citi International Government Inflation-Prote_Low_average,SPDR Citi International Government Inflation-Prote_Low_max,SPDR Citi International Government Inflation-Prote_Low_min,SPDR Citi International Government Inflation-Prote_Close_average,SPDR Citi International Government Inflation-Prote_Close_max,SPDR Citi International Government Inflation-Prote_Close_min
2018-04-08,0.6512611935403423,0.6512611935403423,0.6512611935403423,0.39686757669099804,0.39686757669099804,0.39686757669099804,0.5723249063856596,0.5723249063856596,0.5723249063856596,0.531613505001628,0.531613505001628,0.531613505001628
2018-04-15,-1.4034745232964978,-1.4034745232964978,-1.4034745232964978,-1.7860951601026294,-1.7860951601026294,-1.7860951601026294,-2.0871377006683773,-2.0871377006683773,-2.0871377006683773,-2.131370608011101,-2.131370608011101,-2.131370608011101
2018-04-22,-2.0941450163002755,-2.0941450163002755,-2.0941450163002755,-2.2710837202078413,-2.2710837202078413,-2.2710837202078413,-2.001839098943047,-2.001839098943047,-2.001839098943047,-2.0324191875832724,-2.0324191875832724,-2.0324191875832724
2018-04-29,-2.484557609043021,-2.484557609043021,-2.484557609043021,-2.4602369291255495,-2.4602369291255495,-2.4602369291255495,-2.340858241343704,-2.340858241343704,-2.340858241343704,-2.254461532213601,-2.254461532213601,-2.254461532213601
2018-05-06,-1.8013063518695283,-1.8013063518695283,-1.8013063518695283,-1.8805566406392935,-1.8805566406392935,-1.8805566406392935,-1.9358182436716345,-1.9358182436716345,-1.9358182436716345,-1.9536046197084473,-1.9536046197084473,-1.9536046197084473
2018-05-13,-2.2767076064167897,-2.2767076064167897,-2.2767076064167897,-2.2392516564911285,-2.2392516564911285,-2.2392516564911285,-2.1596995706895097,-2.1596995706895097,-2.1596995706895097,-2.0854768567101463,-2.0854768567101463,-2.0854768567101463
2018-05-20,-1.6940119729390761,-1.6940119729390761,-1.6940119729390761,-1.6579566524116625,-1.6579566524116625,-1.6579566524116625,-1.618913375153229,-1.618913375153229,-1.618913375153229,-1.5925071215397233,-1.5925071215397233,-1.5925071215397233
2018-05-27,-1.285091664170578,-1.285091664170578,-1.285091664170578,-1.347822654379103,-1.347822654379103,-1.347822654379103,-1.3193992233453673,-1.3193992233453673,-1.3193992233453673,-1.3407149113051802,-1.3407149113051802,-1.3407149113051802
2018-06-03,-1.2710686943930292,-1.2710686943930292,-1.2710686943930292,-1.1569012952562208,-1.1569012952562208,-1.1569012952562208,-1.2113127689189196,-1.2113127689189196,-1.2113127689189196,-1.0838865901626604,-1.0838865901626604,-1.0838865901626604
2018-06-10,-1.2544568466353994,-1.2544568466353994,-1.2544568466353994,-1.2980464188518133,-1.2980464188518133,-1.2980464188518133,-1.2714779861516168,-1.2714779861516168,-1.2714779861516168,-1.293741343874369,-1.293741343874369,-1.293741343874369
2018-06-17,-0.9860623374186531,-0.9860623374186531,-0.9860623374186531,-1.0561148511982779,-1.0561148511982779,-1.0561148511982779,-1.0336980477080442,-1.0336980477080442,-1.0336980477080442,-1.068465820728564,-1.068465820728564,-1.068465820728564
2018-06-24,-1.161399838830058,-1.161399838830058,-1.161399838830058,-1.1885959870420186,-1.1885959870420186,-1.1885959870420186,-1.207818030960636,-1.207818030960636,-1.207818030960636,-1.2268921676462876,-1.2268921676462876,-1.2268921676462876
2018-07-01,-0.5515120508223325,-0.5515120508223325,-0.5515120508223325,-0.6126974895662467,-0.6126974895662467,-0.6126974895662467,-0.5825021468394721,-0.5825021468394721,-0.5825021468394721,-0.618522705107876,-0.618522705107876,-0.618522705107876
2018-07-08,-0.7067809344559884,-0.7067809344559884,-0.7067809344559884,-0.6959643162434914,-0.6959643162434914,-0.6959643162434914,-0.6567968937836175,-0.6567968937836175,-0.6567968937836175,-0.7069640783574652,-0.7069640783574652,-0.7069640783574652
2018-07-15,-0.6180677765837368,-0.6180677765837368,-0.6180677765837368,-0.602987013890916,-0.602987013890916,-0.602987013890916,-0.7467832448322848,-0.7467832448322848,-0.7467832448322848,-0.630690816382763,-0.630690816382763,-0.630690816382763
2018-07-22,-0.47839465539068704,-0.47839465539068704,-0.47839465539068704,-0.4419632118791017,-0.4419632118791017,-0.4419632118791017,-0.39781632398584005,-0.39781632398584005,-0.39781632398584005,-0.46010441845569894,-0.46010441845569894,-0.46010441845569894
2018-07-29,-1.0889643537425344,-1.0889643537425344,-1.0889643537425344,-1.2651316693584433,-1.2651316693584433,-1.2651316693584433,-1.251025894739301,-1.251025894739301,-1.251025894739301,-1.3811448258396408,-1.3811448258396408,-1.3811448258396408
2018-08-05,-2.954125535492995,-2.954125535492995,-2.954125535492995,-2.9086899281133416,-2.9086899281133416,-2.9086899281133416,-2.9497608376613003,-2.9497608376613003,-2.9497608376613003,-2.8697887983110006,-2.8697887983110006,-2.8697887983110006
2018-08-12,-1.8232080421831935,-1.8232080421831935,-1.8232080421831935,-1.8041960605883767,-1.8041960605883767,-1.8041960605883767,-1.7460197116083802,-1.7460197116083802,-1.7460197116083802,-1.6361379350702654,-1.6361379350702654,-1.6361379350702654
