Date,ProShares UltraShort SmallCap600_Open_average,ProShares UltraShort SmallCap600_Open_max,ProShares UltraShort SmallCap600_Open_min,ProShares UltraShort SmallCap600_High_average,ProShares UltraShort SmallCap600_High_max,ProShares UltraShort SmallCap600_High_min,ProShares UltraShort SmallCap600_Low_average,ProShares UltraShort SmallCap600_Low_max,ProShares UltraShort SmallCap600_Low_min,ProShares UltraShort SmallCap600_Close_average,ProShares UltraShort SmallCap600_Close_max,ProShares UltraShort SmallCap600_Close_min
2018-04-08,-0.7350408043881506,-0.7350408043881506,-0.7350408043881506,-0.7835908301888684,-0.7835908301888684,-0.7835908301888684,-0.9864634649664893,-0.9864634649664893,-0.9864634649664893,-0.9370506856898121,-0.9370506856898121,-0.9370506856898121
2018-04-15,-1.0747310898415934,-1.0747310898415934,-1.0747310898415934,-1.0846257076131944,-1.0846257076131944,-1.0846257076131944,-0.9788342797338615,-0.9788342797338615,-0.9788342797338615,-0.9291139803336975,-0.9291139803336975,-0.9291139803336975
2018-04-22,-0.8072421771913718,-0.8072421771913718,-0.8072421771913718,-0.8426451487752614,-0.8426451487752614,-0.8426451487752614,-0.6294638691921777,-0.6294638691921777,-0.6294638691921777,-0.6402702728919427,-0.6402702728919427,-0.6402702728919427
2018-04-29,-0.48388689623247455,-0.48388689623247455,-0.48388689623247455,-0.4854820386764714,-0.4854820386764714,-0.4854820386764714,-0.2727462473032617,-0.2727462473032617,-0.2727462473032617,-0.2889518064469109,-0.2889518064469109,-0.2889518064469109
2018-05-06,-1.9725792173979828,-1.9725792173979828,-1.9725792173979828,-1.9603278042491912,-1.9603278042491912,-1.9603278042491912,-1.9900700062653938,-1.9900700062653938,-1.9900700062653938,-1.953741870833816,-1.953741870833816,-1.953741870833816
2018-05-13,-2.1533129801816946,-2.1533129801816946,-2.1533129801816946,-2.128784180894148,-2.128784180894148,-2.128784180894148,-2.2456766917377964,-2.2456766917377964,-2.2456766917377964,-2.213888798120702,-2.213888798120702,-2.213888798120702
2018-05-20,-1.66408740632452,-1.66408740632452,-1.66408740632452,-1.6494538581130656,-1.6494538581130656,-1.6494538581130656,-1.6800914338915238,-1.6800914338915238,-1.6800914338915238,-1.6622129153088943,-1.6622129153088943,-1.6622129153088943
2018-05-27,-1.7762227745007853,-1.7762227745007853,-1.7762227745007853,-1.7573610153559243,-1.7573610153559243,-1.7573610153559243,-1.8332202839377922,-1.8332202839377922,-1.8332202839377922,-1.8158533002733543,-1.8158533002733543,-1.8158533002733543
2018-06-03,-1.7287465003114395,-1.7287465003114395,-1.7287465003114395,-1.722030177089348,-1.722030177089348,-1.722030177089348,-1.7652492813310392,-1.7652492813310392,-1.7652492813310392,-1.7526360736330826,-1.7526360736330826,-1.7526360736330826
2018-06-10,-1.4789421031137506,-1.4789421031137506,-1.4789421031137506,-1.4738431671172123,-1.4738431671172123,-1.4738431671172123,-1.508388294446486,-1.508388294446486,-1.508388294446486,-1.4991001913963977,-1.4991001913963977,-1.4991001913963977
2018-06-17,-1.2208979276227865,-1.2208979276227865,-1.2208979276227865,-0.9694904868580375,-0.9694904868580375,-0.9694904868580375,-1.21831146855706,-1.21831146855706,-1.21831146855706,-0.9577536331548364,-0.9577536331548364,-0.9577536331548364
2018-06-24,-1.0217197857302365,-1.0217197857302365,-1.0217197857302365,-0.8874542331064683,-0.8874542331064683,-0.8874542331064683,-1.0258645789336331,-1.0258645789336331,-1.0258645789336331,-0.8847390745487121,-0.8847390745487121,-0.8847390745487121
