Date,First Trust Developed International Equity SelectEtf_Open_average,First Trust Developed International Equity SelectEtf_Open_max,First Trust Developed International Equity SelectEtf_Open_min,First Trust Developed International Equity SelectEtf_High_average,First Trust Developed International Equity SelectEtf_High_max,First Trust Developed International Equity SelectEtf_High_min,First Trust Developed International Equity SelectEtf_Low_average,First Trust Developed International Equity SelectEtf_Low_max,First Trust Developed International Equity SelectEtf_Low_min,First Trust Developed International Equity SelectEtf_Close_average,First Trust Developed International Equity SelectEtf_Close_max,First Trust Developed International Equity SelectEtf_Close_min
2018-05-27,-0.770068473195752,-0.770068473195752,-0.770068473195752,-0.773689093977975,-0.773689093977975,-0.773689093977975,-0.7185461503300155,-0.7185461503300155,-0.7185461503300155,-0.7060128607215223,-0.7060128607215223,-0.7060128607215223
2018-06-03,-0.06502739237357591,-0.06502739237357591,-0.06502739237357591,-0.011227135069420097,-0.011227135069420097,-0.011227135069420097,-0.14980181830725708,-0.14980181830725708,-0.14980181830725708,0.05557554242102243,0.05557554242102243,0.05557554242102243
2018-06-10,-0.1919691952940796,-0.1919691952940796,-0.1919691952940796,-0.11963601733010552,-0.11963601733010552,-0.11963601733010552,-0.2755793120798238,-0.2755793120798238,-0.2755793120798238,-0.02601108499479977,-0.02601108499479977,-0.02601108499479977
2018-06-17,-1.4457677717012138,-1.4457677717012138,-1.4457677717012138,-1.1763965606012365,-1.1763965606012365,-1.1763965606012365,-1.3522798139712582,-1.3522798139712582,-1.3522798139712582,-1.0223846739370415,-1.0223846739370415,-1.0223846739370415
2018-06-24,-2.55303829593206,-2.55303829593206,-2.55303829593206,-2.492808035317996,-2.492808035317996,-2.492808035317996,-2.336117159494944,-2.336117159494944,-2.336117159494944,-2.280718890158635,-2.280718890158635,-2.280718890158635
2018-07-01,-1.648339818661606,-1.648339818661606,-1.648339818661606,-1.5950675465846216,-1.5950675465846216,-1.5950675465846216,-1.5096621713432012,-1.5096621713432012,-1.5096621713432012,-1.403592163401201,-1.403592163401201,-1.403592163401201
2018-07-08,-1.5068908973206114,-1.5068908973206114,-1.5068908973206114,-1.668005573122752,-1.668005573122752,-1.668005573122752,-1.382150999727845,-1.382150999727845,-1.382150999727845,-1.506552807544732,-1.506552807544732,-1.506552807544732
2018-07-15,-1.1887428681512995,-1.1887428681512995,-1.1887428681512995,-1.3151926850710567,-1.3151926850710567,-1.3151926850710567,-1.1767212219351109,-1.1767212219351109,-1.1767212219351109,-1.2987707969931808,-1.2987707969931808,-1.2987707969931808
2018-07-22,-0.6729782480586525,-0.6729782480586525,-0.6729782480586525,-0.7594355389641753,-0.7594355389641753,-0.7594355389641753,-0.9227045276618034,-0.9227045276618034,-0.9227045276618034,-0.8368701886435613,-0.8368701886435613,-0.8368701886435613
2018-07-29,-0.9074438763422128,-0.9074438763422128,-0.9074438763422128,-0.9611672981815257,-0.9611672981815257,-0.9611672981815257,-0.9896045525915699,-0.9896045525915699,-0.9896045525915699,-0.9133833013874822,-0.9133833013874822,-0.9133833013874822
